edition	fund	ali	name	legal_basis
2021	5RE0	200697	School District TPP Supplement	Discontinued line item (originally established by H.B. 64 of the 131st G.A.)
2021	5U20	200685	National Education Statistics	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on May 6, 2002)
2021	5UC0	200662	Accountability/Report Cards	Discontinued line item (originally established by H.B. 49 of the 132nd G.A.)
2021	5VS0	200604	Foundation Funding - All Students	ORC 3317.022, 3317.16, and 3317.25; Sections 265.10 and 265.323 of H.B. 110 of the 134th G.A. (originally established by H.B. 166 of the 133rd G.A.)
2021	5VU0	200663	School Bus Purchase	ORC 3317.071; Sections 265.10 and 265.325 of H.B. 110 of the 134th G.A (originally established by H.B. 166 of the 133rd G.A.)
2021	6200	200615	Educational Improvement Grants	Sections 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 282 of the 123rd G.A.)
2021	1380	200606	Information Technology Development and Support	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on July 20, 1961)
2021	4R70	200695	Indirect Operational Support	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board in December 1993)
2021	4V70	200633	Interagency Program Support	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board in June 1995)
2021	7017	200602	School Climate Grants	Discontinued line item (originally established by H.B. 318 of the 132nd G.A.)
2021	7017	200612	Foundation Funding - All Students	ORC 3770.06; Sections 265.10 and 265.330 of H.B. 110 of the 134th G.A. (originally established by H.B. 650 of the 122nd G.A.)
2021	7017	200614	Accelerate Great Schools	Sections 265.10 and 265.333 of H.B. 110 of the 134thd G.A. (originally established by H.B. 166 of the 133rd G.A.)
2021	7017	200629	Community Connectors	Discontinued line item (originally established in H.B. 483 of the 130th G.A.)
2021	7017	200631	Quality Community Schools Support	Sections 265.10 and 265.335 of H.B. 110 of the 134th G.A. (originally established by H.B. 166 of the 133rd G.A.)
2021	7017	200636	Enrollment Growth Supplement	Discontinued line item (originally established by H.B. 166 of the 133rd G.A.)
2021	7017	200684	Community School Facilities	ORC 3770.06; Sections 265.10 and 265.340 of H.B. 110 of the 134th G.A. (originally established by H.B. 59 of the 130th G.A.)
2021	3670	200607	School Food Services	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on October 27, 1967)
2021	3700	200624	Education of Exceptional Children	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on May 9, 1968)
2021	3AF0	657601	Schools Medicaid Administrative Claims	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 49 of the 132nd G.A.)
2021	3AN0	200671	School Improvement Grants	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on April 7, 2008)
2021	3C50	200661	Early Childhood Education	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on November 11, 1986)
2021	3D10	200664	Drug Free Schools	Discontinued line item (originally established by Controlling Board on May 4, 1987)
2021	3D20	200667	Math Science Partnerships	Discontinued line item (originally established by Controlling Board on April 20, 1987)
2021	3EH0	200620	Migrant Education	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on July 19, 2010)
2021	3EJ0	200622	Homeless Children Education	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by the Controlling Board on July 19, 2010)
2021	3FE0	200669	Striving Readers	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on December 13, 2010)
2021	3GE0	200674	Summer Food Service Program	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on October 29, 2012)
2021	3GF0	200675	Miscellaneous Nutrition Grants	Discontinued line item (originally established by the Controlling Board on October 29, 2012)
2021	3GG0	200676	Fresh Fruit and Vegetable Program	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by the Controlling Board on October 29, 2012)
2021	3GP0	200600	School Climate Transformation	Discontinued line item (originally established by the Controlling Board on December 15, 2014)
2021	3GZ0	200609	JAVITS	Discontinued line item (originally established by Controlling Board on January 11, 2016)
2021	3H90	200605	Head Start Collaboration Project	Discontinued line item (originally established by the Controlling Board on January 24, 1994)
2021	3HF0	200649	Federal Education Grants	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 49 of the 132nd G.A.)
2021	3HI0	200634	Student Support and Academic Enrichment	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by the Controlling Board on August 21, 2017)
2021	3HL0	200678	Comprehensive Literacy State Development Program	Section 265.10 of H.B. 110 of the 134th General Assembly (originally established by the Controlling Board on June 15, 2020)
2021	3HQ0	200627	Governor Emergency Education Relief - EDU	Section 503.10 of H.B. 170 of the 134th G.A. (originally established by the Controlling Board on August 24, 2020)
2021	3HS0	200640	Federal Coronavirus School Relief	Sections 265.10 and 265.355 of H.B. 110 of the 134th G.A.; Section 503.10 of H.B. 170 of the 134th G.A. (originally established by the Controlling Board on June 1, 2020)
2021	3L60	200617	Federal School Lunch	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 152 of the 120th G.A.)
2021	3L70	200618	Federal School Breakfast	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 152 of the 120th G.A.)
2021	3L80	200619	Child/Adult Food Programs	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 152 of the 120th G.A.)
2021	3L90	200621	Career-Technical Education Basic Grant	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 152 of the 120th G.A.)
2021	3M00	200623	ESEA Title 1A	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 152 of the 120th G.A.)
2021	3M20	200680	Individuals with Disabilities Education Act	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 152 of the 120th G.A.)
2021	3T40	200613	Public Charter Schools	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on December 7, 1998)
2021	3Y20	200688	21st Century Community Learning Centers	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on July 29, 2002)
2021	3Y60	200635	Improving Teacher Quality	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on August 12, 2002)
2021	3Y70	200689	English Language Acquisition	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on July 29, 2002)
2021	3Y80	200639	Rural and Low Income Technical Assistance	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on July 21, 2003)
2021	3Z20	200690	State Assessments	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on July 29, 2002)
2021	3Z30	200645	Consolidated Federal Grant Administration	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on July 7, 2003)
2022	GRF	200321	Operating Expenses	Sections 265.10 and 265.20 of H.B. 110 of the 134th G.A. (originally established by H.B. 487 of the 129th G.A.)
2022	GRF	200408	Early Childhood Education	Sections 265.10 and 265.20 of H.B. 110 of the 134th G.A. (originally established by H.B. 298 of the 119th G.A.)
2022	GRF	200420	Information Technology Development and Support	Sections 265.10 and 265.30 of H.B. 110 of the 134th G.A. (originally established by H.B. 282 of the 123rd G.A.)
2022	GRF	200421	Alternative Education Programs	Discontinued line item (originally established by H.B. 640 of the 123rd G.A.)
2022	GRF	200422	School Management Assistance	R.C. 3316; Sections 265.10 and 265.50 of H.B. 110 of the 134th G.A. (originally established by H.B. 1285 of the 112th G.A.)
2022	GRF	200424	Policy Analysis	Sections 265.10 and 265.60 of H.B. 110 of the 134th G.A. (originally established by H.B. 204 of the 113th G.A.)
2022	GRF	200426	Ohio Educational Computer Network	R.C. 3301.075; Sections 265.10 and 265.70 of H.B. 110 of the 134th G.A. (originally established by H.B. 204 of the 113th G.A.)
2022	GRF	200427	Academic Standards	R.C. 3301.079; Sections 265.10 and 265.80 of H.B. 110 of the 134th G.A. (originally established by H.B. 94 of the 124th G.A.)
2022	GRF	200437	Student Assessment	R.C. 3301.078, 3301.079, 3301.0710, 3301.0711, 3301.0712, 3301.0715 and 3301.27; Sections 265.10 and 265.90 of H.B. 110 of the 134th G.A. (originally established by H.B. 111 of the 118th G.A.)
2022	GRF	200439	Accountability/Report Cards	R.C. 3302.03, 3302.031, and 3302.26; Sections 265.10 and 265.100 of H.B. 110 of the 134th G.A. (originally established by H.B. 95 of the 125th G.A.)
2022	GRF	200442	Child Care Licensing	R.C. 3301.52 through 3301.59; Sections 265.10 and 265.100 of H.B. 110 of the 134th G.A. (originally established by the Controlling Board on October 16, 1995)
2022	GRF	200446	Education Management Information System	R.C. 3301.0714 and 3302.03; Sections 265.10 and 265.110 of H.B. 110 of the 134th G.A. (originally established by H.B. 111 of the 118th G.A.)
2022	GRF	200447	High School Equivalency Testing	Discontinued line item (originally established by Controlling Board on January 8, 1990)
2022	GRF	200448	Educator Preparation	R.C. 3319.61; Sections 265.10 and 265.120 of H.B. 110 of the 134th G.A. (originally established by H.B. 95 of the 125th G.A.)
2022	GRF	200455	Community Schools and Choice Programs	R.C. 3310, 3313.974 to 3313.979, 3314, 3326; Sections 265.10 and 265.130 of H.B. 110 of the 134th G.A. (originally established by H.B. 215 of the 122nd G.A.)
2022	GRF	200457	STEM Initiatives	Sections 265.10 and 265.135 of H.B. 110 of the 134th G.A. (originally established by H.B. 119 of the 127th G.A.)
2022	GRF	200465	Education Technology Resources	R.C. 3301.075; Sections 265.10 and 265.140 of H.B. 110 of the 134th G.A. (originally established by H.B. 59 of the 130th G.A.)
2022	GRF	200478	Industry-Recognized Credentials High School Students	Sections 265.10 and 265.145 of H.B. 110 of the 134th G.A. (originally established by H.B. 166 of the 133rd G.A.)
2022	GRF	200502	Pupil Transportation	R.C. 3317.019, 3317.024, 3317.0212, and 3317.072; Sections 265.10, 265.150, and 265.210 of H.B. 110 of the 134th G.A. (originally established by H.B. 191 of the 112th G.A.)
2022	GRF	200505	School Lunch Match	R.C. 3313.81 and 3317.024; Sections 265.10 and 265.160 of H.B. 110 of the 134th G.A. (originally established by H.B. 191 of the 112th G.A.)
2022	GRF	200511	Auxiliary Services	R.C. 3317.024, 3317.06, and 3317.062; Sections 265.10 and 265.170 of H.B. 110 of the 134th G.A. (originally established by H.B. 191 of the 112th G.A.)
2022	GRF	200532	Nonpublic Administrative Cost Reimbursement	R.C. 3317.063; Sections 265.10 and 265.180 of H.B. 110 of the 134th G.A. (originally established by H.B. 694 of the 114th G.A.)
2022	GRF	200540	Special Education Enhancements	R.C. 3317.0213, 3317.20, and 3317.201; Sections 265.10, 265.190, and 265.440 of H.B. 110 of the 134th G.A. (originally established by H.B. 650 of the 122nd G.A.)
2022	GRF	200545	Career-Technical Education Enhancements	R.C. 3317.014; Sections 265.10 and 265.200 of H.B. 110 of the 134th G.A. (originally established by H.B. 650 of the 122nd G.A.)
2022	GRF	200550	Foundation Funding - All Students	R.C. 3317; Sections 265.10, 265.210, 265.215, 265.220, 265.225, and 265.237 of H.B. 110 of the 134th G.A. (originally established by H.B. 66 of the 126th G.A.)
2022	GRF	200566	Literacy Improvement	Sections 265.10 and 265.240 of H.B. 110 of the 134th G.A. (originally established by H.B. 1 and modified by H.B. 282 of the 123rd G.A.)
2022	GRF	200572	Adult Education Programs	R.C. 3313.902, 3314.38, 3317.23, 3317.24, 3345.86; Sections 265.10 and 265.250 of H.B. 110 of the 134th G.A. (originally established by H.B. 282 of the 123rd G.A.)
2022	GRF	200573	EdChoice Expansion	Discontinued line item (originally established by H.B. 64 of the 131st G.A.)
2022	GRF	200574	Half-Mill Maintenance Equalization	R.C. 3318.18; Sections 265.10 and 265.260 of H.B. 110 of the 134th G.A. (originally established by H.B. 64 of the 131st G.A.)
2022	GRF	200576	Adaptive Sports Program	Sections 265.10 and 265.260 of H.B. 110 of the 134th G.A. (originally established by H.B. 64 of the 131st G.A.)
2022	GRF	200578	Violence Prevention and School Safety	Discontinued line item (originally established by H.B. 1 of the 128th G.A.)
2022	GRF	200588	Competency Based Education Pilot	Discontinued line item (originally established by H.B. 64 of the 131st G.A.)
2022	GRF	200597	Program and Project Support	Sections 265.10 and 265.275 of H.B. 110 of the 134th G.A. (originally established by H.B. 64 of the 131st G.A.)
2022	GRF	657401	Medicaid in Schools	Sections 265.10 and 265.280 of H.B. 110 of the 134th G.A. (originally established by H.B. 49 of the 132nd G.A.)
2022	4520	200638	Charges and Reimbursements	R.C. 3314.074; Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on April 13, 1972)
2022	4540	200610	High School Equivalency	Discontinued line item (originally established in 1929)
2022	4550	200608	Commodity Foods	Discontinued line item (originally established by Controlling Board in September 1978)
2022	4L20	200681	Teacher Certification and Licensure	R.C. 3319.51; Sections 265.10 and 265.300 of H.B. 110 of the 134th G.A. (originally established by H.B. 152 of the 120th G.A.)
2022	5980	200659	Auxiliary Services Reimbursement	R.C. 3317.064; Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 238 of the 116th G.A.)
2022	5CV1	200632	Coronavirus Relief - Rural and Small Town School Districts	Discontinued line item (originally established by Controlling Board on July 13, 2020)
2022	5CV1	200642	Coronavirus Relief - Suburban School Districts	Discontinued line item (originally established by Controlling Board on July 13, 2020)
2022	5CV1	200643	Coronavirus Relief - Urban School Districts	Discontinued line item (originally established by Controlling Board on July 13, 2020)
2022	5CV1	200647	Coronavirus Relief - School Connectivity	Discontinued line item (originally established by Controlling Board on July 27, 2020)
2022	5CV1	200650	Coronavirus Relief - Other Education Entities	Discontinued line item (originally established by Controlling Board on July 13, 2020)
2022	5H30	200687	School District Solvency Assistance	R.C. 3316.20; Sections 265.10 and 265.320 of H.B. 110 of the 134th G.A. (originally established by H.B. 650 of the 122nd G.A.)
2022	5KX0	200691	Ohio School Sponsorship Program	R.C. 3314.029; Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on November 14, 2011)
2022	5MM0	200677	Child Nutrition Refunds	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on October 29, 2012)
2022	5RB0	200644	Straight A Fund	Discontinued line item (originally established by H.B. 64 of the 131st G.A.)
2022	5RE0	200697	School District TPP Supplement	Discontinued line item (originally established by H.B. 64 of the 131st G.A.)
2022	5U20	200685	National Education Statistics	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on May 6, 2002)
2022	5UC0	200662	Accountability/Report Cards	Discontinued line item (originally established by H.B. 49 of the 132nd G.A.)
2022	5VS0	200604	Foundation Funding - All Students	R.C. 3317.022, 3317.16, and 3317.25; Sections 265.10 and 265.323 of H.B. 110 of the 134th G.A. (originally established by H.B. 166 of the 133rd G.A.)
2022	5VU0	200663	School Bus Purchase	R.C. 3317.071; Sections 265.10 and 265.325 of H.B. 110 of the 134th G.A (originally established by H.B. 166 of the 133rd G.A.)
2022	6200	200615	Educational Improvement Grants	Sections 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 282 of the 123rd G.A.)
2022	1380	200606	Information Technology Development and Support	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on July 20, 1961)
2022	4R70	200695	Indirect Operational Support	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board in December 1993)
2022	4V70	200633	Interagency Program Support	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board in June 1995)
2022	7017	200602	School Climate Grants	Discontinued line item (originally established by H.B. 318 of the 132nd G.A.)
2022	7017	200611	Education Studies	Established by Controlling Board on December 13, 2021 (originally established by S.B. 310 of the 133rd G.A.)
2022	7017	200612	Foundation Funding - All Students	R.C. 3770.06; Sections 265.10 and 265.330 of H.B. 110 of the 134th G.A. (originally established by H.B. 650 of the 122nd G.A.)
2022	7017	200614	Accelerate Great Schools	Sections 265.10 and 265.333 of H.B. 110 of the 134thd G.A. (originally established by H.B. 166 of the 133rd G.A.)
2022	7017	200629	Community Connectors	Discontinued line item (originally established in H.B. 483 of the 130th G.A.)
2022	7017	200631	Quality Community Schools Support	Sections 265.10 and 265.335 of H.B. 110 of the 134th G.A. (originally established by H.B. 166 of the 133rd G.A.)
2022	7017	200636	Enrollment Growth Supplement	Discontinued line item (originally established by H.B. 166 of the 133rd G.A.)
2022	7017	200684	Community School Facilities	R.C. 3770.06; Sections 265.10 and 265.340 of H.B. 110 of the 134th G.A. (originally established by H.B. 59 of the 130th G.A.)
2022	3670	200607	School Food Services	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on October 27, 1967)
2022	3700	200624	Education of Exceptional Children	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on May 9, 1968)
2022	3AF0	657601	Schools Medicaid Administrative Claims	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 49 of the 132nd G.A.)
2022	3AN0	200671	School Improvement Grants	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on April 7, 2008)
2022	3C50	200661	Early Childhood Education	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on November 11, 1986)
2022	3D10	200664	Drug Free Schools	Discontinued line item (originally established by Controlling Board on May 4, 1987)
2022	3D20	200667	Math Science Partnerships	Discontinued line item (originally established by Controlling Board on April 20, 1987)
2022	3EH0	200620	Migrant Education	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on July 19, 2010)
2022	3EJ0	200622	Homeless Children Education	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on July 19, 2010)
2022	3FE0	200669	Striving Readers	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on December 13, 2010)
2022	3GE0	200674	Summer Food Service Program	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on October 29, 2012)
2022	3GF0	200675	Miscellaneous Nutrition Grants	Discontinued line item (originally established by Controlling Board on October 29, 2012)
2022	3GG0	200676	Fresh Fruit and Vegetable Program	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on October 29, 2012)
2022	3GP0	200600	School Climate Transformation	Discontinued line item (originally established by Controlling Board on December 15, 2014)
2022	3GZ0	200609	JAVITS	Discontinued line item (originally established by Controlling Board on January 11, 2016)
2022	3H90	200605	Head Start Collaboration Project	Discontinued line item (originally established by Controlling Board on January 24, 1994)
2022	3HF0	200649	Federal Education Grants	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 49 of the 132nd G.A.)
2022	3HI0	200634	Student Support and Academic Enrichment	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on August 21, 2017)
2022	3HL0	200678	Comprehensive Literacy State Development Program	Section 265.10 of H.B. 110 of the 134th General Assembly (originally established by Controlling Board on June 15, 2020)
2022	3HQ0	200500	Governor's Emergency Education Relief - K-12 Mental Health	Section 503.10 of H.B. 170 of the 134th G.A. (originally established by Controlling Board on September 28, 2020)
2022	3HQ0	200627	Governor Emergency Education Relief - EDU	Sections 209.10 and 209.20 of H.B. 169 of the 134th G.A. (originally established by Controlling Board on August 24, 2020)
2022	3HQ0	200651	Emergency Assistance to Non-Public Schools	H.B. 169 of the 134th G.A. (originally established by H.B. 170 of the 134th G.A.)
2022	3HS0	200640	Federal Coronavirus School Relief	Sections 265.10 and 265.355 of H.B. 110 and Sections 209.10 and 209.30 of H.B. 169, both of the 134th G.A. (originally established by Controlling Board on June 1, 2020)
2022	3HZ0	200641	ARP - Homeless Children and Youth	Sections 209.10 and 209.40 of H.B. 169 of the 134th G.A. (originally established by Controlling Board on August 30, 2021)
2022	3IA0	200657	ARP - Students with Disabilities	Section 209.50 of H.B. 169 of the 134th G.A. (originally established by Controlling Board on August 30, 2021)
2022	3L60	200617	Federal School Lunch	Section 265.10 of H.B. 110 and Section 4 of H.B. 95, both of the 134th G.A. (originally established by H.B. 152 of the 120th G.A.)
2022	3L70	200618	Federal School Breakfast	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 152 of the 120th G.A.)
2022	3L80	200619	Child/Adult Food Programs	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 152 of the 120th G.A.)
2022	3L90	200621	Career-Technical Education Basic Grant	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 152 of the 120th G.A.)
2022	3M00	200623	ESEA Title 1A	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 152 of the 120th G.A.)
2022	3M20	200680	Individuals with Disabilities Education Act	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by H.B. 152 of the 120th G.A.)
2022	3T40	200613	Public Charter Schools	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on December 7, 1998)
2022	3Y20	200688	21st Century Community Learning Centers	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on July 29, 2002)
2022	3Y60	200635	Improving Teacher Quality	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on August 12, 2002)
2022	3Y70	200689	English Language Acquisition	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on July 29, 2002)
2022	3Y80	200639	Rural and Low Income Technical Assistance	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on July 21, 2003)
2022	3Z20	200690	State Assessments	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on July 29, 2002)
2022	3Z30	200645	Consolidated Federal Grant Administration	Section 265.10 of H.B. 110 of the 134th G.A. (originally established by Controlling Board on July 7, 2003)
2023	GRF	200321	Operating Expenses	Sections 265.10 and 265.20 of H.B. 33 of the 135th G.A. (originally established by H.B. 487 of the 129th G.A.)
2023	GRF	200408	Early Childhood Education	Discontinued line item (originally established by H.B. 298 of the 119th G.A.)
2023	GRF	200420	Information Technology Development and Support	Sections 265.10 and 265.40 of H.B. 33 of the 135th G.A. (originally established by H.B. 282 of the 123rd G.A.)
2023	GRF	200422	School Management Assistance	R.C. 3316; Sections 265.10 and 265.50 of H.B. 33 of the 135th G.A. (originally established by H.B. 1285 of the 112th G.A.)
2023	GRF	200424	Policy Analysis	Sections 265.10 and 265.60 of H.B. 33 of the 135th G.A. (originally established by H.B. 204 of the 113th G.A.)
2023	GRF	200426	Ohio Educational Computer Network	R.C. 3301.075; Sections 265.10 and 265.70 of H.B. 33 of the 135th G.A. (originally established by H.B. 204 of the 113th G.A.)
2023	GRF	200427	Academic Standards	R.C. 3301.079; Sections 265.10 and 265.80 of H.B. 33 of the 135th G.A. (originally established by H.B. 94 of the 124th G.A.)
2023	GRF	200437	Student Assessment	R.C. 3301.078, 3301.079, 3301.0710, 3301.0711, 3301.0712, 3301.0715 and 3301.27; Sections 265.10 and 265.90 of H.B. 33 of the 135th G.A. (originally established by H.B. 111 of the 118th G.A.)
2023	GRF	200439	Accountability/Report Cards	R.C. 3302.03, 3302.031, and 3302.26; Sections 265.10 and 265.100 of H.B. 33 of the 135th G.A. (originally established by H.B. 95 of the 125th G.A.)
2023	GRF	200442	Child Care Licensing	Discontinued line item (originally established by the Controlling Board on October 16, 1995)
2023	GRF	200446	Education Management Information System	R.C. 3301.0714 and 3302.03; Sections 265.10 and 265.110 of H.B. 33 of the 135th G.A. (originally established by H.B. 111 of the 118th G.A.)
2023	GRF	200448	Educator Preparation	Sections 265.10 and 265.120 of H.B. 33 of the 135th G.A. (originally established by H.B. 95 of the 125th G.A.)
2023	GRF	200455	Community Schools and Choice Programs	R.C. 3310, 3313.974 to 3313.979, 3314, 3326; Sections 265.10 and 265.130 of H.B. 33 of the 135th G.A. (originally established by H.B. 215 of the 122nd G.A.)
2023	GRF	200457	STEM Initiatives	Sections 265.10 and 265.130 of H.B. 33 of the 135th G.A. (originally established by H.B. 119 of the 127th G.A.)
2023	GRF	200465	Education Technology Resources	R.C. 3301.075; Sections 265.10 and 265.140 of H.B. 33 of the 135th G.A. (originally established by H.B. 59 of the 130th G.A.)
2023	GRF	200478	Industry-Recognized Credentials High School Students	Sections 265.10 and 265.150 of H.B. 33 of the 135th G.A. (originally established by H.B. 166 of the 133rd G.A.)
2023	GRF	200492	College Credit Plus - Auxiliary Funding	Sections 265.10 and 265.170 of H.B. 33 of the 135th G.A.
2023	GRF	200502	Pupil Transportation	R.C. 3317.019, 3317.024, 3317.0212, and 3317.072; Sections 265.10, 265.190, and 265.270 of H.B. 33 of the 135th G.A. (originally established by H.B. 191 of the 112th G.A.)
2023	GRF	200505	School Meal Programs	R.C. 3301.91, 3313.81, and 3317.024; Sections 265.10 and 265.200 of H.B. 33 of the 135th G.A. (originally established by H.B. 191 of the 112th G.A.)
2023	GRF	200511	Auxiliary Services	R.C. 3317.024, 3317.06, and 3317.062; Sections 265.10 and 265.230 of H.B. 33 of the 135th G.A. (originally established by H.B. 191 of the 112th G.A.)
2023	GRF	200532	Nonpublic Administrative Cost Reimbursement	R.C. 3317.063; Sections 265.10 and 265.240 of H.B. 33 of the 135th G.A. (originally established by H.B. 694 of the 114th G.A.)
2023	GRF	200540	Special Education Enhancements	R.C. 3317.0213, 3317.20, and 3317.201; Sections 265.10, 265.250, and 265.520 of H.B. 33 of the 135th G.A. (originally established by H.B. 650 of the 122nd G.A.)
2023	GRF	200545	Career-Technical Education Enhancements	R.C. 3317.014; Sections 265.10 and 265.260 of H.B. 33 of the 135th G.A. (originally established by H.B. 650 of the 122nd G.A.)
2023	GRF	200550	Foundation Funding - All Students	R.C. 3317; Sections 265.10, 265.270, 265.275, 265.277, 265.280, 265.285, 265.290, and 265.310 of H.B. 33 of the 135th G.A. (originally established by H.B. 66 of the 126th G.A.)
2023	GRF	200566	Literacy Improvement	Sections 265.10 and 265.330 of H.B. 33 of the 135th G.A. (originally established by H.B. 1 of the 123rd G.A.)
2023	GRF	200572	Adult Education Programs	R.C. 3313.902, 3314.38, 3317.23, 3317.24, 3345.86; Sections 265.10, 265.340, and 733.50 of H.B. 33 of the 135th G.A. (originally established by H.B. 282 of the 123rd G.A.)
2023	GRF	200573	EdChoice Expansion	Discontinued line item (originally established by H.B. 64 of the 131st G.A.)
2023	GRF	200574	Half-Mill Maintenance Equalization	R.C. 3318.18; Sections 265.10 and 265.350 of H.B. 33 of the 135th G.A. (originally established by H.B. 64 of the 131st G.A.)
2023	GRF	200576	Adaptive Sports Program	Sections 265.10 and 265.350 of H.B. 33 of the 135th G.A. (originally established by H.B. 64 of the 131st G.A.)
2023	GRF	200578	Violence Prevention and School Safety	Discontinued line item (originally established by H.B. 1 of the 128th G.A.)
2023	GRF	200597	Program and Project Support	Sections 265.10 and 265.355 of H.B. 33 of the 135th G.A. (originally established by H.B. 64 of the 131st G.A.)
2023	GRF	657401	Medicaid in Schools	Sections 265.10 and 265.360 of H.B. 33 of the 135th G.A. (originally established by H.B. 49 of the 132nd G.A.)
2023	4520	200638	Charges and Reimbursements	Section 265.10 of H.B. 33 of the 135th G.A. (originally established by Controlling Board on April 13, 1972)
2023	4550	200608	Commodity Foods	Discontinued line item (originally established by Controlling Board in September 1978)
2023	4L20	200681	Teacher Certification and Licensure	Discontinued line item (originally established by H.B. 152 of the 120th G.A.)
2023	5980	200659	Auxiliary Services Reimbursement	R.C. 3317.064; Section 265.10 of H.B. 33 of the 135th G.A. (originally established by H.B. 238 of the 116th G.A.)
2023	5CV1	200632	Coronavirus Relief - Rural and Small Town School Districts	Discontinued line item (originally established by Controlling Board on July 13, 2020)
2023	5CV1	200642	Coronavirus Relief - Suburban School Districts	Discontinued line item (originally established by Controlling Board on July 13, 2020)
2023	5CV1	200643	Coronavirus Relief - Urban School Districts	Discontinued line item (originally established by Controlling Board on July 13, 2020)
2023	5CV1	200647	Coronavirus Relief - School Connectivity	Discontinued line item (originally established by Controlling Board on July 27, 2020)
2023	5CV1	200650	Coronavirus Relief - Other Education Entities	Discontinued line item (originally established by Controlling Board on July 13, 2020)
2023	5H30	200687	School District Solvency Assistance	R.C. 3316.20; Sections 265.10 and 265.380 of H.B. 33 of the 135th G.A. (originally established by H.B. 650 of the 122nd G.A.)
