irn,district,enrolled_adm,base_cost_enrolled_adm,aggregate_base_cost,base_cost_per_pupil,capacity_per_pupil,state_share_percentage,valuation_per_pupil,local_capacity_percentage,benchmark_ratio,dpia_econ_disadvantaged_adm,dpia_directly_certified_adm,dpia_weighted_adm,dpia_percentage,dpia_aid,trans_reported_sped_cost,trans_special_education,trans_total,funding_base,foundation_calculated,foundation_phase_in,foundation_funding,temp_transitional_aid_guarantee,transportation,formula_transition_supplement,base_funding_supplement,enrollment_growth_supplement,total_formula_funding,performance_supplement,preschool_special_education,special_education_transportation,total_state_support
044958,Vandalia-Butler City,2738.3595,2738.3595,22178686.76,8099.26,7029.99,0.1320207,305260.91,0.0229810535,1.46670942,1283.9828,894.8478,1186.6991,0.433361,293585.65,697576.95,319699.516185000015,793045.5,4021907.41,3783908.65,-198324.37,3823583.04,198324.37,793045.5,0,73935.71,0,4888888.62,124595.36,288060.14,319699.52,5621243.63
044966,Van Wert City,1719.6414,1771.45,14406747.81,8132.74,3739.61,0.5401781,196237.52,0.0189607626,1.46670942,850.4869,737.8948,822.3389,0.478204,247726.11,206341.8,111461.321474580007,735617.695656338008,10755569.48,11899436.36,953184.27,11708753.75,0,735617.7,0,46430.32,0,12490801.76,78243.69,432817.52,111461.32,13113324.29
044974,Wadsworth City,3978.1882,4109.27,33751607.37,8213.53,5834.28,0.2896745,257567.71,0.023226421003,1.46670942,1078.5643,995.787,1057.8699,0.265918,98542.21,441068.25,202141.578974999982,883590.579999999958,16971303.45,13434674.58,-2947072.83,14024230.62,2947072.83,883590.58,136197.35,107411.08,0,18098502.46,232724.01,403787.74,202141.58,18937155.79
044982,Wapakoneta City,2629.2502,2740.88,22263187.15,8122.64,4656.79,0.42669,205834.84,0.022610920249,1.46670942,988.2239,867.5755,958.0618,0.364386,167575.85,104779.5,48020.44485,1160461.144241891801,15150673.15,13988078.67,-968789.98,14181883.17,968789.98,1160461.14,339720.14,70989.76,0,16721844.19,0,251896.99,48020.44,17021761.63
044990,Warren City,4348.1152,4348.1152,35659196.97,8201.07,1452.66,0.8228695,87810.54,0.014347160775,1.46670942,4292.5203,3583.7499,4115.3277,0.946462,4856298.2,1614054.75,1328156.425105124945,2877639.5,43809000.03,51919891.6,6758805.95,50567805.98,0,2877639.5,0,117399.11,0,53562844.59,0,987056.62,1328156.43,55878057.64
045005,Warrensville Heights City,1773.0184,1773.0184,14402962.95,8123.41,3091.21,0.6194686,254942.31,0.01502098875,1.46670942,1768.2021,1286.1365,1647.6857,0.929311,1874524.32,655244.1,405903.14528525999,474681,6597495.9,15233524.9,7196402.97,13793898.87,0,474681,0,47871.5,398929.15,14715380.52,92196.96,159562.26,405903.15,15373042.88
045013,Washington Court House City,1664.1351,1805.6,14598929.52,8085.36,2850.88,0.6474021,158998.91,0.017800256475,1.46670942,1642.7743,899.5466,1456.9674,0.87551,1471182.68,359982,233053.102762199997,756243.050000000047,14893884,15662885.65,640809.07,15534693.07,0,756243.05,0,44931.65,0,16335867.77,0,299186.56,233053.1,16868107.43
045021,Wellston City,1147.4226,1168.93,9725373.2,8319.89,3175.43,0.6183324,198228.76,0.018277751925,1.46670942,1124.6173,658.9172,1008.1923,0.878658,1025363.08,111922.65,69205.400788860003,944079.764141176478,12084853.43,11502229.85,-485500.23,11599353.2,485500.23,944079.76,212331.63,30980.41,0,13272245.23,0,106833.57,69205.4,13448284.21
045039,Wellsville Local,603.158,617.21,5947262.02,9635.72,1895.21,0.8033142,108936.15,0.016402751775,1.46670942,599.4278,429.8758,557.0398,0.923539,625880.3,0,0,288412.981380000012,8134900,9735047.93,1333403.27,9468303.27,0,288412.98,0,16285.27,0,9773001.52,0,41150.59,0,9814152.11
045047,Westerville City,13701.3284,13701.3284,110780229.08,8085.36,6635.55,0.1793129,285109.37,0.023675827617,1.46670942,5886.8912,4433.2497,5523.4808,0.403135,1182519.79,4077507,1868721.458099999931,4002969.700000000186,32538282.87,29201176.78,-2780810.51,29757472.36,2780810.51,4002969.7,685539.9,369935.87,0,37596728.34,712469.08,1047562.46,1868721.46,41225481.34
045054,West Carrollton City,3008.8614,3106.26,25294130.68,8142.95,3761.19,0.5381057,177288.93,0.019613164725,1.46670942,2986.9551,1630.8811,2647.9366,0.880046,2701549.24,758654.4,408236.256970080023,1343208.199999999953,18420921.32,23215467.35,3995295.21,22416216.53,0,1343208.2,0,81239.26,0,23840663.99,117345.59,368870.11,408236.26,24735115.95
045062,Westlake City,2983.9733,3058.12,24717148.83,8082.47,15811.77,0.1000004,628614.59,0.024953778895,1.46670942,674.8914,534.2418,639.729,0.214388,38733.93,999402.6,458026.211580000003,1154331.899999999907,1299737.21,2978392.84,1398823.74,2698560.95,0,1154331.9,0,80567.28,0,3933460.13,174562.44,282787.34,458026.21,4848836.11
045070,Whitehall City,3316.5876,3316.5876,26989153.41,8137.63,1640.95,0.7983494,106961.3,0.01554089895,1.46670942,3296.5563,1860.4986,2937.5419,0.885712,3035733.8,1369575.9,1093400.098019459983,904478.199999999953,22770425.69,38906834.72,13446469.65,36216895.34,0,904478.2,0,89547.87,746232.21,37957153.61,172462.56,649991.14,1093400.1,39873007.41
045088,Wickliffe City,1177.6432,1231.26,10124641.98,8222.99,6440.32,0.2167909,292447.38,0.021840601725,1.46670942,593.2786,485.5798,566.3539,0.480921,172555.94,904896.3,414713.974289999984,387996.700000000012,1759232.3,2692728.66,777882.52,2537114.82,0,387996.7,0,31796.37,0,2956907.88,0,148083.01,414713.97,3519704.86
045096,Willard City,1158.0605,1192.14,9882166.54,8289.43,4221.97,0.4906812,225704.86,0.0190762011,1.46670942,777.5554,591.286,730.9881,0.631218,383675.08,169460.55,83151.106026660011,557456.251465882408,7588677.29,7963675.89,312486.34,7901163.63,0,557456.25,0,31267.63,0,8489887.51,52691.75,139958.86,83151.11,8765689.23
045104,Willoughby-Eastlake City,6410.5973,6563.02,53362136.99,8130.73,7409.86,0.1,326623.51,0.022570476775,1.46670942,3248.8526,2455.9959,3050.6384,0.475874,910058.37,3746962.8,1717233.051240000175,2449521.799999999814,13219960.99,7463536.91,-4796828.19,8423132.8,4796828.19,2449521.8,0,173086.13,0,15842568.92,291682.18,663828.78,1717233.05,18515312.93
045112,Wilmington City,1998.9845,2056.34,16650820.15,8097.31,6556.61,0.1902731,343084.8,0.020445720525,1.46670942,1967.1402,1003.752,1726.2932,0.863585,1695974.42,501788.7,229969.761209999997,1418338.571408695774,8825322.49,5326646.93,-2915446.35,5909876.14,2915446.35,1418338.57,402051.34,53972.58,0,10699684.99,77960.39,353511.6,229969.76,11361126.74
045120,Wooster City,3057.0358,3102.47,25263795.18,8143.12,6165.27,0.2428872,307840.92,0.020948140125,1.46670942,1428.4705,1242.4667,1381.9695,0.452062,372039.48,594428.1,272426.398229999992,885895.150000000023,8396481.96,8163516.07,-194130.47,8202351.49,194130.47,885895.15,293654.18,82539.97,0,9658571.25,158965.86,257128.45,272426.4,10347091.96
045138,Worthington City,10110.1212,10110.1212,81779735.24,8088.9,7046.35,0.1288865,293318.36,0.024420882805,1.46670942,3388.1732,1929.1607,3023.4201,0.299049,356186.75,2880008.25,1319907.780975000001,2676297,16468613.3,14039348.95,-2024305.99,14444307.31,2024305.99,2676297,0,272973.27,0,19417883.58,525726.3,929348.92,1319907.78,22192866.58
045146,Wyoming City,1827.214,1833.79,14770051.69,8054.39,6566.08,0.1847826,230010.02,0.025,1.46670942,205.6502,154.5772,192.882,0.105561,2831.35,40999.35,18790.002105,156777.799999999988,5405262.63,3442015.01,-1635974.24,3769288.39,1635974.24,156777.8,103341.77,49334.78,0,5714716.98,118768.91,40381.91,18790,5892657.8
045153,Xenia Community City,3321.0834,3446.62,28178731.02,8175.76,5629.65,0.3114219,279691.71,0.020656046025,1.46670942,3260.5259,1814.2911,2898.9672,0.872898,2909811.52,915952.8,419781.168240000028,1810802.141142857028,15908604.62,14522826.32,-1154769.05,14753835.57,1154769.05,1810802.14,1641750.89,89669.25,0,19450826.9,0,754445.94,419781.17,20625054
045161,Youngstown City,4214.9748,4323.62,35675239.38,8251.24,2153.75,0.7389784,159222.08,0.0129809205,1.46670942,4210.6623,3527.6692,4039.914,0.958467,4889010.98,1878756.6,1388360.546257440234,3829021.160000000149,53335189.75,45033698.04,-6917633.04,46417556.71,6917633.04,3829021.16,937980.42,113804.32,0,58215995.65,164384.02,383746.33,1388360.55,60152486.54
045179,Zanesville City,2868.2988,2868.2988,23372121.13,8148.43,2735.34,0.6643111,178374.41,0.015825559725,1.46670942,2840.7084,2056.1287,2644.5635,0.921997,2961471.56,693543.9,460728.911107290071,1218967.820000000065,23176536.91,28943040.1,4805227.11,27981764.02,0,1218967.82,0,77444.07,0,29278175.91,0,591399.63,460728.91,30330304.45
045187,Ada Exempted Village,815.8758,834.81,7293246.87,8736.42,3408.75,0.6098222,163047.54,0.020304046125,1.46670942,424.453,247.1116,380.1176,0.465901,108692.56,23438.1,14293.073705820001,362274.11339534889,5052128.05,7792176.12,2283282.06,7335410.11,0,362274.11,0,22028.65,0,7719712.87,42425.54,131325.16,14293.07,7907756.65
045195,Amherst Exempted Village,3442.2071,3473.21,28232067.25,8128.52,5564.34,0.3154546,230906.81,0.023222308969,1.46670942,1048.1235,768.3271,978.1744,0.284171,104056.77,458339.7,210057.084509999986,819790.429999999935,12695838.25,13124772.29,357430.73,13053268.98,0,819790.43,0,92939.59,0,13965999,178994.77,257167.9,210057.08,14612218.76
045203,Barnesville Exempted Village,1205.7582,1236.67,10168495.99,8222.48,3995.12,0.5141222,217204.79,0.0206385552,1.46670942,1193.4612,472.7604,1013.286,0.840372,942691.87,0,0,694122.740254400065,6236340.2,8737456.2,2084179.96,8320520.16,0,694122.74,0,32555.47,0,9047198.38,54862,109232.12,0,9211292.5
045211,Bluffton Exempted Village,1136.4486,1144.18,9463053.14,8270.6,4351.45,0.4738654,188905.69,0.023414428511,1.46670942,268.173,212.7351,254.3135,0.223779,16776.55,5000.1,2369.37438654,303361.922283018881,5416300.52,6847388.32,1192525.46,6608825.98,0,303361.92,0,30684.11,0,6942872.01,66482.24,71804.61,2369.37,7083528.24
045229,Bradford Exempted Village,492.2946,492.2946,5085686.52,10330.58,3461.21,0.6649543,149835.28,0.0219088152,1.46670942,275.3358,193.351,254.8396,0.517657,89959.22,63722.4,42372.483886319998,179686.079599999997,4012767.76,5889813.14,1564141.92,5576909.68,0,179686.08,0,13291.95,0,5769887.71,22399.4,28557.88,42372.48,5863217.48
045237,Bridgeport Exempted Village,704.6364,704.6364,6515300.12,9246.33,3162.99,0.6579195,176611.06,0.01744344675,1.46670942,696.2095,412.5604,625.2972,0.887404,648670,22538.25,14828.354170875,354996.828887499985,5336092.75,8272371.43,2446801.03,7782893.78,0,354996.83,0,19025.18,0,8156915.79,0,93922.41,14828.35,8265666.55
045245,Harrison Hills City,1266.4967,1294.84,10583757.59,8173.8,10901.01,0.1000001,697616.21,0.021100746375,1.46670942,654.1756,536.5601,624.7717,0.493307,200285.94,419793.15,192391.200645000004,1303006.737124804175,7480716.34,1437736.04,-5035615.49,2445100.85,5035615.49,1303006.74,74389.59,34195.41,0,8892308.08,0,145147.63,192391.2,9229846.91
045252,Caldwell Exempted Village,744.6438,744.6438,6752567.37,9068.18,4573.12,0.4956957,260495.61,0.020011733325,1.46670942,677.5035,294.0075,581.6295,0.781084,467451.43,62204.1,30834.304892370004,757116.221620382159,4661790.94,6862060.22,1833484.39,6495275.33,0,757116.22,0,20105.38,0,7272496.94,0,117287.06,30834.3,7420618.3
045260,Carey Exempted Village Schools,808.9387,808.9387,7100137.08,8777.1,3560.78,0.5943101,162410.22,0.021003235875,1.46670942,798.4534,245.7735,660.2834,0.816234,579501.14,56750.4,33727.335899040001,354171.633047999989,5433429.69,8396970.72,2469518.74,7902948.43,0,354171.63,0,21841.34,0,8278961.41,0,89725.77,33727.34,8402414.51
045278,Carrollton Exempted Village,1664.9785,1712.8,13861314.2,8092.78,7606.37,0.1000002,420966.88,0.021663071325,1.46670942,943.8591,640.8289,868.1015,0.521389,310877.16,1816.5,832.50195,2036133.237008996774,9005933.54,1869758.68,-5946574.51,3059359.03,5946574.51,2036133.24,0,44954.42,0,11087021.2,86578.88,189534.93,832.5,11363967.51
045286,Chagrin Falls Exempted Village,1500.8046,1528.85,12345060.37,8074.74,13269.11,0.1,468738.08,0.025,1.46670942,94.8617,76.6942,90.3198,0.060181,430.92,331578.45,151962.403634999995,555034.400000000023,1471913.36,1430218.72,-34744.14,1437169.22,34744.14,555034.4,0,40521.73,0,2067469.48,97552.3,125592.61,151962.4,2442576.8
045294,Chesapeake Union Exempted Village,1064.9766,1082.92,9048355.55,8355.52,3539,0.5764467,191088.46,0.0198230526,1.46670942,1031.5771,442.2822,884.2534,0.830303,803053.53,206986.5,119316.684869549994,536167.520400000038,8811078.08,9337195.38,438413.54,9249491.62,0,536167.52,0,28754.37,0,9814413.51,0,120811.21,119316.68,10054541.4
045302,Clyde-Green Springs Exempted Village,1811.0591,1858.14,15036621.38,8092.3,3394.27,0.5805558,165826.46,0.0202544163,1.46670942,866.892,655.6134,814.0724,0.449501,216680.04,329603.4,191353.165569720004,1117621.138391044922,11803910.85,13165905.42,1134950.07,12938860.92,0,1117621.14,0,48898.6,0,14105380.66,94175.07,380638.63,191353.17,14771547.52
045310,Coldwater Exempted Village,1478.1455,1478.1455,12126072.52,8203.57,3827.36,0.5334518,163902.51,0.023346866558,1.46670942,273.8132,198.6383,255.0194,0.172527,9999.59,0,0,410277.042499999981,7565547.57,10125319.75,2133058.16,9698605.73,0,410277.04,0,39909.93,0,10148792.7,86471.51,119712.79,0,10354977.01
045328,Columbiana Exempted Village,909.704,937.73,7972358.7,8501.76,6224.03,0.2679127,285582.32,0.022323781575,1.46670942,330.8928,246.6011,309.8198,0.340572,47339.28,0,0,339363.869999999995,3406602.15,3060203.68,-288653.84,3117948.31,288653.84,339363.87,28805.18,24562.01,0,3799333.2,53217.68,52304.69,0,3904855.58
045336,Covington Exempted Village,748.0038,748.0038,6778293.09,9061.84,4432.55,0.5108563,195371.53,0.022697584827,1.46670942,295.2488,219.9504,276.4242,0.369549,49729.57,124786.2,63747.816423060009,228134.698662857147,4466308.06,6384175.15,1598158.65,6064466.71,0,228134.7,0,20196.1,0,6312797.51,38896.2,79335.25,63747.82,6494776.78
045344,Crestline Exempted Village,493.141,515.4,5226106.16,10139.9,3434.16,0.6613219,181867.81,0.017925752025,1.46670942,480.1678,322.8426,440.8365,0.893936,464071.53,21649.95,14317.586068905001,480310.563150000002,4965951.44,6362238.54,1163526.04,6129477.48,0,480310.56,0,13314.81,0,6623102.85,0,109597.28,14317.59,6747017.72
045351,Crooksville Exempted Village,1014.1528,1019.13,8594173.77,8432.85,2618.56,0.6894807,149289.84,0.019964289825,1.46670942,1001.7168,537.1117,885.5655,0.873207,889507.63,39578.7,27288.749781090002,737607.912199999904,9884286.43,11873702.38,1657780.31,11542066.74,0,737607.91,0,27382.13,0,12307056.78,32959.97,124028.64,27288.75,12491334.14
045369,Fairport Harbor Exempted Village,515.511,553.97,5446842.76,9832.38,2677.19,0.7277171,140771,0.0193503672,1.46670942,506.4702,212.4243,432.9587,0.839863,402307.33,53004,38571.917168400003,18848.5,3897614.51,6199488.17,1918151.32,5815765.83,0,18848.5,0,13918.8,0,5848533.12,0,17038.75,38571.92,5904143.79
045377,Georgetown Exempted Village,918.0493,931.97,7988836.97,8571.99,3189.07,0.6279662,169753.41,0.019550635425,1.46670942,901.0086,429.0289,783.0137,0.85291,750361.11,28051.8,17615.582249160001,585714.740639999975,6998319.27,9633822.47,2196164.82,9194484.09,0,585714.74,0,24787.33,0,9804986.16,53705.88,85781.12,17615.58,9962088.75
045385,Gibsonburg Exempted Village,669.8867,693.5,6403522.08,9233.63,5031.27,0.4551146,228137.21,0.022625442454,1.46670942,302.829,189.8325,274.5799,0.40989,60771.22,44471.7,20381.380110000002,244661.638047457644,5359652.83,5334295.72,-21130.08,5338522.75,21130.08,244661.64,125795.59,18086.94,0,5748197,0,79319.86,20381.38,5847898.24
045393,Granville Exempted Village,2420.4905,2451.71,19785416.58,8070.05,7624.48,0.1,299808.36,0.025,1.46670942,196.2215,137.4717,181.5341,0.074999,1345.13,291445.35,133569.403905000014,716646.910000000033,5544346.04,2277038.72,-2722647.19,2821698.85,2722647.19,716646.91,0,65353.24,0,6326346.19,157331.88,77839.21,133569.4,6695086.69
045401,Greenfield Exempted Village,1791.0088,1791.0088,14586140.55,8144.09,2704.17,0.667959,153752.4,0.0187333839,1.46670942,1779.1845,1009.6808,1586.8085,0.885986,1640864.84,134460.9,89814.368303099996,1903990.505492683034,13872179.87,17287727.77,2846176.06,16718355.93,0,1903990.51,0,48357.24,0,18670703.68,0,268196.52,89814.37,19028714.57
045419,Hicksville Exempted Village,877.9321,877.9321,7670056.99,8736.5,3453.93,0.6046561,162816.03,0.0212474493,1.46670942,860.8185,256.4005,709.714,0.808393,610974.41,42442.05,25662.844429005003,465919.363600000041,6373026.26,9022151.71,2207516.24,8580542.5,0,465919.36,0,23704.17,0,9070166.02,51359.03,138415.77,25662.84,9285603.66
045427,Hubbard Exempted Village,1725.3338,1744.03,14127586.64,8100.54,3816.17,0.5288992,167143.69,0.020622157875,1.46670942,886.2429,669.9592,832.172,0.482325,255027.61,526946.7,278701.688072640041,591796.729999999981,9231988.45,10460876.25,1024032.21,10256020.66,0,591796.73,0,46584.01,0,10894401.4,0,111869.65,278701.69,11284972.74
045435,Indian Hill Exempted Village,2132.7488,2132.7488,17199900.66,8064.66,21852.9,0.1000005,789811.39,0.025,1.46670942,179.8857,152.2685,172.9814,0.081107,1499.03,261226.35,119720.036204999997,796733.599999999977,624326.34,1958526.29,1111788.82,1736115.16,0,796733.6,0,57584.22,479868.48,3070301.45,138628.67,61944.82,119720.04,3390594.98
045443,Leetonia Exempted Village School District,484.4968,490.56,5055717.83,10306.01,4135.3,0.5987485,222274.56,0.018697090725,1.46670942,478.681,277.7193,428.4406,0.8843,441351.3,28166.25,16864.499938125002,290601.123699999996,5225564.51,5313757.79,73491.46,5299055.97,0,290601.12,54778.07,13081.41,0,5657516.57,25193.83,38456.2,16864.5,5738031.11
045450,Lisbon Exempted Village,660.6618,684.82,6286074.28,9179.16,3301.31,0.6403482,184887.46,0.01818548865,1.46670942,648.392,386.586,582.9405,0.882358,597872.32,0,0,281998.033264000027,5968269.3,7932523.79,1636813.26,7605082.56,0,281998.03,0,17837.87,0,7904918.46,25765.81,33481.85,0,7964166.12
045468,Loudonville-Perrysville Exempted Village,826.9785,850.29,7458379.55,8771.57,5691.82,0.3511058,315878.39,0.020300110875,1.46670942,339.4832,289.6571,327.0266,0.395448,67368.43,99369.9,45541.225170000005,469994.709474576288,4737172.22,4060617.18,-563773.32,4173398.9,563773.32,469994.71,270927.86,22328.42,0,5500423.21,43002.88,116423.07,45541.23,5705390.39
045476,Marysville Exempted Village,5302.4354,5310.21,43408941.86,8174.62,5478.2,0.3298515,224110.07,0.023799812633,1.46670942,1307.2132,1072.1184,1248.4395,0.235446,91168.48,823513.95,377416.443285000045,2296756.163342857268,18850425.35,22899965.43,3374481.75,22224907.1,0,2296756.16,0,143165.76,0,24664829.02,275726.64,291515.43,377416.44,25609487.53
045484,Mechanicsburg Exempted Village,797.2244,816.08,7213325.74,8838.99,3913.31,0.5572671,173348.43,0.022797105959,1.46670942,296.4176,234.3452,280.8995,0.352347,45939.55,180157.95,100396.098338445008,498539.630390163918,5072538.61,7260032.63,1822838.77,6895377.38,0,498539.63,0,21525.06,0,7415442.07,41455.67,106100.5,100396.1,7663394.34
045492,Mentor Exempted Village,6557.3167,6752.66,55095838.25,8159.13,8269.02,0.1,357970.3,0.023441234644,1.46670942,2346.5819,1539.9679,2144.9284,0.327105,302330.33,2010366.75,921351.081524999929,2269422.770000000019,13207103.23,6874189.48,-5277217.03,7929886.2,5277217.03,2269422.77,0,177047.55,0,15653573.56,383603.03,339769.91,921351.08,17298297.58
045500,Milford Exempted Village,5502.7777,5716.28,46251334.06,8091.16,6587.14,0.1858844,257213,0.02397740997,1.46670942,1348.9243,1075.1775,1280.4876,0.232698,91338.78,1692040.35,775462.092405000003,3039003,20716101.08,10289678.43,-8688338,12027763.08,8688338,3039003,0,148575,0,23903679.08,321912.49,495851.59,775462.09,25496905.26
045518,Milton-Union Exempted Village,1285.1512,1295.07,10599042.82,8184.15,4742.85,0.4204837,205817.47,0.0226035811,1.46670942,643.2974,530.9082,615.2001,0.478699,185710.3,197331.75,90437.14102499999,488776.349999999977,6017953.9,7145171.23,939310.2,6957264.1,0,488776.35,0,34699.08,0,7480739.54,0,129237.52,90437.14,7700414.2
045526,Montpelier Exempted Village,771.7921,771.7921,6863597.15,8893.06,2887.13,0.675351,153282.02,0.0181277694,1.46670942,347.9017,355.3257,349.7577,0.453176,94622.78,34429.5,23251.997254500002,454814.359999999986,6843359.52,8924854.62,1734509.87,8577869.39,0,454814.36,0,20838.39,0,9053522.13,30099.89,137114.2,23252,9243988.22
045534,Mount Gilead Exempted Village,914.4544,934.67,8031748.09,8593.14,5368.72,0.375232,269352.77,0.0215100279,1.46670942,455.4265,365.3218,432.9003,0.473397,127800.77,203970.9,93479.863469999997,445456.401228571427,6128573.16,5350563.1,-648315.78,5480257.38,648315.78,445456.4,14507.64,24690.27,0,6613227.47,59439.54,174952.18,93479.86,6941099.05
045542,Newcomerstown Exempted Village,813.3105,832.11,7351227.41,8834.44,3435.35,0.6111422,200800.44,0.018959888025,1.46670942,792.3762,381.0095,689.5346,0.847812,652904.57,3087,1886.5959714,459074.200248101261,7084805.95,9156238.93,1726125.1,8810931.05,0,459074.2,0,21959.38,0,9291964.63,37005.63,91765.78,1886.6,9422622.64
045559,New Richmond Exempted Village,1775.8179,1856.4,14984196.59,8071.64,6253.6,0.2252379,273810.35,0.023244742896,1.46670942,879.1223,630.9771,817.086,0.460118,227877.15,298028.85,136586.62195500001,809117.843499999959,4854016.48,4117181.22,-614004.82,4240011.66,614004.82,809117.84,0,47947.08,0,5711081.41,0,116776.05,136586.62,5964444.08
045567,Newton Falls Exempted Village,808.9122,851.28,7536151,8852.73,4018.82,0.5460362,191687.85,0.0190259154,1.46670942,799.57,419.4883,704.5496,0.870984,704087.21,0,0,323472.767999999982,6264747.89,7682909,1181753.66,7446501.55,0,323472.77,0,21840.63,0,7791814.94,42063.43,89626.64,0,7923505.01
045575,Paulding Exempted Village,1194.1744,1220.15,10137749.19,8308.61,4319.09,0.480167,218804.25,0.020301422625,1.46670942,744.26,522.172,688.738,0.576748,301801.07,0,0,868207.847316854051,6773591.05,8356291.5,1318864.28,8092455.33,0,868207.85,0,32242.71,0,8992905.89,0,175325.67,0,9168231.56
045583,Perrysburg Exempted Village,5305.0566,5305.0566,43153337.86,8134.38,6739.5,0.1714796,246272.22,0.025,1.46670942,741.877,559.7095,696.3351,0.131259,15804.15,468165.6,214560.294480000011,1632759.850000000093,9757963.09,10146944.29,324138.04,10082101.13,0,1632759.85,0,143236.53,1193637.74,13051735.24,344828.68,352709.55,214560.29,13963833.76
045591,Rittman Exempted Village,746.8454,790.57,7045600.06,8912.05,4182.28,0.5307162,195752.54,0.020510873325,1.46670942,365.4711,319.4488,353.9655,0.473947,104740.6,189201.6,100412.35418591999,197667.420000000013,6705792.07,6697856.67,-6612.57,6699179.5,6612.57,197667.42,224411.69,20164.83,0,7148036,43690.46,92729.98,100412.35,7384868.79
045609,Rossford Exempted Village,1486.7526,1530.02,12407262.08,8109.22,6554.07,0.1917744,301555.56,0.0220299381,1.46670942,694.892,554.1313,659.7018,0.44372,171104.03,90386.1,41423.949630000003,620833.459999999963,3108092.94,2875036.5,-194205.93,2913887.01,194205.93,620833.46,115686.18,40142.32,0,3884754.9,67647.24,145872.42,41423.95,4139698.51
045617,Tipp City Exempted Village,2299.7546,2344.98,18999836.82,8102.34,6348.79,0.216425,256650.03,0.02382885699,1.46670942,454.2055,381.2258,435.9605,0.189568,20638.2,157015.95,71960.409885000001,757173.890000000014,7506240.14,5194476.49,-1926392.65,5579847.49,1926392.65,757173.89,0,62093.37,0,8325507.41,134535.65,140680.8,71960.41,8672684.27
045625,Upper Sandusky Exempted Village,1459.1237,1483.29,12105846.42,8161.48,4987.71,0.3888717,245607.31,0.021288333825,1.46670942,646.7381,477.9221,604.5341,0.414313,136701.25,92954.4,42601.001520000005,807570.144002803834,6309039.39,6953930.05,537387.39,6846426.78,0,807570.14,0,39396.34,0,7693393.26,75874.43,255802.53,42601,8067671.23
045633,Versailles Exempted Village,1227.3997,1239,10206340.45,8237.56,4550,0.4476518,200863.74,0.023217364136,1.46670942,168.5866,119.9101,156.4175,0.127438,3346.4,133361.55,61119.598365000005,508524.724842105235,7815248.83,7341234.51,-394996.13,7420252.7,394996.13,508524.72,0,33139.79,0,8356913.35,79780.98,79378.69,61119.6,8577192.61
045641,Wauseon Exempted Village,1676.957,1686.91,13710937.46,8127.84,3434.04,0.5774965,161926.65,0.0209608209,1.46670942,681.5355,562.4462,651.7632,0.388658,129693.92,301889.7,174340.245136049984,773953.827600000077,9716866.33,12757048.35,2533383.68,12250250.01,0,773953.83,0,45277.84,0,13069481.67,0,256065.22,174340.25,13499887.14
045658,Wellington Exempted Village,870.9686,895.66,7767457.06,8672.33,6903.29,0.2039868,329338.85,0.022505465339,1.46670942,375.8553,279.186,351.6879,0.403789,75537.22,105378,48294.737399999998,248272.294894117658,4254956.78,2544198.07,-1425575.23,2829381.55,1425575.23,248272.29,159598.01,23516.15,0,4686343.23,0,101692.38,48294.74,4836330.34
045666,Windham Exempted Village,426.3502,433.43,4750125.82,10959.38,3078.47,0.7191025,144364.9,0.019342496475,1.46670942,420.426,258.811,380.0223,0.891338,397730.09,132127.8,95013.431299500007,255000.049199999979,5143319.86,5724790.14,484539.19,5627859.05,0,255000.05,0,11511.45,0,5894370.55,16627.66,57753.94,95013.43,6063765.58
045674,Yellow Springs Exempted Village,585.5408,607.67,5773994.48,9501.86,7693.08,0.1903607,336109.24,0.023533156348,1.46670942,204.9741,183.4482,199.5926,0.340869,30550.19,46151.7,21151.324110000001,117663.536317647056,2218888.73,2360079.53,117654.29,2336543.02,0,117663.54,0,15809.6,0,2470016.16,38060.15,14972.34,21151.32,2544199.98
045757,Allen East Local,982.5338,992.84,8431232.96,8492.04,4230.98,0.5017713,179938.52,0.022949042254,1.46670942,332.7502,229.1372,306.847,0.312302,39424.48,14943.6,7498.269598680001,450915.978441095911,6539204.93,7566007.98,855634.98,7394839.91,0,450915.98,0,26528.41,0,7872284.3,51091.76,96326.96,7498.27,8027201.29
045765,Bath Local,1570.2491,1611.18,13029990,8087.23,4726.58,0.4155512,219249.74,0.022663855917,1.46670942,784.1432,561.5188,728.4871,0.463931,206549.04,54815.25,25121.829074999998,718402.469021739089,5749590.24,7735229.84,1654633.48,7404223.72,0,718402.47,0,42396.72,0,8165022.92,0,198241.75,25121.83,8388386.49
045773,Elida Local,1979.1124,2042.96,16542177.77,8097.16,5279.48,0.3479849,248553.36,0.021338182125,1.46670942,1109.9864,883.4533,1053.3531,0.532235,393074.98,100069.2,45861.714359999998,934004.294152941089,7827213.97,8321894.91,412217.63,8239431.6,0,934004.29,0,53436.03,0,9226871.93,90049.61,367352.26,45861.71,9730135.51
045781,Perry Local,671.2957,681.19,6283425.95,9224.19,3893.07,0.5779499,244766.9,0.0199446129,1.46670942,647.0475,425.383,591.6314,0.881328,605369.99,17809.05,10292.738666595,243749.928764705866,3204932.8,6495090.61,2741688.5,5946621.3,0,243749.93,0,18124.98,0,6208496.21,34907.38,44246.72,10292.74,6297943.04
