irn,district,enrolled_adm,base_cost_enrolled_adm,aggregate_base_cost,base_cost_per_pupil,capacity_per_pupil,state_share_percentage,valuation_per_pupil,local_capacity_percentage,benchmark_ratio,dpia_econ_disadvantaged_adm,dpia_directly_certified_adm,dpia_weighted_adm,dpia_percentage,dpia_aid,trans_reported_sped_cost,trans_special_education,trans_total,funding_base,foundation_calculated,foundation_phase_in,foundation_funding,temp_transitional_aid_guarantee,transportation,formula_transition_supplement,base_funding_supplement,enrollment_growth_supplement,total_formula_funding,performance_supplement,preschool_special_education,special_education_transportation,total_state_support
048314,Canfield Local,2410.2781,2434.68,19708999.1,8095.11,9464.2,0.1,360812.72,0.024521757242,1.46670942,442.0488,349.5867,418.9333,0.173811,16672.24,293249.25,134396.131274999992,1061729.100000000093,4278898.9,2248306.98,-1692092.24,2586806.66,1692092.24,1061729.1,0,65077.51,0,5405705.5,141001.27,127995.34,134396.13,5809098.24
048322,Jackson-Milton Local,768.5496,768.98,6915705.03,8993.35,7950.46,0.1159624,417965.02,0.022639704326,1.46670942,368.6446,311.4482,354.3455,0.461057,99227.19,55093.5,25249.351049999997,493557.412123076909,2249752.22,1626554.55,-519310.62,1730441.6,519310.62,493557.41,0,20750.84,0,2764060.47,39964.58,40769.88,25249.35,2870044.29
048330,Lowellville Local,453.1511,455.31,4822520.95,10591.73,2932.53,0.7231302,136083.72,0.0219179979,1.46670942,252.5144,182.7031,235.0616,0.518727,83320.9,10112.55,7312.690304010001,141250.850800000015,3250651.58,4933265.84,1402122.47,4652774.05,0,141250.85,0,12235.08,0,4806259.98,0,7970.3,7312.69,4821542.96
048348,Poland Local,1666.0852,1682.17,13646942.65,8112.7,8511.35,0.1,329360.03,0.023815688143,1.46670942,407.8181,294.629,379.5208,0.227792,25942.22,148555.05,68082.779415000012,576151.800000000047,4313356.43,1577702.06,-2279620.78,2033735.65,2279620.78,576151.8,0,44984.3,0,4934492.53,86636.43,115251.32,68082.78,5204463.06
048355,Sebring Local,364.1525,364.1525,4270309.95,11726.71,3542.84,0.6978831,184882.92,0.0176548653,1.46670942,360.0834,234.3788,328.6572,0.902526,352660.82,30018.45,20949.368943195001,102490.119999999995,4611140.11,4594316.84,-14018.83,4597121.28,14018.83,102490.12,289853.47,9832.12,0,5013315.81,0,54554.67,20949.37,5088819.85
048363,South Range Local,1228.3524,1228.3524,10096419.58,8219.48,5227.34,0.3640303,233558.69,0.023252758697,1.46670942,324.9592,262.9696,309.4618,0.251932,25874.28,173575.5,79549.65165,435613.674928301945,5446308.12,4711738.97,-612116.47,4834191.65,612116.47,435613.67,16796.01,33165.52,0,5931883.31,71858.62,74237.07,79549.65,6157528.66
048371,Springfield Local,864.9044,889.29,7674346.4,8629.75,6561.14,0.2397058,296032.79,0.022535290428,1.46670942,351.0993,275.3724,332.1676,0.384051,64540.09,63749.7,29216.487510000003,401230.781771428534,3717486.08,2939242.93,-648510.01,3068976.07,648510.01,401230.78,0,23352.42,0,4142069.28,0,55766.62,29216.49,4227052.38
048389,West Branch Local,1642.6444,1657.77,13496902.66,8141.6,4624.42,0.432001,224211.18,0.02061057015,1.46670942,713.71,548.9524,672.5206,0.409413,148498.95,132664.35,60800.071604999997,1205341.042935135076,10802636.38,8119457.99,-2235892.56,8566743.82,2235892.56,1205341.04,103390.58,44351.4,0,12155719.4,96094.7,138012.89,60800.07,12450627.06
048397,Western Reserve Local,544.7063,554.58,5544456.7,9997.58,6316.51,0.3681962,274086.68,0.023230272757,1.46670942,176.398,138.8405,167.0086,0.306603,20681.7,24181.5,11082.381449999999,368460.259681632684,3052095.27,3406583.79,295395.28,3347490.55,0,368460.26,0,14707.07,0,3730657.88,28324.73,16651.17,11082.38,3786716.16
048413,Elgin Local,1014.9628,1014.9628,8604996.63,8478.14,4651.09,0.4514021,232745.03,0.0220865643,1.46670942,580.6551,473.9012,553.9666,0.5458,217392.82,194525.1,89150.853329999998,974166.057399999932,5692948.64,6647081.89,795079.24,6488027.88,0,974166.06,0,27404,0,7489597.93,46180.81,93515.55,89150.85,7718445.14
048421,Pleasant Local,1257.433,1257.433,10280656.36,8175.91,5293.54,0.3525443,229973.24,0.023173485335,1.46670942,532.8885,402.948,500.4033,0.397956,104396.24,187237.05,85810.740015000003,458045.369999999937,4580652.55,5242927.76,551873.93,5132526.48,0,458045.37,0,33950.69,0,5624522.54,65386.51,125639.68,85810.74,5901359.47
048439,Ridgedale Local,597.7981,597.81,5779006.68,9666.96,6294.43,0.3488717,315646.76,0.022843066838,1.46670942,352.1506,290.4008,336.7131,0.563256,140723.38,15210.3,6970.88049,479432.061839344271,2733316.04,4163945.44,1192143.48,3925459.52,0,479432.06,0,16140.55,0,4421032.13,27199.81,76656.25,6970.88,4531859.07
048447,River Valley Local,1765.067,1812.33,14731231.66,8128.34,4645.49,0.4284824,217652.16,0.022578128271,1.46670942,1737.4872,600.2651,1453.1816,0.823301,1297572.85,183533.7,84113.494709999999,1241868.433309090789,7291001.51,9637427.7,1955276.94,9246278.45,0,1241868.43,0,47656.81,0,10535803.7,0,114595.45,84113.49,10734512.64
048462,Black River Local,880.9434,935.61,8023942,8576.16,7092.84,0.1729585,341443.58,0.02266406413,1.46670942,400.2521,316.2603,379.2542,0.430509,92595.4,233601.9,107059.750770000013,999932.43447368429,5269540.51,2227595.34,-2534852.91,2734687.6,2534852.91,999932.43,76412.91,23785.47,0,6369671.32,45809.05,29144.1,107059.75,6551684.23
048470,Buckeye Local,1927.8391,2010.55,16289186.83,8101.86,9048.67,0.1000005,412352.37,0.024097439098,1.46670942,419.4735,373.8318,408.0631,0.211669,24084.43,318195.15,145828.837245000002,920828.167802816955,4854310.52,1800838.48,-2544458.25,2309852.27,2544458.25,920828.17,0,52051.66,0,5827190.34,100247.63,169215.22,145828.84,6242482.04
048488,Cloverleaf Local,2274.3912,2274.3912,18398108.13,8089.25,8476.13,0.1,403780.91,0.023193524892,1.46670942,2240.3597,658.8535,1844.9831,0.811199,1599343.58,420424.2,192680.410860000004,1638279.282861538464,7310960.78,3747008.96,-2969841.05,4341119.73,2969841.05,1638279.28,0,61408.56,0,9010648.62,133051.89,173837.86,192680.41,9510218.78
048496,Highland Local,3208.9381,3264.36,26473111.38,8109.74,10026.3,0.1,401995.81,0.025,1.46670942,319.5191,269.5219,307.0198,0.095676,3702.26,947382.45,434185.376835000003,1774960.604153846158,3633284.3,2996406.95,-530709.89,3102574.41,530709.89,1774960.6,0,86641.33,0,5494886.23,208580.98,177391.94,434185.38,6315044.52
048512,Eastern Local,714.9449,714.9449,6501517.81,9093.73,3650.52,0.5985683,178472.93,0.0208748979,1.46670942,710.5339,254.6519,596.5634,0.834419,547166.52,36008.7,21553.666344210003,526526.656668965472,6351137.31,7902743.85,1292953.73,7644091.04,0,526526.66,0,19303.51,0,8189921.21,0,28539.08,21553.67,8240013.96
048520,Meigs Local,1476.5779,1512.68,12457289.23,8235.24,2421.09,0.7060094,142063.9,0.017573315175,1.46670942,1475.4656,950.1572,1344.1385,0.910306,1467281.3,244039.95,172294.49867553002,1873640.542737688171,15020091.73,16618153.59,1331664.95,16351756.68,0,1873640.54,0,39867.6,0,18265264.83,0,126195.82,172294.5,18563755.14
048538,Southern Local,646.0441,646.33,6073901.93,9397.52,3600.98,0.6168156,195210.11,0.020112086025,1.46670942,641.5139,356.6225,570.2911,0.882743,585409.4,0,0,371375.900000000023,5123900.87,7968497.09,2370402.03,7494302.9,0,371375.9,0,17443.19,0,7883121.99,0,66255.09,0,7949377.08
048553,Marion Local,979.6256,979.6256,8366971.48,8540.99,4367.38,0.4886565,187484.52,0.024417759717,1.46670942,45.3348,45.8148,45.4548,0.0464,128.92,91009.8,44472.5303337,465553.581554716977,5089658.55,7297030.12,1839402.73,6929061.28,0,465553.58,0,26449.89,220415.76,7641480.51,63675.66,33626.47,44472.53,7783255.18
048579,Parkway Local,925.9456,932.55,7996786.06,8575.18,4500.88,0.4751269,237138.66,0.02165673105,1.46670942,312.0069,227.6362,290.9142,0.314181,37828.52,33593.7,15961.270540530002,591577.605681987596,5555183.62,6617241,885012.41,6440196.03,0,591577.61,0,25000.53,0,7056774.17,48149.17,120714.88,15961.27,7241599.5
048587,St Henry Consolidated Local,984.5506,984.5506,8434301.52,8566.65,5016.75,0.4143871,205526.36,0.024280241547,1.46670942,93.5417,62.4126,85.7594,0.087105,857.16,34635.3,15873.35799,285246.418639999989,5305297.32,5980901.82,562981.23,5868278.55,0,285246.42,0,26582.86,221523.87,6401631.7,57596.21,56490.5,15873.36,6531591.77
