irn,name,county,fiscal_year,unrestricted_aid,restricted_aid,property_tax,income_tax,property_tax_allocation,total_revenue,total_revenue_and_sources,total_expenditure,beginning_cash,ending_cash
043497,Alliance City,Stark,2025,24320894,4778433,9648165,0,1055351,42327111,42327111,43394246,14471538,13404403
043505,Ashland City,Ashland,2020,12704274,243885,14377714,0,2061466,35283129,36023598,43593473,10992295,3422420
043505,Ashland City,Ashland,2021,12897697,253380,14545271,0,1790272,35965677,36178767,33531798,3422420,6069389
043505,Ashland City,Ashland,2022,12164702,942459,14792699,0,1771767,34639060,34679549,30369289,6069389,10379650
043505,Ashland City,Ashland,2023,12399013,835578,14692085,0,1761621,35280020,36081696,33747136,10379649,12714209
043505,Ashland City,Ashland,2024,13501409,1053643,15453345,0,1754642,38166356,39169093,36299409,12714209,15583893
043505,Ashland City,Ashland,2025,12879217,951496,15905283,0,1757445,38182862,38183157,40918197,15583893,12848853
043513,Ashtabula Area City,Ashtabula,2020,23579802,3693621,8058477,0,1201037,40228104,40846064,43347233,11828025,9326856
043513,Ashtabula Area City,Ashtabula,2021,23920212,3735133,8497934,0,1158798,40379319,42887469,46474599,9326856,5739726
043513,Ashtabula Area City,Ashtabula,2022,20408554,4866953,8636882,0,1123801,38351080,41365985,41289199,5739726,5816512
043513,Ashtabula Area City,Ashtabula,2023,20809258,5290629,8743333,0,1111115,39122096,42837060,44499829,5816514,4153745
043513,Ashtabula Area City,Ashtabula,2024,21702158,5292113,9589100,0,1208028,41740010,44244568,42975873,4153745,5422440
043513,Ashtabula Area City,Ashtabula,2025,21407669,4583422,10173053,0,1353248,41178184,43593217,43483860,5422440,5531797
043521,Athens City,Athens,2020,7208498,204809,13200110,4214616,1407928,31869303,32105904,31580471,10676272,11201705
043521,Athens City,Athens,2021,7448364,206602,14289991,4314401,1423467,33166814,34344895,32368039,11201705,13178561
043521,Athens City,Athens,2022,8195762,702316,14239838,4743964,1440415,33620074,33657373,30868087,13178561,15967847
043521,Athens City School District,Athens,2023,8296480,730571,14719511,5132788,1433862,35551193,35649271,34041438,15967836,17575670
043521,Athens City School District,Athens,2024,9605102,943217,15098955,5047131,1532082,37679154,37679154,35672800,17575670,19582024
043521,Athens City School District,Athens,2025,9524088,2183307,15746224,5377920,1637877,40110016,40110016,46308002,19582024,13384038
043539,Barberton City,Summit,2020,27685193,1886425,12635520,0,2101497,49057563,49057813,50613285,25138987,23583515
043539,Barberton City,Summit,2021,28027560,1894418,12924325,0,2004908,48928152,48928152,51585891,23583515,20925776
043539,Barberton City,Summit,2022,27161193,1937091,13225280,0,1919840,47455786,48033150,47107167,20925776,21851759
043539,Barberton City,Summit,2023,26229546,3119467,13332126,0,1894493,47862419,47912108,48997989,21851755,20765875
043539,Barberton City,Summit,2024,27638051,2995361,14358462,0,2014450,50911182,51085624,53080749,20765875,18770750
043539,Barberton City,Summit,2025,27607946,3199687,15580096,0,2142580,51987680,52001555,57494107,18770750,13278197
043547,Bay Village City,Cuyahoga,2020,4369476,225707,25638788,0,3476507,35824321,36099642,36871388,16878517,16106771
043547,Bay Village City,Cuyahoga,2021,4558640,219649,25386147,0,3470746,35444745,35790952,35968354,16106771,15929369
043547,Bay Village City,Cuyahoga,2022,4232136,631664,26323705,0,3491758,36489922,36509078,38015714,15929369,14422733
043547,Bay Village City,Cuyahoga,2023,4360653,546358,29437939,0,3521403,39904568,39905846,39009557,14422811,15319100
043547,Bay Village City,Cuyahoga,2024,4477132,694318,31791636,0,3566677,43343959,43378391,40807038,15319100,17890453
043547,Bay Village City,Cuyahoga,2025,4634944,650631,32183839,0,3631679,44581634,44605153,51022218,17890453,11473388
043554,Beachwood City,Cuyahoga,2020,944638,492888,30857963,0,1747108,37648886,37668697,35545747,20898907,23021857
043554,Beachwood City,Cuyahoga,2021,1039896,444961,30123645,0,1738425,35741777,35745826,34582549,23021857,24185134
043554,Beachwood City,Cuyahoga,2022,1035803,870264,30918715,0,1752152,35362944,35403594,34876657,24185134,24712071
043554,Beachwood City,Cuyahoga,2023,999037,826008,31827167,0,1762037,38541908,38673749,38346115,24712071,25039705
043554,Beachwood City,Cuyahoga,2024,1470317,745910,31470811,0,1767918,38163052,38277335,41165303,25039705,22151737
043554,Beachwood City,Cuyahoga,2025,2134030,932221,34270342,0,1815149,53367489,53367535,53827212,22151737,21692060
043562,Bedford City,Cuyahoga,2020,7630933,934821,27048210,0,5800932,50994001,54419793,54217043,18305920,18508670
043562,Bedford City,Cuyahoga,2021,8183731,707740,27057310,0,5355840,50632886,55504382,51797009,18508670,22216043
043562,Bedford City,Cuyahoga,2022,7307595,943709,27654940,0,4909169,50637495,54964863,55325876,22216043,21855030
043562,Bedford City,Cuyahoga,2023,7209332,1307958,28026983,0,4428693,52198329,59981536,61704325,21855038,20132249
043562,Bedford City,Cuyahoga,2024,8629444,1966148,28418157,0,4028298,54622703,58624828,62797985,20132249,15959092
043562,Bedford City,Cuyahoga,2025,9610777,3262251,28151578,0,3638113,56586890,57692514,59999368,15959092,13652238
043570,Bellaire Local,Belmont,2020,9115366,242183,2720896,0,411573,17192718,17224706,14922520,13029863,15332049
043570,Bellaire Local,Belmont,2021,9219501,242182,3060376,0,399230,18173174,18453795,16267039,15332049,17518805
043570,Bellaire Local,Belmont,2022,8408097,590955,3321421,0,410050,17175785,17175785,14701459,17518805,19993131
043570,Bellaire Local,Belmont,2023,8425990,592044,3242682,0,422464,17637368,17648181,15514397,19993150,22126934
043570,Bellaire Local,Belmont,2024,8350580,757265,4001553,0,420252,18672587,18674092,17643996,22126934,23157031
043570,Bellaire Local,Belmont,2025,8328874,764495,3921616,0,454317,19165934,19165934,35372610,23157031,6950355
043588,Bellefontaine City,Logan,2020,13865498,375162,7698435,0,784196,25300431,25300431,24726088,6320315,6894658
043588,Bellefontaine City,Logan,2021,14027365,375138,9271734,0,849458,27464686,27465351,25357233,6894658,9002776
043588,Bellefontaine City,Logan,2022,13637858,561719,8582649,0,821710,25301769,25302307,26239534,9002776,8065549
043588,Bellefontaine City,Logan,2023,13025292,980996,9562116,0,904198,26384089,29257681,30144276,8065542,7178947
043588,Bellefontaine City,Logan,2024,14103871,1221946,9439358,0,983893,27827594,27829009,27636328,7178947,7371628
043588,Bellefontaine City,Logan,2025,14020971,1126015,9657021,0,976828,28028101,28038851,28495205,7371628,6915274
043596,Bellevue City,Huron,2020,9394850,253228,7575712,1583294,1096402,21483533,21679600,22030693,8392626,8041533
043596,Bellevue City,Huron,2021,9503389,274552,8169136,1548849,1038463,21965929,22097010,21949759,8041533,8188784
043596,Bellevue City,Huron,2022,9258042,359550,8368473,1689428,979334,21489605,21646659,21581669,8188784,8253774
043596,Bellevue City,Huron,2023,8891050,589005,9069521,1889633,952600,22652151,22755060,22174793,8253776,8834043
043596,Bellevue City,Huron,2024,9657966,781181,9141394,1931315,973584,23990124,24807014,23193095,8834043,10447962
043596,Bellevue City,Huron,2025,9385073,755212,9931129,2087071,1079413,24722936,24941281,24941074,10447962,10448169
043604,Belpre City,Washington,2020,3957282,158582,5174748,0,2092632,12764438,12904874,11253322,2249831,3901383
043604,Belpre City,Washington,2021,4128598,172947,5203052,0,1947938,12907242,13079699,10962970,3901383,6018112
043604,Belpre City,Washington,2022,3761320,354342,5458765,0,1794581,12491279,12759210,12773658,6018112,6003664
043604,Belpre City,Washington,2023,4165866,359042,5848443,0,1695157,13411475,13658740,13117685,6003664,6544719
043604,Belpre City,Washington,2024,4780666,451691,6316175,0,1640009,14879676,15398917,12761440,6544719,9182196
043604,Belpre City,Washington,2025,4945824,478139,6069619,0,1533188,14791625,14981869,17487211,9182196,6676854
043612,Berea City,Cuyahoga,2020,9984016,354625,53148695,0,9051027,80722868,82421553,85639983,19863376,16644946
043612,Berea City,Cuyahoga,2021,10507410,330966,53558873,0,8182043,81838618,85339190,84050289,16644946,17933847
043612,Berea City,Cuyahoga,2022,8702360,948191,57991902,0,7283464,84282146,86833888,82456538,17933847,22311197
043612,Berea City,Cuyahoga,2023,8493763,941695,55157941,0,6352767,81270528,82337686,80054373,22311180,24594493
043612,Berea City,Cuyahoga,2024,9594764,1537820,55629495,0,5742536,83144264,84477799,81784826,24594493,27287467
043612,Berea City,Cuyahoga,2025,8723587,4718645,56020456,0,5812411,86553810,88027625,85134104,27287467,30180988
043620,Bexley City,Franklin,2020,4380427,23066,23663441,7999781,2846437,39667809,40269630,39313894,19317983,20273719
043620,Bexley City,Franklin,2021,4678283,16782,27025598,8486087,2895883,43654636,44304968,40256347,20273719,24322340
043620,Bexley City,Franklin,2022,4136319,352491,27187193,9179798,2917445,44118946,44533740,42961148,24322340,25894932
043620,Bexley City,Franklin,2023,4254449,361317,27590591,11648558,2927248,47896762,48036313,45324434,25894930,28606809
043620,Bexley City,Franklin,2024,4440456,435763,27706481,9470769,2976744,46245022,46470857,48278221,28606809,26799445
043620,Bexley City,Franklin,2025,4504567,398846,30490824,9971497,3031737,49829883,50029357,56823374,26799445,20005428
043638,Bowling Green City School District,Wood,2020,7707785,442241,18813325,3965317,1578644,33917474,34025215,33356787,17801652,18470080
043638,Bowling Green City School District,Wood,2021,8015744,405175,19087884,3807280,1585113,34390356,34896253,34543990,18470080,18822343
043638,Bowling Green City School District,Wood,2022,6547851,849070,19282696,4176109,1603773,33342374,33381864,33153789,18822343,19050418
043638,Bowling Green City School District,Wood,2023,6557616,823452,16630586,4859754,1601983,34289989,35056310,35414365,18527191,18169136
043638,Bowling Green City School District,Wood,2024,7288278,784353,17937220,4841218,1722614,37072532,37139511,38586166,18169136,16722481
043638,Bowling Green City School District,Wood,2025,7045430,925637,18938249,4853009,1854997,38102543,38268701,40194116,16722481,14797066
043646,Brecksville-Broadview Heights City,Cuyahoga,2020,4789577,245423,38862359,0,4114938,51984001,52824524,50432787,17475491,19867228
043646,Brecksville-Broadview Heights City,Cuyahoga,2021,4831990,299714,38695637,0,4113356,52225283,52262181,50837045,19867228,21292364
043646,Brecksville-Broadview Heights City,Cuyahoga,2022,4208925,764977,39287331,0,4139716,52855789,53012606,51599271,21292364,22705699
043646,Brecksville-Broadview Heights City,Cuyahoga,2023,4588410,708505,39770524,0,4155231,54406188,54444397,52407277,22705699,24742819
043646,Brecksville-Broadview Heights City,Cuyahoga,2024,4775060,923412,40357962,0,4181098,56559818,56734239,54700310,24742819,26776748
043646,Brecksville-Broadview Heights City,Cuyahoga,2025,4729169,1070631,40117300,0,4284704,56684912,56720309,64265139,26776748,19231918
043653,Brooklyn City,Cuyahoga,2020,1063822,162950,12135482,0,1374155,17430143,17686446,16681578,4649004,5653872
043653,Brooklyn City,Cuyahoga,2021,1224727,87166,14227364,0,638467,18219567,18325499,16761823,5653872,7217548
043653,Brooklyn City,Cuyahoga,2022,1445664,216194,13864511,0,20286,19394226,19427758,17879302,7217548,8766004
043653,Brooklyn City,Cuyahoga,2023,1514726,396120,13889748,0,1063564,21454660,21467766,18702840,8766004,11530930
043653,Brooklyn City,Cuyahoga,2024,2141067,408162,13518979,0,1032498,23162302,24133270,20588668,11530930,15075532
043653,Brooklyn City,Cuyahoga,2025,2058445,397371,14529664,0,525679,23751884,24686517,29041430,15075532,10720619
043661,Brunswick City,Medina,2020,26478325,396663,35400433,0,5138775,70918741,71356734,73559571,15034074,12831237
043661,Brunswick City,Medina,2021,27242321,415595,36454338,0,5161404,72486494,73598171,71059988,12831237,15369421
043661,Brunswick City,Medina,2022,25340903,1836275,40662510,0,5207607,76490295,77605647,71931009,15369421,21044059
043661,Brunswick City,Medina,2023,25627136,1774612,46574360,0,5553465,84125617,84388607,75699032,21042044,29731619
043661,Brunswick City,Medina,2024,25647592,2042425,49258976,0,5885893,88904334,88968335,78916262,29731619,39783692
043661,Brunswick City,Medina,2025,26069942,1725256,49912154,0,5981404,90708026,90844219,83390125,39783692,47237786
043679,Bryan City,Williams,2020,7377832,199822,6697672,3385691,1284580,20892156,21005794,22671826,12578832,10912800
043679,Bryan City,Williams,2021,7534963,204840,6816786,3214287,1089830,20872298,20939000,20261622,10912800,11590178
043679,Bryan City,Williams,2022,7839882,633013,7035052,3437811,945733,20925182,21109680,19897051,11590178,12802807
043679,Bryan City,Williams,2023,8491175,635775,7509334,4088619,958696,23146414,23168667,22616504,12802807,13354970
043679,Bryan City,Williams,2024,9526128,690280,7414453,4144731,964480,24718822,24719319,23357246,13354970,14717042
043679,Bryan City,Williams,2025,10039801,1912612,8124296,4354834,1065714,27613377,27617276,29119708,14717042,13214610
043687,Bucyrus City,Crawford,2020,11689244,379005,3631910,0,709789,17929778,17978858,16495556,10172991,11656293
043687,Bucyrus City,Crawford,2021,11741288,383045,3646929,0,677906,17382989,17574546,17121693,11656293,12109146
043687,Bucyrus City,Crawford,2022,10352685,380792,3776240,0,631989,16364169,16383311,15172666,12109146,13319791
043687,Bucyrus City,Crawford,2023,9360739,687927,3745594,0,602866,15555672,15575551,13986067,13319797,14909281
043687,Bucyrus City,Crawford,2024,9746533,831792,3860474,0,608449,16545596,16556790,17588051,14909281,13878020
043687,Bucyrus City,Crawford,2025,9692003,890939,4256191,0,659682,16772864,16780566,23387729,13878020,7270857
043695,Cambridge City,Guernsey,2020,12692693,521535,5613162,0,812602,22282136,22293141,21268040,5847998,6873099
043695,Cambridge City,Guernsey,2021,12873453,568253,5601193,0,799174,22333614,22585275,21580017,6873099,7878357
043695,Cambridge City,Guernsey,2022,12570316,721229,6014966,0,799366,22335207,22383345,21106843,7878357,9154860
043695,Cambridge City,Guernsey,2023,11785874,1322427,6082016,0,809368,22723282,22755672,20742454,9154855,11168073
043695,Cambridge City,Guernsey,2024,12699671,1718113,6137631,0,808340,24161794,24751334,22863941,11168073,13055466
043695,Cambridge City,Guernsey,2025,13033106,2097132,6672619,0,857719,25624964,25790928,25324931,13055466,13521463
043703,Campbell City,Mahoning,2020,13874609,1169270,1904514,0,493004,18896144,19477854,19722666,4097251,3852439
043703,Campbell City,Mahoning,2021,13934111,1169270,1998141,0,471284,18474349,18706318,18059472,3852439,4499285
043703,Campbell City,Mahoning,2022,12396876,1600764,2105850,0,445578,16904400,17459976,16985317,4499285,4973944
043703,Campbell City,Mahoning,2023,12511136,1872578,1813950,0,439582,17752811,18665602,17516477,4973944,6123070
043703,Campbell City,Mahoning,2024,12996216,1900053,2066862,0,452864,18157473,18983308,17973474,6123070,7132903
043703,Campbell City,Mahoning,2025,13034726,1774067,2247780,0,480533,18921976,20414335,23129598,7132903,4417641
043711,Canton City,Stark,2020,88685279,10480457,21481862,0,2903125,130600337,130619473,134339031,14993844,11274286
043711,Canton City,Stark,2021,89685646,10482160,23787439,0,2989531,134935532,138282147,129277280,11274286,20279153
043711,Canton City,Stark,2022,75715061,11957589,25657613,0,3005051,125691673,125698580,116474062,20279153,29503671
043711,Canton City,Stark,2023,77526821,13756659,25922916,0,2897529,130517248,130572731,122399133,29503671,37677269
043711,Canton City,Stark,2024,82763814,13725365,26176898,0,2897266,138219197,138262959,125454470,37677269,50485758
043711,Canton City,Stark,2025,80642139,12409282,26777906,0,2831677,137935097,138474546,147792708,50485758,41167596
043729,Celina City,Mercer,2020,12013442,362003,12233392,3752602,1687974,33308634,33444315,33886634,5761523,5319204
043729,Celina City,Mercer,2021,12373811,376248,12258830,3845230,1685839,34258594,34361703,32852995,5319204,6827912
043729,Celina City,Mercer,2022,11046827,573951,12380851,4220032,1704382,32978963,33123042,32424586,6827912,7526368
043729,Celina City,Mercer,2023,11095673,983560,12447080,4610659,1707893,32280536,32333312,33165132,7526358,6694538
043729,Celina City,Mercer,2024,12028847,1137043,14409601,4610763,1907625,35562379,37313665,31013199,6694538,12995004
043729,Celina City,Mercer,2025,11515154,967037,15766654,4876805,2093843,37196234,37209098,36447465,12995004,13756636
043737,Centerville City,Montgomery,2020,12941894,230700,75108725,0,8616522,102704641,102704641,108946309,34014623,27772955
043737,Centerville City,Montgomery,2021,13760040,251673,81129929,0,8700155,109312205,109312205,105285781,27772955,31799379
043737,Centerville City,Montgomery,2022,12986401,935145,82535279,0,8645514,111092721,112067271,109334167,31799379,34532483
043737,Centerville City,Montgomery,2023,13222874,814823,83852162,0,8645243,113831175,113905175,115109359,34532482,33328299
043737,Centerville City,Montgomery,2024,14064825,1333923,86164012,0,8733053,118914000,118967000,118320760,33328299,33974538
043737,Centerville City,Montgomery,2025,14421990,1106740,92799369,0,8971947,126983175,127335121,119730575,33974538,41579084
043745,Chillicothe City,Ross,2020,13081636,2482408,9126511,0,2314600,31413164,31625038,33250837,10391159,8765360
043745,Chillicothe City,Ross,2021,13405134,2482802,9105551,0,2053239,31632539,32433441,32947988,8765360,8250813
043745,Chillicothe City,Ross,2022,10636879,2913462,8936172,0,1933084,27547113,28177648,29453136,8250813,6975325
043745,Chillicothe City,Ross,2023,11716115,3605816,9445825,0,1698546,30343226,31549566,30880077,6975324,7644813
043745,Chillicothe City,Ross,2024,13502072,3621318,9764186,0,1328857,32504041,33566818,32822951,7644813,8388680
043745,Chillicothe City,Ross,2025,13987050,3467267,9692342,0,1138529,32018469,33077893,36841795,8388680,4624778
043752,Cincinnati Public Schools,Hamilton,2020,183816231,22999813,281433363,0,25189556,590771879,612758230,630724005,126238979,108273204
043752,Cincinnati Public Schools,Hamilton,2021,188071847,22921322,282431311,0,25267573,602944761,621222361,612871745,108273204,116623820
043752,Cincinnati Public Schools,Hamilton,2022,120149697,25045887,288845422,0,23311149,538360482,559034224,569658476,116623820,105999568
043752,Cincinnati Public Schools,Hamilton,2023,118392171,31600162,285580173,0,22812153,549987959,575302609,611463437,105911919,69751091
043752,Cincinnati Public Schools,Hamilton,2024,133523174,33904482,299364227,0,24660615,591843290,683220407,678861305,69751091,74110193
043752,Cincinnati Public Schools,Hamilton,2025,129591256,33520268,319458503,0,26700629,611470860,630364374,644791364,74110193,59683203
043760,Circleville City,Pickaway,2020,11128265,202406,7500259,2104719,982630,26263710,26376658,24991467,17192267,18577458
043760,Circleville City,Pickaway,2021,11288042,202406,7738523,2046113,973096,27280819,27477522,25038454,18577458,21016526
043760,Circleville City,Pickaway,2022,11558779,681206,8090037,2402298,961574,27214074,27736235,28187475,21016526,20565286
043760,Circleville City,Pickaway,2023,11465155,1708685,8190207,2534708,956460,29153629,29153878,27592035,20565267,22127110
043760,Circleville City,Pickaway,2024,12356897,1979846,8311104,2473484,947397,31139274,31147405,28718474,22127110,24556041
043760,Circleville City,Pickaway,2025,12850245,2104929,8414086,2707146,944568,32286591,32492561,47460107,24556041,9588495
043778,Claymont City,Tuscarawas,2020,14212715,1797131,3214969,0,507867,21891713,21999431,22637266,5436171,4798336
043778,Claymont City,Tuscarawas,2021,14331681,1797114,3520954,0,508903,22464267,22780291,21621051,4798336,5957576
043778,Claymont City,Tuscarawas,2022,13410053,2256547,3580607,0,487994,21610472,21613371,20400893,5957576,7170054
043778,Claymont City,Tuscarawas,2023,13147131,2556773,3663845,0,481618,22237369,22250637,22091175,7170054,7329515
043778,Claymont City,Tuscarawas,2024,14147094,1697162,3755448,0,481504,22678476,22690319,22480442,7329515,7539393
043778,Claymont City,Tuscarawas,2025,13572109,2228181,3735942,0,486527,22646931,22652453,22843378,7539393,7348468
043786,Cleveland Municipal,Cuyahoga,2020,405774367,48293194,199909763,0,16823754,744869101,750698119,744882388,16591465,22407196
043786,Cleveland Municipal,Cuyahoga,2021,399112398,52659676,204244178,0,17148185,758131489,763408712,690825548,22407196,94990360
043786,Cleveland Municipal,Cuyahoga,2022,266078692,50174315,219371142,0,17283575,642015745,650543575,651046929,94990360,94487006
043786,Cleveland Municipal,Cuyahoga,2023,255594246,58367450,219577033,0,16956120,655671079,697820894,682790928,94487005,109516971
043786,Cleveland Municipal,Cuyahoga,2024,270410577,57286413,224363634,0,17017244,659254814,729038203,697755891,109516971,140799283
043786,Cleveland Municipal,Cuyahoga,2025,268516556,51428841,238708055,0,17345675,688913399,737375938,741493180,140799283,136682041
043794,Cleveland Heights-University Heights City,Cuyahoga,2020,17538071,3857268,74647856,0,9227422,113730201,116925459,118214589,16369314,15080184
043794,Cleveland Heights-University Heights City,Cuyahoga,2021,18165408,4337841,77129785,0,9218070,116075399,116344209,115614048,15080184,15810345
043794,Cleveland Heights-University Heights City,Cuyahoga,2022,6100997,4922695,83680903,0,9245534,111304347,111572982,93881815,15810345,33501512
043794,Cleveland Heights-University Heights City,Cuyahoga,2023,6328090,6073082,84122321,0,9191676,113646545,114277169,109258429,33501509,38520249
043794,Cleveland Heights-University Heights City,Cuyahoga,2024,9302365,6545715,84796540,0,9209394,119956204,120312414,112606679,38520249,46225984
043794,Cleveland Heights-University Heights City,Cuyahoga,2025,8465429,6227165,85065639,0,9245267,118960639,119165064,121682710,46225984,43708338
043802,Columbus City Schools District,Franklin,2020,302568079,47789723,519166938,0,33668407,939410725,954394544,898447268,229439279,285386554
043802,Columbus City Schools District,Franklin,2021,327261449,47786311,538506446,0,33638522,986217560,1002397151,1004766378,285386554,283017328
043802,Columbus City Schools District,Franklin,2022,126074256,35613615,564511428,0,33623925,792240212,804490352,851634408,283017328,235873272
043802,Columbus City Schools District,Franklin,2023,126073892,51933126,565238853,0,33869536,846206708,936469577,927523072,235873271,244819776
043802,Columbus City Schools District,Franklin,2024,132507127,55757023,615734228,0,34457905,897292716,1000269782,850426220,244819776,394663338
043802,Columbus City Schools District,Franklin,2025,122112368,52369875,646084887,0,35496553,918837226,949004184,971427056,394663338,372240465
043810,Conneaut Area City,Ashtabula,2020,10661192,498140,4857116,0,640796,18055203,18377109,17999055,3944014,4322068
043810,Conneaut Area City,Ashtabula,2021,10727036,482406,5038412,0,621504,18452588,19078489,17660096,4322068,5740461
043810,Conneaut Area City,Ashtabula,2022,10658182,900278,5174364,0,600874,18791579,19516423,19877280,5740461,5379604
043810,Conneaut Area City,Ashtabula,2023,10763457,995135,5059226,0,588384,18914683,19593674,20043862,5384026,4933838
043810,Conneaut Area City,Ashtabula,2024,11577878,1278783,5960408,0,638285,21462437,23379305,20963566,4933838,7349578
043810,Conneaut Area City,Ashtabula,2025,11871620,1973779,5908479,0,713636,22254464,23244218,21849203,7349578,8744593
043828,Coshocton City,Coshocton,2020,11111360,1551016,4186752,0,604550,18983108,19605130,20733573,4753320,3624877
043828,Coshocton City,Coshocton,2021,11095037,1549300,4610237,0,598525,19741926,20014839,20232981,3624877,3406735
043828,Coshocton City,Coshocton,2022,9957472,1861721,4626112,0,588962,18071005,18159326,17852612,3406735,3713449
043828,Coshocton City,Coshocton,2023,11011705,2235220,4593946,0,577106,19810221,20016136,18988316,3713452,4741272
043828,Coshocton City,Coshocton,2024,12161301,2210096,4499695,0,569265,21240160,21694825,20865825,4741272,5570272
043828,Coshocton City,Coshocton,2025,13325592,1981052,4553001,0,595741,22246499,22309895,23105176,5570272,4774991
043836,Cuyahoga Falls City,Summit,2020,14711300,879140,32194968,0,3768325,58557714,59270808,55251728,8182778,12201858
043836,Cuyahoga Falls City,Summit,2021,15243292,885377,34075628,0,3750150,60762395,61549148,57466638,12201858,16284368
043836,Cuyahoga Falls City,Summit,2022,14796289,2101734,34568862,0,3688034,57932583,59144028,58285726,16284368,17142670
043836,Cuyahoga Falls City School District,Summit,2023,14229171,1901828,34479047,0,3664048,57941730,61195151,58078674,17142669,20259146
043836,Cuyahoga Falls City School District,Summit,2024,14196872,2265652,35063150,0,3628394,59320098,59970001,64753883,20259146,15475263
043836,Cuyahoga Falls City School District,Summit,2025,13793361,2501437,35814499,0,3625715,60053375,60613063,70613676,15475263,5474651
043844,Dayton City,Montgomery,2020,175416640,16173912,55211583,0,7185597,271176085,272036604,279042057,114566660,107561207
043844,Dayton City,Montgomery,2021,178873313,16142017,56608092,0,6998902,272654871,278905245,278485430,107561207,107981022
043844,Dayton City,Montgomery,2022,104172361,14732008,59878804,0,6809427,200694318,223537709,196931147,107981022,134587584
043844,Dayton City,Montgomery,2023,101346182,16612521,59152563,0,6690425,205189697,205412644,209725173,134587584,130275055
043844,Dayton City,Montgomery,2024,113915814,18873789,60112962,0,6498772,225099149,247979725,239083782,130275055,139170998
043844,Dayton City,Montgomery,2025,117887015,19120287,62667459,0,6386281,232964508,241710100,287890344,139170998,92990754
043851,Deer Park Community City,Hamilton,2020,3251291,148813,9155329,0,1095377,16257934,16547890,16811753,11490802,11226939
043851,Deer Park Community City,Hamilton,2021,3318004,159133,9123167,0,1079247,16135329,16408113,17436230,11226939,10198822
043851,Deer Park Community City,Hamilton,2022,3016653,381422,10528867,0,1080446,17729073,17934609,18330538,10198822,9802893
043851,Deer Park Community City,Hamilton,2023,3045738,413228,11449611,0,1092111,19917229,20847508,19235052,9802847,11415303
043851,Deer Park Community City,Hamilton,2024,3005132,516733,11481598,0,1098416,20197939,20517576,19754204,11415303,12178675
043851,Deer Park Community City,Hamilton,2025,3065573,472458,11422291,0,1102632,19619064,20251420,22520286,12178675,9909809
043869,Defiance City,Defiance,2020,16605861,497201,5664810,1977509,927709,29332497,29818003,29291236,12030506,12557273
043869,Defiance City,Defiance,2021,16796449,517930,5916436,1829782,949783,29465289,30048755,29319757,12557273,13286271
043869,Defiance City,Defiance,2022,16145198,1206774,6410061,2093289,950755,28481246,29873278,30092217,13286271,13067332
043869,Defiance City,Defiance,2023,15944738,1172828,5764794,2473069,957001,28563822,28592736,28139710,13067331,13520357
043869,Defiance City,Defiance,2024,17557512,1521933,6826727,2271730,1014913,32163565,32205067,29534299,13520357,16191125
043869,Defiance City,Defiance,2025,18097037,2672437,7371616,2481294,1106526,34485179,34542758,33471187,16191125,17262696
043877,Delaware City,Delaware,2020,17586712,222405,34766170,0,3662942,62574278,62932293,61319701,13293738,14906330
043877,Delaware City,Delaware,2021,18159946,206677,36769137,0,3845423,66303850,66648470,63270078,14906330,18284722
043877,Delaware City,Delaware,2022,17019460,1035375,39495822,0,4033237,67386469,67411323,64319616,18284722,21376429
043877,Delaware City,Delaware,2023,18005620,1206464,40354229,0,4079146,70987813,71043292,68062973,21376464,24356783
043877,Delaware City,Delaware,2024,21024310,1752223,44157227,0,4546182,78938634,79093479,71360018,24356783,32090244
043877,Delaware City,Delaware,2025,20418286,1529374,48699961,0,5044619,83300376,83727381,80562901,32090244,35254723
043885,Delphos City,Allen,2020,3616892,213351,4164120,0,516461,9620493,9723511,10031135,379352,71728
043885,Delphos City,Allen,2021,3787206,213349,4167277,83336,513279,9955316,9970433,9412783,71728,629378
043885,Delphos City,Allen,2022,3231061,343982,4190815,901226,516983,10492214,10525314,9049276,629378,2105416
043885,Delphos City,Allen,2023,3242577,355689,4323052,1836692,518135,11656986,11677542,9285836,2105419,4497125
043885,Delphos City,Allen,2024,3257553,407759,4563240,1691887,529988,12123543,12123543,9990658,4497125,6630010
043885,Delphos City,Allen,2025,3188333,501806,5354773,1838308,652454,13048102,13051602,15669173,6630010,4012439
043893,Dover City,Tuscarawas,2020,8598075,0,12693192,0,1800191,23794093,23794576,24678083,5397112,4513605
043893,Dover City,Tuscarawas,2021,8661651,143873,12578406,0,1672038,25407994,25422504,24048419,4513605,5887690
043893,Dover City,Tuscarawas,2022,8729683,673236,12601235,0,1596264,24828591,24837675,24046499,5887690,6678866
043893,Dover City,Tuscarawas,2023,9739550,799332,13257811,0,1621211,26807493,26862569,23628123,6678834,9913280
043893,Dover City,Tuscarawas,2024,11359471,1144988,13796103,0,1693123,29736865,29736865,28998730,9913280,10651414
043893,Dover City,Tuscarawas,2025,12027494,2713070,13918689,0,1700553,32254606,32510766,30196255,10651414,12965925
043901,East Cleveland City School District,Cuyahoga,2020,30123700,2529382,6297027,0,1056918,47004771,51694454,50754105,13312848,14253197
043901,East Cleveland City School District,Cuyahoga,2021,29938031,2368594,6574865,0,1044694,47811795,49476036,45407881,14253197,18321352
043901,East Cleveland City School District,Cuyahoga,2022,26004904,2002446,7725883,0,1029253,42488500,43863786,47570589,18321352,14614549
