ranking_year,rank,lea_irn,lea_name,building_irn,building_name,building_org_type,performance_index
2025,12,044701,Rocky River City,018754,Kensington Intermediate Elementary School,Public School,113.022
2025,320,047191,Kenston Local,018770,Kenston High School,Public School,102.235
2025,222,047191,Kenston Local,018788,Kenston Middle School,Public School,104.034
2025,2569,044818,Springfield City School District,018820,Kenton Elementary School,Public School,67.98
2025,888,045153,Xenia Community City,018838,Arrowood Elementary,Public School,94.087
2025,1871,044172,Kenton City,018846,Kenton High School,Public School,82.913
2025,2395,044172,Kenton City,018853,Kenton Middle School,Public School,73.246
2025,773,043802,Columbus City Schools District,018879,Ecole Kenwood French Immersion,Public School,95.584
2025,1123,043638,Bowling Green City School District,018887,Kenwood Elementary School,Public School,91.493
2025,2893,044818,Springfield City School District,018895,Kenwood Elementary,Public School,57.172
2025,1464,044180,Kettering City School District,018911,Kettering Middle School,Public School,87.497
2025,1229,044180,Kettering City School District,018929,Kettering Fairmont High School,Public School,90.376
2025,3044,044909,Toledo City,018952,Keyser Elementary School,Public School,51.144
2025,1237,048165,Keystone Local,018960,Keystone High School,Public School,90.27
2025,147,050351,Crestview Local,018984,Crestview Early Childhood Center,Public School,105.673
2025,1626,047027,Dublin City,018998,Hopewell Elementary,Public School,85.823
2025,48,043752,Cincinnati Public Schools,019000,Kilgour School,Public School,109.821
2025,251,047027,Dublin City,019017,Abraham Depp Elementary,Public School,103.522
2025,1190,047696,West Holmes Local,019018,Killbuck Elementary School,Public School,90.779
2025,1603,044396,Miamisburg City,019034,Kinder Intermediate School,Public School,86.056
2025,1552,043489,Akron City,019042,King Community Learning Center,Public School,86.628
2025,781,050435,Kings Local,019075,Kings Junior High School,Public School,95.538
2025,538,050435,Kings Local,019083,Kings Mills Elementary School,Public School,98.767
2025,1780,049544,Zane Trace Local,019117,Zane Trace Middle School,Public School,83.987
2025,1376,045856,Buckeye Local,019125,Kingsville Elementary School,Public School,88.585
2025,2942,044487,New Philadelphia City,019156,Quaker Preparatory Academy,Community School,55.455
2025,784,048041,Southwest Licking Local,019174,Kirkersville Elementary School,Public School,95.494
2025,2233,045237,Bridgeport Exempted Village,019190,The Bridgeport School DIstrict - Middle School,Public School,76.68
2025,3229,043752,Cincinnati Public Schools,019192,Dr. O dell Owens Center for Learning,Public School,29.48
2025,2807,043786,Cleveland Municipal,019194,Garrett Morgan School of Leadership and Innovation,Public School,60.333
2025,3023,019199,Central Point Preparatory Academy,019199,Central Point Preparatory Academy,Community School,52.105
2025,2044,019200,South Columbus Preparatory Academy at Southfield,019200,South Columbus Preparatory Academy at Southfield,Community School,80.414
2025,124,047878,Kirtland Local,019208,Kirtland Elementary School,Public School,106.408
2025,386,047878,Kirtland Local,019216,Kirtland High School,Public School,101.181
2025,2976,019221,Case Preparatory Academy,019221,Case Preparatory Academy,Community School,53.864
2025,501,049882,Marlington Local,019223,Marlboro Elementary,Public School,99.364
2025,306,047878,Kirtland Local,019224,Kirtland Middle School,Public School,102.472
2025,3034,019226,Franklinton High School,019226,Franklinton High School,Community School,51.688
2025,2693,019227,Dublin Preparatory Academy dba Northside Preparatory Academy,019227,Dublin Preparatory Academy dba Northside Preparatory Academy,Community School,64.258
2025,2327,019235,Focus Learning Academy of Central Columbus,019235,Focus Learning Academy of Central Columbus,Community School,74.867
2025,2328,043687,Bucyrus City,019255,Bucyrus Middle School,Public School,74.852
2025,3168,043844,Dayton City,019266,Mound Street Academy,Public School,43.117
2025,1506,044768,Sheffield-Sheffield Lake City,019273,Knollwood Elementary School,Public School,87
2025,646,048389,West Branch Local,019281,West Branch Early Learning Center,Public School,97.264
2025,1710,046151,Talawanda City,019323,Kramer Elementary School,Public School,84.831
2025,2041,044891,Tiffin City Schools,019331,Krout 2-3 Elementary,Public School,80.423
2025,2424,065680,Gallia County Local,019364,River Valley High School,Public School,72.278
2025,703,044925,Troy City,019372,Kyle Elementary School,Public School,96.522
2025,2477,043919,East Liverpool City,019380,Lacroft Elementary School,Public School,70.78
2025,331,047027,Dublin City,019393,Eversole Run Middle School,Public School,102.054
2025,576,043786,Cleveland Municipal,019406,Cleveland School of Architecture & Design,Public School,98.188
2025,2594,044818,Springfield City School District,019430,Lagonda Elementary School,Public School,67.34
2025,856,050443,Little Miami Local,019447,Little Miami Early Childhood Center,Public School,94.517
2025,1535,048165,Keystone Local,019448,Keystone Middle School,Public School,86.776
2025,2572,019450,Youngstown Preparatory Academy,019450,Youngstown Preparatory Academy,Community School,67.917
2025,436,048041,Southwest Licking Local,019459,Etna Elementary,Public School,100.305
2025,204,046144,Ross Local,019462,Ross Intermediate School,Public School,104.26
2025,1537,050484,Fort Frye Local,019466,Fort Frye Middle School,Public School,86.773
2025,2941,019474,Explorers Academy of Science and Technology,019474,Explorers Academy of Science and Technology,Community School,55.53
2025,798,019478,Niles Preparatory Academy,019478,Niles Preparatory Academy,Community School,95.3
2025,97,046763,Olentangy Local,019480,Shale Meadows Elementary School,Public School,107.242
2025,307,049858,Jackson Local,019489,Lake Cable Elementary School,Public School,102.463
2025,2664,019511,Western Toledo Preparatory Academy,019511,Western Toledo Preparatory Academy,Community School,65.114
2025,1249,045138,Worthington City,019514,Perry Middle School,Public School,90.122
2025,2179,049288,Preble Shawnee Local,019519,Preble Shawnee Middle School,Public School,77.75
2025,1122,050690,Lake Local,019521,Lake Elementary School,Public School,91.495
2025,3054,044412,Mt Healthy City,019522,Mt. Healthy Early Learning Center,Public School,50.805
2025,2774,043802,Columbus City Schools District,019525,World Language Middle School,Public School,61.751
2025,695,019530,Cincinnati Classical Academy,019530,Cincinnati Classical Academy,Community School,96.654
2025,1773,050690,Lake Local,019539,Lake High School,Public School,84.188
2025,1832,050690,Lake Local,019547,Lake Middle School,Public School,83.389
2025,770,046219,West Liberty-Salem Local,019581,West Liberty-Salem Middle School,Public School,95.695
2025,2399,019602,Community STE(A)M Academy - Xenia,019602,Community STE(A)M Academy - Xenia,STEM,73.159
2025,393,045419,Hicksville Exempted Village School District,019613,Hicksville Middle School,Public School,101.083
2025,2440,046896,Pickerington Local,019617,Pickerington Academy,Public School,71.833
2025,2433,044081,Winton Woods City,019620,Winton Woods Primary,Public School,71.961
2025,2989,044909,Toledo City,019622,Toledo Public Schools Virtual Academy,Public School,53.393
2025,2728,048702,Mad River Local,019625,Mad River Local Schools Remote Learning Center,Public School,63.25
2025,3012,045500,Milford Exempted Village,019628,Milford Academy,Public School,52.53
2025,2319,044933,Upper Arlington City,019643,Upper Arlington Online Academy,Public School,75.075
2025,3087,044263,Lorain City,019646,Admiral King Elementary School,Public School,48.83
2025,571,048082,Indian Lake Local,019653,Indian Lake Elementary School,Public School,98.245
2025,2608,047019,Hilliard City,019655,Hilliard Online Academy,Public School,67.013
2025,3203,047365,Northwest Local,019657,Transitions Academy,Public School,39.71
2025,649,050187,Lakeview Local,019661,Lakeview High School,Public School,97.251
2025,3166,043786,Cleveland Municipal,019664,Cleveland Metro Remote School K-12,Public School,43.316
2025,3201,048694,Trotwood-Madison City,019677,RAM Nation Virtual Academy,Public School,40
2025,994,047696,West Holmes Local,019679,Lakeville Elementary School,Public School,92.944
2025,3185,043950,Euclid City,019682,Euclid Virtual Learning Academy,Public School,41.696
2025,1088,044198,Lakewood City,019687,Lakewood High School,Public School,91.89
2025,3022,047696,West Holmes Local,019694,West Holmes Digital Academy,Public School,52.2
2025,1752,047993,Lakewood Local,019695,Lakewood High School,Public School,84.412
2025,2095,047993,Lakewood Local,019703,Lakewood Middle School,Public School,79.411
2025,1009,049569,Lakota Local,019711,Lakota Elementary School,Public School,92.816
2025,2107,048751,Huber Heights City,019722,Warrior Academy,Public School,79.231
2025,3159,045161,Youngstown City,019724,Youngstown Virtual Academy,Public School,44.237
2025,2615,049973,Woodridge Local,019725,Woodridge Virtual Academy,Public School,66.901
2025,2891,065680,Gallia County Local,019727,Southern Ohio Digital Academy,Public School,57.273
2025,371,046110,Lakota Local,019729,Liberty Junior School,Public School,101.421
2025,3200,044784,Sidney City,019732,Jacket Virtual Academy,Public School,40.101
2025,3189,043752,Cincinnati Public Schools,019734,John J. Gilligan Digital Academy,Public School,41.292
2025,793,046110,Lakota Local,019737,Lakota West High School,Public School,95.349
2025,1930,049569,Lakota Local,019745,Lakota High School,Public School,82.162
2025,2027,044206,Lancaster City,019752,Lancaster High School,Public School,80.602
2025,2758,046441,Southern Local,019753,Southern Online Academy,Public School,62.143
2025,3081,044818,Springfield City School District,019761,Springfield City Online,Public School,49.153
2025,818,044370,Mayfield City,019778,Lander Elementary,Public School,95
2025,3118,044511,North College Hill City,019785,North College Hill Trojan Way Learning Center,Public School,47.023
2025,3226,043562,Bedford City,019796,Excel Academy,Public School,31.835
2025,3038,043604,Belpre City,019798,Belpre Blue Sky Academy,Public School,51.5
2025,2910,043489,Akron City,019803,APS Online,Public School,56.787
2025,2346,049296,Twin Valley Community Local,019810,Twin Valley South Middle School,Public School,74.389
2025,2946,049098,Teays Valley Local,019829,Teays Valley Digital Academy,Public School,55.286
2025,2847,044909,Toledo City,019836,Larchmont Elementary School,Public School,58.697
2025,2579,044198,Lakewood City,019839,Franklin School of Opportunity Online,Public School,67.778
2025,2465,044263,Lorain City,019851,Larkmoor Elementary School,Public School,71.049
2025,1907,045047,Westerville City,019875,Minerva France Elementary School,Public School,82.452
2025,2588,044628,Painesville City Local,019877,Maple Elementary School,Public School,67.527
2025,144,043646,Brecksville-Broadview Heights City,019910,Brecksville-Broadview Heights Elementary School,Public School,105.793
2025,899,044909,Toledo City,019918,Toledo Pre-Medical and Health Science Academy,Public School,93.951
2025,2754,047332,Finneytown Local,019940,Finneytown Elementary,Public School,62.244
2025,560,047985,Johnstown-Monroe Local,019946,JOHNSTOWN INTERMEDIATE SCHOOL,Public School,98.435
2025,432,044560,Norwalk City,019968,League Elementary School,Public School,100.377
2025,2260,050245,LaBrae Local,019992,LaBrae Middle School,Public School,76.414
2025,143,044578,Norwood City,019994,The Norwood Montessori School,Public School,105.833
2025,3007,020007,IDEA Greater Cincinnati  Inc,020007,IDEA Greater Cincinnati  Inc,Community School,52.806
2025,1492,050245,LaBrae Local,020008,LaBrae High School,Public School,87.173
2025,2880,043802,Columbus City Schools District,020024,Leawood Elementary School,Public School,57.566
2025,910,044214,Lebanon City,020032,Lebanon High School,Public School,93.86
2025,2121,020046,Unity Academy,020046,Unity Academy,Community School,78.92
2025,2550,046110,Lakota Local,020059,Lakota Central,Public School,68.612
2025,2710,048223,Springfield Local,020063,Springfield Digital Academy (SDA),Public School,63.895
2025,231,046763,Olentangy Local,020064,Olentangy Berlin Middle School,Public School,103.762
2025,503,050047,Nordonia Hills City,020065,Ledgeview Elementary School,Public School,99.341
2025,2408,047001,Reynoldsburg City,020066,Reynoldsburg High School,Public School,72.882
2025,554,045062,Westlake City,020073,Lee Burneson Middle School,Public School,98.516
