ranking_year,rank,lea_irn,lea_name,building_irn,building_name,building_org_type,performance_index
2023,1738,044727,St Marys City,023390,St. Marys Middle School,Public School,83.523
2023,1988,045401,Greenfield Exempted Village,023424,McClain High School,Public School,80.112
2023,1028,047456,McComb Local,023440,McComb Local Elementary School,Public School,91.695
2023,1184,044131,Huron City Schools,023473,McCormick Junior High,Public School,90.043
2023,588,050229,McDonald Local,023515,McDonald High School,Public School,97.649
2023,2546,043711,Canton City,023531,McGregor Intermediate School,Public School,64.312
2023,2208,048231,Washington Local,023549,Mcgregor Elementary School,Public School,75.523
2023,1928,044453,Newark City,023572,McGuffey Elementary School,Public School,81.024
2023,1824,043802,Columbus City Schools District,023606,Columbus Alternative High School,Public School,82.56
2023,2689,044909,Toledo City,023648,McKinley STEMM Academy,Public School,56.361
2023,1323,045153,Xenia Community City,023671,McKinley Elementary School,Public School,88.377
2023,1263,044198,Lakewood City,023705,Horace Mann Elementary School,Public School,89.034
2023,2223,045369,Fairport Harbor Exempted Village,023804,Mckinley Elementary School,Public School,75.109
2023,1432,045450,Lisbon Exempted Village,023820,McKinley Elementary School,Public School,87.045
2023,2197,044495,Niles City,023838,McKinley High School,Public School,75.871
2023,2746,043711,Canton City,023846,McKinley High School,Public School,53.206
2023,2070,048355,Sebring Local,023879,Mckinley High School,Public School,78.466
2023,1365,045468,Loudonville-Perrysville Exempted Village,023903,McMullen Elementary School,Public School,87.857
2023,2727,044909,Toledo City,023929,McTigue Elementary School,Public School,54.281
2023,2056,047308,Rolling Hills Local,023960,Meadowbrook High School,Public School,78.709
2023,2763,043844,Dayton City,023978,Valerie Elementary School,Public School,52.455
2023,2876,043844,Dayton City,023986,Meadowdale High School,Public School,43.915
2023,1555,046813,Perkins Local,023994,Meadowlawn Elementary School,Public School,85.665
2023,2308,048231,Washington Local,024000,Meadowvale Elementary School,Public School,73.208
2023,1093,045484,Mechanicsburg Exempted Village,024018,Dohron Wilson Elementary School,Public School,90.893
2023,1251,045484,Mechanicsburg Exempted Village,024026,Mechanicsburg High School,Public School,89.193
2023,1908,044206,Lancaster City,024042,Medill Elementary School,Public School,81.4
2023,1213,044388,Medina City SD,024059,Claggett Middle School,Public School,89.719
2023,2853,043802,Columbus City Schools District,024067,Medina Middle School,Public School,46.564
2023,651,044388,Medina City SD,024075,Medina High School,Public School,96.487
2023,2482,048520,Meigs Local,024117,Meigs High School,Public School,67.077
2023,437,047894,Riverside Local,024141,Melridge Elementary School,Public School,100.411
2023,1888,045120,Wooster City,024166,Melrose Elementary School,Public School,81.667
2023,2716,043703,Campbell City,024190,Memorial High School,Public School,54.983
2023,1747,044727,St Marys City,024208,St Marys Memorial High School,Public School,83.431
2023,2398,044792,South Euclid-Lyndhurst City,024216,Memorial Junior High School,Public School,69.872
2023,892,045492,Mentor Exempted Village,024224,Memorial Middle School,Public School,93.277
2023,2395,048751,Huber Heights City,024273,Wright Brothers Elementary School,Public School,69.988
2023,1004,045492,Mentor Exempted Village,024281,Mentor High School,Public School,92.007
2023,1887,044750,Shaker Heights City,024307,Mercer Elementary School,Public School,81.681
2023,1077,046359,West Clermont Local,024323,Merwin Elementary School,Public School,91.156
2023,2555,050096,Bloomfield-Mespo Local,024331,Mesopotamia Elementary School,Public School,64.023
2023,941,047050,Evergreen Local,024349,Evergreen Middle School,Public School,92.75
2023,465,048629,Miami East Local,024364,Miami East Junior High School,Public School,99.788
2023,480,048629,Miami East Local,024372,Miami East High School,Public School,99.555
2023,75,044289,Madeira City,024398,Madeira Elementary School,Public School,107.627
2023,1283,046920,Miami Trace Local,024414,Miami Trace High School,Public School,88.865
2023,1755,044396,Miamisburg City,024422,Miamisburg High School,Public School,83.341
2023,1063,047381,Southwest Local,024430,Miami Whitewater Elementary School,Public School,91.326
2023,1952,043521,Athens City,024471,Athens Middle School,Public School,80.626
2023,1972,045542,Newcomerstown Exempted Village,024489,Newcomerstown Middle School,Public School,80.326
2023,326,048496,Highland Local,024497,Highland Middle School,Public School,102.098
2023,1114,049932,Plain Local,024505,Oakwood Middle School,Public School,90.637
2023,709,043612,Berea City,024521,Big Creek Elementary School,Public School,95.638
2023,2525,044404,Middletown City,024562,Middletown High School,Public School,65.553
2023,1499,043612,Berea City,024570,Berea-Midpark High School,Public School,86.374
2023,1081,050286,Indian Valley Local,024588,Midvale Elementary School,Public School,91.104
2023,1167,048173,Midview Local,024596,Midview High School,Public School,90.182
2023,1356,048173,Midview Local,024604,Midview Middle School,Public School,87.954
2023,2645,043752,Cincinnati Public Schools,024612,Midway School,Public School,58.66
2023,1014,049452,Madison Local,024646,Mifflin Elementary School,Public School,91.832
2023,2625,043802,Columbus City Schools District,024653,Cassady Alternative Elementary School,Public School,59.847
2023,2841,043802,Columbus City Schools District,024661,Mifflin High School,Public School,47.874
2023,967,046789,Edison Local (formerly Berlin-Milan),024679,Edison Elementary School (formerly Milan Elem),Public School,92.429
2023,133,050328,Fairbanks Local,024711,Fairbanks Elementary School,Public School,105.646
2023,696,045500,Milford Exempted Village,024745,Milford Sr High School,Public School,95.862
2023,663,045500,Milford Exempted Village,024752,Milford Junior High School,Public School,96.342
2023,1348,050278,Garaway Local,024794,Miller Avenue Elementary School,Public School,88.037
2023,2,049361,Miller City-New Cleveland Local,024802,Miller City Elementary School,Public School,115.156
2023,303,049361,Miller City-New Cleveland Local,024810,Miller City High School,Public School,102.402
2023,1767,048355,Sebring Local,024836,B L Miller Elementary School,Public School,83.23
2023,2339,049064,Southern Local,024851,Miller High School,Public School,71.722
2023,591,047696,West Holmes Local,024869,Millersburg Elementary School,Public School,97.613
2023,476,044370,Mayfield City,024885,Millridge Elementary School,Public School,99.63
2023,2229,047001,Reynoldsburg City,024893,Herbert Mills Elementary School,Public School,74.958
2023,698,045674,Yellow Springs Exempted Village,024919,Mills Lawn Elementary School,Public School,95.774
2023,2812,043752,Cincinnati Public Schools,024927,Ethel M. Taylor Academy,Public School,49.662
2023,1595,045518,Milton-Union Exempted Village,024976,Milton-Union Middle School,Public School,85.332
2023,1382,045518,Milton-Union Exempted Village,024984,Milton-Union High School,Public School,87.692
2023,1032,045518,Milton-Union Exempted Village,024992,Milton-Union Elementary School,Public School,91.664
2023,886,050302,Tuscarawas Valley Local,025007,Tuscarawas Valley Primary,Public School,93.333
2023,881,050252,Weathersfield Local,025023,Mineral Ridge High School,Public School,93.395
2023,1534,049890,Minerva Local,025031,Minerva Middle School,Public School,85.919
2023,1783,049890,Minerva Local,025056,Minerva High School,Public School,83.064
2023,853,050161,Howland Local,025064,Mines Elementary School,Public School,93.789
2023,1351,049627,Minford Local,025072,Minford Primary Elementary School,Public School,88
2023,1700,049627,Minford Local,025080,Minford High School,Public School,84.039
2023,2002,047803,Indian Creek Local,025098,Indian Creek Middle School Grades 7 & 8,Public School,79.904
2023,56,045948,Minster Local,025114,Minster Jr/Sr High School,Public School,108.462
2023,1728,046672,Mississinawa Valley Local,025122,Mississinawa Valley JR/SR High School,Public School,83.636
2023,472,049957,Tuslaw Local,025130,Tuslaw Middle School,Public School,99.71
2023,1707,050039,Mogadore Local,025148,Mogadore High School,Public School,83.921
2023,1048,050740,Mohawk Local,025155,Mohawk High School,Public School,91.529
2023,2694,043802,Columbus City Schools District,025163,Columbus Africentric Early College ES,Public School,56.239
2023,2906,043802,Columbus City Schools District,025171,Moler Elementary School,Public School,41.288
2023,2071,048231,Washington Local,025189,Monac Elementary School,Public School,78.432
2023,48,048207,Anthony Wayne Local,025197,Monclova Elementary School,Public School,108.986
2023,1526,047365,Northwest Local,025205,Monfort Heights Elementary School,Public School,85.977
2023,505,139303,Monroe Local,025221,Monroe Primary School,Public School,98.933
2023,1869,049270,National Trail Local,025247,National Trail Middle School,Public School,82.08
2023,2224,048264,Jonathan Alder Local,025270,Monroe Elementary School,Public School,75.059
2023,864,045559,New Richmond Exempted Village,025296,Monroe Elementary School,Public School,93.604
2023,1905,047712,Monroeville Local,025353,Monroeville Elementary School,Public School,81.433
2023,2005,047712,Monroeville Local,025361,Monroeville High School,Public School,79.869
2023,1317,044800,South-Western City,025379,Monterey Elementary School,Public School,88.464
2023,26,044867,Sycamore Community City,025387,Montgomery Elementary School,Public School,110.886
2023,536,043505,Ashland City,025395,Taft Intermediate School,Public School,98.497
2023,2230,048751,Huber Heights City,025403,Monticello Elementary School,Public School,74.94
2023,2561,043794,Cleveland Heights-University Heights City,025411,Monticello Middle School,Public School,63.62
2023,1753,045526,Montpelier Exempted Village,025429,Montpelier Elementary School,Public School,83.358
2023,1716,045526,Montpelier Exempted Village,025437,Montpelier High School,Public School,83.729
2023,559,043620,Bexley City,025445,Montrose Elementary School,Public School,98.141
2023,95,046144,Ross Local,025502,Morgan Elementary School,Public School,106.802
2023,1831,048777,Morgan Local,025544,Morgan High School,Public School,82.513
2023,2710,048736,Northridge Local,025577,Northridge Elementary School,Public School,55.283
2023,990,043521,Athens City,025585,Morrison Gordon Elementary School,Public School,92.165
2023,1608,044958,Vandalia-Butler City,025619,Morton Middle School,Public School,85.225
2023,1374,044396,Miamisburg City,025668,Mound Elementary School,Public School,87.772
2023,2617,043752,Cincinnati Public Schools,025726,Mt. Airy School,Public School,60.159
2023,885,047514,Riverdale Local,025742,Riverdale Elementary School,Public School,93.34
2023,1447,050583,Southeast Local,025767,Mount Eaton Elementary School,Public School,86.879
2023,1434,045534,Mount Gilead Exempted Village,025783,Mt Gilead High School,Public School,87.018
2023,2374,045534,Mount Gilead Exempted Village,025791,Park Avenue Elementary School,Public School,70.648
2023,1443,045534,Mount Gilead Exempted Village,025809,Mt Gilead Middle School,Public School,86.949
2023,2734,044412,Mt Healthy City,025817,Mt Healthy High School,Public School,53.858
2023,174,047688,East Holmes Local,025825,Mt Hope Elementary School,Public School,104.697
2023,2352,043745,Chillicothe City,025841,Chillicothe Primary School,Public School,71.229
2023,2235,046060,Western Brown Local,025866,Western Brown High School,Public School,74.813
2023,1043,044420,Mount Vernon City,025932,Mount Vernon High School,Public School,91.571
2023,2444,043752,Cincinnati Public Schools,025940,Mt. Washington School,Public School,68.416
2023,976,044883,Tallmadge City,025965,Tallmadge Elementary School,Public School,92.341
2023,1822,045179,Zanesville City,025973,John McIntire Elementary School,Public School,82.575
2023,181,047183,Chardon Local,025981,Munson Elementary School,Public School,104.595
2023,381,044842,Strongsville City,025999,Muraski Elementary School,Public School,101.207
2023,2589,043752,Cincinnati Public Schools,026054,North Avondale Montessori School,Public School,62.179
2023,1876,050708,North Baltimore Local,026070,North Baltimore High School,Public School,81.983
2023,483,044503,North Canton City,026104,North Canton Middle School,Public School,99.47
2023,2186,050641,North Central Local,026112,North Central Junior/High School,Public School,75.976
2023,2575,044511,North College Hill City,026120,North College Hill High School,Public School,62.797
2023,87,048363,South Range Local,026211,South Range Elementary School,Public School,107.12
2023,439,048363,South Range Local,026229,South Range High School,Public School,100.403
2023,2833,043802,Columbus City Schools District,026245,North Linden Elementary School,Public School,48.182
2023,901,047886,Madison Local,026252,North Elementary School,Public School,93.22
2023,379,049874,Louisville City,026286,North Nimishillen Elementary School,Public School,101.275
2023,1784,044529,North Olmsted City,026302,North Olmsted High School,Public School,83.049
2023,1621,044529,North Olmsted City,026310,North Olmsted Middle School,Public School,85.104
2023,919,044537,North Ridgeville City,026336,North Ridgeville High School,Public School,93.003
2023,1298,044537,North Ridgeville City,026344,North Ridgeville Academic Center,Public School,88.665
2023,927,046516,Colonel Crawford Local,026351,William Crawford Intermediate Schools,Public School,92.938
2023,938,050336,North Union Local School District,026385,North Union Middle School,Public School,92.78
2023,1590,050336,North Union Local School District,026393,North Union High School,Public School,85.374
2023,1244,044438,Napoleon Area City,026419,Napoleon Junior/Senior High School,Public School,89.31
2023,473,048876,Tri-Valley Local,026427,Nashport Elementary School,Public School,99.681
2023,571,047696,West Holmes Local,026435,Nashville Elementary School,Public School,97.857
2023,1871,049270,National Trail Local,026468,National Trail High School,Public School,82.035
2023,2826,044909,Toledo City,026484,Navarre Elementary School,Public School,48.657
2023,1971,050153,Mathews Local,026500,Mathews Junior High School,Public School,80.365
2023,2931,043802,Columbus City Schools District,026542,Special Education Center,Public School,26.786
2023,2415,044446,Nelsonville-York City,026567,Nelsonville-York High School,Public School,69.312
2023,2556,044446,Nelsonville-York City,026575,Nelsonville-York Junior High School,Public School,63.944
2023,335,045617,Tipp City Exempted Village,026591,Nevin Coppock Elementary School,Public School,101.981
2023,106,045955,New Bremen Local,026633,New Bremen Elementary School,Public School,106.353
2023,72,045955,New Bremen Local,026641,New Bremen High School,Public School,107.67
2023,2755,044412,Mt Healthy City,026658,Mt. Healthy North Elementary School,Public School,52.963
2023,154,049361,Miller City-New Cleveland Local,026682,Miller City Middle School,Public School,105.139
2023,101,048835,East Muskingum Local,026690,New Concord Elementary School,Public School,106.471
2023,216,045963,New Knoxville Local,026757,New Knoxville Elementary School,Public School,104.033
2023,582,045963,New Knoxville Local,026765,New Knoxville High School,Public School,97.692
2023,1330,048710,New Lebanon Local School District,026773,Dixie Elementary School,Public School,88.289
2023,2020,048710,New Lebanon Local School District,026781,Dixie Middle School,Public School,79.59
2023,2153,044479,New Lexington School District,026799,New Lexington Elementary School,Public School,76.93
2023,2207,044479,New Lexington School District,026807,New Lexington Middle School,Public School,75.707
2023,1667,047720,New London Local,026815,New London Elementary School,Public School,84.465
2023,1089,047720,New London Local,026823,New London High School,Public School,90.952
2023,514,046680,Tri-Village Local,026849,Tri-Village High School,Public School,98.763
2023,2416,046136,New Miami Local,026864,New Miami Elementary School,Public School,69.302
2023,2455,046136,New Miami Local,026872,New Miami  High School,Public School,67.955
2023,329,048371,Springfield Local,026880,Springfield Elementary School,Public School,102.079
2023,1868,044487,New Philadelphia City,026906,New Philadelphia High School,Public School,82.088
2023,1607,045559,New Richmond Exempted Village,026922,New Richmond High School,Public School,85.227
2023,1893,045559,New Richmond Exempted Village,026930,New Richmond Middle School,Public School,81.6
2023,365,049718,New Riegel Local,026948,New Riegel Elementary School,Public School,101.517
2023,1030,049718,New Riegel Local,026955,New Riegel High School,Public School,91.683
2023,1013,046409,East Clinton Local,026989,New Vienna Elementary School,Public School,91.84
2023,577,046433,Crestview Local,027003,Crestview Elementary School,Public School,97.813
2023,1858,044453,Newark City,027011,Newark High School,Public School,82.259
2023,2244,045542,Newcomerstown Exempted Village,027060,Newcomerstown High School,Public School,74.589
2023,1338,050492,Frontier Local,027094,Newport Elementary School,Public School,88.208
2023,195,048637,Newton Local,027110,Newton Elementary School,Public School,104.34
2023,1134,048025,North Fork Local,027136,Newton Elementary School,Public School,90.465
2023,2151,045567,Newton Falls Exempted Village,027151,Newton Falls High School,Public School,76.951
2023,1040,048637,Newton Local,027169,Newton High School,Public School,91.58
2023,373,047340,Forest Hills Local,027185,Mercer Elementary School,Public School,101.356
2023,978,046714,Central Local,027193,Fairview Middle School,Public School,92.272
2023,1881,043760,Circleville City,027201,Circleville Elementary School,Public School,81.843
2023,2185,043794,Cleveland Heights-University Heights City,027250,Noble Elementary School,Public School,76.028
2023,1407,044891,Tiffin City Schools,027268,Noble 4-5 Elementary,Public School,87.387
2023,123,050005,Manchester Local,027318,Nolley Elementary School,Public School,105.942
2023,357,050047,Nordonia Hills City,027326,Nordonia Middle School,Public School,101.612
2023,707,050047,Nordonia Hills City,027334,Nordonia High School,Public School,95.695
2023,635,043737,Centerville City,027342,Normandy Elementary School,Public School,96.768
2023,40,043547,Bay Village City,027359,Normandy Elementary School,Public School,109.46
2023,1556,044636,Parma City,027367,Normandy High School,Public School,85.66
2023,732,046102,Fairfield City,027383,Fairfield North Elementary School,Public School,95.27
2023,2156,049148,Waverly City,027425,Waverly Junior High School,Public School,76.891
2023,2337,043919,East Liverpool City,027433,North Elementary School,Public School,71.765
2023,1466,044610,Orrville City,027458,Orrville Elementary School,Public School,86.708
2023,680,050369,Lincolnview Local,027508,Lincolnview Elementary School,Public School,96.058
2023,432,049957,Tuslaw Local,027532,Tuslaw Elementary School,Public School,100.45
2023,2684,043489,Akron City,027565,North High School,Public School,56.505
2023,2221,045104,Willoughby-Eastlake City,027573,North High School,Public School,75.23
2023,2728,045161,Youngstown City,027599,M L King Elementary School,Public School,54.268
2023,1865,046250,Northeastern Local,027656,Northeastern Middle/High School,Public School,82.164
2023,1765,046326,Clermont Northeastern Local,027664,Clermont Northeastern Middle School,Public School,83.245
2023,398,050047,Nordonia Hills City,027672,Northfield Elementary School,Public School,100.986
2023,2831,043802,Columbus City Schools District,027680,Northland High School,Public School,48.247
2023,1294,048728,Northmont City,027698,Northmont High School,Public School,88.737
2023,1394,048728,Northmont City,027706,Northmont Middle School,Public School,87.552
2023,528,048728,Northmont City,027714,Northmoor Elementary School,Public School,98.573
2023,957,048819,Northmor Local,027722,Northmor High School,Public School,92.508
2023,2563,048736,Northridge Local,027763,Northridge High School,Public School,63.584
2023,1190,048033,Northridge Local,027771,Northridge High School,Public School,90
2023,1823,043778,Claymont City,027805,Claymont Intermediate School,Public School,82.564
2023,2712,043802,Columbus City Schools District,027813,Northtowne Elementary School,Public School,55.208
2023,10,047225,West Geauga Local,027821,Robert C Lindsey Elementary School,Public School,112.63
2023,1342,043984,Findlay City,027839,Northview Primary School,Public School,88.095
2023,1254,049635,Northwest Local,027854,Northwest High School,Public School,89.157
2023,504,049908,Northwest Local,027862,Northwest High School,Public School,98.935
2023,1592,046268,Northwestern Local,027870,Northwestern Elementary School,Public School,85.358
2023,1441,050575,Northwestern Local,027888,Northwestern High School,Public School,86.964
2023,2063,046268,Northwestern Local,027896,Northwestern Junior/Senior High School,Public School,78.59
2023,2485,048231,Washington Local,027946,Greenwood Elementary School,Public School,67.034
2023,1827,050716,Northwood Local Schools,027953,Northwood Elementary School,Public School,82.547
2023,1996,050716,Northwood Local Schools,027961,Northwood High School,Public School,79.962
2023,2401,043943,Elyria City Schools,027979,Northwood Middle School,Public School,69.793
2023,1489,044552,Norton City,027995,Norton High School,Public School,86.463
2023,383,044552,Norton City,028001,Norton Elementary School,Public School,101.168
2023,904,044552,Norton City,028027,Norton Middle School,Public School,93.171
2023,449,044552,Norton City,028035,Norton Primary Elementary School,Public School,100.274
2023,1705,044560,Norwalk City,028050,Norwalk Middle School,Public School,83.943
2023,1752,044560,Norwalk City,028068,Norwalk High School,Public School,83.374
2023,986,050567,Norwayne Local,028076,Norwayne High School,Public School,92.198
2023,2027,044578,Norwood City,028100,Norwood High School,Public School,79.364
2023,1696,044578,Norwood City,028118,Norwood View Elementary School,Public School,84.066
2023,389,049908,Northwest Local,028134,Northwest Middle School,Public School,101.11
2023,1894,044461,New Boston Local,028159,Oak Intermediate Elementary School,Public School,81.579
2023,462,048926,Benton Carroll Salem Local,028183,Oak Harbor High School,Public School,99.839
2023,1214,047373,Oak Hills Local,028217,Oak Hills High School,Public School,89.717
2023,2674,044909,Toledo City,028258,Oakdale Elementary School,Public School,56.889
2023,2668,043802,Columbus City Schools District,028290,Oakland Park Alternative Elementary,Public School,57.143
2023,2488,043802,Columbus City Schools District,028316,Oakmont  Elementary School,Public School,66.974
2023,419,044180,Kettering City School District,028324,Oakview Elementary School,Public School,100.667
2023,1878,049932,Plain Local,028365,GlenOak High School,Public School,81.96
2023,50,044586,Oakwood City,028373,Oakwood High School,Public School,108.838
2023,1602,044594,Oberlin City Schools,028381,Langston Middle School,Public School,85.276
2023,2296,044594,Oberlin City Schools,028399,Oberlin High School,Public School,73.481
2023,1703,046953,Hamilton Local,028407,Hamilton Middle School,Public School,83.974
2023,1256,047027,Dublin City,028415,Olde Sawmill Elementary School,Public School,89.106
2023,2851,043802,Columbus City Schools District,028423,Ohio Avenue Elementary School,Public School,46.667
2023,532,048298,Austintown Local Schools,028480,Austintown Intermediate School,Public School,98.553
2023,931,049726,Old Fort Local,028498,Old Fort Elementary School Bettsville Campus,Public School,92.903
2023,1452,049726,Old Fort Local,028506,Old Fort High School,Public School,86.817
2023,2596,044909,Toledo City,028514,Old Orchard Elementary School,Public School,61.723
2023,1500,069682,East Guernsey Local,028522,Buckeye Trail Middle School,Public School,86.357
2023,2300,043802,Columbus City Schools District,028530,Olde Orchard Alt Elementary School,Public School,73.409
2023,309,046763,Olentangy Local,028548,Olentangy High School,Public School,102.329
2023,2211,046243,Tecumseh Local,028555,Tecumseh  Middle School,Public School,75.413
2023,2602,048694,Trotwood-Madison City,028571,Trotwood-Madison Early Learning Center,Public School,61.304
2023,1387,046573,Olmsted Falls City,028605,Olmsted Falls High School,Public School,87.627
2023,972,046573,Olmsted Falls City,028613,Olmsted Falls Middle School,Public School,92.36
2023,735,044750,Shaker Heights City,028647,Onaway Elementary School,Public School,95.236
2023,2492,044743,Sandusky City,028662,The Sandusky Primary School,Public School,66.859
2023,1179,049478,Ontario Local,028670,Ontario High School,Public School,90.091
2023,728,049478,Ontario Local,028688,Ontario Middle School,Public School,95.33
2023,451,046581,Orange City,028712,Orange High School,Public School,100.261
2023,370,044503,North Canton City,028738,Orchard Hill Intermediate School,Public School,101.432
2023,649,045443,Leetonia Exempted Village School District,028746,Leetonia Elementary K-6,Public School,96.506
2023,202,044180,Kettering City School District,028753,Orchard Park Elementary School,Public School,104.225
2023,1461,044610,Orrville City,028779,Orrville High School,Public School,86.743
2023,2865,043844,Dayton City,028795,Wright Brothers Middle School,Public School,45.016
2023,171,043505,Ashland City,028811,Reagan Elementary School,Public School,104.731
2023,2519,044743,Sandusky City,028829,The Sandusky Intermediate School,Public School,65.77
2023,430,046755,Buckeye Valley Local,028845,Buckeye Valley West Elementary School,Public School,100.496
2023,1084,044016,Fremont City,028852,Otis Elementary School,Public School,91.043
2023,876,050724,Otsego Local,028860,Otsego High School,Public School,93.459
2023,1670,049379,Ottawa-Glandorf Local,028878,Ottawa Elementary School,Public School,84.443
2023,83,048215,Ottawa Hills Local,028886,Ottawa Hills Elementary School,Public School,107.279
2023,156,048215,Ottawa Hills Local,028894,Ottawa Hills High School,Public School,105.102
2023,2318,044909,Toledo City,028902,Ottawa River Elementary School,Public School,72.91
2023,461,049379,Ottawa-Glandorf Local,028910,Ottawa-Glandorf High School,Public School,99.845
2023,111,049387,Ottoville Local,028928,Ottoville Elementary School,Public School,106.236
2023,227,049387,Ottoville Local,028936,Ottoville High School,Public School,103.767
2023,255,044974,Wadsworth City,028969,Overlook Elementary School,Public School,103.24
2023,1361,046326,Clermont Northeastern Local,028985,Clermont Northeastern Elementary School,Public School,87.919
2023,2504,043794,Cleveland Heights-University Heights City,028993,Oxford Elementary School,Public School,66.402
2023,2660,043752,Cincinnati Public Schools,029009,Oyler School,Public School,57.477
2023,1976,049510,Paint Valley Local,029025,Paint Valley High School,Public School,80.312
2023,1736,043968,Fairborn City,029041,Fairborn Intermediate School,Public School,83.556
2023,380,049395,Pandora-Gilboa Local,029066,Pandora-Gilboa Elementary School,Public School,101.216
2023,942,049395,Pandora-Gilboa Local,029074,Pandora-Gilboa High School,Public School,92.737
2023,491,047183,Chardon Local,029090,Park Elementary School,Public School,99.256
2023,678,047092,Swanton Local,029108,Swanton Elementary School,Public School,96.075
2023,1424,046243,Tecumseh Local,029140,Park Layne Elementary School,Public School,87.118
2023,2192,049155,Western Local,029157,Western Elementary School,Public School,75.894
2023,2316,043802,Columbus City Schools District,029181,Parkmoor Elementary School,Public School,72.941
2023,444,045062,Westlake City,029207,Dover Intermediate School,Public School,100.339
2023,573,043976,Fairview Park City,029223,Gilles-Sweet Elementary School,Public School,97.839
2023,1658,045120,Wooster City,029249,Parkview Elementary School,Public School,84.557
2023,1890,043497,Alliance City,029256,Alliance Early Learning School,Public School,81.647
2023,733,048579,Parkway Local,029272,Parkway Middle School,Public School,95.256
2023,1097,048579,Parkway Local,029280,Parkway High School,Public School,90.811
2023,2124,044784,Sidney City,029306,Northwood Intermediate School,Public School,77.515
2023,1169,047241,Beavercreek City,029322,Parkwood Elementary School,Public School,90.163
2023,2430,044636,Parma City,029330,Parma High School,Public School,68.957
2023,1431,044636,Parma City,029348,Parma Park Elementary School,Public School,87.062
2023,2813,043802,Columbus City Schools District,029355,Parsons Elementary School,Public School,49.385
2023,1385,048041,Southwest Licking Local,029363,Pataskala Elementary School,Public School,87.65
2023,190,047191,Kenston Local,029439,Kenston Intermediate School,Public School,104.442
2023,2009,045575,Paulding Exempted Village,029447,Paulding Middle School,Public School,79.833
2023,2082,045575,Paulding Exempted Village,029454,Paulding High School,Public School,78.211
2023,648,049031,Wayne Trace Local,029462,Payne Elementary School,Public School,96.554
2023,1068,049031,Wayne Trace Local,029470,Wayne Trace High School,Public School,91.283
2023,1631,061903,Adams County Ohio Valley Local,029520,Peebles Elementary School,Public School,84.945
2023,2040,061903,Adams County Ohio Valley Local,029538,Peebles High School,Public School,79.212
2023,193,045146,Wyoming City,029553,Wyoming Middle School,Public School,104.361
2023,1333,048165,Keystone Local,029561,Keystone Elementary School,Public School,88.242
2023,2268,043703,Campbell City,029579,Campbell Elementary School,Public School,74.154
2023,1734,044008,Franklin City,029595,Pennyroyal Elementary School,Public School,83.56
2023,1536,046813,Perkins Local,029629,Briar Middle School,Public School,85.897
2023,1336,046813,Perkins Local,029637,Perkins High School,Public School,88.212
2023,2848,044818,Springfield City School District,029652,Perrin Woods Elementary School,Public School,47.325
2023,324,048835,East Muskingum Local,029678,Perry Elementary School,Public School,102.105
2023,2169,045781,Perry Local,029686,Perry Elementary School,Public School,76.539
2023,1979,045781,Perry Local,029694,Perry High School,Public School,80.266
2023,1219,049924,Perry Local,029702,Perry High School,Public School,89.65
2023,777,047902,Perry Local,029710,Perry High School,Public School,94.708
2023,1199,047902,Perry Local,029728,Perry Middle School,Public School,89.912
2023,364,045583,Perrysburg Exempted Village,029736,Perrysburg Junior High School,Public School,101.522
2023,173,045583,Perrysburg Exempted Village,029744,Perrysburg High School,Public School,104.723
2023,662,047076,Pettisville Local,029785,Pettisville Elementary School,Public School,96.35
2023,687,047076,Pettisville Local,029793,Pettisville High School,Public School,95.99
2023,2577,043489,Akron City,029801,Pfeiffer Elementary School,Public School,62.76
2023,2145,044321,Marietta City,029819,Phillips School,Public School,77.042
2023,1863,048843,Franklin Local,029843,Philo High School,Public School,82.171
2023,1349,049080,Logan Elm Local,029850,Pickaway Elementary School,Public School,88.034
2023,1913,046896,Pickerington Local,029868,Pickerington Elementary School,Public School,81.289
2023,1644,046896,Pickerington Local,029876,Pickerington High School Central,Public School,84.722
2023,2845,044909,Toledo City,029892,Pickett Elementary School,Public School,47.626
2023,59,048835,East Muskingum Local,029959,Pike Elementary School,Public School,108.438
2023,2332,049130,Scioto Valley Local,029991,Piketon Jr/Sr High School,Public School,72.173
2023,1562,044529,North Olmsted City,030023,Pine Intermediate School,Public School,85.608
2023,112,045583,Perrysburg Exempted Village,030031,Frank Elementary School,Public School,106.23
2023,1155,050641,North Central Local,030064,North Central Elementary School,Public School,90.277
2023,1973,044644,Piqua City,030098,Piqua High School,Public School,80.323
2023,1593,046276,Southeastern Local,030106,Miami View Elementary School,Public School,85.354
2023,530,048264,Jonathan Alder Local,030130,Plain City Elementary School,Public School,98.557
2023,203,046995,New Albany-Plain Local,030148,New Albany Primary School,Public School,104.223
2023,285,046995,New Albany-Plain Local,030155,New Albany High School,Public School,102.684
2023,1304,048421,Pleasant Local,030205,Pleasant Elementary School,Public School,88.583
2023,1259,048421,Pleasant Local,030213,Pleasant Middle School,Public School,89.052
2023,384,044560,Norwalk City,030221,Pleasant Elementary School,Public School,101.166
2023,1049,045500,Milford Exempted Village,030270,Charles L Seipelt Elementary School,Public School,91.495
2023,2846,043752,Cincinnati Public Schools,030288,Pleasant Hill Academy,Public School,47.53
2023,1677,048421,Pleasant Local,030304,Pleasant High School,Public School,84.278
2023,2210,043752,Cincinnati Public Schools,030312,Pleasant Ridge Montessori School,Public School,75.475
