fiscal_year,leaid,irn,comparable,enrollment,total_revenue,federal_revenue,state_revenue,local_revenue,property_tax,current_spending,student_transportation,charter_payments,general_formula_assistance,state_nonspecified,capital_outlay
2017,3901359,011479,0,53,595000,74000,520000,1000,,600000,0,0,495000,0,0
2017,3901362,011507,0,122,1265000,226000,1027000,12000,,1053000,1000,0,899000,0,103000
2017,3901363,011511,0,66,601000,21000,565000,15000,,592000,0,0,532000,0,0
2017,3901365,011533,0,652,6586000,1011000,5447000,128000,,6170000,31000,0,5275000,0,246000
2017,3901366,011534,0,331,3414000,735000,2644000,35000,,3300000,66000,0,2564000,0,56000
2017,3901368,011291,0,421,4825000,1133000,3649000,43000,,4960000,277000,0,3447000,99000,13000
2017,3901369,011381,0,130,1051000,60000,985000,6000,,966000,1000,0,919000,10000,11000
2017,3901370,011390,0,291,2861000,525000,2260000,76000,,2586000,66000,0,1945000,1000,604000
2017,3901374,011506,1,655,5703000,268000,4915000,520000,,4068000,19000,0,4740000,0,135000
2017,3901375,011468,0,339,3783000,439000,2939000,405000,,3259000,5000,0,2550000,0,148000
2017,3901376,011923,0,571,6920000,1005000,4855000,1060000,,6876000,541000,0,4003000,203000,0
2017,3901377,011947,0,52,536000,98000,438000,0,,431000,0,0,422000,0,106000
2017,3901378,011956,0,83,619000,31000,585000,3000,,659000,3000,0,523000,4000,15000
2017,3901381,011967,0,267,3876000,309000,3436000,131000,,1996000,1000,0,1785000,1463000,1942000
2017,3901382,011972,0,135,1935000,175000,1208000,552000,,1334000,3000,0,1174000,0,339000
2017,3901383,011976,0,212,2405000,554000,1756000,95000,,2319000,55000,0,1700000,0,22000
2017,3901389,011986,0,412,4351000,924000,3338000,89000,,3898000,10000,0,3230000,0,455000
2017,3901393,012000,0,154,270000,0,270000,0,,1060000,0,0,193000,0,102000
2017,3901396,012009,0,321,3682000,702000,2713000,267000,,3648000,5000,0,2371000,16000,50000
2017,3901397,012010,0,283,3433000,532000,2354000,547000,,3408000,249000,0,1974000,54000,0
2017,3901398,012011,0,207,2021000,429000,1592000,0,,2021000,0,0,1378000,0,0
2017,3901403,012025,0,81,986000,146000,695000,145000,,899000,0,0,594000,2000,12000
2017,3901405,012030,0,216,2261000,241000,1943000,77000,,2127000,7000,0,1889000,2000,48000
2017,3901406,012031,0,305,3742000,577000,2893000,272000,,3484000,195000,0,2560000,197000,218000
2017,3901407,012033,0,32,688000,258000,407000,23000,,601000,4000,0,373000,0,3000
2017,3901409,012036,0,169,1394000,47000,1347000,0,,1377000,0,0,1012000,164000,0
2017,3901410,012037,0,143,1229000,30000,1183000,16000,,1272000,3000,0,886000,173000,0
2017,3901411,012038,0,145,1320000,83000,1237000,0,,1187000,0,0,928000,177000,16000
2017,3901412,012040,0,69,1132000,64000,635000,433000,,1132000,22000,0,551000,0,0
2017,3901413,012041,0,139,1313000,58000,1244000,11000,,1303000,10000,0,999000,106000,0
2017,3901414,012042,0,82,1150000,84000,675000,391000,,1151000,36000,0,579000,0,0
2017,3901415,012043,0,97,984000,69000,835000,80000,,983000,14000,0,715000,0,0
2017,3901416,012044,0,189,1620000,161000,1392000,67000,,1587000,20000,0,1220000,0,0
2017,3901417,012045,0,565,5525000,624000,4572000,329000,,4463000,10000,0,3842000,418000,609000
2017,3901420,012054,0,107,1102000,77000,1017000,8000,,1154000,15000,0,971000,0,3000
2017,3901424,012078,0,71,738000,84000,649000,5000,,770000,0,0,633000,0,0
2017,3901427,012105,0,167,2283000,799000,1484000,0,,2211000,16000,0,1443000,0,0
2017,3901428,012060,0,124,1323000,263000,1058000,2000,,1450000,1000,0,1016000,0,1000
2017,3901429,011324,0,44,380000,26000,341000,13000,,284000,0,0,318000,0,0
2017,3901430,012684,0,339,3241000,614000,2626000,1000,,3251000,0,0,2545000,0,0
2017,3901432,012671,0,123,1443000,279000,1139000,25000,,1401000,0,0,990000,2000,9000
2017,3901433,012528,0,333,2722000,274000,2434000,14000,,2675000,26000,0,2358000,0,15000
2017,3901434,012644,0,174,2342000,623000,1499000,220000,,2289000,20000,0,1294000,0,0
2017,3901442,012497,0,84,797000,36000,761000,0,,773000,0,0,734000,5000,17000
2017,3901444,012029,0,280,3047000,569000,2338000,140000,,3207000,48000,0,2267000,2000,47000
2017,3901447,012536,0,195,2318000,548000,1770000,0,,2308000,2000,0,1720000,0,0
2017,3901449,012513,0,235,2187000,487000,1699000,1000,,2208000,16000,0,1503000,2000,1000
2017,3901450,012867,0,860,8142000,339000,7790000,13000,,6676000,0,0,7641000,0,642000
2017,3901451,012529,0,205,1935000,185000,1750000,0,,1918000,0,0,1699000,0,0
2017,3901453,012026,0,129,1422000,257000,1078000,87000,,1408000,0,0,922000,2000,16000
2017,3901454,012627,0,176,1707000,280000,1394000,33000,,1694000,45000,0,1200000,0,0
2017,3901457,012541,0,401,4499000,711000,3301000,487000,,4409000,330000,0,2724000,118000,0
2017,3901463,012501,0,66,623000,95000,475000,53000,,605000,0,0,443000,11000,2000
2017,3901465,012558,0,154,1327000,154000,1106000,67000,,1276000,0,0,1033000,0,161000
2017,3901466,012545,0,107,1124000,275000,849000,0,,1133000,0,0,741000,0,0
2017,3901467,013200,0,98,915000,151000,764000,0,,1648000,0,0,694000,0,0
2017,3901468,013082,0,230,2012000,375000,1637000,0,,1923000,107000,0,1402000,4000,172000
2017,3901470,013255,0,218,2602000,391000,1920000,291000,,2525000,74000,0,1695000,0,0
2017,3901471,013146,0,258,2623000,412000,2211000,0,,2575000,187000,0,1871000,70000,0
2017,3901472,013249,0,163,1372000,144000,1223000,5000,,1399000,1000,0,1189000,0,1000
2017,3901473,013170,0,60,1420000,59000,1318000,43000,,1672000,90000,0,1180000,39000,5000
2017,3901475,013175,0,303,3306000,561000,2620000,125000,,3227000,160000,0,2096000,186000,0
2017,3901476,013059,0,82,600000,12000,588000,0,,607000,0,0,568000,0,1000
2017,3901478,012951,0,221,3048000,402000,1828000,818000,,2220000,2000,0,1474000,174000,241000
2017,3901479,013198,0,76,2230000,199000,1624000,407000,,1845000,364000,0,1490000,40000,0
2017,3901480,013232,0,122,1316000,89000,1101000,126000,,1354000,0,0,1068000,0,19000
2017,3901482,013147,0,210,1849000,222000,1456000,171000,,1759000,0,0,1246000,0,24000
2017,3901483,013201,0,140,1215000,143000,972000,100000,,1850000,1000,0,885000,0,0
2017,3901486,012852,0,428,4095000,540000,3521000,34000,,4139000,1000,0,3414000,2000,40000
2017,3901487,013253,0,326,3806000,467000,2529000,810000,,3793000,303000,0,2122000,75000,0
2017,3901488,013173,0,155,1569000,267000,1302000,0,,1392000,5000,0,1194000,56000,176000
2017,3901490,012391,1,684,6463000,336000,4941000,1186000,,5917000,11000,0,4481000,160000,118000
2017,3901495,013030,0,249,2427000,285000,2095000,47000,,2233000,3000,0,2051000,0,0
2017,3901496,013199,0,187,1571000,237000,1334000,0,,2414000,0,0,1176000,0,0
2017,3901498,013148,0,302,3946000,652000,2396000,898000,,4011000,23000,0,2043000,0,0
2017,3901499,013132,0,312,3588000,538000,2493000,557000,,3551000,361000,0,2082000,78000,0
2017,3901501,013233,0,55,581000,91000,485000,5000,,644000,0,0,449000,0,4000
2017,3901502,013195,0,115,1187000,185000,988000,14000,,887000,96000,0,800000,53000,13000
2017,3901503,013254,0,230,3144000,444000,1867000,833000,,3055000,404000,0,1536000,85000,0
2017,3901505,013034,0,439,5104000,1154000,3890000,60000,,5050000,278000,0,3685000,100000,40000
2017,3901508,012924,0,843,8728000,1392000,6995000,341000,,7463000,0,0,5625000,494000,1410000
2017,3901510,013226,0,103,986000,75000,911000,0,,984000,0,0,887000,0,0
2017,3901511,014066,0,108,1108000,260000,848000,0,,1434000,0,0,730000,0,25000
2017,3901512,014231,0,346,2828000,147000,2563000,118000,,2409000,13000,0,2148000,316000,38000
2017,3901514,014189,0,237,2452000,423000,2029000,0,,2461000,19000,0,1969000,0,0
2017,3901516,013864,0,175,1716000,344000,1372000,0,,1874000,1000,0,1226000,0,14000
2017,3901520,014091,0,55,1043000,58000,729000,256000,,1073000,0,0,701000,0,0
2017,3901521,014139,0,215,3153000,470000,1925000,758000,,3165000,0,0,1682000,0,0
2017,3901522,013967,0,233,2478000,320000,2155000,3000,,2549000,4000,0,1501000,519000,43000
2017,3901523,014148,0,95,1149000,49000,639000,461000,,1267000,0,0,635000,0,0
2017,3901524,014064,0,458,3819000,645000,3154000,20000,,3999000,0,0,2791000,0,88000
2017,3901526,014187,0,285,2909000,518000,2390000,1000,,2899000,26000,0,2317000,0,0
2017,3901527,014061,0,265,2719000,573000,2146000,0,,2730000,20000,0,2077000,0,0
2017,3901529,014467,0,194,1982000,422000,1344000,216000,,1760000,0,0,1196000,0,0
2017,3901530,014067,0,35,288000,4000,284000,0,,288000,0,0,284000,0,0
2017,3901531,014094,0,60,410000,0,410000,0,,338000,0,0,281000,0,0
2017,3901533,013892,0,158,1505000,155000,1319000,31000,,1324000,0,0,1109000,34000,1000
2017,3901534,014081,0,1251,10558000,748000,9810000,0,,10619000,0,0,9738000,0,8000
2017,3901535,013930,0,354,9630000,102000,9438000,90000,,2862000,0,0,2274000,7016000,3641000
2017,3901536,014149,0,128,1378000,268000,1085000,25000,,1259000,77000,0,910000,42000,26000
2017,3901537,014051,0,29,220000,0,220000,0,,207000,27000,0,207000,1000,0
2017,3901539,013994,0,232,2087000,97000,1970000,20000,,1658000,0,0,1914000,0,0
2017,3901542,014194,0,114,955000,185000,770000,0,,977000,52000,0,741000,3000,0
2017,3901543,014065,0,240,2531000,415000,2116000,0,,2535000,23000,0,2056000,0,0
2017,3901545,014188,0,291,3168000,476000,2656000,36000,,2775000,220000,0,2187000,145000,247000
2017,3901549,014121,0,165,1850000,454000,1396000,0,,1230000,6000,0,1341000,0,603000
2017,3901550,014090,0,152,1516000,363000,1143000,10000,,1474000,0,0,987000,0,31000
2017,3901551,013962,0,63,634000,46000,586000,2000,,592000,0,0,562000,0,9000
2017,3901554,014147,0,215,2075000,380000,1687000,8000,,3392000,6000,0,1633000,0,0
2017,3901555,013999,0,83,796000,151000,643000,2000,,739000,0,0,556000,0,0
2017,3901556,014063,0,171,1755000,332000,1423000,0,,1756000,0,0,1379000,0,0
2017,3901560,014858,0,250,2609000,465000,2107000,37000,,2388000,174000,0,1755000,72000,138000
2017,3901561,014932,0,90,963000,302000,625000,36000,,987000,0,0,608000,0,0
2017,3901562,014825,0,212,1872000,365000,1426000,81000,,1864000,7000,0,1223000,0,18000
2017,3901563,014864,0,148,1588000,189000,1395000,4000,,1485000,80000,0,1253000,3000,48000
2017,3901564,014913,0,178,1813000,354000,1437000,22000,,1836000,12000,0,1392000,2000,90000
2017,3901565,014943,0,88,665000,0,665000,0,,652000,0,0,635000,0,0
2017,3901566,014830,0,68,559000,11000,547000,1000,,512000,0,0,511000,0,0
2017,3901567,014927,0,107,1693000,72000,1609000,12000,,2090000,43000,0,1546000,0,129000
2017,3901568,014904,0,109,1040000,151000,881000,8000,,1048000,65000,0,756000,0,0
2017,3901569,015236,0,141,1615000,302000,923000,390000,,1588000,51000,0,798000,0,0
2017,3901570,015261,0,274,3196000,879000,2289000,28000,,2643000,2000,0,77000,105000,228000
2017,3901571,015239,0,153,1703000,141000,811000,751000,,1594000,0,0,718000,0,0
2017,3901572,014877,0,169,1435000,134000,1227000,74000,,1140000,3000,0,1071000,46000,78000
2017,3901574,015237,0,96,1091000,39000,890000,162000,,1066000,14000,0,793000,0,0
2017,3901575,015329,0,99,700000,0,662000,38000,,562000,0,0,659000,0,0
2017,3901576,015234,0,222,2707000,472000,1784000,451000,,2723000,0,0,1578000,13000,13000
2017,3901578,015241,0,42,320000,6000,311000,3000,,336000,0,0,303000,0,0
2017,3901579,015238,0,59,575000,47000,528000,0,,212000,0,0,487000,0,16000
2017,3901581,015722,0,68,3467000,212000,2712000,543000,0,1218000,1000,0,526000,2171000,2229000
2017,3901582,015710,0,29,513000,48000,335000,130000,,498000,0,0,327000,0,0
2017,3901583,015741,0,191,3053000,206000,2259000,588000,,2936000,0,0,2098000,1000,0
2017,3901584,015713,0,107,1478000,174000,947000,357000,,1302000,4000,0,832000,0,122000
2017,3901585,015736,0,68,1338000,19000,580000,739000,,1201000,0,0,534000,0,189000
2017,3901586,015709,0,172,1632000,255000,1376000,1000,,1473000,0,0,1340000,0,0
2017,3901587,015714,0,48,914000,0,692000,222000,,897000,0,0,692000,0,0
2017,3901588,015737,0,62,997000,26000,465000,506000,,949000,1000,0,464000,0,24000
2017,3904348,043489,1,21373,395525000,38355000,197172000,159998000,116397000,318991000,11987000,27642000,156731000,38939000,37081000
2017,3904349,043497,1,3047,41586000,4560000,26165000,10861000,8153000,32977000,1079000,620000,22646000,896000,1998000
2017,3904350,043505,1,3242,38124000,2717000,16141000,19266000,16812000,31598000,1096000,936000,15349000,374000,2892000
2017,3904351,043513,1,3577,50509000,5581000,29748000,15180000,13464000,40651000,2343000,781000,24571000,1072000,2205000
2017,3904352,043521,1,2635,36634000,2060000,9625000,24949000,16904000,31939000,1474000,0,9207000,129000,1584000
2017,3904353,043539,1,3875,57448000,4010000,31293000,22145000,15048000,44787000,1653000,1056000,28410000,940000,1287000
2017,3904354,043547,1,2506,39701000,849000,9267000,29585000,26811000,32111000,933000,60000,8371000,771000,1624000
2017,3904355,043554,1,1516,41747000,1325000,6572000,33850000,29935000,32203000,1723000,0,4329000,1190000,10351000
2017,3904357,043570,1,1174,19160000,1874000,10213000,7073000,4531000,13813000,874000,109000,9593000,233000,1584000
2017,3904358,043588,1,2417,29007000,2842000,15206000,10959000,8327000,26864000,752000,338000,14565000,210000,855000
2017,3904359,043596,1,1964,25546000,1636000,11255000,12655000,9228000,21065000,905000,369000,10560000,298000,877000
2017,3904360,043612,1,6465,94144000,2022000,23890000,68232000,59796000,77205000,4917000,1771000,21230000,749000,2253000
2017,3904361,043604,1,960,12037000,1074000,6384000,4579000,3655000,11066000,438000,175000,5998000,25000,94000
2017,3904362,043620,1,2355,42148000,902000,7834000,33412000,23298000,34257000,550000,376000,6689000,1025000,1412000
2017,3904363,043638,1,2962,36839000,1986000,11179000,23674000,18169000,31593000,1391000,469000,10182000,501000,856000
2017,3904364,043646,1,3874,55121000,1778000,11600000,41743000,37593000,48019000,2900000,171000,10737000,656000,1599000
2017,3904365,043653,1,1343,20855000,1648000,3425000,15782000,13906000,17055000,327000,579000,3043000,292000,2362000
2017,3904366,043661,1,7126,81773000,2832000,33348000,45593000,38431000,69751000,4082000,791000,32157000,678000,3655000
2017,3904367,043679,1,2000,31487000,1382000,13305000,16800000,9418000,21570000,753000,223000,9035000,4025000,26900000
2017,3904368,043687,1,1324,20928000,2208000,12451000,6269000,4754000,15752000,394000,720000,11703000,240000,425000
2017,3904369,043695,1,1937,25403000,2583000,14441000,8379000,6488000,22806000,1158000,626000,13436000,320000,584000
2017,3904370,043703,1,1093,19788000,1563000,15475000,2750000,2133000,15533000,339000,414000,13608000,908000,443000
2017,3904371,043711,1,8770,142749000,16254000,92694000,33801000,29001000,117938000,4870000,8614000,79676000,3307000,4200000
2017,3904373,043737,1,8123,109858000,3323000,23916000,82619000,74527000,97675000,7201000,656000,21749000,1685000,3666000
2017,3904374,043745,1,2886,54479000,4687000,28251000,21541000,15196000,30268000,1071000,660000,15822000,10048000,6016000
2017,3904375,043752,1,33710,637834000,76844000,192740000,368250000,312492000,494274000,42407000,51526000,154701000,14740000,15287000
2017,3904376,043760,1,2162,31539000,4234000,12815000,14490000,10519000,24442000,1045000,816000,11203000,397000,466000
2017,3904377,043778,1,2036,24380000,2140000,16346000,5894000,3910000,21653000,696000,299000,15537000,295000,1204000
2017,3904378,043786,1,39017,769272000,99917000,379310000,290045000,242258000,665608000,23691000,132433000,297819000,28908000,58656000
2017,3904379,043794,1,5285,129324000,7017000,31899000,90408000,81723000,108902000,3824000,2952000,23666000,3187000,58647000
2017,3904380,043802,1,50331,920853000,95592000,241241000,584020000,493457000,775273000,58221000,149506000,180185000,14003000,30417000
2017,3904381,043810,1,1604,19346000,1648000,11715000,5983000,4771000,18278000,844000,539000,10881000,325000,419000
2017,3904382,043828,1,1474,22157000,2474000,11885000,7798000,5553000,17572000,332000,674000,9868000,218000,1185000
2017,3904383,043836,1,4880,57459000,3256000,19425000,34778000,28080000,51612000,1610000,1904000,16896000,1403000,320000
2017,3904384,043844,1,13298,264461000,36223000,143616000,84622000,76601000,208667000,15897000,54615000,123633000,4584000,9194000
2017,3904385,043851,1,1241,19747000,991000,4703000,14053000,11542000,15054000,394000,229000,4363000,168000,2655000
2017,3904386,043869,1,2458,51356000,2439000,36444000,12473000,7372000,25685000,943000,391000,17043000,18770000,30614000
2017,3904387,043877,1,5538,64536000,3542000,20906000,40088000,35581000,56511000,3127000,1430000,19777000,713000,21706000
2017,3904388,043885,1,1000,13192000,885000,6243000,6064000,4643000,9472000,390000,97000,4468000,1583000,1464000
2017,3904389,043893,1,2786,30585000,1836000,11282000,17467000,12978000,25819000,775000,0,10983000,142000,3062000
2017,3904390,043901,1,2184,50691000,7243000,29405000,14043000,7812000,44665000,1357000,5743000,25347000,1613000,158000
2017,3904391,043919,1,2126,31875000,3860000,21728000,6287000,4382000,26898000,1139000,1085000,18504000,1250000,982000
2017,3904392,043927,1,1056,13369000,860000,8755000,3754000,2988000,11963000,609000,0,8491000,55000,632000
2017,3904393,043935,1,2000,31057000,1717000,11527000,17813000,8565000,21281000,1423000,524000,11223000,38000,880000
2017,3904394,043943,1,6105,91428000,7711000,40495000,43222000,35934000,71300000,3024000,6578000,36504000,532000,626000
2017,3904395,043950,1,5353,97244000,6531000,33432000,57281000,42290000,75481000,5662000,0,29021000,2620000,758000
2017,3904396,043968,1,4180,51907000,4247000,21276000,26384000,19276000,38299000,2363000,3752000,17521000,1611000,826000
2017,3904397,043976,1,1809,26365000,901000,5475000,19989000,17851000,22659000,787000,272000,4941000,421000,1770000
2017,3904399,043992,1,1838,28694000,2815000,17706000,8173000,7104000,20270000,783000,1209000,14182000,2711000,1162000
2017,3904400,044008,1,2852,37670000,2246000,16342000,19082000,16022000,32827000,1166000,1047000,14221000,1529000,941000
2017,3904401,044016,1,3942,47903000,4207000,19301000,24395000,13792000,44090000,1649000,1401000,16901000,258000,1486000
2017,3904402,044024,1,1732,23580000,2186000,13996000,7398000,5425000,19714000,1098000,1121000,13261000,226000,889000
2017,3904403,044032,1,2115,24830000,2298000,12887000,9645000,6656000,21194000,1337000,257000,11897000,304000,2487000
2017,3904404,044040,1,3642,49632000,3726000,24565000,21341000,19422000,42965000,1070000,3057000,22330000,816000,863000
2017,3904405,044057,1,2463,25651000,2246000,12359000,11046000,8223000,22997000,1189000,619000,11710000,179000,1827000
2017,3904406,044065,1,1693,23133000,1537000,13016000,8580000,4788000,17542000,530000,0,12522000,406000,88000
2017,3904407,044073,1,1084,20209000,535000,3505000,16169000,14954000,17725000,2000,225000,3368000,83000,1082000
2017,3904408,044081,1,3648,59783000,5567000,21529000,32687000,24806000,48669000,2028000,2224000,18206000,2007000,1354000
2017,3904409,044099,1,2500,38086000,2843000,17100000,18143000,13797000,25562000,959000,500000,14051000,2537000,22312000
2017,3904410,044107,1,10125,121866000,14181000,76413000,31272000,27425000,103799000,3811000,3864000,69494000,2557000,4285000
2017,3904411,044115,1,1650,21592000,1075000,7050000,13467000,10601000,17311000,578000,493000,6695000,3000,784000
2017,3904412,044123,1,2424,30937000,2742000,16255000,11940000,6656000,26549000,1519000,588000,14847000,602000,2740000
2017,3904413,044131,1,1377,17336000,854000,4326000,12156000,10308000,15284000,711000,239000,3919000,255000,312000
2017,3904414,044149,1,1424,18403000,1729000,10281000,6393000,3761000,16185000,738000,271000,8423000,446000,3000
2017,3904415,044156,1,2437,28114000,2518000,14931000,10665000,6915000,25476000,1476000,614000,14231000,120000,1010000
2017,3904416,044164,1,3382,53931000,2939000,17405000,33587000,27987000,44999000,1675000,0,16329000,811000,1887000
2017,3904418,044180,1,7875,110097000,6194000,28181000,75722000,69376000,96043000,4120000,1221000,24983000,2356000,3178000
2017,3904419,044198,1,5222,96041000,4543000,29808000,61690000,54422000,71543000,111000,2228000,21407000,7631000,41628000
2017,3904420,044206,1,6393,79845000,5706000,31070000,43069000,24572000,66177000,2140000,1524000,27479000,2312000,12249000
2017,3904421,044214,1,5490,69524000,2260000,32982000,34282000,31032000,48430000,5087000,1482000,23829000,8794000,19610000
2017,3904422,044222,1,3739,67738000,8156000,45241000,14341000,10579000,48303000,799000,2872000,39660000,2013000,3512000
2017,3904423,044230,1,496,9053000,979000,4823000,3251000,2482000,6481000,115000,424000,4488000,46000,442000
2017,3904424,044248,1,3779,43969000,4963000,23067000,15939000,12315000,40722000,2628000,437000,21642000,476000,866000
2017,3904425,044255,1,2031,22997000,1478000,8890000,12629000,7182000,19573000,820000,630000,8407000,204000,881000
2017,3904426,044263,1,6623,112320000,11726000,75097000,25497000,22522000,86776000,3078000,17228000,64728000,2326000,15396000
2017,3904427,044271,1,4712,57662000,1740000,18105000,37817000,34961000,48889000,3269000,342000,17015000,837000,3157000
2017,3904428,044289,1,1475,23159000,415000,5325000,17419000,16405000,19045000,948000,24000,4751000,498000,309000
2017,3904429,044297,1,3344,62250000,7508000,32801000,21941000,18571000,50079000,2279000,7563000,28716000,1563000,2392000
2017,3904430,044305,1,3488,48678000,5576000,23987000,19115000,17587000,41321000,1255000,4480000,23271000,470000,937000
2017,3904431,044313,1,1685,27810000,550000,6226000,21034000,20014000,22095000,795000,54000,5913000,224000,376000
2017,3904433,044339,1,4215,63834000,8856000,41154000,13824000,9519000,53666000,1481000,4791000,35329000,1616000,3372000
2017,3904434,044347,1,1450,19754000,1451000,11272000,7031000,4068000,14689000,618000,176000,10477000,407000,1560000
2017,3904435,044354,1,4052,57829000,4540000,31498000,21791000,17943000,43986000,1749000,1017000,26313000,1509000,1420000
2017,3904436,044362,1,2280,35927000,1467000,10115000,24345000,22597000,32015000,930000,793000,9253000,654000,2012000
2017,3904437,044370,1,4389,81078000,2233000,10301000,68544000,61626000,64417000,4186000,1016000,8839000,1144000,3395000
2017,3904438,044388,1,6836,95313000,2934000,27306000,65073000,55900000,77387000,3551000,899000,24722000,604000,1153000
2017,3904439,044396,1,5444,66997000,3832000,20906000,42259000,37300000,56987000,3285000,1454000,18958000,1337000,4319000
2017,3904440,044404,1,6319,109070000,9801000,62703000,36566000,32321000,62870000,4331000,7387000,34374000,23817000,44110000
2017,3904441,044412,1,3268,47226000,6301000,26660000,14265000,12839000,37498000,2850000,3547000,23737000,416000,1063000
2017,3904443,044438,1,1952,26994000,1709000,12262000,13023000,10471000,20737000,1026000,185000,11547000,487000,2917000
2017,3904444,044446,1,1238,15898000,1521000,10498000,3879000,2511000,14182000,905000,460000,9764000,195000,1117000
2017,3904445,044453,1,6211,82076000,6903000,37937000,37236000,25143000,66505000,3262000,4610000,33888000,1213000,1801000
2017,3904446,044461,1,426,6514000,847000,3154000,2513000,1195000,5053000,142000,269000,2750000,114000,22000
2017,3904447,044479,1,1776,24485000,3149000,16493000,4843000,3305000,22847000,1209000,599000,13868000,698000,1297000
2017,3904448,044487,1,3049,34654000,2502000,13292000,18860000,15110000,29596000,853000,1028000,12512000,354000,764000
2017,3904449,044495,1,2334,31477000,2842000,17741000,10894000,7890000,27255000,1146000,1163000,16443000,137000,844000
2017,3904450,044503,1,4437,51004000,2347000,18851000,29806000,26623000,44911000,2893000,0,17660000,967000,1644000
2017,3904451,044511,1,1626,19788000,2710000,11708000,5370000,4626000,14912000,262000,942000,11085000,135000,160000
2017,3904452,044529,1,3815,67909000,2335000,17739000,47835000,43398000,58729000,1939000,882000,12479000,4768000,25550000
2017,3904453,044537,1,4242,54078000,1671000,19583000,32824000,28316000,35732000,2517000,1189000,14418000,4234000,38794000
2017,3904454,044545,1,4259,56623000,1978000,12068000,42577000,39435000,49609000,3049000,718000,10812000,1022000,1243000
2017,3904455,044552,1,2571,26589000,1298000,9163000,16128000,9997000,24617000,1735000,355000,8650000,307000,16428000
2017,3904456,044560,1,2758,32488000,2626000,16379000,13483000,8938000,27779000,921000,876000,14898000,834000,1056000
2017,3904457,044578,1,2055,35137000,3752000,8943000,22442000,16439000,26710000,574000,978000,7316000,200000,1332000
2017,3904458,044586,1,2091,38823000,457000,9126000,29240000,27013000,27307000,360000,171000,8893000,97000,4879000
2017,3904459,044594,1,992,16026000,958000,4266000,10802000,5414000,13559000,393000,317000,3891000,102000,523000
2017,3904460,044602,1,3656,51354000,2991000,18946000,29417000,24226000,42620000,1914000,840000,17544000,916000,1296000
2017,3904461,044610,1,1517,20963000,1488000,7928000,11547000,9969000,16512000,548000,412000,7468000,85000,1011000
2017,3904463,044636,1,10734,158633000,10322000,41630000,106681000,96655000,145117000,6415000,11241000,34300000,4883000,5080000
2017,3904464,044644,1,3242,46311000,3776000,20133000,22402000,13091000,36969000,1351000,707000,18736000,770000,2475000
2017,3904465,044651,1,1836,25626000,1441000,5781000,18404000,16310000,20953000,894000,187000,5319000,151000,1227000
2017,3904467,044677,1,5736,100500000,5675000,25769000,69056000,62012000,73873000,5365000,850000,21701000,1718000,3210000
2017,3904468,044685,1,2413,34510000,3013000,18258000,13239000,11235000,27717000,1497000,790000,15529000,446000,446000
2017,3904469,044693,1,1636,24622000,1586000,11094000,11942000,8873000,16941000,212000,325000,5997000,4687000,4136000
2017,3904470,044701,1,2692,46853000,1710000,7547000,37596000,35315000,36145000,1475000,156000,5823000,1590000,2654000
2017,3904471,044719,1,977,19572000,1343000,9849000,8380000,5421000,12439000,364000,376000,6995000,2240000,590000
2017,3904472,044727,1,2113,25509000,1484000,12468000,11557000,8767000,22098000,818000,206000,11802000,298000,662000
2017,3904474,044743,1,3325,57039000,6235000,25391000,25413000,20668000,44654000,1726000,1397000,21243000,620000,1019000
2017,3904475,044750,1,5105,108267000,3712000,29118000,75437000,71142000,89945000,4273000,0,26251000,2548000,3846000
2017,3904476,044768,1,1723,23920000,1056000,6318000,16546000,14245000,20053000,1009000,464000,5962000,112000,477000
2017,3904479,044792,1,3448,66535000,3164000,15129000,48242000,44075000,56914000,2613000,1185000,13157000,959000,1280000
2017,3904480,044800,1,22362,294513000,22679000,132603000,139231000,119193000,239599000,13912000,14627000,119694000,6006000,17452000
2017,3904481,044818,1,7771,117879000,13846000,74185000,29848000,24428000,99533000,2413000,5229000,63838000,2979000,5825000
2017,3904482,044826,1,2385,29694000,4545000,15612000,9537000,4368000,25601000,442000,459000,12557000,1156000,2182000
2017,3904483,044834,1,5192,61764000,1960000,19046000,40758000,35267000,58925000,3070000,445000,18291000,437000,3517000
2017,3904484,044842,1,5478,83807000,2516000,19585000,61706000,54507000,69024000,4804000,751000,18416000,810000,19688000
2017,3904485,044859,1,1838,22703000,2056000,13546000,7101000,4687000,20140000,447000,538000,12419000,670000,934000
2017,3904486,044867,1,5366,91422000,3368000,18892000,69162000,62828000,73689000,4087000,263000,14402000,2326000,3711000
2017,3904487,044875,1,7557,101360000,3873000,25942000,71545000,66882000,87455000,4533000,1785000,23887000,1606000,2213000
2017,3904488,044883,1,2386,32265000,1270000,11646000,19349000,16980000,28153000,2282000,450000,11194000,326000,503000
2017,3904489,044891,1,2695,30939000,2040000,14176000,14723000,11813000,23520000,878000,1583000,13090000,655000,863000
2017,3904490,044909,1,22862,369280000,51527000,192394000,125359000,111326000,313921000,14406000,87746000,160603000,9508000,5747000
2017,3904491,044917,1,932,11474000,839000,6768000,3867000,2455000,8124000,154000,107000,6360000,158000,158000
2017,3904492,044925,1,4241,54227000,3527000,18736000,31964000,17491000,47313000,2025000,607000,17490000,846000,1881000
2017,3904493,044933,1,5935,99797000,1965000,14614000,83218000,77091000,89309000,1726000,465000,13140000,1173000,4915000
