fiscal_year,leaid,irn,comparable,enrollment,total_revenue,federal_revenue,state_revenue,local_revenue,property_tax,current_spending,student_transportation,charter_payments,general_formula_assistance,state_nonspecified,capital_outlay
2017,3904494,044941,1,1949,38783000,1875000,22931000,13977000,11310000,23237000,730000,919000,11925000,10545000,14183000
2017,3904495,044958,1,2945,41466000,2867000,8134000,30465000,27014000,31969000,2106000,663000,7473000,291000,995000
2017,3904498,044982,1,3086,35838000,2058000,18672000,15108000,8941000,26889000,1128000,300000,17806000,318000,1801000
2017,3904499,044990,1,4923,82149000,11445000,54122000,16582000,13633000,65887000,3106000,7111000,47408000,1719000,2882000
2017,3904500,045005,1,1557,35798000,3308000,10335000,22155000,18996000,28870000,1320000,3495000,8040000,408000,468000
2017,3904502,045021,1,1372,20821000,2896000,14643000,3282000,2183000,17645000,898000,279000,13173000,400000,2017000
2017,3904503,045039,1,806,11887000,1062000,8744000,2081000,1086000,9768000,181000,212000,7933000,183000,358000
2017,3904504,045047,1,14988,201741000,8524000,54965000,138252000,124736000,161201000,7538000,6140000,51786000,1794000,9288000
2017,3904505,045054,1,3745,46473000,4253000,21894000,20326000,17887000,43725000,2095000,1715000,20160000,806000,2458000
2017,3904506,045062,1,3567,64941000,1821000,9583000,53537000,48758000,50852000,3458000,655000,8598000,798000,2680000
2017,3904507,045070,1,3447,41396000,4753000,24240000,12403000,11483000,37375000,1513000,3143000,21778000,984000,1244000
2017,3904508,045088,1,1401,22786000,1151000,6358000,15277000,14354000,17825000,133000,178000,5372000,873000,1338000
2017,3904509,045096,1,1596,22258000,2019000,11710000,8529000,6040000,18204000,719000,0,10907000,399000,244000
2017,3904510,045104,1,8090,114650000,5878000,27497000,81275000,71683000,94830000,8106000,1226000,26009000,838000,15754000
2017,3904511,045112,1,2902,31688000,2751000,12016000,16921000,10816000,26401000,1311000,971000,11289000,195000,739000
2017,3904513,045138,1,10081,148623000,4355000,36337000,107931000,101978000,128591000,4748000,0,33692000,1992000,7476000
2017,3904514,045146,1,1922,28438000,556000,7431000,20451000,11861000,26125000,472000,46000,7286000,48000,1120000
2017,3904515,045153,1,4262,58044000,5880000,23831000,28333000,21960000,48012000,2759000,2466000,21363000,870000,1551000
2017,3904516,045161,1,5088,123000000,16638000,78597000,27765000,24843000,93892000,6711000,20147000,67376000,4965000,3467000
2017,3904517,045179,1,3263,49970000,6770000,29865000,13335000,10683000,42075000,1540000,3822000,25033000,1358000,205000
2017,3904518,045187,1,868,11882000,558000,5469000,5855000,2935000,8806000,317000,238000,5294000,51000,288000
2017,3904519,045195,1,3700,43726000,1228000,17997000,24501000,20224000,36672000,1353000,0,17452000,287000,1531000
2017,3904520,045203,1,1420,16481000,1338000,6761000,8382000,5918000,13133000,540000,70000,6228000,380000,1182000
2017,3904521,045211,1,1175,12511000,501000,5509000,6501000,3990000,10346000,374000,0,5443000,7000,189000
2017,3904522,045229,1,499,7814000,458000,4351000,3005000,1060000,6135000,260000,111000,4199000,80000,259000
2017,3904523,045237,1,788,11191000,1001000,5882000,4308000,2380000,8044000,207000,44000,5533000,156000,313000
2017,3904524,045245,1,1556,34719000,2504000,15069000,17146000,15642000,16881000,1210000,649000,10021000,4677000,5508000
2017,3904525,045252,1,834,11154000,779000,5794000,4581000,3652000,9399000,583000,229000,5578000,55000,218000
2017,3904526,045260,1,818,11756000,495000,6101000,5160000,2623000,9061000,274000,128000,5697000,311000,5823000
2017,3904527,045278,1,2003,37038000,2131000,17787000,17120000,13900000,22434000,1535000,378000,11284000,6175000,3143000
2017,3904528,045286,1,2051,33178000,486000,5501000,27191000,24806000,28296000,1357000,72000,4980000,423000,1351000
2017,3904529,045294,1,1387,15263000,1637000,9383000,4243000,2459000,12954000,754000,217000,8860000,181000,228000
2017,3904531,045310,1,1379,15856000,504000,7819000,7533000,4325000,14259000,323000,11000,7555000,137000,380000
2017,3904532,045328,1,1052,13194000,771000,3991000,8432000,4181000,10650000,368000,155000,3562000,343000,1403000
2017,3904533,045336,1,809,11354000,478000,4891000,5985000,2225000,8926000,376000,58000,4583000,214000,4393000
2017,3904535,045351,1,1139,14738000,1322000,9764000,3652000,1714000,12641000,650000,146000,8550000,200000,239000
2017,3904536,045369,1,692,7821000,241000,2682000,4898000,2724000,7527000,0,38000,2483000,199000,97000
2017,3904537,045377,1,1029,12836000,1054000,7385000,4397000,3011000,9996000,383000,119000,6865000,257000,568000
2017,3904538,045385,1,934,11415000,566000,5960000,4889000,2602000,9785000,321000,129000,5752000,106000,195000
2017,3904539,045393,1,2462,35977000,544000,9299000,26134000,22141000,30808000,1786000,0,8730000,349000,1453000
2017,3904540,045401,1,1975,26462000,2429000,16408000,7625000,3761000,22709000,997000,420000,15481000,208000,1800000
2017,3904541,045419,1,908,12068000,626000,6980000,4462000,2608000,10707000,287000,95000,6785000,45000,357000
2017,3904542,045427,1,1964,21949000,1473000,9983000,10493000,7009000,18739000,917000,294000,9633000,96000,319000
2017,3904543,045435,1,1996,40331000,847000,6319000,33165000,27533000,34745000,1788000,0,4738000,1482000,1798000
2017,3904545,045450,1,918,10743000,1012000,6007000,3724000,2183000,9175000,289000,228000,5689000,97000,71000
2017,3904546,045468,1,1117,15274000,1109000,5870000,8295000,5308000,12904000,606000,323000,5632000,83000,467000
2017,3904547,045476,1,5130,70675000,2340000,29676000,38659000,34019000,51198000,2186000,750000,28635000,704000,3122000
2017,3904548,045484,1,863,12058000,528000,5455000,6075000,2831000,9073000,446000,159000,5321000,55000,368000
2017,3904549,045492,1,7778,112776000,4639000,31299000,76838000,69424000,95058000,5516000,718000,27734000,3185000,3968000
2017,3904550,045500,1,6641,83213000,4448000,28760000,50005000,40716000,66556000,5570000,641000,27135000,1150000,7514000
2017,3904551,045518,1,1460,21100000,1024000,7138000,12938000,5411000,14662000,621000,298000,6677000,269000,605000
2017,3904552,045526,1,912,13866000,940000,8263000,4663000,2547000,10268000,384000,102000,7983000,67000,867000
2017,3904553,045534,1,1210,16173000,1072000,8218000,6883000,3910000,12743000,503000,0,7741000,209000,497000
2017,3904554,045542,1,971,14273000,1594000,8010000,4669000,3200000,12456000,603000,250000,7420000,48000,430000
2017,3904555,045559,1,2407,29393000,2171000,11272000,15950000,12182000,28644000,1405000,253000,10686000,218000,1922000
2017,3904556,045567,1,1102,13392000,992000,7618000,4782000,3666000,11171000,568000,459000,7257000,98000,81000
2017,3904557,045575,1,1433,19560000,1415000,9900000,8245000,5162000,16350000,818000,429000,9465000,192000,1223000
2017,3904558,045583,1,4985,62318000,1429000,15490000,45399000,34241000,52443000,1826000,460000,14678000,552000,28626000
2017,3904560,045609,1,1515,28950000,961000,7529000,20460000,18445000,21690000,690000,349000,7188000,158000,1115000
2017,3904561,045617,1,2444,30022000,981000,9895000,19146000,16465000,23533000,836000,248000,9707000,45000,536000
2017,3904563,045633,1,1433,17146000,520000,8887000,7739000,3765000,14196000,455000,91000,8660000,149000,70000
2017,3904564,045641,1,1781,22492000,1002000,12188000,9302000,7028000,18284000,714000,136000,11833000,166000,337000
2017,3904565,045658,1,1019,15040000,763000,5748000,8529000,5340000,12420000,493000,289000,5613000,24000,1896000
2017,3904566,045666,1,498,9198000,1093000,6093000,2012000,1408000,8363000,284000,221000,5538000,109000,388000
2017,3904567,045674,1,749,10224000,391000,1927000,7906000,4536000,8638000,216000,149000,1857000,8000,325000
2017,3904575,045757,1,1103,12760000,542000,7106000,5112000,3399000,9751000,484000,69000,6955000,48000,597000
2017,3904576,045765,1,1767,20073000,1518000,7975000,10580000,8354000,16300000,805000,268000,7757000,18000,732000
2017,3904577,045773,1,2401,28634000,1978000,11093000,15563000,12457000,22523000,946000,963000,10358000,278000,582000
2017,3904578,045781,1,810,11077000,869000,3161000,7047000,3900000,8699000,355000,132000,2586000,370000,4441000
2017,3904579,045799,1,2424,25634000,1518000,8534000,15582000,12482000,24828000,1265000,448000,8083000,263000,854000
2017,3904580,045807,1,974,12428000,743000,6314000,5371000,2925000,9599000,562000,93000,6132000,56000,850000
2017,3904582,045823,1,804,12405000,545000,4233000,7627000,4701000,9523000,681000,192000,4119000,33000,1053000
2017,3904583,045831,1,950,10695000,627000,5219000,4849000,3201000,8570000,466000,206000,5010000,113000,210000
2017,3904585,045856,1,1725,19569000,1154000,9734000,8681000,6026000,16976000,913000,292000,9343000,48000,734000
2017,3904586,045864,1,1123,13662000,986000,6856000,5820000,4439000,12460000,982000,386000,6607000,90000,223000
2017,3904587,045872,1,1704,18624000,866000,9205000,8553000,6617000,14642000,931000,298000,8795000,119000,749000
2017,3904588,045880,1,1232,16092000,1220000,9209000,5663000,4678000,13555000,1135000,232000,8624000,168000,777000
2017,3904590,045906,1,1484,21164000,1817000,10112000,9235000,5437000,16878000,1245000,255000,9748000,111000,1935000
2017,3904591,045914,1,993,16006000,1918000,9160000,4928000,3673000,12725000,1198000,189000,8129000,110000,515000
2017,3904592,045922,1,814,13988000,1796000,10182000,2010000,1015000,11497000,631000,0,9300000,56000,1265000
2017,3904594,045948,1,857,12526000,320000,4753000,7453000,4492000,8853000,198000,48000,4665000,66000,871000
2017,3904595,045955,1,762,10313000,333000,3998000,5982000,2951000,8743000,210000,48000,3916000,39000,352000
2017,3904596,045963,1,402,6021000,212000,2670000,3139000,1598000,4765000,108000,0,2625000,23000,273000
2017,3904597,045971,1,505,7795000,384000,4099000,3312000,1884000,6372000,248000,30000,3989000,66000,175000
2017,3904599,045997,1,1709,18297000,1052000,4803000,12442000,9229000,16088000,509000,157000,4199000,272000,449000
2017,3904600,046003,1,816,8708000,397000,3775000,4536000,2549000,6903000,260000,13000,3585000,124000,80000
2017,3904601,046011,1,1473,16978000,1270000,8520000,7188000,5211000,14296000,803000,87000,8175000,212000,447000
2017,3904603,046037,1,1289,16089000,1353000,8217000,6519000,4688000,13702000,949000,239000,7798000,146000,440000
2017,3904604,046045,1,866,10212000,515000,5085000,4612000,2738000,8279000,436000,156000,4766000,76000,303000
2017,3904606,046060,1,3036,37702000,2918000,25942000,8842000,5596000,30049000,2031000,340000,24942000,377000,788000
2017,3904607,046078,1,859,12539000,1487000,7651000,3401000,2544000,10123000,595000,147000,7049000,230000,932000
2017,3904609,046094,1,3681,40605000,2732000,17791000,20082000,15971000,35938000,1441000,962000,17157000,187000,1378000
2017,3904610,046102,1,9838,108846000,5432000,44364000,59050000,50927000,80770000,5505000,2404000,34385000,9042000,56955000
2017,3904611,046110,1,15802,190231000,8342000,61295000,120594000,107943000,165144000,16793000,1687000,59023000,621000,5388000
2017,3904612,046128,1,1551,18712000,1109000,9122000,8481000,5277000,14761000,1180000,356000,8916000,46000,435000
2017,3904613,046136,1,648,9552000,1005000,6742000,1805000,1066000,8708000,22000,0,5898000,295000,195000
2017,3904614,046144,1,2814,27847000,1063000,12113000,14671000,9672000,24841000,1781000,296000,11415000,494000,1090000
2017,3904615,046151,1,2968,46861000,1617000,15382000,29862000,19219000,34724000,2774000,372000,9576000,5462000,8394000
2017,3904617,046177,1,634,10137000,822000,3959000,5356000,4319000,6968000,371000,141000,3476000,320000,5997000
2017,3904619,046193,1,1907,21324000,1310000,11231000,8783000,6579000,18581000,1246000,441000,10962000,82000,364000
2017,3904620,046201,1,867,12081000,569000,5782000,5730000,2592000,9373000,560000,271000,5633000,52000,171000
2017,3904621,046219,1,1186,18877000,519000,9002000,9356000,3225000,13179000,621000,124000,6273000,2658000,11017000
2017,3904623,046235,1,1547,18462000,997000,7055000,10410000,8486000,15920000,916000,653000,6804000,93000,546000
2017,3904624,046243,1,2987,36013000,3196000,20862000,11955000,9226000,31165000,1428000,439000,19676000,271000,389000
2017,3904625,046250,1,3297,34849000,1492000,14739000,18618000,12104000,30512000,1929000,1073000,13766000,678000,937000
2017,3904626,046268,1,1784,21890000,2349000,8027000,11514000,6971000,16925000,960000,254000,7823000,51000,1006000
2017,3904627,046276,1,722,9966000,477000,4289000,5200000,2939000,8821000,354000,244000,4149000,71000,369000
2017,3904628,046284,1,1970,24554000,1337000,8306000,14911000,11466000,20109000,917000,0,7863000,199000,321000
2017,3904630,046300,1,2269,27313000,1774000,12374000,13165000,6213000,22747000,1516000,474000,12347000,27000,4706000
2017,3904631,046318,1,1579,17129000,882000,10175000,6072000,4109000,14696000,767000,415000,9701000,252000,610000
2017,3904632,046326,1,1397,19797000,1343000,6761000,11693000,6510000,16304000,1888000,337000,6370000,164000,1403000
2017,3904633,046334,1,842,12638000,936000,8851000,2851000,1807000,9749000,543000,200000,7942000,604000,339000
2017,3904634,046342,1,2799,33304000,2476000,17654000,13174000,6298000,29463000,2662000,422000,16775000,266000,990000
2017,3904635,046359,1,8173,88839000,5389000,35154000,48296000,43028000,70540000,6051000,1802000,33195000,1092000,71197000
2017,3904636,046367,1,981,14820000,657000,5653000,8510000,3660000,9754000,532000,184000,5420000,93000,991000
2017,3904638,046383,1,1605,18136000,1098000,11449000,5589000,3342000,16423000,1020000,306000,11105000,82000,764000
2017,3904639,046391,1,1791,18050000,818000,9296000,7936000,5640000,16291000,1093000,381000,9074000,55000,492000
2017,3904640,046409,1,1324,15895000,1146000,9255000,5494000,3838000,13371000,758000,198000,8906000,60000,450000
2017,3904642,046425,1,1831,22298000,1833000,10590000,9875000,7198000,18689000,1358000,462000,9989000,336000,793000
2017,3904643,046433,1,1276,14856000,870000,6130000,7856000,2694000,12798000,666000,158000,5972000,8000,1050000
2017,3904644,046441,1,846,14333000,925000,7529000,5879000,2973000,11347000,872000,401000,7146000,70000,299000
2017,3904645,046458,1,1178,14062000,792000,7294000,5976000,3349000,12482000,816000,49000,7110000,54000,427000
2017,3904647,046474,1,1265,14651000,1250000,8762000,4639000,3275000,12431000,708000,107000,8112000,223000,693000
2017,3904648,046482,1,2017,25267000,2186000,9511000,13570000,10063000,22012000,1714000,389000,8666000,334000,706000
2017,3904650,046508,1,634,11514000,524000,5355000,5635000,3158000,8449000,404000,154000,5188000,76000,553000
2017,3904651,046516,1,952,13372000,578000,4836000,7958000,3667000,9564000,597000,237000,4751000,0,1041000
2017,3904652,046524,1,1128,14184000,1007000,6342000,6835000,4419000,11637000,688000,277000,6212000,7000,752000
2017,3904655,046557,1,763,16237000,117000,4311000,11809000,10760000,13754000,708000,77000,3641000,236000,710000
2017,3904656,046565,1,1051,20055000,146000,2910000,16999000,15890000,16822000,826000,17000,2129000,363000,1134000
2017,3904657,046573,1,3661,47951000,1405000,17074000,29472000,25737000,43486000,2017000,516000,16292000,591000,1212000
2017,3904659,046599,1,780,14435000,911000,2476000,11048000,9899000,12951000,940000,904000,2139000,12000,511000
2017,3904660,046607,1,4589,80502000,1531000,16847000,62124000,56007000,69478000,3635000,97000,14721000,352000,5296000
2017,3904662,046623,1,787,10052000,530000,5009000,4513000,1882000,7942000,353000,65000,4848000,41000,1050000
2017,3904663,046631,1,1101,14020000,475000,6496000,7049000,3330000,10296000,430000,59000,6340000,68000,1637000
2017,3904664,046649,1,732,8626000,296000,3701000,4629000,2198000,6468000,346000,14000,3636000,23000,507000
2017,3904667,046672,1,656,9732000,620000,5233000,3879000,1963000,8003000,294000,66000,4960000,31000,156000
2017,3904668,046680,1,821,10862000,512000,4628000,5722000,2808000,7277000,440000,86000,4444000,77000,396000
2017,3904670,046706,1,754,19456000,549000,11131000,7776000,3591000,8683000,275000,9000,3575000,7497000,3350000
2017,3904671,046714,1,1000,14135000,761000,7279000,6095000,3824000,11737000,823000,93000,7001000,159000,2587000
2017,3904672,046722,1,1110,14373000,658000,3556000,10159000,7971000,11498000,665000,78000,3464000,17000,853000
2017,3904674,046748,1,3579,43899000,1385000,9126000,33388000,23473000,37680000,2483000,455000,8667000,268000,1566000
2017,3904675,046755,1,2165,31115000,1017000,6720000,23378000,14746000,23715000,1731000,0,6562000,20000,3223000
2017,3904676,046763,1,20322,253518000,4777000,31242000,217499000,178707000,210924000,10096000,1287000,29487000,754000,27775000
2017,3904678,046789,1,1524,18513000,1165000,6720000,10628000,8144000,16165000,721000,277000,6385000,177000,1252000
2017,3904680,046805,1,1146,16680000,703000,6231000,9746000,5874000,15046000,1104000,425000,5967000,92000,417000
2017,3904681,046813,1,2096,27751000,1579000,6403000,19769000,13183000,24312000,790000,255000,6128000,50000,480000
2017,3904682,046821,1,1815,26141000,1589000,6539000,18013000,15169000,22281000,1101000,296000,6209000,94000,650000
2017,3904684,046847,1,1480,19617000,1006000,10428000,8183000,3579000,17699000,980000,382000,9828000,450000,527000
2017,3904685,046854,1,867,11543000,639000,4420000,6484000,3322000,10114000,740000,142000,4263000,13000,1521000
2017,3904686,046862,1,1939,23063000,1502000,5618000,15943000,8692000,18851000,1249000,323000,5439000,69000,739000
2017,3904687,046870,1,1926,24338000,1287000,9863000,13188000,5670000,20435000,1245000,345000,9439000,227000,1850000
2017,3904688,046888,1,1316,18140000,916000,7039000,10185000,4668000,14189000,608000,160000,6736000,179000,612000
2017,3904689,046896,1,10224,135262000,4532000,58096000,72634000,47486000,115991000,5908000,2333000,56090000,1259000,3474000
2017,3904690,046904,1,528,9243000,451000,1758000,7034000,4546000,6301000,272000,151000,1638000,17000,290000
2017,3904694,046946,1,3732,50871000,2398000,21060000,27413000,20089000,40490000,2557000,992000,19440000,1306000,645000
