leaid,irn,state,comparable,enrollment,total_revenue,federal_revenue,state_revenue,local_revenue,property_tax,current_spending
0505760,,AR,1,1323,16435000,2960000,8813000,4662000,1057000,13430000
0505850,,AR,1,659,10049000,2564000,4449000,3036000,731000,8512000
0505970,,AR,1,602,12425000,2194000,1412000,8819000,2344000,9530000
0506060,,AR,1,2214,32170000,7599000,17023000,7548000,1634000,30203000
0506090,,AR,1,2603,31114000,4619000,16261000,10234000,2552000,24600000
0506120,,AR,1,10468,154947000,19241000,39770000,95936000,25428000,129963000
0506150,,AR,1,921,12001000,2266000,5181000,4554000,1138000,10198000
0506210,,AR,1,765,13787000,3364000,7852000,2571000,623000,12139000
0506240,,AR,1,493,10391000,2868000,5729000,1794000,400000,6830000
0506270,,AR,1,2213,39730000,15982000,16669000,7079000,1748000,30964000
0506330,,AR,1,14365,201219000,40745000,89201000,71273000,17896000,175335000
0506360,,AR,1,1147,14453000,2817000,7405000,4231000,1059000,11990000
0506420,,AR,1,1351,19060000,2739000,2008000,14313000,3809000,17470000
0506540,,AR,1,1527,21204000,2713000,7118000,11373000,2786000,17541000
0506630,,AR,1,981,13684000,3248000,7254000,3182000,703000,11070000
0506690,,AR,1,1018,12912000,2482000,7277000,3153000,729000,11629000
0506840,,AR,1,1978,25359000,3483000,7870000,14006000,3635000,22254000
0506870,,AR,1,1413,17738000,3389000,10379000,3970000,858000,15970000
0506900,,AR,1,3723,45223000,8499000,24391000,12333000,3073000,37938000
0506930,,AR,1,712,10897000,2491000,4024000,4382000,1094000,9788000
0506990,,AR,1,3920,46440000,6864000,21559000,18017000,4369000,40885000
0507110,,AR,1,668,13008000,1997000,5014000,5997000,645000,11732000
0507140,,AR,1,303,5280000,1512000,1613000,2155000,548000,4641000
0507170,,AR,1,824,11380000,3092000,5201000,3087000,739000,8312000
0507230,,AR,1,534,7739000,1680000,2478000,3581000,900000,6939000
0507290,,AR,1,926,11906000,2177000,7039000,2690000,628000,10618000
0507320,,AR,1,1258,15385000,2138000,9562000,3685000,882000,12577000
0507350,,AR,1,1094,16885000,3882000,7116000,5887000,1476000,15420000
0507380,,AR,1,2722,38336000,7506000,14919000,15911000,3923000,31291000
0507530,,AR,1,567,8369000,2068000,3215000,3086000,783000,7537000
0507560,,AR,1,1513,20772000,4425000,5586000,10761000,2745000,15371000
0507620,,AR,1,625,8920000,1728000,4907000,2285000,552000,7251000
0507680,,AR,1,1138,22302000,6869000,9446000,5987000,1508000,16072000
0507710,,AR,1,430,8782000,1952000,3586000,3244000,373000,8039000
0507770,,AR,1,1577,23864000,7060000,10634000,6170000,1469000,20358000
0507840,,AR,1,2291,33804000,9796000,16684000,7324000,1831000,28263000
0507860,,AR,1,707,11036000,2382000,6364000,2290000,489000,9117000
0507890,,AR,1,3754,65173000,18378000,17931000,28864000,7505000,56019000
0507920,,AR,1,859,13658000,3767000,4297000,5594000,1389000,10427000
0507990,,AR,1,846,11149000,2802000,5967000,2380000,505000,9055000
0508040,,AR,1,5035,83372000,22178000,46644000,14550000,3672000,59483000
0508130,,AR,1,2297,29826000,6906000,14576000,8344000,2006000,27456000
0508240,,AR,1,850,14013000,3592000,7030000,3391000,716000,12372000
0508280,,AR,1,6650,91931000,23346000,45317000,23268000,5850000,80510000
0508340,,AR,1,664,8355000,1495000,2972000,3888000,675000,7707000
0508400,,AR,1,1189,16391000,4036000,7756000,4599000,1142000,14323000
0508490,,AR,1,406,6502000,1589000,3261000,1652000,377000,4562000
0508610,,AR,1,4227,54810000,10446000,24335000,20029000,5136000,47126000
0508640,,AR,1,927,16954000,5672000,5825000,5457000,1400000,14166000
0508670,,AR,1,3430,45307000,6880000,16212000,22215000,5720000,38654000
0508700,,AR,1,1350,17147000,3471000,9690000,3986000,983000,14553000
0508730,,AR,1,853,10452000,1698000,5335000,3419000,808000,9709000
0508940,,AR,1,1108,15070000,3123000,7397000,4550000,1037000,12660000
0509000,,AR,1,22054,366581000,75837000,97705000,193039000,49912000,321929000
0509060,,AR,1,1604,22401000,3559000,10851000,7991000,1943000,17772000
0509150,,AR,1,514,7337000,1632000,4171000,1534000,331000,6131000
0509190,,AR,1,714,11908000,1387000,6195000,4326000,968000,8554000
0509240,,AR,1,1933,29344000,6910000,11558000,10876000,2753000,25266000
0509270,,AR,1,524,6993000,1655000,3500000,1838000,426000,6449000
0509330,,AR,1,734,10259000,2126000,4935000,3198000,792000,9076000
0509360,,AR,1,636,11045000,3675000,3205000,4165000,1091000,10044000
0509390,,AR,1,3714,53766000,8010000,24785000,20971000,5288000,44598000
0509420,,AR,1,530,7811000,2371000,3493000,1947000,486000,6583000
0509480,,AR,1,801,13180000,3724000,6549000,2907000,692000,11848000
0509510,,AR,1,317,7343000,3094000,1871000,2378000,632000,5880000
0509540,,AR,1,992,13119000,2436000,6634000,4049000,993000,10818000
0509570,,AR,1,581,6623000,1339000,3734000,1550000,386000,5641000
0509600,,AR,1,586,7730000,1650000,3335000,2745000,668000,7201000
0509630,,AR,1,1150,17417000,3998000,6759000,6660000,1703000,14899000
0509720,,AR,1,883,11512000,2697000,5174000,3641000,860000,9847000
0509750,,AR,1,1724,24138000,6782000,10504000,6852000,1614000,20646000
0509780,,AR,1,360,10440000,2173000,1684000,6583000,1713000,7925000
0509840,,AR,1,1748,26305000,6731000,12689000,6885000,1668000,21119000
0509990,,AR,1,418,7664000,2606000,2038000,3020000,758000,6882000
0510080,,AR,1,563,6503000,966000,3422000,2115000,518000,5801000
0510170,,AR,1,651,10119000,3050000,4552000,2517000,634000,9640000
0510200,,AR,1,1580,21783000,5112000,11089000,5582000,1278000,19060000
0510260,,AR,1,663,9369000,1729000,5216000,2424000,472000,8901000
0510290,,AR,1,450,6696000,1696000,2744000,2256000,562000,5926000
0510320,,AR,1,693,9965000,1886000,4904000,3175000,742000,8825000
0510380,,AR,1,1909,24673000,6037000,13022000,5614000,1304000,20483000
0510410,,AR,1,533,6805000,1334000,2265000,3206000,811000,6341000
0510440,,AR,1,3623,50706000,8596000,15613000,26497000,7011000,41081000
0510560,,AR,1,466,6313000,894000,2509000,2910000,714000,5518000
0510680,,AR,1,8216,121482000,26993000,53436000,41053000,10666000,103392000
0510920,,AR,1,411,6020000,1566000,2882000,1572000,387000,5257000
0510950,,AR,1,1070,22071000,7196000,4817000,10058000,1542000,18139000
0510980,,AR,1,507,6034000,1147000,3474000,1413000,322000,5113000
0511010,,AR,1,1744,22527000,4798000,9911000,7818000,2027000,18668000
0511070,,AR,1,750,11318000,2785000,5070000,3463000,822000,9668000
0511130,,AR,1,1032,14219000,3175000,7385000,3659000,881000,13172000
0511220,,AR,1,851,9889000,1666000,4868000,3355000,721000,8660000
0511340,,AR,1,923,10968000,2039000,6540000,2389000,568000,9485000
0511370,,AR,1,815,9954000,1990000,5055000,2909000,733000,8887000
0511610,,AR,1,2028,24196000,3933000,13823000,6440000,1490000,19047000
0511700,,AR,1,1826,21365000,3378000,12714000,5273000,1279000,18492000
0511730,,AR,1,515,7712000,973000,5768000,971000,178000,5601000
0511760,,AR,1,2140,27435000,3793000,14392000,9250000,2363000,20095000
0511820,,AR,1,934,16629000,3946000,9986000,2697000,631000,10724000
0511850,,AR,1,11709,195988000,39925000,32574000,123489000,32812000,174396000
0511880,,AR,1,817,11773000,2659000,3653000,5461000,1259000,8460000
0511970,,AR,1,15848,208632000,30982000,76472000,101178000,26655000,173956000
0512000,,AR,1,760,10056000,1892000,4692000,3472000,861000,9214000
0512060,,AR,1,5502,82540000,15926000,21532000,45082000,11800000,72642000
0512090,,AR,1,850,10425000,2256000,6159000,2010000,444000,9070000
0512180,,AR,1,447,6504000,1730000,2966000,1808000,399000,4964000
0512210,,AR,1,4006,51487000,11297000,18382000,21808000,5705000,43017000
0512420,,AR,1,336,5755000,1443000,1418000,2894000,724000,4909000
0512450,,AR,1,4430,58672000,11048000,27906000,19718000,4915000,52335000
0512480,,AR,1,786,9763000,2010000,5558000,2195000,470000,7763000
0512510,,AR,1,1128,15183000,2955000,6615000,5613000,1363000,13548000
0512520,,AR,1,2386,34471000,6291000,16599000,11581000,2852000,27510000
0512540,,AR,1,2253,26394000,6180000,15934000,4280000,833000,21189000
0512570,,AR,1,552,8325000,1787000,2268000,4270000,1042000,8055000
0512630,,AR,1,580,6742000,1202000,4530000,1010000,216000,6006000
0512660,,AR,1,22789,306380000,56803000,160739000,88838000,22372000,259245000
0512930,,AR,1,312,5253000,1312000,2218000,1723000,425000,5212000
0512960,,AR,1,1606,21755000,5111000,8068000,8576000,2186000,17145000
0513080,,AR,1,3656,45660000,8797000,22925000,13938000,3356000,39615000
0513110,,AR,1,4049,60808000,15508000,25527000,19773000,5064000,54348000
0513230,,AR,1,906,11600000,2500000,6037000,3063000,778000,10200000
0513350,,AR,1,862,10525000,1796000,5741000,2988000,646000,8835000
0513380,,AR,1,2971,36371000,5259000,17301000,13811000,3422000,30002000
0513410,,AR,1,5700,75072000,16252000,37110000,21710000,5391000,63987000
0513530,,AR,1,3060,34249000,4695000,20183000,9371000,2207000,30184000
0513560,,AR,1,381,6294000,1546000,2659000,2089000,502000,5437000
0513680,,AR,1,1539,19462000,4823000,11094000,3545000,809000,17878000
0513930,,AR,1,1942,29155000,8245000,16608000,4302000,1110000,26170000
0514010,,AR,1,955,11172000,1550000,6032000,3590000,862000,10013000
0514020,,AR,1,658,9111000,2627000,4643000,1841000,439000,7872000
0514040,,AR,1,502,8955000,1723000,1086000,6146000,1594000,7242000
0514140,,AR,1,3021,37441000,5626000,16929000,14886000,3788000,31759000
0514370,,AR,1,470,6608000,1474000,2162000,2972000,731000,5479000
0514400,,AR,1,559,6503000,1075000,3998000,1430000,310000,5805000
0514430,,AR,1,2503,33475000,8308000,16424000,8743000,2122000,27674000
0514490,,AR,1,963,14055000,4481000,6470000,3104000,758000,10279000
0600001,,CA,1,939,25360000,2624000,12668000,10068000,7505000,16260000
0600009,,CA,1,172,4754000,467000,2383000,1904000,1798000,3451000
0600011,,CA,1,241,4673000,301000,3729000,643000,559000,3965000
0600013,,CA,1,11493,190882000,15318000,84103000,91461000,75711000,152975000
0600014,,CA,1,22323,370962000,59044000,271115000,40803000,9088000,305558000
0600015,,CA,1,981,21959000,3590000,14511000,3858000,2987000,17680000
0600016,,CA,1,10210,168882000,17276000,100500000,51106000,30585000,150073000
0600017,,CA,1,13306,223721000,31975000,161589000,30157000,19083000,152214000
0600018,,CA,1,304,12103000,1490000,8074000,2539000,2012000,5649000
0600019,,CA,1,12491,236066000,9824000,90063000,136179000,107275000,166778000
0600020,,CA,1,14084,250617000,11767000,126688000,112162000,96816000,206831000
0600022,,CA,1,3803,71510000,9417000,51826000,10267000,5884000,54141000
0600025,,CA,1,5852,122237000,6805000,24157000,91275000,68876000,95776000
0600026,,CA,1,685,16619000,3563000,6445000,6611000,5614000,12272000
0600027,,CA,1,20697,374298000,47274000,229895000,97129000,46329000,305079000
0600028,,CA,1,26562,421041000,30837000,256396000,133808000,96239000,342083000
0600029,,CA,1,22669,348154000,32309000,199188000,116657000,80991000,305650000
0600031,,CA,1,17,1477000,35000,841000,601000,545000,1047000
0600032,,CA,1,9607,161732000,12832000,65806000,83094000,65482000,120984000
0600033,,CA,1,2275,48034000,9280000,30975000,7779000,6445000,39101000
0600034,,CA,1,4593,96149000,6406000,28694000,61049000,31313000,64790000
0600035,,CA,1,2463,49233000,8166000,36943000,4124000,1554000,43745000
0600036,,CA,1,14197,247133000,23148000,149566000,74419000,61328000,194358000
0600037,,CA,1,476,8564000,1074000,4838000,2652000,2172000,6992000
0600038,,CA,1,41,1619000,36000,697000,886000,825000,1055000
0600039,,CA,1,2440,47271000,6705000,36029000,4537000,3564000,38138000
0600040,,CA,1,1478,30308000,4826000,18285000,7197000,5404000,24487000
0600042,,CA,1,211,7020000,1086000,3644000,2290000,1655000,5229000
0600043,,CA,1,2182,37034000,2572000,11863000,22599000,18954000,26920000
0600044,,CA,1,1274,50852000,2290000,14920000,33642000,26149000,30885000
0600045,,CA,1,2287,41717000,6118000,25653000,9946000,7471000,33429000
0600046,,CA,1,2181,47807000,5085000,26315000,16407000,12682000,35119000
0600047,,CA,1,14113,230189000,20331000,141983000,67875000,54191000,195015000
0600048,,CA,1,6539,98623000,11001000,33292000,54330000,47152000,90428000
0600049,,CA,1,496,17453000,915000,2770000,13768000,12891000,13641000
0600051,,CA,1,2029,34098000,3462000,23041000,7595000,4502000,29735000
0600052,,CA,1,3619,73079000,14708000,33575000,24796000,19335000,51912000
0600060,,CA,1,2090,36424000,4472000,19755000,12197000,7178000,30981000
0600061,,CA,1,2945,52527000,7138000,37029000,8360000,4815000,46170000
0600062,,CA,1,5261,78588000,8749000,42216000,27623000,19012000,72076000
0600063,,CA,1,1798,38929000,4888000,24653000,9388000,4080000,30987000
0600064,,CA,1,14471,304146000,63219000,203134000,37793000,18189000,231913000
0600065,,CA,1,6592,135234000,17880000,104707000,12647000,4109000,93183000
0600067,,CA,1,1569,34626000,5442000,22726000,6458000,3638000,26528000
0600068,,CA,1,2311,37827000,3160000,18597000,16070000,10281000,28775000
0600069,,CA,1,3826,62026000,8479000,25859000,27688000,20808000,53711000
0600116,,CA,1,1537,25704000,1762000,14604000,9338000,5659000,20000000
0600153,,CA,1,15262,372599000,52571000,236062000,83966000,51187000,258391000
0600158,,CA,1,13567,231109000,28725000,140589000,61795000,36040000,205438000
0600159,,CA,1,615,12815000,1716000,6890000,4209000,2840000,11336000
0600160,,CA,1,1367,27711000,3334000,12881000,11496000,10403000,21484000
0601325,,CA,1,355,11090000,1309000,2265000,7516000,6994000,9425000
0601327,,CA,1,6297,135467000,7590000,32546000,95331000,69502000,98460000
0601328,,CA,1,7203,122542000,10054000,44641000,67847000,47711000,104923000
0601329,,CA,1,15240,262050000,27797000,84883000,149370000,118868000,238361000
0601330,,CA,1,29297,564572000,81358000,379127000,104087000,80303000,475502000
0601331,,CA,1,657,15517000,2889000,8449000,4179000,3211000,10296000
0601332,,CA,1,23904,612642000,128382000,366177000,118083000,74502000,415082000
0601339,,CA,1,709,12320000,1453000,8057000,2810000,2109000,9832000
0601409,,CA,1,1958,29874000,4084000,9217000,16573000,15244000,27047000
0601410,,CA,1,6980,148218000,6483000,59112000,82623000,29535000,74685000
0601414,,CA,1,12849,253970000,23345000,47095000,183530000,150331000,210285000
0601415,,CA,1,2567,56713000,8973000,34843000,12897000,6443000,42621000
0601418,,CA,1,2070,42940000,6135000,29993000,6812000,3841000,35185000
0601421,,CA,1,4988,105475000,11289000,72672000,21514000,11796000,87726000
0601423,,CA,1,2633,48080000,5856000,31626000,10598000,8026000,39418000
0601426,,CA,1,2209,37563000,5202000,14011000,18350000,13835000,30523000
0601427,,CA,1,564,8605000,1240000,2323000,5042000,4297000,7771000
0601428,,CA,1,2478,54804000,4421000,19316000,31067000,23025000,33712000
0601442,,CA,1,906,17379000,3016000,9406000,4957000,3544000,14334000
0601620,,CA,1,18889,339186000,32838000,231282000,75066000,47704000,283924000
0601770,,CA,1,8706,181165000,14534000,70615000,96016000,54623000,141696000
0601860,,CA,1,3514,97265000,9348000,57570000,30347000,20971000,56417000
0602010,,CA,1,353,8660000,2193000,5641000,826000,569000,6168000
0602430,,CA,1,17511,336038000,52063000,218453000,65522000,39384000,281200000
0602450,,CA,1,4016,58551000,10231000,15580000,32740000,29950000,50691000
0602670,,CA,1,1664,36391000,2226000,9188000,24977000,17542000,31419000
0602730,,CA,1,449,9241000,1128000,4450000,3663000,2725000,8871000
0602820,,CA,1,22335,414313000,63224000,267030000,84059000,45207000,350185000
0602850,,CA,1,15198,257075000,29213000,154353000,73509000,57864000,235336000
0602970,,CA,1,8669,148731000,13593000,53803000,81335000,57197000,128895000
0603180,,CA,1,1107,21660000,2534000,16770000,2356000,1362000,14746000
0603300,,CA,1,4341,72120000,4568000,21750000,45802000,39843000,56828000
0603600,,CA,1,7187,149177000,15379000,93848000,39950000,24481000,125571000
0603610,,CA,1,134,4089000,497000,944000,2648000,2344000,3756000
0603690,,CA,1,10738,278713000,41162000,180150000,57401000,28476000,201626000
0603840,,CA,1,4430,98812000,20882000,57453000,20477000,13214000,76895000
0604020,,CA,1,6401,108052000,12004000,85943000,10105000,6229000,86531000
0604110,,CA,1,3044,75312000,9986000,46254000,19072000,12219000,47675000
0604230,,CA,1,2166,38250000,4421000,17524000,16305000,11766000,31372000
0604290,,CA,1,11214,203931000,17274000,130003000,56654000,32408000,143797000
0604440,,CA,1,10176,220679000,31727000,156142000,32810000,27413000,161971000
0604620,,CA,1,4364,79110000,4875000,43188000,31047000,26835000,57234000
0604740,,CA,1,9177,249845000,16004000,72335000,161506000,89799000,196883000
0604830,,CA,1,3160,146504000,8432000,11045000,127027000,95992000,87182000
0604950,,CA,1,159,5127000,981000,766000,3380000,3213000,4421000
0605010,,CA,1,121,3187000,366000,1244000,1577000,1150000,2816000
0605040,,CA,1,574,10007000,1151000,5032000,3824000,2933000,8044000
0605240,,CA,1,1311,20747000,2808000,8509000,9430000,7985000,18363000
0605610,,CA,1,9599,151803000,11277000,88583000,51943000,27535000,125866000
0605700,,CA,1,355,10489000,1060000,5444000,3985000,3246000,7876000
0605880,,CA,1,5866,93045000,6106000,23558000,63381000,43431000,82790000
0606450,,CA,1,14331,243968000,26950000,127494000,89524000,61403000,210342000
0606570,,CA,1,4772,80610000,11911000,62206000,6493000,2907000,72395000
0606580,,CA,1,281,5891000,831000,3492000,1568000,1242000,5299000
0606780,,CA,1,2803,49428000,2891000,7798000,38739000,34836000,46649000
0606870,,CA,1,2854,43545000,6923000,10975000,25647000,24057000,38493000
0606900,,CA,1,8563,185870000,37854000,129101000,18915000,10078000,158714000
0606990,,CA,1,1143,24633000,2858000,13738000,8037000,6230000,19022000
0607020,,CA,1,832,23551000,1185000,3349000,19017000,18012000,21453000
0607440,,CA,1,42754,706001000,54676000,219079000,432246000,389622000,616571000
0607500,,CA,1,11027,185218000,10771000,26000000,148447000,124314000,150340000
0607530,,CA,1,2264,79848000,3998000,9206000,66644000,63211000,70896000
0607560,,CA,1,2099,48179000,4028000,9028000,35123000,30062000,36776000
0607800,,CA,1,9043,182032000,20258000,113391000,48383000,41917000,119182000
0607900,,CA,1,4102,88083000,12473000,47225000,28385000,18650000,63779000
0607970,,CA,1,15729,293946000,35401000,193239000,65306000,34729000,222568000
0608130,,CA,1,14160,263556000,29342000,196290000,37924000,20807000,230126000
0608190,,CA,1,4260,81917000,13319000,45491000,23107000,15397000,66050000
0608370,,CA,1,11996,240664000,31909000,122658000,86097000,53755000,183296000
0608460,,CA,1,25934,433909000,47084000,233204000,153621000,101226000,347102000
0608760,,CA,1,6616,111082000,7331000,65882000,37869000,21970000,93427000
0608970,,CA,1,1312,24211000,1874000,7520000,14817000,13042000,19511000
0609030,,CA,1,42699,728842000,69596000,449586000,209660000,144578000,586622000
0609070,,CA,1,16625,370285000,57367000,229762000,83156000,45282000,307005000
0609120,,CA,1,4434,103486000,11625000,74616000,17245000,8267000,68187000
0609390,,CA,1,19986,385705000,45646000,262914000,77145000,33449000,331570000
