leaid,irn,state,comparable,enrollment,total_revenue,federal_revenue,state_revenue,local_revenue,property_tax,current_spending
1742690,,IL,1,345,6112000,1195000,2632000,2285000,1736000,4842000
1742790,,IL,1,1264,27525000,4091000,9805000,13629000,11948000,21160000
1742990,,IL,1,276,6682000,1596000,2082000,3004000,1502000,4961000
1743330,,IL,1,6140,129605000,8782000,49829000,70994000,62629000,109123000
1743800,,IL,1,514,10167000,1295000,6494000,2378000,863000,7718000
1743960,,IL,1,6705,122052000,8180000,41176000,72696000,68665000,95091000
1743962,,IL,1,891,17654000,3742000,7846000,6066000,4976000,11990000
1800008,,IN,1,794,12559000,1532000,7153000,3874000,3361000,8790000
1800030,,IN,1,7800,102978000,7452000,62389000,33137000,28402000,81021000
1800038,,IN,1,672,7566000,498000,6418000,650000,,6052000
1800060,,IN,1,1326,20983000,5216000,10584000,5183000,4409000,14640000
1800107,,IN,1,332,5553000,722000,2908000,1923000,1512000,4176000
1800118,,IN,1,1181,20422000,3259000,10982000,6181000,4590000,15298000
1800120,,IN,1,1534,22376000,4384000,13864000,4128000,3426000,18303000
1800150,,IN,1,6470,110560000,19656000,64580000,26324000,22201000,92815000
1800180,,IN,1,645,9537000,1582000,5464000,2491000,1879000,7101000
1800210,,IN,1,615,10069000,1344000,5279000,3446000,2342000,7312000
1800212,,IN,1,1721,20702000,1169000,14654000,4879000,3332000,19777000
1800213,,IN,1,2993,43229000,2986000,24461000,15782000,9788000,31385000
1800240,,IN,1,1960,32181000,3828000,17735000,10618000,7782000,24351000
1800270,,IN,1,10310,161896000,12236000,85752000,63908000,52813000,123506000
1800330,,IN,1,995,13056000,861000,7988000,4207000,3419000,10572000
1800360,,IN,1,11691,188470000,23617000,97979000,66874000,46406000,135989000
1800390,,IN,1,2187,30900000,3631000,18381000,8888000,6644000,24786000
1800420,,IN,1,1838,27274000,2495000,15137000,9642000,7617000,19847000
1800450,,IN,1,2837,45277000,7494000,26450000,11333000,9226000,37928000
1800480,,IN,1,1619,32021000,1947000,16346000,13728000,11712000,24021000
1800570,,IN,1,1552,23292000,3512000,14140000,5640000,4252000,19817000
1800600,,IN,1,854,11591000,1658000,7076000,2857000,2146000,8909000
1800630,,IN,1,10613,182749000,25534000,92706000,64509000,46005000,137978000
1800660,,IN,1,636,9742000,1524000,5394000,2824000,2424000,8127000
1800690,,IN,1,2157,28939000,3584000,18053000,7302000,4298000,22903000
1800720,,IN,1,1802,25062000,2707000,14903000,7452000,4813000,19172000
1800750,,IN,1,1029,15414000,1158000,8780000,5476000,4638000,10874000
1800840,,IN,1,4014,55719000,8105000,35931000,11683000,9135000,48162000
1800900,,IN,1,1479,18759000,1833000,12385000,4541000,3684000,15598000
1800960,,IN,1,1693,31996000,5060000,14444000,12492000,10103000,24370000
1801020,,IN,1,9799,139179000,9859000,79328000,49992000,36373000,106626000
1801050,,IN,1,1450,19770000,932000,12618000,6220000,4212000,16528000
1801060,,IN,1,1105,15964000,1528000,9024000,5412000,3571000,13160000
1801170,,IN,1,239,3690000,1185000,2184000,321000,275000,2753000
1801200,,IN,1,16215,250271000,13666000,134539000,102066000,77285000,203050000
1801230,,IN,1,161,3275000,757000,1646000,872000,704000,2732000
1801290,,IN,1,1066,14690000,1111000,9537000,4042000,2998000,12393000
1801410,,IN,1,745,10539000,836000,6636000,3067000,2489000,8570000
1801440,,IN,1,9173,126316000,9888000,75674000,40754000,30092000,94991000
1801560,,IN,1,1790,21059000,1945000,14680000,4434000,3557000,18352000
1801590,,IN,1,3609,50222000,5060000,29695000,15467000,12292000,41511000
1801710,,IN,1,1175,17890000,2176000,10340000,5374000,4084000,15246000
1801740,,IN,1,1275,16687000,2142000,10708000,3837000,2968000,13615000
1801770,,IN,1,1395,20477000,3567000,11972000,4938000,3899000,16296000
1801890,,IN,1,6809,106373000,7111000,60875000,38387000,27927000,77093000
1801920,,IN,1,3129,39430000,2955000,25585000,10890000,3791000,19412000
1802040,,IN,1,1894,25195000,1664000,15500000,8031000,6854000,19687000
1802130,,IN,1,868,14554000,1873000,7571000,5110000,4215000,11264000
1802160,,IN,1,1209,16335000,1398000,10018000,4919000,3571000,12725000
1802190,,IN,1,945,12758000,1081000,8226000,3451000,2668000,9597000
1802220,,IN,1,1406,18259000,2079000,11665000,4515000,3408000,13703000
1802280,,IN,1,3652,51079000,3244000,30298000,17537000,14239000,37065000
1802400,,IN,1,5235,73866000,5716000,45752000,22398000,19259000,58392000
1802430,,IN,1,858,13580000,1400000,7230000,4950000,2348000,11159000
1802440,,IN,1,1342,21465000,4032000,12571000,4862000,3970000,18041000
1802460,,IN,1,2504,40773000,4978000,23411000,12384000,8151000,31983000
1802490,,IN,1,8819,133145000,9789000,75199000,48157000,37485000,100757000
1802520,,IN,1,827,16584000,1608000,8557000,6419000,5482000,12189000
1802550,,IN,1,2557,39718000,3481000,21929000,14308000,11114000,29219000
1802610,,IN,1,1824,28274000,2594000,16737000,8943000,7411000,23141000
1802640,,IN,1,6681,107168000,13390000,61211000,32567000,27896000,80518000
1802660,,IN,1,2571,34964000,4639000,22163000,8162000,6592000,29700000
1802700,,IN,1,1429,20698000,2102000,12108000,6488000,4983000,16361000
1802800,,IN,1,5831,86382000,3875000,49186000,33321000,29015000,71667000
1802830,,IN,1,7784,120579000,4595000,59296000,56688000,44418000,77831000
1802850,,IN,1,10126,140884000,21473000,88325000,31086000,26427000,115882000
1802880,,IN,1,3378,61361000,13600000,35553000,12208000,10424000,53743000
1802910,,IN,1,1154,16976000,1312000,11178000,4486000,3364000,13279000
1802940,,IN,1,749,10987000,1018000,6837000,3132000,2347000,9567000
1802970,,IN,1,3450,47321000,4548000,29723000,13050000,10347000,39272000
1803000,,IN,1,1416,20077000,3511000,12126000,4440000,3512000,17089000
1803030,,IN,1,1634,22241000,3747000,14138000,4356000,3282000,17783000
1803060,,IN,1,1237,41530000,9066000,13132000,19332000,6963000,34164000
1803090,,IN,1,1098,15158000,2445000,9066000,3647000,2837000,13814000
1803120,,IN,1,1161,15702000,1213000,9865000,4624000,3499000,13299000
1803150,,IN,1,1566,19753000,1294000,12623000,5836000,4957000,15074000
1803180,,IN,1,897,12703000,2467000,7752000,2484000,1926000,10258000
1803210,,IN,1,1165,18758000,1935000,10211000,6612000,5407000,14304000
1803240,,IN,1,849,11002000,1564000,7515000,1923000,1523000,9250000
1803270,,IN,1,11659,188741000,31718000,107258000,49765000,34900000,158768000
1803300,,IN,1,1494,22592000,2850000,13816000,5926000,2884000,17117000
1803330,,IN,1,318,5738000,197000,2996000,2545000,2145000,4126000
1803450,,IN,1,21942,331906000,57168000,195985000,78753000,60304000,270097000
1803480,,IN,1,2171,30856000,2728000,17278000,10850000,8397000,22747000
1803510,,IN,1,3305,49664000,9279000,28817000,11568000,7668000,40806000
1803570,,IN,1,967,12764000,643000,8492000,3629000,3007000,10217000
1803630,,IN,1,28778,464759000,97895000,262910000,103954000,80383000,381223000
1803660,,IN,1,3055,42766000,7545000,26566000,8655000,7180000,34001000
1803690,,IN,1,4966,81236000,8001000,42779000,30456000,24115000,57603000
1803700,,IN,1,2098,29884000,3048000,17755000,9081000,7289000,25633000
1803720,,IN,1,742,9677000,871000,6075000,2731000,1418000,7545000
1803750,,IN,1,11139,153872000,16140000,92320000,45412000,32538000,114962000
1803780,,IN,1,982,20347000,3271000,8669000,8407000,7789000,14313000
1803810,,IN,1,675,10076000,731000,5709000,3636000,3010000,7678000
1803840,,IN,1,1717,24330000,2663000,15220000,6447000,4977000,18786000
1803870,,IN,1,4374,95274000,20374000,47807000,27093000,24257000,86691000
1803930,,IN,1,6364,102332000,10735000,55436000,36161000,26439000,82428000
1803940,,IN,1,10320,152183000,19567000,91728000,40888000,32215000,113573000
1803960,,IN,1,3235,54362000,8798000,27396000,18168000,13925000,39844000
1803990,,IN,1,1842,27277000,2976000,16259000,8042000,5987000,20739000
1804050,,IN,1,4421,63851000,5006000,38262000,20583000,15474000,48181000
1804080,,IN,1,2178,32621000,4542000,19127000,8952000,6553000,26057000
1804110,,IN,1,3968,50838000,4469000,35618000,10751000,8516000,41555000
1804140,,IN,1,1539,20657000,1912000,12620000,6125000,4820000,16165000
1804170,,IN,1,2005,27577000,1876000,17891000,7810000,5921000,22493000
1804230,,IN,1,359,8197000,571000,3288000,4338000,3784000,5668000
1804260,,IN,1,2302,40547000,3099000,18770000,18678000,9384000,24727000
1804320,,IN,1,11957,204746000,40309000,110116000,54321000,42428000,169930000
1804350,,IN,1,2615,39734000,1831000,21215000,16688000,14575000,27023000
1804470,,IN,1,2570,36842000,6718000,21268000,8856000,5930000,28397000
1804500,,IN,1,893,12837000,2147000,7762000,2928000,2226000,11239000
1804560,,IN,1,3072,42086000,4523000,26431000,11132000,8664000,32695000
1804590,,IN,1,4039,58087000,6119000,35113000,16855000,12828000,45062000
1804620,,IN,1,1583,22746000,2599000,14780000,5367000,4530000,18137000
1804710,,IN,1,4996,70141000,7238000,43758000,19145000,15027000,57317000
1804770,,IN,1,22115,585274000,72158000,313358000,199758000,171521000,431477000
1804800,,IN,1,773,12790000,2137000,7182000,3471000,2017000,9994000
1804980,,IN,1,2984,50219000,8820000,27001000,14398000,12009000,37734000
1805190,,IN,1,4023,59669000,9022000,35927000,14720000,11434000,52197000
1805280,,IN,1,3252,48063000,3601000,28411000,16051000,13188000,35550000
1805340,,IN,1,1751,26145000,4921000,14673000,6551000,4943000,18809000
1805400,,IN,1,7430,123110000,17289000,72246000,33575000,21219000,105323000
1805450,,IN,1,9418,140424000,8916000,80701000,50807000,41763000,110994000
1805460,,IN,1,1559,27312000,4689000,16718000,5905000,4197000,22766000
1805520,,IN,1,1682,24766000,3011000,15321000,6434000,5017000,19736000
1805550,,IN,1,2925,49486000,3942000,25434000,20110000,15047000,39418000
1805580,,IN,1,6323,93451000,9739000,54273000,29439000,13661000,76748000
1805670,,IN,1,16247,259870000,36436000,147285000,76149000,59599000,207568000
1805700,,IN,1,2099,33982000,4213000,18543000,11226000,6282000,23432000
1805790,,IN,1,3351,62201000,7602000,30266000,24333000,19513000,41696000
1805880,,IN,1,1189,15256000,1602000,10817000,2837000,2229000,13411000
1805910,,IN,1,1378,16882000,1997000,11965000,2920000,2381000,14242000
1806030,,IN,1,4331,57262000,4384000,38361000,14517000,7267000,48763000
1806060,,IN,1,733,11204000,1209000,6244000,3751000,2354000,8404000
1806080,,IN,1,1363,21715000,3189000,11778000,6748000,5246000,15382000
1806090,,IN,1,1961,27419000,3555000,17939000,5925000,5034000,22813000
1806120,,IN,1,2704,45953000,7741000,23470000,14742000,9953000,31869000
1806240,,IN,1,1262,18833000,2579000,11294000,4960000,4273000,15036000
1806270,,IN,1,1456,19624000,2136000,12438000,5050000,4047000,17248000
1806390,,IN,1,3753,68200000,17786000,36968000,13446000,8949000,56359000
1806480,,IN,1,1052,18960000,2057000,9636000,7267000,5473000,13534000
1806510,,IN,1,4086,59506000,10861000,35426000,13219000,10007000,49611000
1806570,,IN,1,5314,110480000,5801000,30800000,73879000,8804000,87500000
1806600,,IN,1,4299,63262000,4504000,34789000,23969000,20776000,46960000
1806630,,IN,1,970,14842000,1147000,8866000,4829000,3032000,12309000
1806660,,IN,1,1569,22318000,2011000,12896000,7411000,5665000,17073000
1806840,,IN,1,5274,73572000,11707000,48321000,13544000,9665000,58924000
1806870,,IN,1,2490,34990000,7018000,22821000,5151000,3334000,27642000
1806900,,IN,1,1490,23414000,3111000,13541000,6762000,4958000,21688000
1807020,,IN,1,814,9917000,964000,6976000,1977000,1533000,8425000
1807080,,IN,1,1105,14671000,1638000,9744000,3289000,2761000,11979000
1807110,,IN,1,1177,18352000,3367000,10342000,4643000,3581000,13309000
1807140,,IN,1,4340,58426000,7020000,37464000,13942000,10343000,47538000
1807230,,IN,1,2686,32686000,3097000,22497000,7092000,4817000,29113000
1807260,,IN,1,4526,70732000,3869000,37010000,29853000,18758000,48886000
1807290,,IN,1,2064,37436000,4429000,19141000,13866000,12068000,29661000
1807320,,IN,1,5141,88542000,21935000,49203000,17404000,10270000,64386000
1807350,,IN,1,4148,66493000,5269000,33536000,27688000,23738000,46662000
1807380,,IN,1,1110,15081000,2034000,9410000,3637000,2813000,12512000
1807410,,IN,1,11570,170398000,17599000,99093000,53706000,37518000,132624000
1807440,,IN,1,2886,48060000,9127000,27213000,11720000,6084000,38528000
1807470,,IN,1,873,12481000,1246000,7947000,3288000,2474000,9046000
1807560,,IN,1,2869,43434000,3163000,25264000,15007000,12470000,30586000
1807620,,IN,1,2028,27504000,2857000,16759000,7888000,6176000,20797000
1807650,,IN,1,10643,175815000,14609000,90841000,70365000,50537000,131048000
1807680,,IN,1,1628,28985000,5393000,14851000,8741000,7661000,22658000
1807710,,IN,1,1099,16291000,2129000,9383000,4779000,3866000,13657000
1807770,,IN,1,1921,33530000,3709000,17629000,12192000,10802000,25408000
1807800,,IN,1,914,15176000,2202000,8799000,4175000,3211000,11577000
1807830,,IN,1,1224,18708000,2229000,10630000,5849000,4398000,14546000
1807860,,IN,1,3886,56271000,5385000,35417000,15469000,11058000,46601000
1807890,,IN,1,858,11307000,1003000,7006000,3298000,2626000,9266000
1807900,,IN,1,1875,29827000,2809000,16122000,10896000,8228000,21876000
1807920,,IN,1,1169,18785000,1351000,10521000,6913000,5999000,13426000
1807950,,IN,1,1483,20012000,2119000,12314000,5579000,4383000,16086000
1807980,,IN,1,1360,21292000,1695000,11603000,7994000,6272000,15296000
1808010,,IN,1,2081,29552000,3118000,16769000,9665000,7896000,21336000
1808040,,IN,1,761,11134000,856000,6455000,3823000,3169000,8513000
1808070,,IN,1,694,11851000,1916000,6008000,3927000,3283000,8618000
1808100,,IN,1,1955,31987000,1985000,15282000,14720000,10970000,22663000
1808120,,IN,1,876,15005000,222000,7266000,7517000,3776000,12143000
1808130,,IN,1,909,13619000,1135000,8067000,4417000,3778000,9784000
1808160,,IN,1,786,12381000,1336000,7016000,4029000,3250000,8763000
1808190,,IN,1,1317,17278000,2884000,10956000,3438000,2571000,14170000
1808220,,IN,1,2467,33494000,2725000,19846000,10923000,7746000,26361000
1808250,,IN,1,7955,104948000,8226000,63284000,33438000,27048000,82006000
1808280,,IN,1,1351,16950000,1805000,11012000,4133000,3302000,13653000
1808310,,IN,1,1462,19712000,2652000,11885000,5175000,4000000,16455000
1808340,,IN,1,1642,23189000,2621000,14195000,6373000,4655000,18311000
1808460,,IN,1,478,9016000,1109000,4483000,3424000,2880000,7222000
1808490,,IN,1,887,12444000,1209000,8056000,3179000,2196000,10071000
1808640,,IN,1,1287,19386000,2767000,11331000,5288000,3386000,16022000
1808760,,IN,1,11513,142769000,13326000,92677000,36766000,27352000,118279000
1808820,,IN,1,16603,262994000,42174000,153329000,67491000,59243000,205789000
1808850,,IN,1,1982,26803000,3692000,18330000,4781000,4036000,23386000
1808900,,IN,1,1618,25512000,2785000,14579000,8148000,6896000,21923000
1808910,,IN,1,10928,172339000,22122000,100121000,50096000,38818000,144229000
1808940,,IN,1,979,12988000,1108000,8145000,3735000,2768000,11595000
1808970,,IN,1,5766,83925000,6790000,47188000,29947000,23716000,61291000
1809000,,IN,1,2441,35381000,2397000,19980000,13004000,10526000,24241000
1809060,,IN,1,3359,48114000,4811000,28879000,14424000,9185000,38565000
1809120,,IN,1,2003,25979000,2743000,16451000,6785000,4780000,21408000
1809150,,IN,1,6963,97078000,11836000,63150000,22092000,17371000,79741000
1809180,,IN,1,1494,20825000,1497000,11350000,7978000,5926000,14698000
1809300,,IN,1,1356,21911000,1097000,12912000,7902000,6525000,15826000
1809360,,IN,1,636,13873000,1705000,6372000,5796000,2518000,11979000
1809420,,IN,1,1539,26978000,5255000,14070000,7653000,5421000,21785000
1809480,,IN,1,2705,42644000,5471000,22771000,14402000,11141000,31791000
1809510,,IN,1,4638,66422000,11781000,44050000,10591000,8246000,59101000
1809600,,IN,1,857,12937000,1590000,7263000,4084000,2583000,10451000
1809630,,IN,1,1692,25626000,2217000,14825000,8584000,5509000,24011000
1809690,,IN,1,6055,99142000,9830000,54915000,34397000,29197000,71232000
1809720,,IN,1,945,12144000,939000,7809000,3396000,2459000,10053000
1809750,,IN,1,1913,30491000,4466000,17455000,8570000,7826000,25064000
1809810,,IN,1,1745,27435000,5803000,15891000,5741000,4535000,21656000
1809840,,IN,1,984,12679000,1611000,8434000,2634000,1988000,11416000
1809990,,IN,1,1246,16872000,3393000,10709000,2770000,2329000,14423000
1810020,,IN,1,2610,39582000,6290000,23342000,9950000,6885000,35948000
1810080,,IN,1,5281,67352000,7885000,45856000,13611000,10234000,58862000
1810110,,IN,1,673,9746000,1916000,5943000,1887000,1515000,7576000
1810140,,IN,1,4052,55907000,5967000,35412000,14528000,11483000,44994000
1810170,,IN,1,689,8816000,785000,5878000,2153000,1680000,7627000
1810230,,IN,1,1191,16580000,591000,9870000,6119000,3841000,12150000
1810260,,IN,1,1250,22422000,5974000,11123000,5325000,4291000,17054000
1810290,,IN,1,15964,281074000,45752000,153343000,81979000,69279000,268247000
1810350,,IN,1,2069,30149000,2856000,17228000,10065000,8001000,24528000
1810360,,IN,1,3071,45146000,5910000,26907000,12329000,7920000,38160000
1810380,,IN,1,707,10005000,1428000,6034000,2543000,2137000,8198000
1810410,,IN,1,1236,17480000,1619000,10081000,5780000,4457000,14109000
1810440,,IN,1,4481,54281000,4090000,35759000,14432000,11163000,44066000
1810450,,IN,1,1625,26122000,2110000,13296000,10716000,8650000,19454000
1810470,,IN,1,844,14059000,1715000,7552000,4792000,3794000,11124000
1810500,,IN,1,1060,15198000,941000,9050000,5207000,4143000,11787000
1810530,,IN,1,1095,18729000,2356000,10171000,6202000,4235000,14625000
1810560,,IN,1,1111,17907000,1923000,9782000,6202000,5396000,13617000
1810590,,IN,1,1615,25739000,4480000,14606000,6653000,4687000,20495000
1810620,,IN,1,988,15282000,2017000,8723000,4542000,3249000,11453000
1810640,,IN,1,1276,18102000,1498000,10520000,6084000,4899000,14625000
1810650,,IN,1,21603,309575000,17109000,170708000,121758000,103434000,240094000
1810680,,IN,1,1393,19824000,1526000,12405000,5893000,4262000,15809000
1810710,,IN,1,3756,49825000,3655000,30665000,15505000,10561000,40081000
1810740,,IN,1,518,7210000,934000,4256000,2020000,1614000,5487000
1810770,,IN,1,845,12199000,1300000,7073000,3826000,2885000,10374000
1810800,,IN,1,1303,18163000,3074000,11078000,4011000,3133000,15310000
1810830,,IN,1,596,8419000,763000,4769000,2887000,2685000,6259000
1810860,,IN,1,1650,25503000,2939000,14533000,8031000,6829000,20601000
1810870,,IN,1,1898,28735000,4385000,16570000,7780000,5269000,23615000
1810900,,IN,1,1040,14204000,1339000,8871000,3994000,2426000,12438000
1810920,,IN,1,1863,29071000,3839000,17025000,8207000,7486000,25603000
1810950,,IN,1,2202,35114000,4851000,19679000,10584000,7842000,27543000
1810980,,IN,1,835,13644000,2179000,7440000,4025000,2490000,10525000
1811100,,IN,1,2581,37102000,3820000,22451000,10831000,9556000,30261000
1811190,,IN,1,3770,54338000,4934000,31399000,18005000,14494000,43818000
1811220,,IN,1,1494,22429000,3803000,13379000,5247000,3472000,16381000
1811250,,IN,1,1302,17602000,1967000,11518000,4117000,2914000,14323000
1811260,,IN,1,1416,20143000,2128000,12720000,5295000,4309000,15523000
1811340,,IN,1,13591,185448000,11692000,115612000,58144000,43972000,140702000
1811370,,IN,1,1805,26681000,2720000,15937000,8024000,6213000,20784000
1811400,,IN,1,1444,22139000,1728000,12560000,7851000,5787000,17033000
1811430,,IN,1,764,14881000,1441000,6925000,6515000,5462000,11458000
1811460,,IN,1,3229,45624000,2115000,27446000,16063000,13121000,35025000
1811490,,IN,1,918,12871000,1671000,7874000,3326000,2474000,9717000
1811580,,IN,1,2252,32470000,3757000,19412000,9301000,7223000,28029000
1811610,,IN,1,1299,20311000,3414000,10361000,6536000,4427000,16248000
1811700,,IN,1,1407,22301000,1348000,11970000,8983000,7135000,17380000
1811730,,IN,1,6338,54638000,1178000,51232000,2228000,1466000,48194000
1811910,,IN,1,1274,17193000,1637000,10855000,4701000,3546000,14476000
1811970,,IN,1,6356,97225000,6554000,54017000,36654000,29861000,69693000
1812060,,IN,1,482,7193000,1066000,4090000,2037000,1537000,4935000
1812090,,IN,1,13940,199193000,25841000,128430000,44922000,32964000,168208000
1812120,,IN,1,2818,43443000,6315000,25286000,11842000,6678000,30836000
1812150,,IN,1,1569,21557000,2847000,13425000,5285000,2930000,18908000
1812180,,IN,1,2125,31710000,4504000,18182000,9024000,6304000,23906000
1812240,,IN,1,2878,45160000,4389000,24397000,16374000,12570000,34882000
1812360,,IN,1,11801,192696000,34713000,113542000,44441000,37154000,161988000
1812390,,IN,1,10070,130246000,14314000,84514000,31418000,25127000,112786000
1812420,,IN,1,6731,101443000,9360000,58606000,33477000,24077000,73753000
1812450,,IN,1,2443,34646000,5605000,22094000,6947000,5155000,25856000
1812720,,IN,1,10901,214141000,27580000,102114000,84447000,72467000,159501000
1812810,,IN,1,16343,282743000,44779000,156080000,81884000,61824000,224826000
1812870,,IN,1,2369,39117000,2470000,19218000,17429000,14531000,31087000
1812880,,IN,1,3132,38439000,3596000,25154000,9689000,7332000,30548000
1812900,,IN,1,2202,29037000,1872000,18799000,8366000,6582000,24576000
1812930,,IN,1,872,13088000,1993000,7961000,3134000,2554000,11623000
1812990,,IN,1,1676,25546000,2078000,13717000,9751000,7272000,17586000
1813050,,IN,1,801,12137000,1840000,7062000,3235000,2628000,9426000
1813080,,IN,1,8820,143463000,5738000,72548000,65177000,50923000,105288000
1813110,,IN,1,2107,34477000,4540000,17764000,12173000,10136000,27501000
1813200,,IN,1,1158,15412000,2138000,10169000,3105000,2273000,13285000
1813230,,IN,1,1243,22552000,3153000,11738000,7661000,5576000,17778000
1900006,,IA,1,1073,18999000,2267000,9680000,7052000,6029000,14048000
1900009,,IA,1,738,13367000,1457000,6143000,5767000,3820000,9656000
1900015,,IA,1,730,11328000,1303000,5611000,4414000,3540000,9560000
1900021,,IA,1,1199,20776000,1995000,2365000,16416000,14224000,14432000
1900022,,IA,1,1040,16953000,1417000,8382000,7154000,5509000,13023000
1900023,,IA,1,630,10416000,1142000,3526000,5748000,3361000,8314000
1900024,,IA,1,892,16485000,2327000,6907000,7251000,6027000,12033000
1900025,,IA,1,723,12849000,972000,4902000,6975000,5975000,9087000
1900026,,IA,1,550,10884000,1216000,3105000,6563000,5715000,7880000
1900027,,IA,1,663,12821000,1236000,5270000,6315000,5110000,8788000
1900028,,IA,1,568,10365000,751000,3740000,5874000,4285000,7923000
1900040,,IA,1,772,12543000,853000,4386000,7304000,4361000,8696000
1900060,,IA,1,493,7758000,1046000,1737000,4975000,2094000,5667000
1903060,,IA,1,690,13125000,1851000,4902000,6372000,4912000,8743000
1903150,,IA,1,2149,32504000,2722000,16922000,12860000,9311000,23187000
1903220,,IA,1,613,9505000,863000,4810000,3832000,2813000,7993000
1903270,,IA,1,1153,16844000,1940000,10101000,4803000,3966000,13589000
1903300,,IA,1,714,10775000,902000,4209000,5664000,3368000,8237000
1903360,,IA,1,1579,24657000,2524000,10076000,12057000,8450000,19623000
1903390,,IA,1,1103,17695000,2147000,8607000,6941000,5543000,14236000
1903450,,IA,1,589,9687000,1147000,4548000,3992000,3311000,7816000
1903480,,IA,1,836,14036000,1671000,6380000,5985000,4228000,10203000
1903540,,IA,1,4831,88255000,6877000,30494000,50884000,42778000,60998000
1903570,,IA,1,1218,23412000,3636000,10854000,8922000,6683000,14306000
1903690,,IA,1,12621,194511000,11367000,97945000,85199000,77337000,147871000
1903750,,IA,1,867,13046000,1252000,6729000,5065000,3699000,9921000
1903780,,IA,1,242,5301000,626000,1736000,2939000,2467000,2757000
1903850,,IA,1,318,7850000,647000,2492000,4711000,3481000,4603000
1903930,,IA,1,1555,30347000,2869000,11564000,15914000,6875000,18242000
1903960,,IA,1,547,9483000,1459000,3962000,4062000,3349000,6963000
1904080,,IA,1,754,12943000,1036000,5399000,6508000,5162000,9381000
1904200,,IA,1,1928,29131000,2188000,14405000,12538000,9564000,21442000
1904380,,IA,1,477,6770000,674000,2961000,3135000,2036000,5518000
1904440,,IA,1,527,9122000,1210000,3682000,4230000,3055000,7568000
1904560,,IA,1,510,8939000,1447000,3906000,3586000,2908000,6721000
1904620,,IA,1,488,8434000,930000,3812000,3692000,2739000,6401000
1904650,,IA,1,782,9961000,1064000,4565000,4332000,3241000,8377000
1904680,,IA,1,728,12718000,1455000,6142000,5121000,4091000,9747000
1904830,,IA,1,1633,24402000,2604000,11827000,9971000,7205000,17847000
1904860,,IA,1,4770,67344000,6366000,32971000,28007000,20371000,53907000
1904950,,IA,1,986,17339000,1951000,6510000,8878000,5040000,12791000
1905070,,IA,1,2627,38641000,3502000,20542000,14597000,10151000,26971000
1905130,,IA,1,1966,37262000,4627000,18778000,13857000,11322000,24444000
1905190,,IA,1,674,11608000,1187000,5124000,5297000,4178000,8020000
1905430,,IA,1,605,9625000,1241000,4057000,4327000,3339000,7077000
1905490,,IA,1,581,10686000,976000,4329000,5381000,3952000,7289000
1905750,,IA,1,475,8610000,1400000,2574000,4636000,3771000,6316000
1905790,,IA,1,3443,64752000,10512000,37232000,17008000,14419000,48145000
1905940,,IA,1,1258,14558000,858000,2869000,10831000,4658000,11705000
1906000,,IA,1,450,7463000,723000,3200000,3540000,2502000,5855000
1906060,,IA,1,962,14993000,1274000,6458000,7261000,4942000,12119000
1906240,,IA,1,1069,15567000,1882000,6070000,7615000,2896000,12163000
1906270,,IA,1,2328,32383000,3200000,18179000,11004000,7181000,24588000
1906330,,IA,1,1844,29204000,4078000,13016000,12110000,9886000,22890000
1906510,,IA,1,5920,87423000,8186000,44948000,34289000,29771000,67355000
1906540,,IA,1,15728,288467000,39982000,139860000,108625000,87763000,219600000
1906660,,IA,1,1523,22162000,1744000,11677000,8741000,5849000,17131000
1906750,,IA,1,1361,23027000,4009000,12684000,6334000,4817000,16592000
1906780,,IA,1,469,8257000,639000,4165000,3453000,2695000,5432000
1906810,,IA,1,1622,25837000,2611000,12354000,10872000,8059000,19653000
1906840,,IA,1,451,8135000,1034000,3622000,3479000,2718000,5481000
1906900,,IA,1,718,11018000,1682000,6428000,2908000,1992000,9455000
1906930,,IA,1,1228,15617000,1613000,6154000,7850000,4086000,13137000
1906960,,IA,1,794,12800000,1402000,6079000,5319000,4087000,9607000
1907050,,IA,1,1272,19246000,2294000,11096000,5856000,4924000,15704000
1907080,,IA,1,1603,28020000,5226000,13620000,9174000,7674000,22303000
1907170,,IA,1,1189,17310000,1733000,8733000,6844000,4382000,12882000
1907350,,IA,1,1066,15719000,2132000,7836000,5751000,3797000,11810000
1907380,,IA,1,1032,17858000,2071000,7513000,8274000,7029000,13891000
1907410,,IA,1,1331,22735000,2807000,12932000,6996000,5690000,16443000
1907440,,IA,1,302,5083000,588000,2589000,1906000,1395000,3764000
1907590,,IA,1,2975,52378000,4256000,21087000,27035000,21049000,37130000
1907620,,IA,1,1454,22811000,2030000,7918000,12863000,8717000,17269000
1907710,,IA,1,3475,61191000,7516000,35928000,17747000,13200000,44710000
1907860,,IA,1,5719,98365000,7621000,41098000,49646000,37041000,72121000
1907900,,IA,1,416,8613000,840000,3607000,4166000,3191000,5503000
1907920,,IA,1,403,8796000,790000,3383000,4623000,4183000,5325000
1907980,,IA,1,680,12052000,1661000,6569000,3822000,3022000,9048000
1908070,,IA,1,429,7355000,937000,3475000,2943000,2309000,5396000
1908130,,IA,1,431,9666000,972000,3188000,5506000,3959000,6727000
1908220,,IA,1,8792,165138000,26850000,88431000,49857000,39998000,129267000
1908310,,IA,1,1449,26145000,3674000,12786000,9685000,7597000,17809000
1908520,,IA,1,3660,56578000,3824000,26822000,25932000,20769000,39800000
1908550,,IA,1,694,10177000,905000,4177000,5095000,2507000,8060000
