building_irn,building_name,district_irn,district_name,county,enrollment,chronic_absenteeism,achievement_star_rating,performance_index_2425,performance_index_2324,performance_index_2223
010314,Martins Ferry Middle School,044347,Martins Ferry City,Belmont,434,24.2,3,82.9,79.8,82.2
010348,Wauseon Elementary School,045641,Wauseon Exempted Village,Fulton,394,8.3,3,87.2,90.8,88.4
010355,Toth Elementary School,045583,Perrysburg Exempted Village,Wood,409,7.5,5,104.2,105.7,108.0
010371,Elmhurst Elementary School,044909,Toledo City,Lucas,384,17.6,3,88.3,89.5,88.5
010413,Elmwood Elementary School,044040,Garfield Heights City Schools,Cuyahoga,387,40.3,2,67.1,63.9,55.7
010421,Springfield School of Innovation,044818,Springfield City School District,Clark,114,47.8,2,67.9,56.4,47.5
010439,Elmwood High School,050682,Elmwood Local,Wood,312,10.6,3,83.3,80.9,89.2
010454,Ely Elementary School,043943,Elyria City Schools,Lorain,470,31.3,2,67.0,74.5,66.7
010462,Elyria High School,043943,Elyria City Schools,Lorain,1497,40.4,2,66.8,65.8,67.5
010504,Emerson Elementary School,045047,Westerville City,Franklin,252,8.3,5,102.7,102.9,104.9
010512,Emerson Primary School,044784,Sidney City,Shelby,332,25.0,,NC,NC,NC
010603,Englewood Hills Elementary School,048728,Northmont City,Montgomery,364,16.3,3,88.3,90.4,89.0
010611,Greenon Elementary School,046235,Greenon Local,Clark,901,16.9,3,85.2,86.0,85.3
010652,Erieview Elementary School,048124,Avon Lake City,Lorain,273,7.6,5,101.8,105.3,106.9
010660,North Royalton High School,044545,North Royalton City,Cuyahoga,1327,17.8,4,99.5,100.0,101.6
010686,Ervin Carlisle Elementary School,043877,Delaware City,Delaware,529,10.2,4,97.1,90.6,87.1
010702,Coventry Middle School,049999,Coventry Local,Summit,429,28.7,3,88.0,86.7,87.7
010751,Eastern Heights Middle School,043943,Elyria City Schools,Lorain,547,37.3,2,64.0,60.2,57.5
010769,Eastern High School,046037,Eastern Local School District,Brown,248,16.6,3,86.4,92.4,88.0
010777,Watkins Intermediate School,048041,Southwest Licking Local,Licking,802,10.5,4,94.5,94.2,93.5
010785,Etna Road Elementary School,045070,Whitehall City,Franklin,509,22.3,2,69.6,75.6,74.1
010793,Euclid Middle School,043950,Euclid City,Cuyahoga,873,43.2,2,60.4,56.2,56.2
010801,Euclid Park Elementary School,043786,Cleveland Municipal,Cuyahoga,284,45.7,2,56.8,56.6,59.4
010811,Ruskin Elementary School,043844,Dayton City,Montgomery,553,33.5,2,60.2,63.2,56.7
010819,Euclid High School,043950,Euclid City,Cuyahoga,1308,59.8,2,63.6,64.2,62.5
010827,McDowell Early Learning School,050021,Hudson City,Summit,370,4.2,,NC,NC,NC
010836,Gallia Academy Middle School,044032,Gallipolis City,Gallia,402,40.0,2,74.4,73.0,71.4
010843,Evendale Elementary School,044677,Princeton City,Hamilton,229,18.0,4,94.9,92.8,89.8
010868,Evening Street Elementary School,045138,Worthington City,Franklin,488,4.5,5,109.0,107.5,106.4
010876,Arts Impact Middle School (Aims),043802,Columbus City Schools District,Franklin,504,54.4,2,55.7,54.1,53.5
010884,Evergreen High School,047050,Evergreen Local,Fulton,296,12.6,4,99.3,95.9,96.0
010926,Fairbanks High School,050328,Fairbanks Local,Union,348,16.5,4,98.8,96.3,94.8
010967,Fairfax Elementary School,043794,Cleveland Heights-University Heights City,Cuyahoga,302,24.2,3,85.8,85.9,86.8
010975,Fairfax Elementary School,045492,Mentor Exempted Village,Lake,304,9.1,4,90.8,92.5,88.3
010983,Crestview Middle School,046433,Crestview Local,Columbiana,365,22.3,4,90.5,89.1,92.2
010991,Fairfield Freshman High School,046102,Fairfield City,Butler,699,17.6,4,96.0,96.9,88.0
011007,Fairfield Elementary School,044362,Maumee City,Lucas,319,8.3,4,98.2,100.3,90.7
011023,South Central Elementary School,047738,South Central Local,Huron,375,7.4,4,91.0,92.6,92.3
011031,Fairfield Local Elementary School,047621,Fairfield Local,Highland,433,8.0,4,93.6,97.0,91.3
011049,Fairfield High School,046102,Fairfield City,Butler,1778,34.2,3,81.3,77.6,76.5
011056,Fairfield Local High School,047621,Fairfield Local,Highland,208,24.5,4,93.1,89.5,88.5
011064,Bremen Elementary School,046870,Fairfield Union Local,Fairfield,354,11.8,3,87.5,86.7,90.0
011072,Fairfield Union High School,046870,Fairfield Union Local,Fairfield,551,21.9,4,94.1,90.5,89.1
011106,Fairland East Elementary School,047936,Fairland Local,Lawrence,296,12.2,,NC,NC,NC
011114,Fairland High School,047936,Fairland Local,Lawrence,337,28.9,3,80.2,80.6,81.5
011122,Fairland Middle School,047936,Fairland Local,Lawrence,330,25.9,4,93.0,87.7,89.2
011130,Judith A Resnik Community Learning Center,043489,Akron City,Summit,365,22.5,3,80.2,84.7,85.4
011155,Fairlawn Elementary School,049775,Fairlawn Local,Shelby,262,6.2,5,101.4,105.0,102.4
011163,Fairlawn High School,049775,Fairlawn Local,Shelby,232,14.2,4,93.4,91.9,93.2
011171,Fairless High School,049841,Fairless Local,Stark,294,23.3,3,84.1,82.1,81.2
011189,Fairmoor Elementary School,043802,Columbus City Schools District,Franklin,466,55.4,1,49.9,45.6,46.8
011239,Fairport Harding High School,045369,Fairport Harbor Exempted Village,Lake,269,42.3,2,72.5,65.0,66.5
011247,Fairview-Clifton German Language School,043752,Cincinnati Public Schools,Hamilton,647,7.8,4,93.7,95.4,91.7
011262,Fairview Elementary School,043844,Dayton City,Montgomery,470,44.0,1,45.9,46.4,42.1
011288,Fairview High School,046714,Central Local,Defiance,250,8.8,4,97.7,92.4,90.6
011291,Village Preparatory School Cliffs,043786,Cleveland Municipal,Cuyahoga,495,48.1,2,60.3,66.1,69.0
011304,Fairview High School,043976,Fairview Park City,Cuyahoga,411,22.5,4,94.6,90.7,89.5
011312,Fairwood Alternative Elementary School,043802,Columbus City Schools District,Franklin,192,66.1,1,53.1,46.6,43.0
011319,Eliza Northrop Elementary,044388,Medina City SD,Medina,467,11.0,4,95.6,91.6,94.4
011321,Ralph E. Waite Elementary,044388,Medina City SD,Medina,501,9.0,5,102.3,98.1,104.1
011324,Hardin Community School,011324,Hardin Community School,Hardin,37,2.9,1,46.2,36.9,37.9
011346,Fallen Timbers Middle School,048207,Anthony Wayne Local,Lucas,708,6.8,5,108.8,108.1,106.2
011368,Sycamore Creek Elementary School,046896,Pickerington Local,Fairfield,603,8.4,5,102.1,104.0,99.5
011369,Toll Gate Middle School,046896,Pickerington Local,Fairfield,599,8.7,5,103.0,103.6,103.0
011370,Toll Gate Elementary,046896,Pickerington Local,Fairfield,882,8.1,5,103.5,105.9,104.8
011381,Greater Summit County Early Learning Center,011381,Greater Summit County Early Learning Center,Summit,98,37.3,5,103.9,103.3,98.8
011390,Bella Academy of Excellence,011390,Bella Academy of Excellence,Cuyahoga,152,41.5,2,61.3,60.8,59.5
011395,Valley View Elementary School,048744,Valley View Local,Montgomery,817,12.8,4,93.5,84.3,87.1
011429,Fassett Junior High  School,044602,Oregon City,Lucas,478,23.1,3,86.4,83.9,83.9
011430,Defiance Elementary School,043869,Defiance City,Defiance,1070,13.3,3,83.6,86.6,84.6
011439,Renaissance Academy dba Bessie Sherrod Price Preparatory Aca,011439,Renaissance Academy dba Bessie Sherrod Price Preparatory Aca,Franklin,127,80.6,1,36.4,38.2,38.8
011452,Fayetteville-Perry Elementary School,046045,Fayetteville-Perry Local,Brown,345,11.6,3,84.6,88.9,90.1
011460,Fayetteville-Perry High School,046045,Fayetteville-Perry Local,Brown,197,19.4,3,85.2,86.5,86.0
011462,South Central Junior High School,047738,South Central Local,Huron,153,12.2,3,81.8,76.1,80.9
011463,Teays Valley West Middle School,049098,Teays Valley Local,Pickaway,578,19.9,4,92.8,90.2,92.1
011468,Columbus Bilingual Academy-North,011468,Columbus Bilingual Academy-North,Franklin,519,40.5,2,70.5,67.0,64.0
011478,Federal Hocking High School,045914,Federal Hocking Local,Athens,205,36.4,2,76.6,71.6,73.5
011482,Fairwood Elementary School,044107,Hamilton City,Butler,615,27.8,2,70.4,66.5,70.3
011483,Linden Elementary School,044107,Hamilton City,Butler,682,24.4,3,78.8,81.8,82.5
011484,Ridgeway Elementary School,044107,Hamilton City,Butler,702,18.9,3,87.6,87.9,86.2
011485,Bridgeport Elementary School,044107,Hamilton City,Butler,573,23.8,3,78.7,76.8,71.0
011493,Rayen Early College Middle School,045161,Youngstown City,Mahoning,364,34.8,2,71.6,73.7,80.2
011494,Felicity-Franklin Local  Elementary School,046334,Felicity-Franklin Local,Clermont,345,25.6,4,95.5,96.8,97.1
011502,Felicity-Franklin Local  High School,046334,Felicity-Franklin Local,Clermont,176,29.1,2,77.1,77.0,74.3
011506,Dayton Regional STEM Schools,011506,Dayton Regional STEM Schools,Montgomery,774,10.6,5,102.4,104.3,101.3
011511,Lakeland Academy Community School,011511,Lakeland Academy Community School,Harrison,75,25.9,2,57.5,56.5,66.0
011518,Superior Intermediate School,043513,Ashtabula Area City,Ashtabula,373,33.8,2,65.8,59.6,69.6
011528,Jacob Coy Middle School,047241,Beavercreek City,Greene,1016,13.1,4,98.9,96.7,96.7
011532,National Inventors Hall of Fame School; Center for STEM,043489,Akron City,Summit,382,16.4,4,91.1,85.8,87.1
011533,Horizon Science Academy Lorain,011533,Horizon Science Academy Lorain,Lorain,823,27.6,2,68.5,68.3,65.6
011534,Horizon Science Academy Dayton High School,011534,Horizon Science Academy Dayton High School,Montgomery,290,61.9,1,52.3,52.3,48.3
011536,Fernway Elementary School,044750,Shaker Heights City,Cuyahoga,327,9.9,4,93.9,99.9,90.7
011551,Field High School,049197,Field Local,Portage,516,26.1,3,87.5,89.1,88.6
011569,Field Middle School,049197,Field Local,Portage,442,21.8,4,90.6,88.6,91.4
011579,Cherry Hill Primary,045013,Washington Court House City,Fayette,506,29.1,,NC,NC,NC
011580,Belle Aire Intermediate,045013,Washington Court House City,Fayette,391,24.6,3,82.6,85.5,90.9
011593,Hubbard Elementary School,043802,Columbus City Schools District,Franklin,280,48.5,2,68.6,64.2,61.7
011601,Struthers Middle School,044859,Struthers City,Mahoning,493,27.8,3,80.6,76.0,77.8
011609,Hughes STEM High School,043752,Cincinnati Public Schools,Hamilton,1144,60.9,2,56.7,55.6,54.6
011619,Highland Elementary School,044107,Hamilton City,Butler,712,30.9,2,76.0,75.6,75.9
011627,Findlay High School,043984,Findlay City,Hancock,1469,22.3,4,89.8,85.7,89.8
011635,Findley Community Learning Center,043489,Akron City,Summit,550,28.8,2,61.8,60.2,51.2
011643,Finland Elementary School,044800,South-Western City,Franklin,398,33.3,2,72.8,65.0,74.9
011668,Finneytown Secondary Campus - Middle and High School,047332,Finneytown Local,Hamilton,478,40.5,2,74.6,70.9,70.8
011676,Firelands Elementary School,048157,Firelands Local,Lorain,788,9.9,4,95.0,97.3,98.1
011684,Firelands High School,048157,Firelands Local,Lorain,448,15.8,4,93.4,89.7,91.0
011692,Firestone Community Learning Center,043489,Akron City,Summit,1011,59.4,2,76.8,68.2,68.4
011707,Evolve Academy,044388,Medina City SD,Medina,13,88.1,1,49.1,NC,50.7
011708,South Gallia Middle School,065680,Gallia County Local,Gallia,114,29.4,2,60.2,69.2,70.5
011710,Olmsted Falls Early Childhood Center,046573,Olmsted Falls City,Cuyahoga,327,13.6,,NC,NC,NC
011732,Bucyrus Elementary School,043687,Bucyrus City,Crawford,566,17.8,2,76.4,73.4,75.4
011734,Rittman Middle School,045591,Rittman Exempted Village,Wayne,189,14.2,3,86.8,84.5,87.8
011748,Wapakoneta Elementary,044982,Wapakoneta City,Auglaize,801,8.3,3,86.8,91.3,91.4
011749,Wapakoneta Jr. High,044982,Wapakoneta City,Auglaize,208,15.4,4,90.7,86.2,84.3
011767,Fishcreek Elementary School,044834,Stow-Munroe Falls City School District,Summit,303,10.7,4,96.3,94.0,98.7
011768,Buckeye Central Middle School,046508,Buckeye Central Local,Crawford,189,11.9,4,94.7,97.0,95.0
011783,Olmsted Falls Intermediate Building,046573,Olmsted Falls City,Cuyahoga,505,11.4,4,95.7,100.1,100.4
011791,Fitch High School,048298,Austintown Local Schools,Mahoning,1226,32.4,3,86.0,83.7,87.2
011817,Fairborn Primary School,043968,Fairborn City,Greene,1291,24.3,,NC,NC,NC
011868,North College Hill Middle School,044511,North College Hill City,Hamilton,445,61.7,1,51.0,53.5,54.5
011908,Berea-Midpark Middle School,043612,Berea City,Cuyahoga,1500,25.2,3,81.3,81.9,82.7
011916,Riverdale Elementary School,047514,Riverdale Local,Hancock,192,12.8,,NC,NC,NC
011923,Northeast Ohio College Preparatory School,043786,Cleveland Municipal,Cuyahoga,358,78.7,2,62.3,62.3,60.3
011924,Forest Elementary School,044925,Troy City,Miami,190,17.6,3,88.3,84.2,81.1
011932,Forest Hill Community Learning Center,043489,Akron City,Summit,410,19.6,2,69.0,71.6,69.1
011943,South Bloomfield Elementary,049098,Teays Valley Local,Pickaway,606,11.0,4,97.6,96.3,98.7
011947,Imagine Akron Academy,011947,Imagine Akron Academy,Summit,28,31.2,,NC,NC,NC
011957,Forest Park Elementary School,043802,Columbus City Schools District,Franklin,382,31.0,2,64.0,60.8,58.8
011967,The Richland School of Academic Arts,011967,The Richland School of Academic Arts,Richland,338,28.1,2,75.4,77.4,78.8
011972,Graham Elementary and Middle School,011972,Graham Elementary and Middle School,Franklin,303,48.9,2,58.0,58.1,48.8
011973,Winton Woods Intermediate School,044081,Winton Woods City,Hamilton,609,28.6,2,63.9,62.7,59.1
011976,Horizon Science Academy Dayton Downtown,011976,Horizon Science Academy Dayton Downtown,Montgomery,185,53.2,1,51.4,51.1,46.8
011986,Horizon Science Academy Youngstown,011986,Horizon Science Academy Youngstown,Mahoning,428,43.9,2,76.4,72.3,71.7
011993,Jane Chance Intermediate School,044396,Miamisburg City,Montgomery,327,18.6,3,85.0,85.3,84.4
011994,Wynford Middle School,046524,Wynford Local,Crawford,237,16.5,3,80.6,79.7,83.5
011995,Columbus International High School,043802,Columbus City Schools District,Franklin,521,63.2,2,58.5,51.4,48.0
011996,Columbus City Preparatory School for Girls,043802,Columbus City Schools District,Franklin,190,48.3,2,67.1,63.8,65.5
011997,Columbus City Preparatory School for Boys,043802,Columbus City Schools District,Franklin,101,62.2,1,48.1,46.1,50.3
012009,Zenith Academy East,012009,Zenith Academy East,Franklin,183,0.0,2,68.0,62.6,62.6
012010,Cleveland College Preparatory School,012010,Cleveland College Preparatory School,Cuyahoga,161,73.6,1,50.5,47.4,52.5
012011,Columbus Performance Academy,012011,Columbus Performance Academy,Franklin,146,67.4,2,73.0,80.8,66.1
012015,Geneva Platt R. Spencer Elementary School,044057,Geneva Area City,Ashtabula,338,29.9,3,82.2,77.1,79.8
012025,Constellation Schools: Stockyard Community Middle,012025,Constellation Schools: Stockyard Community Middle,Cuyahoga,34,69.5,2,60.1,52.9,42.0
012030,Near West Intergenerational School,043786,Cleveland Municipal,Cuyahoga,212,23.4,4,90.1,87.6,83.9
012033,Foxfire Intermediate School,048850,Maysville Local,Muskingum,127,45.7,1,49.2,44.0,47.1
012036,Regent High School,012036,Regent High School,Cuyahoga,274,99.8,1,52.1,50.1,48.9
012037,Mason Run High School,012037,Mason Run High School,Franklin,142,98.4,1,46.5,45.2,51.2
012038,Old Brook High School,012038,Old Brook High School,Cuyahoga,478,98.4,1,53.9,53.0,56.6
012039,Fostoria Junior/Senior High School,043992,Fostoria City,Wood,656,40.6,2,65.7,65.2,68.5
012040,Road to Success Academy,012040,Road to Success Academy,Franklin,68,100.0,1,46.1,31.2,39.7
012041,Central High School,012041,Central High School,Franklin,99,79.0,1,36.4,41.6,37.9
012042,Southern Cleveland Drop Back Indba Innovative Career Academy,012042,Southern Cleveland Drop Back Indba Innovative Career Academy,Cuyahoga,69,83.9,2,59.9,49.0,35.6
012043,West Cleveland Drop Back In dba Frederick Douglass High Scho,012043,West Cleveland Drop Back In dba Frederick Douglass High Scho,Cuyahoga,556,97.9,1,47.1,46.8,52.9
012044,Capital High School,012044,Capital High School,Franklin,71,96.9,1,32.0,30.3,44.6
012045,Patriot Preparatory Academy,012045,Patriot Preparatory Academy,Franklin,723,20.0,3,80.2,77.7,78.0
012054,North Central Academy,012054,North Central Academy,Seneca,64,62.0,2,56.6,47.9,51.6
012060,Akros Middle School,012060,Akros Middle School,Summit,123,36.4,1,54.1,52.8,59.0
012096,Adena Elementary School,049494,Adena Local,Ross,529,14.7,3,83.1,81.1,83.4
012103,General Rosecrans Elementary,046748,Big Walnut Local,Delaware,287,5.9,4,93.3,97.1,97.2
012105,Southside Academy,012105,Southside Academy,Mahoning,179,71.5,2,68.6,85.2,54.2
012112,River's Edge Montessori Elementary School,043844,Dayton City,Montgomery,548,13.5,2,73.2,71.8,65.7
012120,Franklin Elementary School,043885,Delphos City,Allen,363,13.5,4,99.2,102.1,103.7
012195,Franklin Monroe Elementary School,046649,Franklin Monroe Local,Darke,287,1.1,5,104.0,102.8,103.3
012229,Ben Franklin Elementary School,044453,Newark City,Licking,264,27.3,3,77.9,75.0,77.0
012245,Franklin Elementary School,044354,Massillon City,Stark,485,33.0,3,84.6,89.8,89.8
012286,Franklin Elementary School,044974,Wadsworth City,Medina,247,10.6,4,99.6,95.4,92.2
012310,Franklin High School,044008,Franklin City,Warren,628,31.1,3,81.6,83.5,84.5
012328,Franklin Heights High School,044800,South-Western City,Franklin,1374,48.8,2,75.5,72.4,68.9
012335,New Beginnings,044263,Lorain City,Lorain,144,87.9,1,37.2,33.9,38.1
012348,Harrison Central Elementary School,045245,Harrison Hills City,Harrison,769,25.0,2,77.3,79.1,76.3
012350,Campus International School,043786,Cleveland Municipal,Cuyahoga,694,20.2,3,83.7,81.9,79.8
012352,New Technology West,043786,Cleveland Municipal,Cuyahoga,303,64.7,2,63.9,55.8,57.5
012355,Facing History High School@Charles Mooney,043786,Cleveland Municipal,Cuyahoga,139,83.2,1,53.6,60.6,55.4
012369,Hamilton Elementary School,043943,Elyria City Schools,Lorain,430,43.8,1,49.5,51.9,56.3
012377,Franklin Monroe High School,046649,Franklin Monroe Local,Darke,207,2.1,4,90.2,91.3,92.0
012391,Metro Early College High School,012391,Metro Early College High School,Franklin,856,14.6,4,89.6,85.9,86.0
012394,Warrensville Heights Elementary School,045005,Warrensville Heights City,Cuyahoga,686,24.9,2,70.0,69.6,68.3
012401,Frazer Elementary School,049932,Plain Local,Stark,260,12.1,5,103.5,100.0,98.2
012410,Mapleton Middle School,045831,Mapleton Local,Ashland,171,28.4,3,86.8,83.2,82.7
012419,Frazeysburg Elementary School,048876,Tri-Valley Local,Muskingum,297,17.2,4,99.9,101.2,98.4
012443,Fredericktown Elementary School,047852,Fredericktown Local,Knox,535,11.4,4,95.0,96.4,96.8
012450,Fredericktown High School,047852,Fredericktown Local,Knox,279,19.0,4,94.2,86.7,88.2
012492,Fremont Middle School,044016,Fremont City,Sandusky,790,23.4,2,76.2,73.1,77.2
012495,Big Walnut Intermediate School,046748,Big Walnut Local,Delaware,662,9.7,4,96.7,92.8,92.9
012500,Fremont Ross High School,044016,Fremont City,Sandusky,820,31.4,3,79.3,74.2,72.3
012501,Beacon Hill Community School AKA Beacon Hill Academy,012501,Beacon Hill Community School AKA Beacon Hill Academy,Wayne,175,12.8,3,87.1,85.8,82.1
012518,French Run Elementary School,047001,Reynoldsburg City,Franklin,395,21.5,2,76.5,72.4,71.5
012523,Madison-Plains Elementary School,048272,Madison-Plains Local,Madison,322,10.9,3,83.1,90.3,87.2
012524,Madison-Plains Intermediate School,048272,Madison-Plains Local,Madison,273,15.1,3,84.8,89.2,92.3
012528,The Academy for Urban Scholars,012528,The Academy for Urban Scholars,Franklin,387,16.9,1,42.6,40.0,33.1
012529,Focus North High School,012529,Focus North High School,Franklin,260,90.7,1,51.9,47.7,50.3
012541,University of Cleveland Preparatory School,012541,University of Cleveland Preparatory School,Cuyahoga,146,67.0,1,47.2,43.9,47.6
012555,Crestview Middle School,050351,Crestview Local,Van Wert,192,10.1,4,94.1,92.2,93.0
012558,Global Village Academy,012558,Global Village Academy,Cuyahoga,234,5.4,4,91.3,91.5,94.1
012560,Summit Road Elementary,047001,Reynoldsburg City,Licking,409,16.4,3,83.1,84.1,85.6
012567,Frontier High/Middle School,050492,Frontier Local,Washington,208,33.7,2,76.5,79.0,81.5
012591,Fort Frye High School,050484,Fort Frye Local,Washington,222,14.6,4,96.3,92.4,93.4
012609,Fort Island Primary Elementary School,049981,Copley-Fairlawn City,Summit,358,12.8,5,101.4,100.0,103.4
012617,Fort Jennings Elementary School,049338,Jennings Local,Putnam,148,2.9,4,96.4,91.7,95.9
012625,Fort Jennings High School,049338,Jennings Local,Putnam,172,8.7,4,93.2,94.0,95.1
012633,Fort Loramie Elementary School,049783,Fort Loramie Local,Shelby,404,1.1,5,110.6,111.7,110.6
012641,Fort Loramie Junior-Senior High School,049783,Fort Loramie Local,Shelby,244,1.9,5,106.1,107.1,106.0
012644,STEAM Academy of Warren,012644,STEAM Academy of Warren,Trumbull,362,35.8,4,93.7,84.8,75.4
012666,Fort Miami Elementary School,044362,Maumee City,Lucas,349,14.3,4,90.8,94.1,79.8
012671,Constellation Schools: Eastside Arts Academy,012671,Constellation Schools: Eastside Arts Academy,Cuyahoga,149,43.0,2,64.8,58.7,63.5
012674,Fort Recovery High School,048595,Fort Recovery Local,Mercer,255,8.4,5,103.8,104.5,100.7
012682,Albert Bushnell Hart,043786,Cleveland Municipal,Cuyahoga,259,52.6,2,61.6,53.4,54.6
012684,Broadway Academy,012684,Broadway Academy,Cuyahoga,448,66.2,3,78.4,62.3,66.6
012708,Evergreen Elementary School,047050,Evergreen Local,Fulton,491,9.9,5,105.4,101.5,102.7
012724,Heath Middle School,044115,Heath City,Licking,368,13.4,4,91.9,89.3,89.8
012740,Fulton Elementary School,044818,Springfield City School District,Clark,435,29.1,1,51.7,52.8,45.2
012757,Furry Elementary School,046813,Perkins Local,Erie,494,10.7,,NC,NC,NC
012765,Prairie Run Elementary School,046748,Big Walnut Local,Delaware,352,10.2,4,92.8,98.1,101.3
012773,Galion High School,044024,Galion City,Crawford,392,23.8,3,78.5,75.7,74.1
012781,Galion Middle School,044024,Galion City,Crawford,343,26.2,3,78.9,78.2,80.9
012799,Gallia Academy High School,044032,Gallipolis City,Gallia,434,38.5,2,70.9,74.4,71.9
012823,Wiggin Street Elementary School,044420,Mount Vernon City,Knox,216,6.3,5,103.4,105.2,101.1
012849,Garaway High School,050278,Garaway Local,Tuscarawas,436,7.3,4,97.2,95.6,92.4
012856,Baltic Elementary School,050278,Garaway Local,Tuscarawas,138,3.6,4,92.9,87.1,88.1
012867,Townsend Community School,012867,Townsend Community School,Erie,395,39.8,1,53.8,56.1,54.2
012898,Garfield Elementary School,043786,Cleveland Municipal,Cuyahoga,536,37.4,2,70.6,67.2,67.4
012905,Van Wert Early Childhood Center,044966,Van Wert City,Van Wert,353,23.3,,NC,NC,NC
012922,Garfield Elementary School,044909,Toledo City,Lucas,432,49.5,1,46.8,49.9,48.2
012924,DECA PREP,012924,DECA PREP,Montgomery,940,27.4,2,72.2,72.4,70.3
012963,Garfield Elementary School,044263,Lorain City,Lorain,265,57.2,1,48.2,45.9,51.1
012971,Garfield Elementary School,045039,Wellsville Local,Columbiana,205,39.4,,NC,NC,82.5
013034,Village Preparatory School Woodland Hills,043786,Cleveland Municipal,Cuyahoga,492,58.1,1,50.8,49.8,52.3
013060,James A Garfield Elementary School,049205,James A Garfield Local,Portage,666,19.0,4,90.2,89.2,85.0
013078,Garfield Elementary School,044115,Heath City,Licking,332,11.5,,NC,NC,NC
013102,Garfield Middle School,044107,Hamilton City,Butler,788,36.1,2,70.1,70.7,74.5
013110,James A Garfield High School,049205,James A Garfield Local,Portage,329,23.8,4,92.4,89.6,88.5
013124,Massillon Intermediate School,044354,Massillon City,Stark,898,33.2,2,73.6,71.2,73.3
013126,Kleptz Early Childhood Learning Center,048728,Northmont City,Montgomery,873,22.3,,NC,NC,NC
013128,Garfield Community Learning Center,043489,Akron City,Summit,866,71.9,2,62.6,56.6,51.0
013132,Lake Erie College Preparatory School,013132,Lake Erie College Preparatory School,Cuyahoga,279,63.9,2,65.0,58.5,59.8
013136,Garfield Heights High School,044040,Garfield Heights City Schools,Cuyahoga,859,72.0,2,63.3,61.4,55.8
013144,Garfield Heights Middle School,044040,Garfield Heights City Schools,Cuyahoga,559,61.4,1,51.7,45.8,50.4
013147,STEAM Academy of Warrensville Heights,013147,STEAM Academy of Warrensville Heights,Cuyahoga,342,61.3,2,74.0,66.9,68.6
013148,Stepstone Academy,043786,Cleveland Municipal,Cuyahoga,192,66.9,2,55.9,57.0,56.6
013170,The Brilliance School,013170,The Brilliance School,Cuyahoga,230,57.8,1,51.1,46.2,45.9
013175,SunBridge Schools,013175,SunBridge Schools,Lucas,255,69.4,1,46.4,46.0,42.5
013177,James A Garfield Middle School,049205,James A Garfield Local,Portage,167,23.3,4,90.6,88.2,83.2
013184,Hyde Park School,043752,Cincinnati Public Schools,Hamilton,624,9.7,5,103.0,106.0,106.1
013193,Gates Mills Elementary School,044370,Mayfield City,Cuyahoga,120,17.4,5,112.5,107.8,111.3
013195,Ann Jerkins-Harris Academy of Excellence,013195,Ann Jerkins-Harris Academy of Excellence,Lucas,130,35.2,1,40.8,42.1,43.4
013199,Cleveland Preparatory Academy,013199,Cleveland Preparatory Academy,Cuyahoga,117,81.9,2,64.7,51.4,53.3
013219,Geneva High School,044057,Geneva Area City,Ashtabula,634,41.0,3,85.2,87.7,86.3
013227,Geneva Middle School,044057,Geneva Area City,Ashtabula,440,32.5,2,71.4,74.5,77.6
013231,National Inventors Hall of Fame STEM HS at Robinson CLC,043489,Akron City,Summit,311,22.2,3,83.9,85.7,78.2
013232,A+ Children's Academy,013232,A+ Children's Academy,Franklin,98,67.6,2,56.1,58.6,57.7
013243,Genoa Area High School,048942,Genoa Area Local,Ottawa,302,15.4,4,90.9,85.7,89.0
013249,Academy for Urban Scholars Youngstown,013249,Academy for Urban Scholars Youngstown,Mahoning,374,48.4,1,49.5,39.6,37.6
013250,Genoa Area Middle School,048942,Genoa Area Local,Ottawa,279,14.9,3,88.6,84.8,88.3
013253,Ohio College Preparatory School,013253,Ohio College Preparatory School,Cuyahoga,164,56.9,3,85.6,53.3,58.4
013254,Akron Preparatory School,013254,Akron Preparatory School,Summit,352,69.0,2,56.1,56.3,52.9
013255,Canton College Preparatory School,013255,Canton College Preparatory School,Stark,398,54.4,2,64.1,60.9,53.7
013268,Southway Elementary School,049924,Perry Local,Stark,467,14.2,4,89.3,92.1,90.5
013276,George H Gerke Elementary School,044008,Franklin City,Warren,244,22.1,,NC,79.7,82.9
013284,Highview 6th Grade Center,044404,Middletown City,Butler,426,37.5,2,61.8,52.7,55.4
013292,George Washington Carver,043786,Cleveland Municipal,Cuyahoga,341,57.0,1,49.3,45.3,42.4
013298,Western Primary,049155,Western Local,Pike,256,26.9,2,74.3,73.6,68.4
013322,Westbrooke Village,048694,Trotwood-Madison City,Montgomery,331,31.6,2,58.4,56.1,50.5
013326,Georgetown Jr/Sr High School,045377,Georgetown Exempted Village,Brown,374,21.3,3,88.9,89.0,87.0
013334,Georgian Heights Alt Elementary School,043802,Columbus City Schools District,Franklin,481,33.7,2,69.2,73.8,75.1
013367,Valley View Middle School,048744,Valley View Local,Montgomery,386,17.0,3,83.7,85.4,83.7
013409,Gibbs Elementary School,043711,Canton City,Stark,363,22.0,2,58.8,52.9,51.0
013425,James J Hilfiker Elementary School,045385,Gibsonburg Exempted Village,Sandusky,365,7.0,4,98.3,98.4,93.9
013433,Gibsonburg High School,045385,Gibsonburg Exempted Village,Sandusky,189,15.2,3,80.6,76.8,81.8
013458,Pandora-Gilboa Middle School,049395,Pandora-Gilboa Local,Putnam,153,4.6,4,92.7,91.6,94.9
