building_irn,building_name,district_irn,district_name,county,enrollment,chronic_absenteeism,achievement_star_rating,performance_index_2425,performance_index_2324,performance_index_2223
084970,Boyd E Smith Elementary School,045500,Milford Exempted Village,Clermont,444,9.1,5,103.6,104.6,104.9
084988,River View Intermediate School,046482,River View Local,Coshocton,479,14.2,3,85.6,89.6,86.3
085076,Deer Run Elementary School,047027,Dublin City,Delaware,335,4.9,5,114.2,112.5,112.3
085084,Meadowbrook Middle School,047308,Rolling Hills Local,Guernsey,353,21.1,2,74.8,76.0,78.9
086454,Liberty Elementary School,045138,Worthington City,Franklin,421,8.1,4,97.4,95.7,93.9
086579,Fairfield Elementary School,046896,Pickerington Local,Fairfield,469,11.7,4,91.2,94.2,94.6
088963,Clinton-Massie Elementary School,046391,Clinton-Massie Local,Clinton,746,8.6,4,97.2,89.4,88.8
089565,Holly Hill Elementary School,046359,West Clermont Local,Clermont,423,38.9,3,81.4,88.2,79.5
089599,London Elementary School,044255,London City,Madison,1012,22.2,3,85.2,83.7,83.9
089631,Toronto Elementary School,044917,Toronto City,Jefferson,371,28.4,3,85.8,86.2,85.7
089649,Highland  Elementary School,048801,Highland Local,Morrow,845,14.2,4,90.5,90.3,91.2
091363,Shenandoah Elementary School,048900,Noble Local,Noble,801,12.4,3,87.4,85.2,86.7
091371,Fairbanks Middle School,050328,Fairbanks Local,Union,231,9.7,4,98.7,98.9,94.6
091389,Federal Hocking Middle School,045914,Federal Hocking Local,Athens,188,21.1,2,68.3,66.8,66.0
092726,Riverside Elementary School,047027,Dublin City,Franklin,290,19.3,3,86.5,87.8,83.1
093195,Oakwood Junior High School,044586,Oakwood City,Montgomery,318,6.5,5,105.5,107.1,107.4
094623,Academy Of World Languages School,043752,Cincinnati Public Schools,Hamilton,550,34.4,2,56.9,54.6,55.5
095661,Hillsboro Early Childhood Center,044123,Hillsboro City,Highland,454,23.5,,NC,NC,NC
095679,Donovan  Elementary School,044214,Lebanon City,Warren,802,11.9,4,92.6,91.6,91.6
095794,Mccord Middle School,045138,Worthington City,Franklin,636,12.8,4,93.6,93.0,93.3
095828,Rossford Junior High School,045609,Rossford Exempted Village,Wood,345,21.9,3,78.7,78.4,75.7
096396,Secrest Elementary School,047308,Rolling Hills Local,Guernsey,139,22.2,,NC,NC,NC
097071,Scottish Corners Elementary School,047027,Dublin City,Franklin,460,9.9,5,100.7,104.5,103.3
098079,Granby Elementary School,045138,Worthington City,Franklin,396,8.7,3,87.4,91.0,92.1
098087,Worthington Park Elementary School,045138,Worthington City,Franklin,372,10.6,4,90.4,93.8,93.8
098392,High Point Elementary School,046961,Gahanna-Jefferson City,Franklin,550,7.5,5,100.4,99.8,101.8
098418,Lakeview Elementary School,044834,Stow-Munroe Falls City School District,Summit,747,12.3,4,89.2,90.7,90.0
098426,Brunswick Middle School,043661,Brunswick City,Medina,1332,19.9,4,89.6,87.8,91.6
098467,Freedom Elementary School,046110,Lakota Local,Butler,683,6.9,4,92.1,93.6,93.8
098475,Ann Simpson Davis Middle School,047027,Dublin City,Franklin,879,19.2,3,83.8,85.9,89.0
098483,Griffith Thomas Elementary School,047027,Dublin City,Franklin,503,11.0,4,94.6,97.7,92.1
098491,Wyandot Elementary School,047027,Dublin City,Franklin,447,9.0,5,103.0,106.6,106.5
098566,Southington Middle School,050237,Southington Local,Trumbull,104,15.6,3,87.4,86.9,89.5
098574,Greenfield Middle School,045401,Greenfield Exempted Village,Highland,410,19.7,3,86.6,85.3,82.5
098590,Clark Montessori High School,043752,Cincinnati Public Schools,Hamilton,706,22.7,2,76.8,71.7,73.6
098640,Kings High School,050435,Kings Local,Warren,1267,19.5,4,98.1,92.8,92.7
098731,Shiloh Elementary School,049460,Plymouth-Shiloh Local,Richland,284,11.2,4,92.2,93.6,86.8
099416,North Royalton Middle School,044545,North Royalton City,Cuyahoga,1215,17.8,4,97.6,97.6,100.4
099580,Albert Chapman Elementary School,047027,Dublin City,Franklin,489,10.4,4,98.6,96.7,97.0
099598,Daniel Wright Elementary School,047027,Dublin City,Franklin,549,15.5,3,80.3,89.0,85.2
099606,Indian Hill Primary Elementary School,045435,Indian Hill Exempted Village,Hamilton,452,5.2,,NC,NC,NC
099648,McVay Elementary School,045047,Westerville City,Franklin,576,10.5,4,95.8,98.0,92.9
099655,Wilder Elementary School,045047,Westerville City,Franklin,478,17.7,3,86.2,92.3,85.7
099663,Heritage Middle School,045047,Westerville City,Delaware,593,16.4,4,89.2,87.4,82.6
099754,Talawanda Middle School,046151,Talawanda City,Butler,677,25.2,4,90.0,87.0,82.7
099804,Symmes Elementary School,044867,Sycamore Community City,Hamilton,653,6.4,5,104.4,101.9,103.9
099853,Clinton-Massie Middle School,046391,Clinton-Massie Local,Clinton,369,10.7,4,90.5,89.0,86.3
110007,Cardington-Lincoln Middle School,048793,Cardington-Lincoln Local,Morrow,279,14.7,2,73.8,79.5,83.0
110460,Slate Hill Elementary School,045138,Worthington City,Franklin,469,16.7,3,85.4,89.7,90.3
111054,Coldwater Elementary School,045310,Coldwater Exempted Village,Mercer,667,2.2,5,104.3,104.5,102.6
111062,Birch Primary School,044529,North Olmsted City,Cuyahoga,355,20.0,,NC,NC,NC
111138,Buckeye Local High School,047787,Buckeye Local,Jefferson,364,50.0,2,72.1,67.0,73.7
111146,Fort Meigs Elementary School,045583,Perrysburg Exempted Village,Wood,541,6.1,5,105.5,106.1,105.5
111179,Shawnee Early Childhood School,046110,Lakota Local,Butler,634,16.3,,NC,NC,NC
111187,Woodland Elementary School,046110,Lakota Local,Butler,608,11.2,4,96.0,97.5,97.3
111526,Vinton County Middle School,050393,Vinton County Local,Vinton,357,34.0,2,73.4,75.2,79.9
112094,Worthington Kilbourne High School,045138,Worthington City,Franklin,1532,26.8,4,93.4,92.8,95.7
