irn,district,distribution,counties,amount
047522,UPPER SCIOTO VALLEY LOCAL,2023-08,4,15396.64
047548,CONOTTON VALLEY LOCAL SCHOOL,2023-08,3,17676.7
047571,HOLGATE LOCAL SCHOOL DISTRICT,2023-08,3,14267.69
047589,LIBERTY CENTER LOCAL SCHOOL,2023-08,3,35221.15
047597,PATRICK HENRY LOCAL SCHOOL,2023-08,4,29412.21
047613,BRIGHT LOCAL SCHOOL DISTRICT,2023-08,3,23844.54
047621,FAIRFIELD LOCAL SCHOOL,2023-08,3,28683.34
047639,LYNCHBURG-CLAY LOCAL SCHOOL,2023-08,3,37119.51
047688,EAST HOLMES LOCAL SCHOOL,2023-08,5,51952.1
047696,WEST HOLMES LOCAL SCHOOL,2023-08,5,64675.29
047712,MONROEVILLE LOCAL SCHOOL,2023-08,2,19387.23
047720,NEW LONDON LOCAL SCHOOL,2023-08,3,29269.16
047738,SOUTH CENTRAL LOCAL SCHOOL,2023-08,3,25451.86
047746,WESTERN RESERVE BD OF EDUC,2023-08,3,35110.6
047761,OAK HILL UNION LOCAL SCHOOL,2023-08,4,39505.01
047787,BUCKEYE LOCAL SCHOOL DISTRICT,2023-08,3,47335.81
047795,EDISON LOCAL SCHOOLS,2023-08,4,46387.17
047803,INDIAN CREEK SCHOOL DISTRICT,2023-08,2,65726.52
047829,CENTERBURG LOCAL SCHOOL,2023-08,4,38606.24
047837,DANVILLE LOCAL SCHOOL DISTRICT,2023-08,4,20912.19
047845,EAST KNOX LOCAL SCHOOL,2023-08,3,33748.12
047852,FREDERICKTOWN LOCAL SCHOOL,2023-08,3,42095.62
047878,KIRTLAND LOCAL BOARD OF,2023-08,2,37562.47
047886,MADISON LOCAL SCHOOL DISTRICT,2023-08,3,90118.42
047894,RIVERSIDE LOCAL SCH DIST.,2023-08,2,141760.41
047902,PERRY LOCAL SCHOOL DISTRICT,2023-08,1,48578.56
047928,DAWSON BRYANT LOCAL SCHOOL,2023-08,1,39364.57
047936,FAIRLAND LOCAL SCHOOL DISTRICT,2023-08,2,50276.63
047944,ROCK HILL LOCAL SCHOOL,2023-08,2,43778.1
047951,SOUTH POINT LOCAL SCHOOLS,2023-08,1,49197.29
047969,SYMMES VALLEY LOCAL SCHOOLS,2023-08,2,26302.95
047985,JOHNSTOWN MONROE LOCAL SCHOOL,2023-08,3,57419.18
047993,LAKEWOOD LOCAL SCHOOL DISTRICT,2023-08,3,56511.8
048009,LICKING HEIGHTS LOCAL SCHOOLS,2023-08,2,171759.69
048017,LICKING VALLEY LOCAL SCHOOL,2023-08,2,73092.32
048025,NORTH FORK LOCAL SCHOOL,2023-08,2,52961.33
048033,NORTHRIDGE LOCAL SCHOOL,2023-08,3,39533.82
048041,SOUTHWEST LICKING LOCAL SCHOOL,2023-08,2,162120.62
048074,BENJAMIN LOGAN LOCAL SCHOOL,2023-08,4,58112.52
048082,INDIAN LAKE LOCAL SCHOOL,2023-08,4,47624.64
048090,RIVERSIDE LOCAL SCHOOL,2023-08,3,20121.92
048116,AVON LOCAL SCHOOL DISTRICT,2023-08,2,151546.66
048124,AVON LAKE CITY SCHOOLS,2023-08,1,119803.36
048132,CLEARVIEW BOARD OF EDUCATION,2023-08,1,48103.12
048140,COLUMBIA LOCAL SCHOOL DISTRICT,2023-08,3,32855.24
048157,FIRELANDS LOCAL SCHOOL,2023-08,3,60489.51
048165,KEYSTONE LOCAL SCHOOLS,2023-08,2,51940.97
048173,MIDVIEW LOCAL SCHOOL DISTRICT,2023-08,2,96274.13
048207,ANTHONY WAYNE LOCAL SCHOOLS,2023-08,2,147493.05
048215,OTTAWA HILLS LOCAL SCHOOL,2023-08,1,36603.31
048223,SPRINGFIELD LOCAL SCH DIST.,2023-08,1,115679.96
048231,WASHINGTON LOCAL SCHOOL,2023-08,1,229740.6
048256,JEFFERSON LOCAL SCHOOL,2023-08,2,35511.39
048264,JONATHAN ALDER LOCAL SCHOOL,2023-08,3,77434.77
048272,MADISON PLAINS LOCAL SCHOOL,2023-08,5,39928.28
048298,AUSTINTOWN LOCAL SCHOOL,2023-08,2,144554.31
048306,BOARDMAN LOCAL SCHOOL DISTRICT,2023-08,1,130460.8
048314,CANFIELD LOCAL SCHOOL DISTRICT,2023-08,1,84922.91
048322,JACKSON-MILTON LOCAL SCHOOL,2023-08,3,27476.03
048330,LOWELLVILLE LOCAL SCHOOLS,2023-08,1,16159.69
048348,POLAND LOCAL SCHOOL DISTRICT,2023-08,1,58790.19
048355,SEBRING LOCAL SCHOOL DISTICT,2023-08,1,12035.25
048363,SOUTH RANGE LOCAL SCHOOL,2023-08,2,43100.67
048371,SPRINGFIELD LOCAL BOARD OF EDU,2023-08,2,31879.79
048389,WEST BRANCH LOCAL SCHOOL,2023-08,4,60293.43
048397,WESTERN RESERVE LOCAL SCHOOLS,2023-08,2,20486.57
048413,ELGIN LOCAL SCHOOL DISTRICT,2023-08,4,35194.99
048421,PLEASANT LOCAL SCHOOL DISTRICT,2023-08,1,42450.5
048439,RIDGEDALE LOCAL SCHOOLS,2023-08,3,21470.35
048447,RIVER VALLEY LOCAL SCHOOL DIST,2023-08,4,66146.66
048462,BLACK RIVER LOCAL SCHOOL,2023-08,4,34735.03
048470,BUCKEYE LOCAL SCHOOL DISTRICT,2023-08,3,69471.1
048488,CLOVERLEAF LOCAL SCHOOL,2023-08,2,79119.67
048496,HIGHLAND LOCAL SCHOOL DISTRICT,2023-08,2,115204.18
048512,EASTERN LOCAL SCHOOL DISTRICT,2023-08,1,22079.86
048520,MEIGS LOCAL SCHOOL DISTRICT,2023-08,3,53972.35
048538,SOUTHERN LOCAL SCHOOL DISTRICT,2023-08,1,21977.96
048553,MARION LOCAL BOARD OF,2023-08,3,31518.86
048579,PARKWAY SCHOOL BOARD OF EDUC,2023-08,2,33331.93
048587,ST HENRY CONSOLIDATED LOCAL,2023-08,2,32157.28
048595,FORT RECOVERY LOCAL SCHOOL,2023-08,2,31448.84
048611,BETHEL LOCAL SCHOOL DISTRICT,2023-08,3,66902.07
048629,MIAMI EAST LOCAL SCHOOLS,2023-08,4,46316.37
048637,NEWTON LOCAL SCHOOL DISTRICT,2023-08,2,21534.95
048652,SWITZERLAND OF OHIO LOCAL,2023-08,4,67156.04
048678,BROOKVILLE LOCAL SCHOOL,2023-08,2,52976.74
048686,JEFFERSON TOWNSHIP LOCAL,2023-08,1,8703.63
048694,TROTWOOD MADISON CITY SCHOOLS,2023-08,1,86867.66
048702,MAD RIVER LOCAL SCHOOL,2023-08,2,122761.02
048710,NEW LEBANON LOCAL SCHOOLS,2023-08,2,37113.98
048728,NORTHMONT CITY SCHOOLS,2023-08,3,161828.4
048736,NORTHRIDGE LOCAL SCHOOL,2023-08,1,52862.76
048744,VALLEY VIEW LOCAL SCHOOL,2023-08,3,58093.22
048751,HUBER HEIGHTS CITY SCHOOLS,2023-08,4,199846.06
048777,MORGAN LOCAL SCHOOL DISTRICT,2023-08,4,53900.07
048793,CARDINGTON LINCOLN LOCAL,2023-08,2,33536.27
048801,HIGHLAND LOCAL SCHOOL DISTRICT,2023-08,3,57117.82
048819,NORTHMOR LOCAL SCHOOLS,2023-08,5,36544.4
048835,EAST MUSKINGUM SCHOOL DISTRICT,2023-08,2,75159.97
048843,FRANKLIN LOCAL SCHOOL DISTRICT,2023-08,3,65245.66
048850,MAYSVILLE LOCAL SCHOOL DIST,2023-08,2,63592.43
048876,TRI-VALLEY LOCAL SCHOOLS,2023-08,3,100650.64
048884,WEST MUSKINGUM LOCAL SCHOOL,2023-08,3,53684.24
048900,NOBLE LOCAL SCHOOL DISTRICT,2023-08,4,33761.77
048926,BENTON CARROLL SALEM LOCAL,2023-08,3,48056.29
048934,DANBURY LOCAL SCHOOLS,2023-08,1,16050.25
048942,GENOA AREA LOCAL SCHOOL,2023-08,4,45543.69
048975,PUT-IN-BAY LOCAL SCHOOL,2023-08,1,2263.93
048991,ANTWERP LOCAL SCHOOL DISTRICT,2023-08,2,22375.52
049031,WAYNE TRACE LOCAL SCHOOL,2023-08,3,31688.45
049056,NORTHERN LOCAL SCHOOL DISTRICT,2023-08,4,76478.54
049064,SOUTHERN LOCAL SCHOOL DISTRICT,2023-08,4,21208.36
049080,LOGAN ELM LOCAL SCHOOL DIST,2023-08,5,59447.46
049098,TEAYS VALLEY BOARD OF EDU,2023-08,3,150249.25
049106,WESTFALL LOCAL SCHOOL DISTRICT,2023-08,3,46675.88
049122,EASTERN LOCAL SCHOOL DISTRICT,2023-08,3,27344.11
049130,SCIOTO VALLEY LOCAL SCHOOL,2023-08,3,45264.85
049148,WAVERLY CITY SCHOOLS,2023-08,3,61769.58
049155,WESTERN LOCAL SCHOOL DISTRICT,2023-08,4,23816.32
049171,AURORA BOARD OF EDUCATION,2023-08,4,101148.29
049189,CRESTWOOD LOCAL SCHOOLS,2023-08,2,47426.42
049197,FIELD LOCAL SCHOOL DISTRICT,2023-08,3,67669.64
049205,JAMES A GARFIELD LOCAL SCHOOLS,2023-08,3,41957.03
049213,ROOTSTOWN LOCAL SCHOOL,2023-08,1,34869.82
049221,SOUTHEAST LOCAL SCHOOLS,2023-08,3,49621.39
049239,STREETSBORO CITY SCHOOLS,2023-08,2,68929.1
049247,WATERLOO LOCAL BOARD OF EDU,2023-08,2,27375.12
049270,NATIONAL TRAIL LOCAL SD,2023-08,2,32402.29
049288,PREBLE SHAWNEE LOCAL SCHOOLS,2023-08,3,46170.26
049296,TWIN VALLEY COMMUNITY LOCAL,2023-08,2,25998.51
049312,COLUMBUS GROVE LOCAL SCHOOL,2023-08,2,27000.01
049320,CONTINENTAL LOCAL SCHOOL,2023-08,3,16736.48
049338,JENNINGS LOCAL SCHOOL DISTRICT,2023-08,3,12669.8
049346,KALIDA LOCAL SCHOOL DISTRICT,2023-08,1,21112.03
049353,LEIPSIC LOCAL SCHOOL DISTRICT,2023-08,2,22129.21
049361,MILLER CITY-NEW CLEVELAND,2023-08,1,17350.5
049379,OTTAWA GLANDORF LOCAL SCHOOL,2023-08,1,49747.14
049387,OTTOVILLE LOCAL SCHOOL,2023-08,3,16699.42
049395,PANDORA-GILBOA LOCAL BOARD OF,2023-08,3,17859.32
049411,CLEARFORK VALLEY LOCAL SCHOOL,2023-08,3,53436.08
049429,CRESTVIEW LOCAL SCHOOL,2023-08,3,32178.9
049437,LEXINGTON LOCAL SCH DIST.,2023-08,2,79366.31
049445,LUCAS LOCAL SCHOOL DISTRICT,2023-08,2,16373.02
049452,MADISON LOCAL SCHOOLS,2023-08,2,89212.02
049460,PLYMOUTH-SHILOH LOCAL SCHOOLS,2023-08,3,23252.55
049478,ONTARIO LOCAL SCHOOLS,2023-08,2,67175.01
049494,ADENA LOCAL SCHOOL DISTRICT,2023-08,3,39336.48
049502,HUNTINGTON LOCAL SCH DIST.,2023-08,2,37456.08
049510,PAINT VALLEY LOCAL SCHOOL,2023-08,3,27356.49
049528,SOUTHEASTERN LOCAL SCHOOL,2023-08,4,33906.92
049536,UNION-SCIOTO LOCAL SCHOOL,2023-08,2,71582.4
049544,ZANE TRACE LOCAL SCHOOL,2023-08,3,45449.63
049569,LAKOTA LOCAL SCHOOLS,2023-08,3,32885.03
049577,WOODMORE LOCAL SCHOOL DISTRICT,2023-08,3,30756.81
049593,BLOOM-VERNON LOCAL SCHOOL,2023-08,3,28015.19
049601,CLAY LOCAL SCHOOL DISTRICT,2023-08,1,20445.03
049619,GREEN LOCAL SCHOOL DISTRICT,2023-08,2,17975
049627,MINFORD LOCAL SCHOOL DISTRICT,2023-08,2,41972.03
049635,NORTHWEST LOCAL SCHOOL DIST,2023-08,3,44412.09
049643,VALLEY LOCAL SCHOOL DISTRICT,2023-08,2,34848.41
049650,WASHINGTON NILES LOCAL SCHOOL,2023-08,2,43123.44
049668,WHEELERSBURG LOCAL SCHOOL,2023-08,1,52819.16
049684,SENECA EAST LOCAL SCHOOL,2023-08,3,28133.97
049700,HOPEWELL-LOUDON LOCAL SCHOOL,2023-08,2,25559.37
049718,NEW RIEGEL LOCAL SCHOOL,2023-08,1,12304.66
049726,OLD FORT LOCAL SCHOOL DISTRICT,2023-08,2,23350.09
049759,ANNA LOCAL BOARD OF EDUCAION,2023-08,1,39513.76
049767,BOTKINS LOCAL SCHOOL DISTRICT,2023-08,2,21937.07
049775,FAIRLAWN LOCAL SCHOOL DISTRICT,2023-08,4,19644.76
049783,FORT LORAMIE LOCAL SCHOOL,2023-08,2,25950.22
049791,HARDIN-HOUSTON LOCAL SCHOOL,2023-08,2,26627.2
049809,JACKSON CENTER LOCAL SCHOOL,2023-08,3,18417.97
049817,RUSSIA LOCAL SCHOOL DISTRICT,2023-08,2,13699.9
049833,CANTON LOCAL SCHOOL DISTRICT,2023-08,1,59715.38
049841,FAIRLESS LOCAL BOARD OF,2023-08,3,48271.57
049858,JACKSON LOCAL SCHOOL DISTRICT,2023-08,1,203736.81
049866,LAKE LOCAL SCHOOL DISTRICT,2023-08,3,114239.58
049874,LOUISVILLE CITY SCHOOLS,2023-08,1,95295.16
049882,MARLINGTON LOCAL SCHOOL,2023-08,4,64353.63
049890,MINERVA LOCAL SCHOOLS,2023-08,3,61999.24
049908,NORTHWEST LOCAL SCHOOL,2023-08,3,61818.68
049916,OSNABURG LOCAL SCHOOLS,2023-08,2,29293.18
049924,PERRY LOCAL SCHOOL DISTRICT,2023-08,1,141998.89
049932,PLAIN LOCAL SCHOOL DISTRICT,2023-08,1,186039.62
049940,SANDY VALLEY LOCAL SCHOOL,2023-08,3,41103.94
049957,TUSLAW LOCAL SCHOOLS,2023-08,2,44698.41
049973,WOODRIDGE LOCAL SCHOOL,2023-08,2,63440.69
049981,COPLEY-FAIRLAWN CITY SCHOOLS,2023-08,2,91809
049999,COVENTRY LOCAL SCHOOL DISTRICT,2023-08,1,51143.47
050005,MANCHESTER LOCAL SCHOOL,2023-08,2,44338.13
050013,GREEN LOCAL SCHOOLS,2023-08,2,134058.56
050021,HUDSON CITY SCHOOL DISTRICT,2023-08,1,153396.73
050039,MOGADORE LOCAL SCHOOL DISTRICT,2023-08,2,26764.87
050047,NORDONIA HILLS CITY SCHOOLS,2023-08,2,117582.3
050054,REVERE LOCAL SCHOOL DISTRICT,2023-08,3,96020.59
050062,SPRINGFIELD LOCAL SCH DIST.,2023-08,3,59533.32
050070,TWINSBURG BOARD OF EDUCATION,2023-08,3,132137.58
050096,BLOOMFIELD-MESPO LOCAL SCHOOL,2023-08,3,6708.17
050112,BRISTOL LOCAL SCHOOL DISTRICT,2023-08,1,17158.36
050120,BROOKFIELD LOCAL SCHOOL,2023-08,1,34957.22
050138,CHAMPION LOCAL SCHOOL DISTRICT,2023-08,1,44396
050153,MATHEWS LOCAL SCHOOL DISTRICT,2023-08,1,22113.73
050161,HOWLAND LOCAL SCHOOL DISTRICT,2023-08,1,83398.41
050179,JOSEPH BADGER LOCAL SCHOOL DIS,2023-08,2,22484.53
050187,LAKEVIEW LOCAL BOARD,2023-08,1,54542.7
050195,LIBERTY LOCAL BOARD OF EDU,2023-08,2,42018.89
050203,LORDSTOWN LOCAL SCHOOL,2023-08,2,14327.12
050211,MAPLEWOOD LOCAL BOARD OF EDU,2023-08,2,21641.78
050229,MCDONALD BOARD OF EDUCATION,2023-08,1,22349.7
050237,SOUTHINGTON LOCAL SCHOOL,2023-08,2,14428.23
050245,LABRAE LOCAL SCHOOL DISTRICT,2023-08,2,35125.95
050252,WEATHERSFIELD LOCAL SCHOOL,2023-08,2,31744.13
050278,GARAWAY LOCAL SCHOOLS,2023-08,4,38414.88
050286,INDIAN VALLEY LOCAL SCHOOLS,2023-08,2,59723.9
050294,STRASBURG-FRANKLIN LOCAL,2023-08,2,18985.82
050302,TUSCARAWAS VALLEY LOCAL SCHOOL,2023-08,3,44311.58
050328,FAIRBANKS LOCAL SCHOOLS,2023-08,4,37039.09
050336,NORTH UNION LOCAL SCHOOL,2023-08,5,48473.75
050351,CRESTVIEW LOCAL SCHOOL,2023-08,2,29394.99
050369,LINCOLNVIEW LOCAL SCH DIST.,2023-08,4,29362.03
050393,VINTON COUNTY LOCAL SCHOOLS,2023-08,7,57710.08
050419,CARLISLE LOCAL SCHOOLS,2023-08,3,53915.89
050427,SPRINGBORO COMMUNITY SCHOOLS,2023-08,2,206833.38
050435,KINGS LOCAL SCHOOL DISTRICT,2023-08,3,164214.58
050443,LITTLE MIAMI LOCAL SCHOOL,2023-08,2,183518.81
050450,MASON CITY SCHOOL DISTRICT,2023-08,3,349147.23
050468,WAYNE LOCAL SCHOOL DISTRICT,2023-08,4,54763.64
050484,FORT FRYE LOCAL SCHOOL,2023-08,3,34028.08
050492,FRONTIER LOCAL SCHOOL DISTRICT,2023-08,2,19599.57
050500,WARREN LOCAL SCHOOLS,2023-08,3,72387.42
050518,WOLF CREEK LOCAL SCHOOL BD,2023-08,2,20955.09
050534,CHIPPEWA LOCAL SCHOOLS,2023-08,4,41910.56
050542,DALTON LOCAL SCHOOL DISTRICT,2023-08,2,31216.57
050559,GREEN LOCAL SCHOOL DISTRICT,2023-08,1,36904.56
050567,NORWAYNE LSD,2023-08,2,45120.97
050575,NORTHWESTERN LOCAL SCH DIST.,2023-08,3,43329.13
050583,SOUTHEAST LOCAL SCH DIST.,2023-08,3,41469.37
050591,TRIWAY LOCAL SCHOOL DISTRICT,2023-08,3,51163.81
050617,EDGERTON LOCAL SCHOOL DISTRICT,2023-08,2,18758.9
050625,EDON NORTHWEST LOCAL SCHOOL,2023-08,1,17781.78
050633,MILLCREEK WEST UNITY LOCAL,2023-08,2,18308.25
050641,NORTH CENTRAL LOCAL SCHOOL,2023-08,1,19136.59
050658,STRYKER LOCAL SCHOOL DISTRICT,2023-08,4,11989.97
050674,EASTWOOD BOARD OF EDUCATION,2023-08,3,50376.45
050682,ELMWOOD LOCAL SCHOOL DISTRICT,2023-08,2,39886.18
050690,LAKE LOCAL SCHOOL DISTRICT,2023-08,2,47066.99
050708,NORTH BALTIMORE BOARD OF,2023-08,2,21395.17
050716,NORTHWOOD LOCAL SCHOOLS,2023-08,3,32625.53
050724,OTSEGO LOCAL SCHOOL DISTRICT,2023-08,3,54121.92
050740,MOHAWK BOARD OF EDUCATION,2023-08,3,27328.41
050773,APOLLO JOINT VOCATIONAL,2023-08,7,61157.54
050799,SOUTHERN HILLS JOINT,2023-08,5,43948.09
050815,ASHTABULA COUNTY TECHNICAL &,2023-08,3,57843.82
050856,BELMONT-HARRISON VOCATIONAL,2023-08,6,33609.33
050880,BUTLER TECHNOLOGY & CAREER,2023-08,4,420090.41
050906,COLUMBIANA COUNTY JOINT,2023-08,4,13130.42
050922,CUYAHOGA VALLEY CAREER CENTER,2023-08,2,16162.28
050948,POLARIS JOINT VOCATIONAL,2023-08,2,94246.19
050963,FOUR COUNTY JOINT VOCATIONAL,2023-08,9,43971.8
050989,DELAWARE AREA CAREER CENTER,2023-08,6,68228.55
051003,EASTLAND-FAIRFIELD CAREER &,2023-08,6,71224.51
051029,EHOVE JOINT VOCATIONAL SCHOOL,2023-08,6,27863.31
051045,GREENE COUNTY JOINT VOCATIONAL,2023-08,6,98871.49
051060,GREAT OAKS INSTITUTE OF TECH,2023-08,12,382538.5
051128,JEFFERSON COUNTY JOINT,2023-08,3,11421.25
051144,KNOX COUNTY CAREER CENTER,2023-08,5,19999.27
051169,AUBURN VOCATIONAL SCHOOL DIST,2023-08,5,25905.1
051185,LAWRENCE COUNTY JOINT,2023-08,3,52163.37
051201,LICKING CNTY JOINT VOCATIONAL,2023-08,7,77263.57
051227,LORAIN COUNTY JOINT,2023-08,5,57098.97
051243,MAHONING COUNTY CAREER &,2023-08,5,26228.73
051284,MIAMI VALLEY CAREER TECHNOLOGY,2023-08,10,132527.6
051300,MIDEAST CAREER & TECHNOLOGY,2023-08,10,45248.92
051334,OHIO HI POINT JOINT VOCATIONAL,2023-08,13,114697.95
051359,PENTA COUNTY VOCATIONAL SCHOOL,2023-08,7,149482.54
051375,PIKE COUNTY JOINT VOCATIONAL,2023-08,5,14991.03
051391,MAPLEWOOD CAREER CENTER,2023-08,5,21263.48
051417,PIONEER CAREER & TECHNOLOGY,2023-08,8,78812.56
051433,PICKAWAY-ROSS COUNTY JOINT,2023-08,10,93460.87
051458,VANGUARD SENTINEL CAREER CNTRS,2023-08,10,72177.54
051474,WARREN COUNTY VOCATIONAL,2023-08,7,123792.8
051490,SCIOTO COUNTY CAREER TECH CNTR,2023-08,5,56881.88
051532,SPRINGFIELD-CLARK CAREER,2023-08,6,31444.32
051607,TRI-COUNTY JOINT VOCATIONAL,2023-08,8,17516.11
051631,TRUMBULL COUNTY JOINT,2023-08,4,30914.33
051656,BUCKEYE JOINT VOCATIONAL,2023-08,10,42732.68
051672,VANTAGE CAREER CENTER,2023-08,5,20453.5
051698,WASHINGTON COUNTY JOINT,2023-08,4,17476.8
051714,WAYNE CNTY JOINT VOCATIONAL SC,2023-08,6,27842.58
061903,ADAMS CNTY-OH VALLEY SCHL DIST,2023-08,5,115959.43
062026,STARK COUNTY AREA JOINT,2023-08,6,28660.32
062042,ASHLAND CO WEST HOLMES JOINT,2023-08,6,25543.07
062067,GALLIA JACKSON VINTON JOINT,2023-08,9,54121.75
062109,MEDINA COUNTY CAREER CENTER,2023-08,6,89879.36
062125,UPPER VALLEY JOINT VOCATIONAL,2023-08,6,114692.04
062802,US GRANT JOINT VOCATIONAL,2023-08,2,22432.23
063495,PORTAGE LAKES JOINT VOCATIONAL,2023-08,3,18665.31
063511,TOLLES CAREER & TECH CENTER,2023-08,7,73816
064964,COLLEGE CORNER LOCAL SCHOOL,2023-08,2,4275.54
065227,COSHOCTON COUNTY JOINT,2023-08,6,9711.14
065268,TRI-RIVERS JOINT VOCATIONAL,2023-08,9,18979
065680,GALLIA COUNTY LOCAL SCHOOL,2023-08,5,73145.96
069682,EAST GUERNSEY LOCAL SCHOOL,2023-08,5,34680.16
091397,TRI-COUNTY NORTH LOCAL SCHOOL,2023-08,3,26532.33
132746,SUMMIT ACADEMY COMMUNITY SCH,2023-08,4,2999.59
132761,SUMMIT ACAD COMMU SCHL FOR,2023-08,4,4822.62
132779,SUMMIT ACADEMY AKRON MIDDLE,2023-08,1,2358.39
132795,LIFE SKILLS CENTER OF CLARK,2023-08,5,10650.45
132803,LIFE SKILLS CENTER OF BUTLER,2023-08,11,15802.04
132944,MIAMI VALLEY ACADEMIES,2023-08,2,3879.55
132951,CONSTELLATN SCHLS LORAIN COMMU,2023-08,2,4578.04
132969,CONSTELLATN SCHLS ELYRIA COMMU,2023-08,2,13464.83
132985,YOUTH BUILD COLUMBUS,2023-08,3,8990.09
132993,CONSTELLATN SCHLS W.PARK COMM,2023-08,3,7640.73
133215,INTERGENERATIONAL SCHOOL,2023-08,1,6832.85
133256,CONSTELLTN SCHLS PARMA COMMU,2023-08,4,39348.37
133264,DOHN COMMUNITY HIGH SCHOOL,2023-08,2,56982.15
133280,WASHINGTON PARK COMMUNITY,2023-08,2,5856.76
133306,SUMMIT ACAD COMMU SCHL FOR,2023-08,1,3472.02
133322,SUMMIT ACAD COMMU SCHL  FOR,2023-08,1,1986.06
133330,TCP WORLD ACADEMY,2023-08,4,12891.2
133348,RICHARD ALLEN PREPARATORY,2023-08,3,14607.17
133421,GRAHAM SCHOOL,2023-08,2,4444.72
133439,CORNERSTONE ACADEMY,2023-08,7,32592.97
133454,DAYTON VIEW ACADEMY,2023-08,1,15889.19
133488,EDUCATIONAL DEVELOPMENT CENTER,2023-08,3,6607.23
133504,PHOENIX COMMUNITY LEARNING,2023-08,1,5486.12
133512,LKH VICTORY CORP,2023-08,3,31166.64
133538,EDGE LEARNING INC,2023-08,2,7580.59
133561,MILLENNIUM COMMUNITY SCHOOL,2023-08,2,11818.15
133587,SUMMIT ACAD AKRON ELEMENT SCH,2023-08,3,3807.13
133629,HORIZON SCIENCE ADADEMY -,2023-08,3,8987.24
133660,HORIZON EDUCATIONAL SERVICES,2023-08,2,16329.84
133678,RIVERSIDE COMMUNITY SCHOOL INC,2023-08,1,5789.03
133736,RICHARD ALLEN ACADEMY INC,2023-08,2,4278.21
133785,LIFE SKILLS CENTER OF,2023-08,3,1447.35
133835,LIFE SKILLS CENTER OF,2023-08,5,11444.41
133868,LIFE SKILLS CENTER OF AKRON,2023-08,3,17419.36
133942,TOLEDO SCHOOL FOR THE ARTS,2023-08,5,22604.25
134072,YOUNGSTOWN COMMUNITY SCHL INC,2023-08,2,9600.87
134098,CONSTELLATN SCHLS OLD BROOKLYN,2023-08,1,8684.11
134122,MULTIPLE OPTNS FOR DEVELOPMENT,2023-08,5,3239.03
134197,HOPE ACADEMY CHAPELSIDE CAMPUS,2023-08,1,4981.58
134213,HOPE ACADEMY UNIVERSITY,2023-08,1,5121.09
134247,CITY DAY COMMUNITY SCHOOL INC,2023-08,1,6038.57
139303,MONROE LOCAL SCHOOL DISTRICT,2023-08,2,96044.03
142901,LIFE SKILLS CENTER OF CANTON,2023-08,2,3876.66
142919,LIFE SKILLS CENTER OF ELYRIA,2023-08,4,5588.21
142927,FOCUS LEARNING ACADEMY OF,2023-08,8,12559.25
142935,FOCUS LEARNING ACADEMY OF,2023-08,3,9124.73
142943,FOCUS LEARNING ACADEMY OF,2023-08,1,21986.37
142950,OHIO VIRTUAL ACADEMY INC,2023-08,88,480508.86
142968,HOPE ACAD NORTHCOAST ACAD,2023-08,1,11242.22
143172,INTERNATIONAL ACADEMY OF,2023-08,2,10538.6
143198,GREAT WESTERN ACADEMY,2023-08,1,21818.02
143206,TROTWOOD FITNESS &,2023-08,2,10930.09
143214,MIDDLETOWN FITNESS &,2023-08,3,9567.48
143297,AUTISM ACADEMY OF LEARNING,2023-08,4,1754.56
143305,TRECA DIGITAL ACADEMY,2023-08,86,72025.93
143313,HOPE ACADEMY CUYAHOGA CAMPUS,2023-08,1,4308.4
143396,OHIO DISTANCE EDUCATION &,2023-08,88,219973.34
143479,CONSTELLATION SCHOOLS PURITAS,2023-08,1,5250.86
143487,CONSTELLATION SCHLS STOCKYARD,2023-08,2,4745.97
143529,NORTH DAYTON SCHOOL OF SCIENCE,2023-08,2,17845.83
143602,HAMILTON COUNTY MATHEMATICS &,2023-08,3,20094.19
143610,ARTS & COLLEGE PREPARATORY,2023-08,8,15691.86
143644,SCIOTOVILLE COMMUNITY SCHOOL,2023-08,1,11726.33
147231,SCHNEE LEARNING CENTER,2023-08,2,3571.48
148981,TOMORROW CENTER,2023-08,6,3247.06
148999,MAHONING UNLIMITED CLASSROOM,2023-08,10,7838.68
149047,GOAL DIGITAL ACADEMY,2023-08,21,30314.17
149088,FAIRBORN DIGITAL ACADEMY,2023-08,4,7821.41
149302,LIFE SKILLS CENTER OF TOLEDO,2023-08,2,5768.82
149328,FOXFIRE HIGH SCHOOL,2023-08,8,9315.95
151175,WEST CENTRAL LEARNING ACADEMY,2023-08,1,1926.76
151183,LIFE SKILLS CNTR OF LAKE ERIE,2023-08,1,6765.53
151209,LIFE SKILLS CENTER OF,2023-08,1,6597.23
000131,GLASS CITY ACADEMY INC,2024-01,3,12317.84
000138,PATHWAY SCHOOL OF DISCOVERY,2024-01,5,25318.76
000139,ALLIANCE ACADEMY,2024-01,2,11143.46
000222,WILDWOOD ENVIRONMENTAL ACADEMY,2024-01,2,10722.11
000236,OHIO CONNECTIONS ACADEMY INC,2024-01,88,168777.04
000241,QUAKER DIGITAL ACADEMY,2024-01,59,26061.19
000282,GREATER OHIO VIRTUAL SCHOOL,2024-01,25,18350.95
000288,AUGLAIZE COUNTY EDUCATIONAL,2024-01,7,2972.17
000296,SUMMIT ACAD. COMM. SCHOOL,2024-01,2,955.59
000297,SUMMIT ACAD. COMM. SCHOOL DAY,2024-01,4,2330.76
000298,SUMMIT ACADEMY SECONDARY,2024-01,3,1720.93
