irn,district,county,tax_year,agricultural_value,residential_value,class1_value,mineral_value,industrial_value,commercial_value,railroad_value,class2_value,real_property_value,public_utility_value,total_value,class1_taxes_charged,class2_taxes_charged,real_property_taxes_charged,real_property_taxes_charged_with_jvsd,public_utility_taxes_charged,class1_rate,class2_rate,real_property_millage,public_utility_millage,value_per_pupil,adm
044925,TROY CSD,Miami,2023,14742820,756360350,771103170,0,66051950,136588000,149920,202789870,973893040,39982740,1013875780,15422063,6578929,22000992,25014530,1967150,20,32.44,22.59,49.2,229711.7744,4413.6866
044925,TROY CSD,Miami,2024,14443120,764544250,778987370,0,65735440,140774900,168040,206678380,985665750,44946140,1030611890,15579747,6632226,22211973,25263545,2211350,20,32.0896,22.535,49.2,235914.1619,4368.5885
044933,Upper Arlington City SD,Franklin,2021,0,2129321590,2129321590,0,0,183166090,5180,183171270,2312492860,33754070,2346246930,81517670,9044411,90562081,90562081,3573205,38.2834,49.3768,39.1621,105.86,,
044933,UPPER ARLINGTON CSD,Franklin,2022,0,2142430500,2142430500,0,0,178291730,5690,178297420,2320727920,35523890,2356251810,96794153,9973761,106767914,106767914,4005673,45.1796,55.9389,46.0062,112.76,370309.6166,6362.9236
044933,UPPER ARLINGTON CSD,Franklin,2023,0,2704208530,2704208530,0,0,191441570,6360,191447930,2895656460,36625360,2932281820,100295308,9706256,110001564,110001564,4129875,37.09,50.7,37.99,112.76,452045.9944,6486.6891
044933,UPPER ARLINGTON CSD,Franklin,2024,0,2710537550,2710537550,0,0,207679340,6780,207686120,2918223670,39648010,2957871680,100789983,10595418,111385401,111385401,4470709,37.1845,51.0165,38.1689,112.76,454000.227,6515.1326
044941,Urbana City SD,Champaign,2021,22811360,208638980,231450340,0,19052910,50135280,671760,69859950,301310290,16118130,317428420,6500629,2865194,9365823,9968443,1040425,28.0865,41.0134,31.0836,64.55,,
044941,URBANA CSD,Champaign,2022,27338090,256656240,283994330,0,19533630,54362860,440520,74337010,358331340,17367150,375698490,6734442,2971019,9705461,10422124,1121049,23.7133,39.9669,27.0852,64.55,181286.004,2072.4076
044941,URBANA CSD,Champaign,2023,27378170,259346980,286725150,0,21782110,54095370,258110,76135590,362860740,19636860,382497600,6777695,3060901,9838596,10564318,1267559,23.64,40.2,27.11,64.55,186442.2238,2051.561
044941,URBANA CSD,Champaign,2024,28097230,259985330,288082560,0,29961010,53385890,267460,83614360,371696920,22129550,393826470,6804049,3324431,10128480,10871874,1428462,23.6184,39.7591,27.2493,64.55,194138.0604,2028.5897
044958,Vandalia-Butler City SD,Montgomery,2021,8050360,476463450,484513810,0,47522510,139654720,240050,187417280,671931090,18986300,690917390,17956227,7811739,25767966,27237360,1061334,37.0603,41.681,38.3491,55.9,,
044958,VANDALIA-BUTLER CSD,Montgomery,2022,7548260,476895050,484443310,0,48310960,142827190,269610,191407760,675851070,20241070,696092140,18012425,7897158,25909583,27342973,1133499,37.1817,41.2583,38.3362,56,230298.3897,3022.5662
044958,VANDALIA-BUTLER CSD,Montgomery,2023,9245860,634026620,643272480,0,69536430,166237500,305950,236079880,879352360,23378270,902730630,19244975,8731437,27976412,29784411,1277856,29.92,36.99,31.81,54.66,296027.6315,3049.481
044958,VANDALIA-BUTLER CSD,Montgomery,2024,8850940,635760620,644611560,0,56509780,180790820,342910,237643510,882255070,26664440,908919510,19236175,8873822,28109997,29925600,1455345,29.8415,37.3409,31.8615,54.58,293789.5232,3093.7778
044966,Van Wert City SD,Van Wert,2021,27548420,182338160,209886580,0,13646690,40862920,70250,54579860,264466440,19246000,283712440,4199137,2130044,6329181,6967423,846824,20.0067,39.0262,23.9319,44,,
044966,VAN WERT CSD,Van Wert,2022,27455320,183717260,211172580,0,14414370,36439430,68500,50922300,262094880,20497680,282592560,4223451,1986886,6210337,6815488,901897,20,39.018,23.695,44,132121.0801,2138.8908
044966,VAN WERT CSD,Van Wert,2023,46247280,242950350,289197630,0,16806780,47226040,64150,64096970,353294600,26186830,379481430,5783952,2049301,7833253,8582166,1152220,20,31.97,22.17,44,180229.8536,2105.5415
044966,VAN WERT CSD,Van Wert,2024,46011280,244242920,290254200,0,17046390,46527720,56200,63630310,353884510,26916370,380800880,5805954,2051950,7857904,8605633,1184320,20.003,32.248,22.2047,44,187285.299,2033.2663
044974,Wadsworth City SD,Medina,2021,9933700,610646770,620580470,11960,35216740,123377970,29380,158636050,779216520,93402130,872618650,21316008,6331894,27647902,27647902,7005159,34.3485,39.9146,35.4817,75,,
044974,WADSWORTH CSD,Medina,2022,11348500,767628280,778976780,12180,36948920,135721000,29030,172711130,951687910,98138550,1049826460,22210809,6420449,28631258,28631258,7360391,28.5128,37.1745,30.0847,75,241209.8778,4352.3361
044974,WADSWORTH CSD,Medina,2023,11425800,775255870,786681670,13270,36896100,134569920,29460,171508750,958190420,98746500,1056936920,22407290,6435814,28843104,28843104,7405987,28.48,37.52,30.1,75,249689.6285,4233.0029
044974,WADSWORTH CSD,Medina,2024,11424000,780935090,792359090,11880,38818030,135055150,29080,173914140,966273230,102209170,1068482400,22513615,6538145,29051760,29051760,7665687,28.4134,37.5941,30.0658,75,259828.3228,4112.263
044982,Wapakoneta City SD,Auglaize,2021,59498120,306291350,365789470,0,16075580,44922000,533850,61531430,427320900,34080300,461401200,7315789,1265252,8581041,9307486,869047,20,20.5627,20.081,25.5,,
044982,WAPAKONETA CSD,Auglaize,2022,59862440,308504340,368366780,0,16362470,45620400,453470,62436340,430803120,34758490,465561610,7367335,1283878,8651213,9383579,886341,20,20.563,20.0816,25.5,148908.6915,3126.4905
044982,WAPAKONETA CSD,Auglaize,2023,104512660,398033530,502546190,0,18003980,53311850,399690,71715520,574261710,36943200,611204910,10050923,1434310,11485233,12461478,942051,20,20,20,25.5,203184.7646,3008.1237
044982,WAPAKONETA CSD,Auglaize,2024,104790520,401537770,506328290,0,18077290,51542020,434830,70054140,576382430,39356800,615739230,10126565,1420242,11546807,12526657,1003598,20,20.2735,20.0332,25.5,210071.5616,2931.0927
044990,Warren City SD,Trumbull,2021,287510,194745310,195032820,39520,13535540,65529910,1698260,80803230,275836050,36595370,312431420,9270007,3931141,13201148,13771559,2124361,47.5305,48.6508,47.8587,58.05,,
044990,WARREN CSD,Trumbull,2022,287510,194725990,195013500,57100,14092790,64847690,1493450,80491030,275504530,39512930,315017460,9247345,3927398,13174743,13744974,2289774,47.419,48.793,47.8204,57.95,53790.2835,5856.4008
044990,WARREN CSD,Trumbull,2023,325500,276593150,276918650,64300,15894910,71039030,1547360,88545600,365464250,42159740,407623990,10004073,3687348,13691421,14422377,2270301,36.13,41.64,37.46,53.85,69300.6359,5881.9661
044990,WARREN CSD,Trumbull,2024,325500,276902240,277227740,480,16401240,78211230,1630890,96243840,373471580,49318020,422789600,9876626,3969317,13845943,14593458,2631116,35.6264,41.2423,37.0736,53.35,70910.554,5962.2944
045005,Warrensville Heights City SD,Cuyahoga,2021,0,109432920,109432920,11000,22736550,249607590,41270,272396410,381829330,18893080,400722410,4960255,16332262,21292517,21292517,1534118,45.3269,59.9577,55.7645,81.2,,
045005,WARRENSVILLE HEIGHTS CSD,Cuyahoga,2022,0,109990800,109990800,15890,22740680,246117480,47940,268921990,378912790,19626540,398539330,4920075,15925963,20846038,20846038,1581899,44.7317,59.2215,55.0154,80.6,183924.6267,2166.8622
045005,WARRENSVILLE HEIGHTS CSD,Cuyahoga,2023,0,110188840,110188840,8750,23034810,269915340,45800,293004700,403193540,19971280,423164820,4977174,17336443,22313617,22313617,1617673,45.17,59.17,55.34,81,192814.3681,2194.6747
045005,WARRENSVILLE HEIGHTS CSD,Cuyahoga,2024,0,160265900,160265900,12630,25003550,326799710,46140,351862030,512127930,22220180,534348110,5479282,18169838,23649120,23649120,1797612,34.1887,51.6391,46.1781,80.9,251660.5067,2123.2895
045013,Washington Court House City,Fayette,2021,474090,190185610,190659700,0,15384190,40819420,128050,56331660,246991360,8228450,255219810,3813194,1190299,5003493,5517321,299104,20,21.1302,20.2578,36.35,,
045013,WASHINGTON COURT HOUSE CSD,Fayette,2022,476590,190664550,191141140,0,15403860,45769040,83970,61256870,252398010,8863030,261261040,3822822,1225137,5047959,5573503,322171,20,20,20,36.35,113879.6164,2294.1862
045013,WASHINGTON COURT HOUSE CSD,Fayette,2023,469850,191161760,191631610,0,15090940,46386980,49200,61527120,253158730,10059260,263217990,3847598,1232665,5080263,5595347,365654,20.08,20.03,20.07,36.35,117980.1236,2231.0367
045013,WASHINGTON COURT HOUSE CSD,Fayette,2024,720470,258526900,259247370,0,17859690,48378740,50980,66289410,325536780,11249500,336786280,5184947,1325788,6510735,7168053,408919,20,20,20,36.35,156061.5821,2158.0345
045021,Wellston City SD,Jackson,2021,4517820,91187880,95705700,213580,5451340,10902480,93750,16661150,112366850,40720290,153087140,1914114,341553,2255667,2480400,834765,20,20.5,20.0741,20.5,,
045021,WELLSTON CSD,Jackson,2022,4530890,92115880,96646770,213530,5464960,10817250,94070,16589810,113236580,94034010,207270590,1932935,340091,2273026,2499498,1927697,20,20.5,20.0732,20.5,144338.6695,1436.0018
045021,WELLSTON CSD,Jackson,2023,7153460,119305360,126458820,219480,8419020,12768610,91850,21498960,147957780,93971450,241929230,2529176,429979,2959155,3255071,1926414,20,20,20,20.5,172162.1933,1405.2402
045021,WELLSTON CSD,Jackson,2024,7181850,120125690,127307540,219950,8419020,12918210,114660,21671840,148979380,96967420,245946800,2549117,433625,2982742,3280701,1987832,20.0233,20.0087,20.0212,20.5,179348.037,1371.3381
045039,Wellsville Local SD,Columbiana,2021,3885460,37720100,41605560,29280,1239170,4436200,56020,5760670,47366230,10564230,57930460,833396,118778,952174,1047132,332773,20.0309,20.6188,20.1024,31.5,,
045039,WELLSVILLE CSD,Columbiana,2022,4908690,44769220,49677910,29280,1227430,4910550,58890,6226150,55904060,10978800,66882860,993558,124523,1118081,1229889,345832,20,20,20,31.5,96240.2193,694.9575
045039,WELLSVILLE CSD,Columbiana,2023,4800800,44772630,49573430,29280,1227430,4965090,63990,6285790,55859220,11263860,67123080,991984,125715,1117699,1229418,354811,20.01,20,20.01,31.5,95970.1423,699.4163
045039,WELLSVILLE CSD,Columbiana,2024,4716950,44829030,49545980,29320,1227430,4768350,60790,6085890,55631870,12071630,67703500,992445,125247,1117692,1229118,380256,20.0308,20.5799,20.0909,31.5,97386.346,695.2053
045047,Westerville City SD,Franklin,2021,1788350,2561706770,2563495120,0,39864950,488672110,0,528537060,3092032180,69402960,3161435140,115799226,27657181,143456407,143456407,5337781,45.1724,52.3278,46.3955,76.91,,
045047,WESTERVILLE CSD,Franklin,2022,1788350,2584421410,2586209760,0,40407810,482419600,0,522827410,3109037170,76966730,3186003900,116597456,27375451,143972907,143972907,5917971,45.0843,52.3604,46.3079,76.89,211944.6485,15032.2451
045047,WESTERVILLE CSD,Franklin,2023,2464300,3563896690,3566360990,0,45598480,558110180,0,603708660,4170069650,81329130,4251398780,122152142,26775444,148927586,148927586,6143602,34.25,44.35,35.71,75.54,283795.4809,14980.502
045047,WESTERVILLE CSD,Franklin,2024,1797970,3617979830,3619777800,0,45129720,525120270,0,570249990,4190027790,91701010,4281728800,124224258,25788129,150012387,150012387,6928927,34.3182,45.2225,35.8022,75.56,281794.3035,15194.5187
045054,West Carrollton City SD,Montgomery,2021,151530,327952880,328104410,0,15445880,99415320,60790,114921990,443026400,11228620,454255020,14090837,6103012,20193849,21159770,842707,42.9462,53.1057,45.5816,75.0499,,
045054,WEST CARROLLTON CSD,Montgomery,2022,156010,329753190,329909200,0,17073990,107822580,66100,124962670,454871870,11979750,466851620,14182004,6154399,20336403,21299718,899080,42.9876,49.2499,44.708,75.05,137586.2978,3393.1549
045054,WEST CARROLLTON CSD,Montgomery,2023,162630,452789710,452952340,0,17286730,105993850,73510,123354090,576306430,13884140,590190570,14906117,6146795,21052912,22231270,1042004,32.91,49.83,36.53,75.05,174393.0089,3384.2559
045054,WEST CARROLLTON CSD,Montgomery,2024,162630,460886300,461048930,0,17344310,100727740,76520,118148570,579197500,15876840,595074340,14957395,6199834,21157229,22341038,1191556,32.4421,52.4749,36.5285,75.0499,179217.472,3320.4036
045062,Westlake City SD,Cuyahoga,2021,0,1290114470,1290114470,0,31319750,410654020,0,441973770,1732088240,38009720,1770097960,33445056,14114520,47559576,47559576,2447825,25.9241,31.9352,27.4579,64.4,,
045062,WESTLAKE CSD,Cuyahoga,2022,0,1303181880,1303181880,0,31185000,403080400,0,434265400,1737447280,39995150,1777442430,33776128,13853022,47629150,47629150,2575687,25.9182,31.8999,27.4133,64.4,543376.3824,3271.1073
045062,WESTLAKE CSD,Cuyahoga,2023,0,1320118060,1320118060,0,32328420,410893660,0,443222080,1763340140,41773420,1805113560,34223004,13934370,48157374,48157374,2690208,25.92,31.44,27.31,64.4,551302.8069,3274.2688
045062,WESTLAKE CSD,Cuyahoga,2024,0,1671108750,1671108750,0,34048080,433264040,0,467312120,2138420870,46159710,2184580580,36677661,14730005,51407666,51407666,2972685,21.9481,31.5207,24.04,64.4,687909.1939,3175.6816
045070,Whitehall City SD,Franklin,2021,0,167913100,167913100,0,6219090,98370910,164410,104754410,272667510,16316060,288983570,5031952,4737329,9769281,10314616,1041780,29.9676,45.2232,35.8285,63.85,,
045070,WHITEHALL CSD,Franklin,2022,0,168504070,168504070,0,6126200,88264920,149020,94540140,263044210,17119960,280164170,5044742,4271181,9315923,9842011,1093109,29.9384,45.1785,35.4158,63.85,75159.7763,3727.5812
045070,WHITEHALL CSD,Franklin,2023,0,270078850,270078850,0,7412740,97280010,146920,104839670,374918520,15172670,390091190,5666092,4314519,9980611,10730447,968774,20.98,41.15,26.62,63.85,98953.2228,3942.1777
045070,WHITEHALL CSD,Franklin,2024,0,273307800,273307800,0,7328250,94596580,154710,102079540,375387340,18596860,393984200,5745285,4224122,9969407,10720181,1187409,21.0213,41.3807,26.5577,63.85,96723.5109,4073.3033
045088,Wickliffe City SD,Lake,2021,0,250889610,250889610,0,29649340,34962260,51590,64663190,315552800,13935430,329488230,10913070,4443356,15356426,15356426,1158173,43.4975,68.7154,48.6652,83.11,,
045088,WICKLIFFE CSD,Lake,2022,0,251287320,251287320,0,29783400,34384770,56540,64224710,315512030,14431460,329943490,10925243,4445152,15370395,15370395,1199398,43.4771,69.2125,48.7157,83.11,247378.8834,1333.7577
045088,WICKLIFFE CSD,Lake,2023,0,253099760,253099760,0,29725080,34410380,63180,64198640,317298400,15479740,332778140,10937604,4463108,15400712,15400712,1286521,43.21,69.52,48.54,83.11,253071.93,1314.9548
045088,WICKLIFFE CSD,Lake,2024,0,334748970,334748970,0,28074900,37429170,67010,65571080,400320050,17194620,417514670,11373598,4454709,15828307,15828307,1429044,33.9765,67.9371,39.5391,83.1099,338703.4788,1232.6849
045096,Willard City SD,Huron,2021,31545560,152284910,183830470,22860,9732410,24645370,4782560,39183200,223013670,16801310,239814980,4614144,1257765,5871909,6469284,772860,25.1,32.0996,26.3298,46,,
045096,WILLARD CSD,Huron,2022,31415620,153700430,185116050,30230,9732410,24655240,5366980,39784860,224900910,17933690,242834600,4646412,1277722,5924134,6527837,824948,25.1,32.1158,26.3411,45.9999,147399.4971,1647.4588
045096,WILLARD CSD,Huron,2023,31265090,154756790,186021880,25810,9737360,24751530,6085760,40600460,226622340,18805530,245427870,4650546,1296340,5946886,6459244,863172,25,31.93,26.24,45.9,152124.8679,1613.3317
045096,WILLARD CSD,Huron,2024,50755850,197310990,248066840,42640,14740870,28678820,6818490,50280820,298347660,20605250,318952910,5903990,1325231,7229221,7872199,921054,23.8,26.3566,24.2309,44.7,200452.6253,1591.1635
045104,Willoughby-Eastlake City SD,Lake,2021,2365490,1414581870,1416947360,5640,100333340,299113040,0,399452020,1816399380,130887930,1947287310,59766839,18338203,78105042,78105042,7785214,42.18,45.9084,42.9999,59.48,,
045104,WILLOUGHBY-EASTLAKE CSD,Lake,2022,2197920,1421274700,1423472620,4650,101098070,299836370,0,400939090,1824411710,138951410,1963363120,59757380,18303992,78061372,78061372,8237039,41.98,45.6528,42.7871,59.28,279685.4363,7019.8976
045104,WILLOUGHBY-EASTLAKE CSD,Lake,2023,2218150,1433743390,1435961540,3950,101541110,299358030,0,400903090,1836864630,144356640,1981221270,60023192,18252355,78275547,78275547,8531477,41.8,45.53,42.61,59.1,293007.0743,6761.6841
045104,WILLOUGHBY-EASTLAKE CSD,Lake,2024,2914780,1856691440,1859606220,4250,107154360,357720030,0,464878640,2324484860,161840610,2486325470,69474888,18031387,87506275,87506275,8846207,37.36,38.7873,37.6454,54.66,374646.8403,6636.4512
045112,Wilmington City SD,Clinton,2021,77053130,306715260,383768390,0,17973160,119289960,532890,137796010,521564400,45005940,566570340,7675367,3071514,10746881,11838555,1107145,20,22.2903,20.6051,24.6,,
045112,WILMINGTON CSD,Clinton,2022,78997620,308242810,387240430,0,18254310,130349020,349460,148952790,536193220,46196900,582390120,7745853,3161076,10906929,12029765,1136443,20.0027,21.222,20.3414,24.6,217067.3894,2682.9922
045112,WILMINGTON CSD,Clinton,2023,125258220,421435730,546693950,0,19216730,144471650,204740,163893120,710587070,49303410,759890480,10933879,3277862,14211741,15656253,1212863,20,20,20,24.6,290873.8238,2612.4402
045112,WILMINGTON CSD,Clinton,2024,124774340,425396400,550170740,0,22027790,150792280,212160,173032230,723202970,51013450,774216420,11020799,3460644,14481443,15944149,1254930,20.0316,20,20.024,24.6,302968.8006,2555.4328
045120,Wooster City SD,Wayne,2021,18127640,504246300,522373940,577810,54667320,182225020,64320,237534470,759908410,38994090,798902500,21714301,12738854,34453155,36039201,3123426,41.5685,53.6295,45.3386,80.1,,
045120,WOOSTER CSD,Wayne,2022,18387960,507399940,525787900,515500,56868240,182401060,68040,239852840,765640740,48121940,813762680,21792278,13036337,34828615,36425329,3854567,41.4469,54.3514,45.4895,80.1,227377.8467,3578.9005
045120,WOOSTER CSD,Wayne,2023,22463530,691708840,714172370,556990,67207910,187121870,74470,254961240,969133610,51249350,1020382960,22602055,13756102,36358157,38364703,4105072,31.65,53.95,37.52,80.1,289374.7915,3526.164
045120,WOOSTER CSD,Wayne,2024,23193670,693280220,716473890,618740,75970430,185846220,75870,262511260,978985150,52070890,1031056040,22673031,14173586,36846617,38876015,4170878,31.6453,53.9923,37.6376,80.1,293527.9285,3512.6335
045138,Worthington City SD,Franklin,2021,232900,1841080700,1841313600,0,81091730,440254360,176660,521522750,2362836350,67697720,2430534070,88997315,36639580,125636895,125636895,6907875,48.3336,70.255,53.1721,102.04,,
045138,WORTHINGTON CSD,Franklin,2022,232900,1847193430,1847426330,0,81419420,439033480,196760,520649660,2368075990,71212380,2439288370,94578251,38269468,132847719,132847719,7473027,51.1946,73.5033,56.0994,104.94,229895.2489,10610.434
045138,WORTHINGTON CSD,Franklin,2023,364370,2537457860,2537822230,0,99261600,509572560,222130,609056290,3146878520,75260040,3222138560,102973152,37453124,140426276,140426276,8048308,40.58,61.49,44.62,106.94,302173.4281,10663.2095
