school_year,census_year,october_year,district_irn,district_name,census_poverty,neglected,delinquent,foster,tanf,total_formula_count,population_5_to_17,title1_share
2024-2025,2022,2023,046862,Bloom-Carroll Local School District,130,0,,6,0,136,2424,0.056105610561056
2024-2025,2022,2023,046870,Fairfield Union Local School District,220,0,,10,0,230,2062,0.111542192046557
2024-2025,2022,2023,046888,Liberty Union-Thurston Local School District,125,0,,2,0,127,1346,0.094353640416048
2024-2025,2022,2023,046896,Pickerington Local School District,742,0,,30,0,772,11984,0.064419225634179
2024-2025,2022,2023,046904,Walnut Township Local School District,80,0,,1,0,81,583,0.13893653516295
2024-2025,2022,2023,046920,Miami Trace Local School District,381,23,,9,0,413,2726,0.151504035216434
2024-2025,2022,2023,046946,Canal Winchester Local School District,493,0,,48,0,541,4430,0.122121896162528
2024-2025,2022,2023,046953,Hamilton Local School District,611,0,,51,0,662,3021,0.219132737504138
2024-2025,2022,2023,046961,Gahanna-Jefferson City School District,726,0,,21,0,747,9558,0.078154425612053
2024-2025,2022,2023,046979,Groveport Madison Local School District,1545,0,,129,0,1674,8818,0.189838965751871
2024-2025,2022,2023,046995,New Albany-Plain Local School District,262,0,,6,0,268,5538,0.048392921632358
2024-2025,2022,2023,047001,Reynoldsburg City School District,1431,0,,50,0,1481,8222,0.180126489905133
2024-2025,2022,2023,047019,Hilliard City School District,2195,0,,52,0,2247,18653,0.120463196268697
2024-2025,2022,2023,047027,Dublin City School District,1347,0,,33,0,1380,18140,0.076074972436604
2024-2025,2022,2023,047043,Archbold Area Local School District,95,0,,0,0,95,1288,0.073757763975155
2024-2025,2022,2023,047050,Evergreen Local School District,102,0,,1,0,103,1405,0.073309608540925
2024-2025,2022,2023,047068,Fayette Local School District,57,0,,0,0,57,414,0.13768115942029
2024-2025,2022,2023,047076,Pettisville Local School District,28,0,,0,0,28,407,0.068796068796069
2024-2025,2022,2023,047084,Pike-Delta-York Local School District,128,0,,0,0,128,1375,0.093090909090909
2024-2025,2022,2023,047092,Swanton Local School District,149,0,,2,0,151,1436,0.105153203342618
2024-2025,2022,2023,047167,Berkshire Local School District,146,0,,4,0,150,2174,0.068997240110396
2024-2025,2022,2023,047175,Cardinal Local School District,345,0,,1,0,346,3447,0.10037713954163
2024-2025,2022,2023,047183,Chardon Local School District,246,7,,6,0,259,3289,0.078747339616905
2024-2025,2022,2023,047191,Kenston Local School District,128,0,,3,0,131,3123,0.041946845981428
2024-2025,2022,2023,047225,West Geauga Local School District,96,0,,2,0,98,3015,0.032504145936982
2024-2025,2022,2023,047241,Beavercreek City School District,542,0,,9,0,551,9762,0.056443351772178
2024-2025,2022,2023,047258,Cedar Cliff Local School District,41,0,,0,0,41,704,0.058238636363636
2024-2025,2022,2023,047266,Greeneview Local School District,160,0,,3,0,163,1423,0.114546732255798
2024-2025,2022,2023,047274,Bellbrook-Sugarcreek Local School District,159,0,,6,0,165,3345,0.04932735426009
2024-2025,2022,2023,047308,Rolling Hills Local School District,343,0,,17,0,360,1760,0.204545454545455
2024-2025,2022,2023,047332,Finneytown Local School District,212,0,,21,0,233,1753,0.132915002852253
2024-2025,2022,2023,047340,Forest Hills Local School District,392,0,,28,0,420,9594,0.043777360850532
2024-2025,2022,2023,047365,Northwest Local School District,1678,0,,104,0,1782,12577,0.141687206806075
2024-2025,2022,2023,047373,Oak Hills Local School District,910,0,,39,0,949,11545,0.082200086617583
2024-2025,2022,2023,047381,Southwest Local School District,566,0,,94,0,660,5127,0.128730251609128
2024-2025,2022,2023,047399,Three Rivers Local School District,178,0,,23,0,201,2877,0.069864442127216
2024-2025,2022,2023,047415,Arcadia Local School District,45,0,,2,0,47,448,0.104910714285714
2024-2025,2022,2023,047423,Arlington Local School District,55,0,,4,0,59,719,0.082058414464534
2024-2025,2022,2023,047431,Cory-Rawson Local School District,92,0,,1,0,93,761,0.122207621550591
2024-2025,2022,2023,047449,Liberty-Benton Local School District,52,0,,6,0,58,1372,0.042274052478134
2024-2025,2022,2023,047456,McComb Local School District,67,0,,2,0,69,775,0.089032258064516
2024-2025,2022,2023,047464,Van Buren Local School District,118,0,,1,0,119,1119,0.106344950848972
2024-2025,2022,2023,047472,Vanlue Local School District,22,0,,0,0,22,269,0.0817843866171
2024-2025,2022,2023,047498,Hardin Northern Local School District,47,0,,2,0,49,450,0.108888888888889
2024-2025,2022,2023,047506,Ridgemont Local School District,114,0,,0,0,114,769,0.148244473342003
2024-2025,2022,2023,047514,Riverdale Local School District,156,0,,7,0,163,1032,0.157945736434109
2024-2025,2022,2023,047522,Upper Scioto Valley Local School District,100,0,,1,0,101,692,0.145953757225433
2024-2025,2022,2023,047548,Conotton Valley Union Local School District,89,0,,0,0,89,476,0.186974789915966
2024-2025,2022,2023,047571,Holgate Local School District,26,0,,1,0,27,433,0.062355658198614
2024-2025,2022,2023,047589,Liberty Center Local School District,82,28,,5,0,115,1020,0.112745098039216
2024-2025,2022,2023,047597,Patrick Henry Local School District,118,0,,2,0,120,933,0.128617363344051
2024-2025,2022,2023,047613,Bright Local School District,152,0,,11,0,163,875,0.186285714285714
2024-2025,2022,2023,047621,Fairfield Local School District,94,0,,11,0,105,953,0.110178384050367
2024-2025,2022,2023,047639,Lynchburg-Clay Local School District,165,0,,13,0,178,1178,0.151103565365026
2024-2025,2022,2023,047688,East Holmes Local School District,371,0,,22,0,393,5469,0.071859572133845
2024-2025,2022,2023,047696,West Holmes Local School District,396,0,,14,0,410,3443,0.119082195759512
2024-2025,2022,2023,047712,Monroeville Local School District,64,0,,0,0,64,689,0.09288824383164
2024-2025,2022,2023,047720,New London Local School District,141,0,,2,0,143,1017,0.140609636184857
2024-2025,2022,2023,047738,South Central Local School District,166,0,,3,0,169,1028,0.164396887159533
2024-2025,2022,2023,047746,Western Reserve Local School District,178,0,,3,0,181,1142,0.158493870402802
2024-2025,2022,2023,047761,Oak Hill Union Local School District,298,0,,10,0,308,1335,0.230711610486891
2024-2025,2022,2023,047787,Buckeye Local School District,436,0,,5,0,441,1873,0.235451147891084
2024-2025,2022,2023,047795,Edison Local School District,380,0,,11,0,391,1977,0.197774405665149
2024-2025,2022,2023,047803,Indian Creek Local School District,583,0,,2,0,585,2531,0.231133939154484
2024-2025,2022,2023,047829,Centerburg Local School District,115,0,,5,0,120,1242,0.096618357487923
2024-2025,2022,2023,047837,Danville Local School District,119,0,,3,0,122,914,0.133479212253829
2024-2025,2022,2023,047845,East Knox Local School District,241,0,,6,0,247,1820,0.135714285714286
2024-2025,2022,2023,047852,Fredericktown Local School District,183,0,,6,0,189,1461,0.129363449691992
2024-2025,2022,2023,047878,Kirtland Local School District,53,0,,2,0,55,1355,0.040590405904059
2024-2025,2022,2023,047886,Madison Local School District,347,0,,8,0,355,2874,0.123521224773834
2024-2025,2022,2023,047894,Riverside Local School District,372,0,,4,0,376,5637,0.066702146531843
2024-2025,2022,2023,047902,Perry Local School District,110,0,,3,0,113,1608,0.070273631840796
2024-2025,2022,2023,047928,Dawson-Bryant Local School District,209,0,,8,0,217,972,0.223251028806584
2024-2025,2022,2023,047936,Fairland Local School District,240,0,,5,0,245,1592,0.153894472361809
2024-2025,2022,2023,047944,Rock Hill Local School District,312,42,,8,0,362,1491,0.242790073775989
2024-2025,2022,2023,047951,South Point Local School District,431,0,,11,0,442,1773,0.249294980259447
2024-2025,2022,2023,047969,Symmes Valley Local School District,111,0,,2,0,113,705,0.160283687943262
2024-2025,2022,2023,047985,Johnstown-Monroe Local School District,107,0,,3,0,110,1935,0.056847545219638
2024-2025,2022,2023,047993,Lakewood Local School District,191,0,,21,0,212,2121,0.0999528524281
2024-2025,2022,2023,048009,Licking Heights Local School District,622,0,,27,0,649,5418,0.119785898855666
2024-2025,2022,2023,048017,Licking Valley Local School District,178,0,,11,0,189,2110,0.08957345971564
2024-2025,2022,2023,048025,North Fork Local School District,238,0,,8,0,246,1939,0.126869520371325
2024-2025,2022,2023,048033,Northridge Local School District,107,0,,2,0,109,1488,0.073252688172043
2024-2025,2022,2023,048041,Southwest Licking Local School District,324,0,,39,0,363,5330,0.068105065666041
2024-2025,2022,2023,048074,Benjamin Logan Local School District,183,0,,14,0,197,1954,0.100818833162743
2024-2025,2022,2023,048082,Indian Lake Local School District,285,0,,7,0,292,1601,0.182386008744535
2024-2025,2022,2023,048090,Riverside Local School District,108,0,,2,0,110,689,0.159651669085631
2024-2025,2022,2023,048116,Avon Local School District,342,0,,2,0,344,5303,0.064868942108241
2024-2025,2022,2023,048124,Avon Lake City School District,179,0,,1,0,180,4536,0.03968253968254
2024-2025,2022,2023,048132,Clearview Local School District,346,0,,4,0,350,1089,0.32139577594123
2024-2025,2022,2023,048140,Columbia Local School District,68,0,,2,0,70,947,0.073917634635692
2024-2025,2022,2023,048157,Firelands Local School District,130,0,,4,0,134,1715,0.078134110787172
2024-2025,2022,2023,048165,Keystone Local School District,173,0,,4,0,177,1782,0.099326599326599
2024-2025,2022,2023,048173,Midview Local School District,364,0,,9,0,373,3177,0.117406358199559
2024-2025,2022,2023,048207,Anthony Wayne Local School District,217,0,,29,0,246,5838,0.042137718396711
2024-2025,2022,2023,048215,Ottawa Hills Local School District,52,0,,4,0,56,1173,0.047740835464621
2024-2025,2022,2023,048223,Springfield Local School District,652,0,,41,0,693,4611,0.150292778139232
2024-2025,2022,2023,048231,Washington Local School District,1506,0,,72,0,1578,7759,0.203376723804614
2024-2025,2022,2023,048256,Jefferson Local School District,150,0,,4,0,154,1123,0.13713268032057
2024-2025,2022,2023,048264,Jonathan Alder Local School District,173,0,,3,0,176,2332,0.075471698113208
2024-2025,2022,2023,048272,Madison-Plains Local School District,161,0,,8,0,169,1446,0.116874135546335
2024-2025,2022,2023,048298,Austintown Local School District,861,0,,24,0,885,4697,0.188418139237811
2024-2025,2022,2023,048306,Boardman Local School District,994,0,,41,0,1035,4901,0.211181391552744
2024-2025,2022,2023,048314,Canfield Local School District,175,0,,7,0,182,3154,0.057704502219404
2024-2025,2022,2023,048322,Jackson-Milton Local School District,150,0,,6,0,156,839,0.185935637663886
2024-2025,2022,2023,048330,Lowellville Local School District,42,0,,0,0,42,293,0.143344709897611
2024-2025,2022,2023,048348,Poland Local School District,159,0,,4,0,163,2278,0.071553994732221
2024-2025,2022,2023,048355,Sebring Local School District,151,0,,12,0,163,544,0.299632352941177
2024-2025,2022,2023,048363,South Range Local School District,165,0,,11,0,176,1155,0.152380952380952
2024-2025,2022,2023,048371,Springfield Local School District,113,0,,3,0,116,1047,0.110792741165234
2024-2025,2022,2023,048389,West Branch Local School District,281,0,,5,0,286,1915,0.14934725848564
2024-2025,2022,2023,048397,Western Reserve Local School District,68,0,,1,0,69,552,0.125
2024-2025,2022,2023,048413,Elgin Local School District,175,0,,2,0,177,1127,0.157054125998225
2024-2025,2022,2023,048421,Pleasant Local School District,144,0,,1,0,145,1357,0.106853352984525
2024-2025,2022,2023,048439,Ridgedale Local School District,225,0,,3,0,228,770,0.296103896103896
2024-2025,2022,2023,048447,River Valley Local School District,195,0,,7,0,202,1942,0.104016477857879
2024-2025,2022,2023,048462,Black River Local School District,216,0,,12,0,228,1863,0.122383252818035
2024-2025,2022,2023,048470,Buckeye Local School District,176,0,,5,0,181,2321,0.077983627746661
2024-2025,2022,2023,048488,Cloverleaf Local School District,274,0,,26,0,300,2827,0.10611956137248
2024-2025,2022,2023,048496,Highland Local School District,87,0,,6,0,93,3846,0.02418096723869
2024-2025,2022,2023,048512,Eastern Local School District,100,0,,0,0,100,799,0.125156445556946
2024-2025,2022,2023,048520,Meigs Local School District,487,0,,5,0,492,1748,0.281464530892448
2024-2025,2022,2023,048538,Southern Local School District,138,0,,1,0,139,713,0.194950911640954
2024-2025,2022,2023,048553,Marion Local School District,75,0,,0,0,75,937,0.080042689434365
2024-2025,2022,2023,048579,Parkway Local School District,106,0,,4,0,110,1089,0.101010101010101
2024-2025,2022,2023,048587,St. Henry Consolidated Local School District,19,0,,0,0,19,986,0.019269776876268
2024-2025,2022,2023,048595,Fort Recovery Local School District,31,0,,1,0,32,883,0.036240090600227
2024-2025,2022,2023,048611,Bethel Local School District,119,0,,5,0,124,2030,0.061083743842365
2024-2025,2022,2023,048629,Miami East Local School District,116,0,,3,0,119,1474,0.080732700135685
2024-2025,2022,2023,048637,Newton Local School District,138,0,,2,0,140,639,0.219092331768388
2024-2025,2022,2023,048652,Switzerland of Ohio Local School District,492,0,,5,0,497,2373,0.209439528023599
2024-2025,2022,2023,048678,Brookville Local School District,137,0,,2,0,139,1625,0.085538461538462
2024-2025,2022,2023,048686,Jefferson Township Local School District,201,0,,5,0,206,753,0.273572377158035
2024-2025,2022,2023,048694,Trotwood-Madison City School District,1048,0,,27,0,1075,3339,0.321952680443246
2024-2025,2022,2023,048702,Mad River Local School District,605,0,,22,0,627,3524,0.177922814982974
2024-2025,2022,2023,048710,New Lebanon Local School District,172,0,,23,0,195,1067,0.182755388940956
2024-2025,2022,2023,048728,Northmont City School District,523,0,,34,0,557,5633,0.098881590626664
2024-2025,2022,2023,048736,Northridge Local School District,569,19,,8,0,596,1510,0.394701986754967
2024-2025,2022,2023,048744,Valley View Local School District,205,0,,13,0,218,2118,0.102927289896128
2024-2025,2022,2023,048751,Huber Heights City School District,1090,0,,42,0,1132,7282,0.155451798956331
2024-2025,2022,2023,048777,Morgan Local School District,452,0,,7,0,459,1962,0.23394495412844
2024-2025,2022,2023,048793,Cardington-Lincoln Local School District,139,0,,7,0,146,1061,0.13760603204524
2024-2025,2022,2023,048801,Highland Local School District,242,0,,5,0,247,1743,0.141709695926563
2024-2025,2022,2023,048819,Northmor Local School District,183,0,,7,0,190,1338,0.142002989536622
2024-2025,2022,2023,048835,East Muskingum Local School District,219,43,,5,0,267,2188,0.122029250457038
2024-2025,2022,2023,048843,Franklin Local School District,316,0,,11,0,327,2161,0.151318833873207
2024-2025,2022,2023,048850,Maysville Local School District,252,0,,8,0,260,1718,0.151338766006985
2024-2025,2022,2023,048876,Tri-Valley Local School District,403,0,,20,0,423,3282,0.128884826325411
2024-2025,2022,2023,048884,West Muskingum Local School District,252,0,,6,0,258,1922,0.13423517169615
2024-2025,2022,2023,048900,Noble Local School District,173,0,,0,0,173,1163,0.148753224419605
2024-2025,2022,2023,048926,Benton-Carroll-Salem Local School District,182,0,,4,0,186,1534,0.121251629726206
2024-2025,2022,2023,048934,Danbury Local School District,58,0,,1,0,59,439,0.134396355353075
2024-2025,2022,2023,048942,Genoa Area Local School District,106,0,,8,0,114,1305,0.08735632183908
2024-2025,2022,2023,048959,Middle Bass Local School District,1,0,,0,0,1,14,0.071428571428571
2024-2025,2022,2023,048967,North Bass Local School District,0,0,,0,0,0,0,0
2024-2025,2022,2023,048975,Put-in-Bay Local School District,2,0,,0,0,2,60,0.033333333333333
2024-2025,2022,2023,048991,Antwerp Local School District,82,0,,0,0,82,698,0.117478510028653
2024-2025,2022,2023,049031,Wayne Trace Local School District,99,0,,0,0,99,918,0.107843137254902
2024-2025,2022,2023,049056,Northern Local School District,309,0,,18,0,327,2591,0.126206098031648
2024-2025,2022,2023,049064,Southern Local School District,226,0,,3,0,229,733,0.312414733969986
2024-2025,2022,2023,049080,Logan Elm Local School District,252,0,,2,0,254,2056,0.123540856031128
2024-2025,2022,2023,049098,Teays Valley Local School District,383,0,,9,0,392,4363,0.089846435938574
2024-2025,2022,2023,049106,Westfall Local School District,170,0,,6,0,176,1407,0.125088841506752
2024-2025,2022,2023,049122,Eastern Local School District,192,0,,5,0,197,873,0.225658648339061
2024-2025,2022,2023,049130,Scioto Valley Local School District,346,0,,10,0,356,1414,0.251768033946252
2024-2025,2022,2023,049148,Waverly City School District,418,0,,11,0,429,1878,0.228434504792332
2024-2025,2022,2023,049155,Western Local School District,252,0,,2,0,254,859,0.29569266589057
2024-2025,2022,2023,049171,Aurora City School District,69,0,,3,0,72,3161,0.022777602024676
2024-2025,2022,2023,049189,Crestwood Local School District,199,0,,11,0,210,1779,0.118043844856661
2024-2025,2022,2023,049197,Field Local School District,166,0,,21,0,187,2441,0.076607947562474
2024-2025,2022,2023,049205,James A. Garfield Local School District,137,0,,3,0,140,1424,0.098314606741573
2024-2025,2022,2023,049213,Rootstown Local School District,86,0,,4,0,90,1313,0.068545316070069
2024-2025,2022,2023,049221,Southeast Local School District,173,0,,9,0,182,1735,0.104899135446686
2024-2025,2022,2023,049239,Streetsboro City School District,252,0,,8,0,260,2315,0.112311015118791
2024-2025,2022,2023,049247,Waterloo Local School District,85,0,,13,0,98,1288,0.076086956521739
2024-2025,2022,2023,049270,National Trail Local School District,167,0,,6,0,173,1099,0.157415832575068
2024-2025,2022,2023,049288,Preble Shawnee Local School District,189,0,,7,0,196,1515,0.129372937293729
2024-2025,2022,2023,049296,Twin Valley Community Local School District,123,0,,1,0,124,950,0.130526315789474
2024-2025,2022,2023,049312,Columbus Grove Local School District,93,0,,0,0,93,1009,0.09217046580773
2024-2025,2022,2023,049320,Continental Local School District,56,0,,1,0,57,614,0.092833876221498
2024-2025,2022,2023,049338,Jennings Local School District,20,0,,0,0,20,376,0.053191489361702
2024-2025,2022,2023,049346,Kalida Local School District,29,0,,0,0,29,630,0.046031746031746
2024-2025,2022,2023,049353,Leipsic Local School District,79,0,,0,0,79,721,0.109570041608877
2024-2025,2022,2023,049361,Miller City-New Cleveland Local School District,17,0,,0,0,17,422,0.040284360189573
2024-2025,2022,2023,049379,Ottawa-Glandorf Local School District,84,0,,1,0,85,1753,0.048488305761552
2024-2025,2022,2023,049387,Ottoville Local School District,24,0,,5,0,29,461,0.062906724511931
2024-2025,2022,2023,049395,Pandora-Gilboa Local School District,43,0,,3,0,46,673,0.068350668647845
2024-2025,2022,2023,049411,Clear Fork Valley Local School District,167,0,,6,0,173,2018,0.085728444003964
2024-2025,2022,2023,049429,Crestview Local School District,276,0,,2,0,278,1583,0.175615919140872
2024-2025,2022,2023,049437,Lexington Local School District,319,0,,6,0,325,2884,0.112690707350902
2024-2025,2022,2023,049445,Lucas Local School District,63,0,,4,0,67,574,0.116724738675958
2024-2025,2022,2023,049452,Madison Local School District,637,60,,10,0,707,3347,0.211233940842546
2024-2025,2022,2023,049460,Plymouth-Shiloh Local School District,122,0,,2,0,124,1028,0.120622568093385
2024-2025,2022,2023,049478,Ontario Local School District,174,0,,14,0,188,1853,0.101457096600108
2024-2025,2022,2023,049494,Adena Local School District,191,0,,5,0,196,1309,0.149732620320856
2024-2025,2022,2023,049502,Huntington Local School District,218,0,,5,0,223,1092,0.204212454212454
2024-2025,2022,2023,049510,Paint Valley Local School District,183,0,,10,0,193,949,0.203371970495258
2024-2025,2022,2023,049528,Southeastern Local School District,170,0,,8,0,178,1032,0.172480620155039
2024-2025,2022,2023,049536,Union-Scioto Local School District,338,0,,10,0,348,1866,0.186495176848875
2024-2025,2022,2023,049544,Zane Trace Local School District,189,0,,2,0,191,1534,0.124511082138201
2024-2025,2022,2023,049569,Lakota Local School District,107,0,,4,0,111,1160,0.095689655172414
2024-2025,2022,2023,049577,Woodmore Local School District,78,0,,2,0,80,1019,0.078508341511286
2024-2025,2022,2023,049593,Bloom-Vernon Local School District,117,0,,15,0,132,749,0.176234979973298
2024-2025,2022,2023,049601,Clay Local School District,115,0,,14,0,129,540,0.238888888888889
2024-2025,2022,2023,049619,Green Local School District,126,0,,1,0,127,664,0.191265060240964
2024-2025,2022,2023,049627,Minford Local School District,250,0,,29,0,279,1367,0.204096561814192
2024-2025,2022,2023,049635,Northwest Local School District,296,0,,31,0,327,1516,0.215699208443272
2024-2025,2022,2023,049643,Valley Local School District,147,0,,6,0,153,851,0.17978848413631
2024-2025,2022,2023,049650,Washington-Nile Local School District,288,0,,19,0,307,1298,0.236517719568567
2024-2025,2022,2023,049668,Wheelersburg Local School District,235,0,,9,0,244,1350,0.180740740740741
2024-2025,2022,2023,049684,Seneca East Local School District,64,0,,3,0,67,829,0.080820265379976
2024-2025,2022,2023,049700,Hopewell-Loudon Local School District,58,0,,2,0,60,723,0.08298755186722
2024-2025,2022,2023,049718,New Riegel Local School District,20,0,,1,0,21,333,0.063063063063063
2024-2025,2022,2023,049726,Old Fort Local School District,44,0,,0,0,44,512,0.0859375
2024-2025,2022,2023,049759,Anna Local School District,52,0,,0,0,52,996,0.052208835341365
2024-2025,2022,2023,049767,Botkins Local School District,23,0,,0,0,23,419,0.054892601431981
2024-2025,2022,2023,049775,Fairlawn Local School District,38,0,,0,0,38,368,0.103260869565217
2024-2025,2022,2023,049783,Fort Loramie Local School District,26,0,,1,0,27,805,0.033540372670807
2024-2025,2022,2023,049791,Hardin-Houston Local School District,92,6,,2,0,100,896,0.111607142857143
2024-2025,2022,2023,049809,Jackson Center Local School District,35,0,,0,0,35,498,0.070281124497992
2024-2025,2022,2023,049817,Russia Local School District,9,0,,0,0,9,371,0.024258760107817
2024-2025,2022,2023,049833,Canton Local School District,377,0,,4,0,381,1766,0.215741789354473
2024-2025,2022,2023,049841,Fairless Local School District,212,0,,2,0,214,1899,0.112690889942075
2024-2025,2022,2023,049858,Jackson Local School District,397,0,,28,0,425,6601,0.064384184214513
2024-2025,2022,2023,049866,Lake Local School District,215,0,,12,0,227,3813,0.059533175976921
2024-2025,2022,2023,049874,Louisville City School District,292,0,,25,0,317,3101,0.102225088681071
2024-2025,2022,2023,049882,Marlington Local School District,287,0,,5,0,292,2244,0.130124777183601
2024-2025,2022,2023,049890,Minerva Local School District,303,0,,8,0,311,1946,0.159815005138746
2024-2025,2022,2023,049908,Northwest Local School District,185,0,,0,0,185,2017,0.091720376797224
2024-2025,2022,2023,049916,Osnaburg Local School District,73,0,,5,0,78,830,0.093975903614458
2024-2025,2022,2023,049924,Perry Local School District,548,0,,32,0,580,4558,0.127248793330408
2024-2025,2022,2023,049932,Plain Local School District,971,0,,41,0,1012,6990,0.144778254649499
2024-2025,2022,2023,049940,Sandy Valley Local School District,198,0,,2,0,200,1301,0.153727901614143
2024-2025,2022,2023,049957,Tuslaw Local School District,146,0,,5,0,151,1596,0.094611528822055
2024-2025,2022,2023,049973,Woodridge Local School District,364,0,,26,0,390,2500,0.156
2024-2025,2022,2023,049981,Copley-Fairlawn City School District,217,0,,17,0,234,3359,0.069663590354272
2024-2025,2022,2023,049999,Coventry Local School District,202,0,,13,0,215,1433,0.15003489183531
2024-2025,2022,2023,050005,Manchester Local School District,121,0,,23,0,144,1392,0.103448275862069
2024-2025,2022,2023,050013,Green Local School District,339,0,,34,0,373,4620,0.080735930735931
2024-2025,2022,2023,050021,Hudson City School District,113,0,,5,0,118,5380,0.021933085501859
2024-2025,2022,2023,050039,Mogadore Local School District,69,0,,1,0,70,683,0.102489019033675
2024-2025,2022,2023,050047,Nordonia Hills City School District,213,0,,7,0,220,4371,0.050331731869138
2024-2025,2022,2023,050054,Revere Local School District,128,0,,5,0,133,3693,0.036014080693203
2024-2025,2022,2023,050062,Springfield Local School District,385,0,,51,0,436,2483,0.175594039468385
2024-2025,2022,2023,050070,Twinsburg City School District,245,0,,14,0,259,4609,0.056194402256455
2024-2025,2022,2023,050096,Bloomfield-Mespo Local School District,131,0,,1,0,132,1155,0.114285714285714
2024-2025,2022,2023,050112,Bristol Local School District,149,0,,3,0,152,1215,0.125102880658436
2024-2025,2022,2023,050120,Brookfield Local School District,276,0,,1,0,277,1097,0.252506836827712
2024-2025,2022,2023,050138,Champion Local School District,160,0,,1,0,161,1447,0.111264685556323
2024-2025,2022,2023,050153,Mathews Local School District,131,0,,5,0,136,852,0.15962441314554
2024-2025,2022,2023,050161,Howland Local School District,473,0,,8,0,481,2960,0.1625
2024-2025,2022,2023,050179,Joseph Badger Local School District,160,0,,1,0,161,874,0.184210526315789
2024-2025,2022,2023,050187,Lakeview Local School District,201,0,,3,0,204,1854,0.110032362459547
2024-2025,2022,2023,050195,Liberty Local School District,363,68,,4,0,435,1650,0.263636363636364
2024-2025,2022,2023,050203,Lordstown Local School District,66,0,,1,0,67,466,0.143776824034335
2024-2025,2022,2023,050211,Maplewood Local School District,102,0,,1,0,103,712,0.144662921348315
2024-2025,2022,2023,050229,McDonald Local School District,78,0,,1,0,79,651,0.121351766513057
2024-2025,2022,2023,050237,Southington Local School District,80,0,,1,0,81,647,0.125193199381762
2024-2025,2022,2023,050245,LaBrae Local School District,251,0,,3,0,254,1044,0.243295019157088
2024-2025,2022,2023,050252,Weathersfield Local School District,149,0,,1,0,150,763,0.196592398427261
2024-2025,2022,2023,050278,Garaway Local School District,202,0,,4,0,206,2547,0.080879466038477
2024-2025,2022,2023,050286,Indian Valley Local School District,217,0,,9,0,226,1678,0.134684147794994
2024-2025,2022,2023,050294,Strasburg-Franklin Local School District,48,0,,1,0,49,627,0.078149920255183
2024-2025,2022,2023,050302,Tuscarawas Valley Local School District,142,0,,11,0,153,1566,0.097701149425287
2024-2025,2022,2023,050328,Fairbanks Local School District,40,0,,1,0,41,1341,0.030574198359433
2024-2025,2022,2023,050336,North Union Local School District,125,0,,7,0,132,1493,0.08841259209645
2024-2025,2022,2023,050351,Crestview Local School District,57,0,,2,0,59,857,0.068844807467911
2024-2025,2022,2023,050369,Lincolnview Local School District,51,0,,0,0,51,782,0.065217391304348
2024-2025,2022,2023,050393,Vinton County Local School District,504,0,,15,0,519,1948,0.266427104722793
2024-2025,2022,2023,050419,Carlisle Local School District,146,0,,4,0,150,1691,0.088704908338261
2024-2025,2022,2023,050427,Springboro Community City School District,178,0,,7,0,185,7442,0.024858908895458
2024-2025,2022,2023,050435,Kings Local School District,267,0,,8,0,275,5602,0.049089610853267
2024-2025,2022,2023,050443,Little Miami Local School District,233,0,,18,0,251,6430,0.039035769828927
2024-2025,2022,2023,050450,Mason City School District,338,0,,6,0,344,11645,0.029540575354229
2024-2025,2022,2023,050468,Wayne Local School District,72,0,,11,0,83,1681,0.049375371802499
2024-2025,2022,2023,050484,Fort Frye Local School District,179,0,,8,0,187,973,0.192189105858171
2024-2025,2022,2023,050492,Frontier Local School District,126,0,,0,0,126,672,0.1875
2024-2025,2022,2023,050500,Warren Local School District,351,0,,14,0,365,2297,0.158902916848063
2024-2025,2022,2023,050518,Wolf Creek Local School District,72,0,,0,0,72,600,0.12
2024-2025,2022,2023,050534,Chippewa Local School District,94,0,,6,0,100,1412,0.070821529745042
2024-2025,2022,2023,050542,Dalton Local School District,172,0,,3,0,175,1540,0.113636363636364
2024-2025,2022,2023,050559,Green Local School District,116,0,,3,0,119,1291,0.092176607281177
2024-2025,2022,2023,050567,Norwayne Local School District,254,29,,6,0,289,1460,0.197945205479452
2024-2025,2022,2023,050575,Northwestern Local School District,195,0,,3,0,198,1543,0.128321451717434
2024-2025,2022,2023,050583,Southeast Local School District,480,0,,7,0,487,4593,0.106030916612236
2024-2025,2022,2023,050591,Triway Local School District,237,0,,5,0,242,2232,0.1084229390681
2024-2025,2022,2023,050617,Edgerton Local School District,60,0,,0,0,60,643,0.093312597200622
2024-2025,2022,2023,050625,Edon Northwest Local School District,51,0,,4,0,55,551,0.099818511796733
2024-2025,2022,2023,050633,Millcreek-West Unity Local School District,65,0,,1,0,66,569,0.115992970123023
2024-2025,2022,2023,050641,North Central Local School District,69,0,,1,0,70,677,0.103397341211226
2024-2025,2022,2023,050658,Stryker Local School District,47,0,,0,0,47,418,0.11244019138756
2024-2025,2022,2023,050674,Eastwood Local School District,94,0,,4,0,98,1522,0.064388961892247
2024-2025,2022,2023,050682,Elmwood Local School District,97,0,,0,0,97,1158,0.083765112262522
2024-2025,2022,2023,050690,Lake Local School District,197,0,,3,0,200,1754,0.114025085518814
2024-2025,2022,2023,050708,North Baltimore Local School District,124,0,,1,0,125,724,0.172651933701657
2024-2025,2022,2023,050716,Northwood Local School District,111,0,,2,0,113,838,0.134844868735084
2024-2025,2022,2023,050724,Otsego Local School District,130,0,,2,0,132,1667,0.079184163167367
