school_year,census_year,october_year,district_irn,district_name,census_poverty,neglected,delinquent,foster,tanf,total_formula_count,population_5_to_17,title1_share
2025-2026,2023,2024,045070,Whitehall City School District,1110,0,0,37,0,1147,3946,0.29067410035479
2025-2026,2023,2024,045088,Wickliffe City School District,291,0,0,7,0,298,1709,0.174370977179637
2025-2026,2023,2024,045096,Willard City School District,405,0,0,3,0,408,1833,0.222585924713584
2025-2026,2023,2024,045104,Willoughby-Eastlake City School District,1279,0,0,11,0,1290,8356,0.154380086165629
2025-2026,2023,2024,045112,Wilmington City School District,511,0,0,21,0,532,3273,0.162542010388023
2025-2026,2023,2024,045120,Wooster City School District,528,0,0,29,0,557,3970,0.140302267002519
2025-2026,2023,2024,045138,Worthington City School District,924,0,0,13,0,937,12223,0.076658758079031
2025-2026,2023,2024,045146,Wyoming City School District,56,0,0,7,0,63,2234,0.028200537153089
2025-2026,2023,2024,045153,Xenia Community City School District,937,0,0,11,0,948,5421,0.174875484228002
2025-2026,2023,2024,045161,Youngstown City School District,4736,98,0,41,0,4875,9630,0.506230529595016
2025-2026,2023,2024,045179,Zanesville City School District,1493,0,0,40,0,1533,4241,0.36147135109644
2025-2026,2023,2024,045187,Ada Exempted Village School District,130,0,0,0,0,130,948,0.137130801687764
2025-2026,2023,2024,045195,Amherst Exempted Village School District,292,0,0,13,0,305,4277,0.071311667056348
2025-2026,2023,2024,045203,Barnesville Exempted Village School District,210,0,0,0,0,210,1244,0.168810289389068
2025-2026,2023,2024,045211,Bluffton Exempted Village School District,60,0,0,2,0,62,1078,0.057513914656772
2025-2026,2023,2024,045229,Bradford Exempted Village School District,74,0,0,0,0,74,592,0.125
2025-2026,2023,2024,045237,Bridgeport Exempted Village School District,208,0,0,3,0,211,798,0.264411027568922
2025-2026,2023,2024,045245,Harrison Hills City School District,363,0,0,20,0,383,1891,0.202538339502909
2025-2026,2023,2024,045252,Caldwell Exempted Village School District,137,0,0,2,0,139,903,0.153931339977852
2025-2026,2023,2024,045260,Carey Exempted Village School District,89,0,0,1,0,90,875,0.102857142857143
2025-2026,2023,2024,045278,Carrollton Exempted Village School District,379,0,0,6,0,385,2567,0.149980522010129
2025-2026,2023,2024,045286,Chagrin Falls Exempted Village School District,55,0,0,4,0,59,1926,0.030633437175493
2025-2026,2023,2024,045294,Chesapeake Union Exempted Village School District,166,0,0,2,0,168,1157,0.145203111495246
2025-2026,2023,2024,045302,Clyde-Green Springs Exempted Village School District,244,0,0,8,0,252,2075,0.12144578313253
2025-2026,2023,2024,045310,Coldwater Exempted Village School District,62,0,0,1,0,63,1427,0.044148563419762
2025-2026,2023,2024,045328,Columbiana Exempted Village School District,116,0,0,2,0,118,1058,0.111531190926276
2025-2026,2023,2024,045336,Covington Exempted Village School District,90,0,0,2,0,92,905,0.101657458563536
2025-2026,2023,2024,045344,Crestline Exempted Village School District,188,0,0,8,0,196,895,0.218994413407821
2025-2026,2023,2024,045351,Crooksville Exempted Village School District,184,0,0,5,0,189,970,0.194845360824742
2025-2026,2023,2024,045369,Fairport Harbor Exempted Village School District,104,0,0,1,0,105,401,0.261845386533666
2025-2026,2023,2024,045377,Georgetown Exempted Village School District,233,0,0,1,0,234,1084,0.215867158671587
2025-2026,2023,2024,045385,Gibsonburg Exempted Village School District,79,0,0,2,0,81,855,0.094736842105263
2025-2026,2023,2024,045393,Granville Exempted Village School District,53,0,0,0,0,53,2978,0.017797179314976
2025-2026,2023,2024,045401,Greenfield Exempted Village School District,457,0,0,27,0,484,2272,0.213028169014085
2025-2026,2023,2024,045419,Hicksville Exempted Village School District,101,0,0,0,0,101,990,0.102020202020202
2025-2026,2023,2024,045427,Hubbard Exempted Village School District,329,0,0,1,0,330,1831,0.180229382850901
2025-2026,2023,2024,045435,Indian Hill Exempted Village School District,84,0,0,3,0,87,2920,0.029794520547945
2025-2026,2023,2024,045443,Leetonia Exempted Village School District,142,0,0,3,0,145,724,0.200276243093923
2025-2026,2023,2024,045450,Lisbon Exempted Village School District,154,0,0,0,0,154,789,0.195183776932826
2025-2026,2023,2024,045468,Loudonville-Perrysville Exempted Village School District,191,0,0,15,0,206,1250,0.1648
2025-2026,2023,2024,045476,Marysville Exempted Village School District,357,0,0,17,0,374,6124,0.061071195297191
2025-2026,2023,2024,045484,Mechanicsburg Exempted Village School District,89,0,0,1,0,90,854,0.105386416861827
2025-2026,2023,2024,045492,Mentor Exempted Village School District,736,0,0,21,0,757,8517,0.088881061406599
2025-2026,2023,2024,045500,Milford Exempted Village School District,491,0,0,16,0,507,7914,0.064063684609553
2025-2026,2023,2024,045518,Milton-Union Exempted Village School District,191,0,0,8,0,199,1542,0.12905317769131
2025-2026,2023,2024,045526,Montpelier Exempted Village School District,138,0,0,2,0,140,912,0.153508771929825
2025-2026,2023,2024,045534,Mount Gilead Exempted Village School District,160,0,0,2,0,162,1185,0.136708860759494
2025-2026,2023,2024,045542,Newcomerstown Exempted Village School District,217,0,0,15,0,232,1010,0.22970297029703
2025-2026,2023,2024,045559,New Richmond Exempted Village School District,301,0,0,6,0,307,2339,0.131252672082086
2025-2026,2023,2024,045567,Newton Falls Exempted Village School District,244,0,0,5,0,249,1249,0.199359487590072
2025-2026,2023,2024,045575,Paulding Exempted Village School District,214,0,0,1,0,215,1680,0.12797619047619
2025-2026,2023,2024,045583,Perrysburg Exempted Village School District,222,0,0,4,0,226,6123,0.036910011432304
2025-2026,2023,2024,045591,Rittman Exempted Village School District,157,0,0,6,0,163,1101,0.148047229791099
2025-2026,2023,2024,045609,Rossford Exempted Village School District,192,0,0,7,0,199,1852,0.107451403887689
2025-2026,2023,2024,045617,Tipp City Exempted Village School District,147,0,0,6,0,153,2814,0.054371002132196
2025-2026,2023,2024,045625,Upper Sandusky Exempted Village School District,168,0,0,9,0,177,1757,0.100739897552647
2025-2026,2023,2024,045633,Versailles Exempted Village School District,53,0,0,3,0,56,1305,0.042911877394636
2025-2026,2023,2024,045641,Wauseon Exempted Village School District,223,0,0,1,0,224,1806,0.124031007751938
2025-2026,2023,2024,045658,Wellington Exempted Village School District,112,0,0,2,0,114,1296,0.087962962962963
2025-2026,2023,2024,045666,Windham Exempted Village School District,99,0,0,9,0,108,515,0.209708737864078
2025-2026,2023,2024,045674,Yellow Springs Exempted Village School District,50,0,0,1,0,51,577,0.088388214904679
2025-2026,2023,2024,045757,Allen East Local School District,86,0,0,1,0,87,1093,0.079597438243367
2025-2026,2023,2024,045765,Bath Local School District,222,0,0,12,0,234,1795,0.130362116991643
2025-2026,2023,2024,045773,Elida Local School District,536,0,0,13,0,549,3108,0.176640926640927
2025-2026,2023,2024,045781,Perry Local School District,133,0,0,0,0,133,602,0.22093023255814
2025-2026,2023,2024,045799,Shawnee Local School District,260,0,0,17,0,277,2948,0.093962008141113
2025-2026,2023,2024,045807,Spencerville Local School District,103,0,0,3,0,106,928,0.114224137931034
2025-2026,2023,2024,045823,Hillsdale Local School District,126,0,0,5,0,131,1171,0.111870196413322
2025-2026,2023,2024,045831,Mapleton Local School District,201,0,0,9,0,210,1240,0.169354838709677
2025-2026,2023,2024,045856,Buckeye Local School District,325,0,0,5,0,330,1662,0.1985559566787
2025-2026,2023,2024,045864,Grand Valley Local School District,271,0,0,6,0,277,2191,0.126426289365587
2025-2026,2023,2024,045872,Jefferson Area Local School District,382,0,0,18,0,400,1958,0.204290091930541
2025-2026,2023,2024,045880,Pymatuning Valley Local School District,395,0,0,13,0,408,1518,0.268774703557312
2025-2026,2023,2024,045906,Alexander Local School District,255,0,0,22,0,277,1540,0.17987012987013
2025-2026,2023,2024,045914,Federal Hocking Local School District,214,0,0,16,0,230,1112,0.206834532374101
2025-2026,2023,2024,045922,Trimble Local School District,168,0,0,18,0,186,680,0.273529411764706
2025-2026,2023,2024,045948,Minster Local School District,29,0,0,2,0,31,953,0.032528856243442
2025-2026,2023,2024,045955,New Bremen Local School District,21,0,0,0,0,21,790,0.026582278481013
2025-2026,2023,2024,045963,New Knoxville Local School District,17,0,0,1,0,18,461,0.039045553145336
2025-2026,2023,2024,045971,Waynesfield-Goshen Local School District,45,0,0,1,0,46,440,0.104545454545455
2025-2026,2023,2024,045997,St. Clairsville-Richland City School District,213,0,0,10,0,223,1717,0.129877693651718
2025-2026,2023,2024,046003,Shadyside Local School District,104,0,0,0,0,104,677,0.153618906942393
2025-2026,2023,2024,046011,Union Local School District,206,0,0,9,0,215,1420,0.151408450704225
2025-2026,2023,2024,046037,Eastern Local School District,247,0,0,2,0,249,1553,0.160334835801674
2025-2026,2023,2024,046045,Fayetteville-Perry Local School District,118,0,0,2,0,120,810,0.148148148148148
2025-2026,2023,2024,046060,Western Brown Local School District,653,0,0,12,0,665,3053,0.217818539141828
2025-2026,2023,2024,046078,Ripley-Union-Lewis-Huntington Local School District,296,0,0,5,0,301,937,0.321237993596585
2025-2026,2023,2024,046094,Edgewood City School District,411,0,0,4,0,415,3966,0.104639435199193
2025-2026,2023,2024,046102,Fairfield City School District,1396,0,0,19,0,1415,11687,0.121074698382819
2025-2026,2023,2024,046110,Lakota Local School District,1553,0,0,20,0,1573,21231,0.07408977438651
2025-2026,2023,2024,046128,Madison Local School District,145,0,0,5,0,150,1558,0.096277278562259
2025-2026,2023,2024,046136,New Miami Local School District,150,0,0,1,0,151,623,0.242375601926164
2025-2026,2023,2024,046144,Ross Local School District,221,0,0,4,0,225,3148,0.071473951715375
2025-2026,2023,2024,046151,Talawanda City School District,335,16,0,5,0,356,3708,0.096008629989213
2025-2026,2023,2024,046177,Brown Local School District,130,0,0,14,0,144,721,0.199722607489598
2025-2026,2023,2024,046193,Graham Local School District,201,0,0,6,0,207,1918,0.107924921793535
2025-2026,2023,2024,046201,Triad Local School District,109,0,0,0,0,109,996,0.109437751004016
2025-2026,2023,2024,046219,West Liberty-Salem Local School District,82,0,0,2,0,84,1090,0.077064220183486
2025-2026,2023,2024,046235,Greenon Local School District,186,0,0,8,0,194,2016,0.096230158730159
2025-2026,2023,2024,046243,Tecumseh Local School District,460,0,0,24,0,484,3172,0.152585119798235
2025-2026,2023,2024,046250,Northeastern Local School District,321,0,0,5,0,326,3547,0.091908655201579
2025-2026,2023,2024,046268,Northwestern Local School District,191,0,0,2,0,193,1871,0.103153393907002
2025-2026,2023,2024,046276,Southeastern Local School District,62,0,0,7,0,69,761,0.090670170827858
2025-2026,2023,2024,046284,Clark-Shawnee Local School District,303,0,0,18,0,321,2039,0.157430112800392
2025-2026,2023,2024,046300,Batavia Local School District,379,0,0,5,0,384,2548,0.150706436420722
2025-2026,2023,2024,046318,Bethel-Tate Local School District,213,0,0,13,0,226,1614,0.14002478314746
2025-2026,2023,2024,046326,Clermont Northeastern Local School District,217,0,0,1,0,218,1959,0.111281265952016
2025-2026,2023,2024,046334,Felicity-Franklin Local School District,117,0,0,6,0,123,858,0.143356643356643
2025-2026,2023,2024,046342,Goshen Local School District,376,15,0,11,0,402,2957,0.135948596550558
2025-2026,2023,2024,046359,West Clermont Local School District,1132,0,0,43,0,1175,10600,0.110849056603774
2025-2026,2023,2024,046367,Williamsburg Local School District,111,0,0,5,0,116,963,0.120456905503634
2025-2026,2023,2024,046383,Blanchester Local School District,219,0,0,10,0,229,1525,0.150163934426229
2025-2026,2023,2024,046391,Clinton-Massie Local School District,131,0,0,16,0,147,1803,0.08153078202995
2025-2026,2023,2024,046409,East Clinton Local School District,203,0,0,14,0,217,1368,0.158625730994152
2025-2026,2023,2024,046425,Beaver Local School District,238,0,0,6,0,244,1786,0.136618141097424
2025-2026,2023,2024,046433,Crestview Local School District,108,0,0,4,0,112,997,0.112337011033099
2025-2026,2023,2024,046441,Southern Local School District,203,0,0,1,0,204,834,0.244604316546763
2025-2026,2023,2024,046458,United Local School District,133,0,0,5,0,138,1092,0.126373626373626
2025-2026,2023,2024,046474,Ridgewood Local School District,212,0,0,5,0,217,1578,0.137515842839037
2025-2026,2023,2024,046482,River View Local School District,422,0,0,17,0,439,2605,0.16852207293666
2025-2026,2023,2024,046508,Buckeye Central Local School District,66,0,0,7,0,73,831,0.087845968712395
2025-2026,2023,2024,046516,Colonel Crawford Local School District,66,0,0,6,0,72,827,0.087061668681983
2025-2026,2023,2024,046524,Wynford Local School District,129,0,0,8,0,137,1044,0.131226053639847
2025-2026,2023,2024,046557,Cuyahoga Heights Local School District,28,0,0,14,0,42,616,0.068181818181818
2025-2026,2023,2024,046565,Independence Local School District,42,0,0,0,0,42,1277,0.032889584964761
2025-2026,2023,2024,046573,Olmsted Falls City School District,216,0,0,17,0,233,3791,0.061461355842786
2025-2026,2023,2024,046581,Orange City School District,107,0,0,1,0,108,2701,0.039985190670122
2025-2026,2023,2024,046599,Richmond Heights Local School District,218,0,0,22,0,240,1163,0.206362854686157
2025-2026,2023,2024,046607,Solon City School District,253,0,0,8,0,261,4957,0.052652814202138
2025-2026,2023,2024,046623,Ansonia Local School District,49,0,0,0,0,49,639,0.076682316118936
2025-2026,2023,2024,046631,Arcanum-Butler Local School District,77,0,0,1,0,78,1126,0.069271758436945
2025-2026,2023,2024,046649,Franklin Monroe Local School District,46,0,0,0,0,46,654,0.070336391437309
2025-2026,2023,2024,046672,Mississinawa Valley Local School District,116,0,0,0,0,116,717,0.161785216178522
2025-2026,2023,2024,046680,Tri-Village Local School District,73,0,0,3,0,76,779,0.097560975609756
2025-2026,2023,2024,046706,Ayersville Local School District,64,0,0,2,0,66,662,0.099697885196375
2025-2026,2023,2024,046714,Central Local School District,107,0,0,1,0,108,1119,0.096514745308311
2025-2026,2023,2024,046722,Northeastern Local School District,71,0,0,2,0,73,955,0.076439790575916
2025-2026,2023,2024,046748,Big Walnut Local School District,273,0,0,2,0,275,4754,0.057846024400505
2025-2026,2023,2024,046755,Buckeye Valley Local School District,189,0,0,2,0,191,3090,0.061812297734628
2025-2026,2023,2024,046763,Olentangy Local School District,868,0,0,2,0,870,23203,0.037495151489032
2025-2026,2023,2024,046789,Edison Local (formerly Berlin-Milan) School District,188,0,0,3,0,191,1508,0.126657824933687
2025-2026,2023,2024,046797,Kelleys Island Local School District,1,0,0,0,0,1,13,0.076923076923077
2025-2026,2023,2024,046805,Margaretta Local School District,107,0,0,5,0,112,1097,0.102096627164995
2025-2026,2023,2024,046813,Perkins Local School District,190,0,0,5,0,195,2013,0.096870342771982
2025-2026,2023,2024,046821,Vermilion Local School District,196,0,0,11,0,207,1937,0.106866288074342
2025-2026,2023,2024,046847,Amanda-Clearcreek Local School District,170,0,0,24,0,194,1742,0.111366245694604
2025-2026,2023,2024,046854,Berne Union Local School District,109,0,0,5,0,114,951,0.1198738170347
2025-2026,2023,2024,046862,Bloom-Carroll Local School District,112,0,0,5,0,117,2487,0.047044632086852
2025-2026,2023,2024,046870,Fairfield Union Local School District,204,0,0,5,0,209,2114,0.098864711447493
2025-2026,2023,2024,046888,Liberty Union-Thurston Local School District,104,0,0,3,0,107,1382,0.077424023154848
2025-2026,2023,2024,046896,Pickerington Local School District,1013,0,0,39,0,1052,12295,0.085563237088247
2025-2026,2023,2024,046904,Walnut Township Local School District,77,0,0,3,0,80,599,0.13355592654424
2025-2026,2023,2024,046920,Miami Trace Local School District,344,23,0,6,0,373,2755,0.135390199637024
2025-2026,2023,2024,046946,Canal Winchester Local School District,520,0,0,50,0,570,4520,0.126106194690265
2025-2026,2023,2024,046953,Hamilton Local School District,552,0,0,42,0,594,3079,0.192919779149074
2025-2026,2023,2024,046961,Gahanna-Jefferson City School District,810,0,0,19,0,829,9741,0.085104198747562
2025-2026,2023,2024,046979,Groveport Madison Local School District,2005,0,0,131,0,2136,8987,0.237676644041393
2025-2026,2023,2024,046995,New Albany-Plain Local School District,247,0,0,5,0,252,5644,0.044649184975195
2025-2026,2023,2024,047001,Reynoldsburg City School District,1468,0,0,41,0,1509,8367,0.180351380423091
2025-2026,2023,2024,047019,Hilliard City School District,1823,0,0,36,0,1859,19011,0.097785492609542
2025-2026,2023,2024,047027,Dublin City School District,1338,0,0,24,0,1362,18543,0.073450897912959
2025-2026,2023,2024,047043,Archbold Area Local School District,103,0,0,1,0,104,1286,0.080870917573872
2025-2026,2023,2024,047050,Evergreen Local School District,122,0,0,0,0,122,1402,0.087018544935806
2025-2026,2023,2024,047068,Fayette Local School District,59,0,0,0,0,59,413,0.142857142857143
2025-2026,2023,2024,047076,Pettisville Local School District,24,0,0,0,0,24,406,0.059113300492611
2025-2026,2023,2024,047084,Pike-Delta-York Local School District,142,0,0,1,0,143,1370,0.104379562043796
2025-2026,2023,2024,047092,Swanton Local School District,160,0,0,2,0,162,1435,0.112891986062718
2025-2026,2023,2024,047167,Berkshire Local School District,161,0,0,2,0,163,2171,0.07508060801474
2025-2026,2023,2024,047175,Cardinal Local School District,286,0,0,1,0,287,3444,0.083333333333333
2025-2026,2023,2024,047183,Chardon Local School District,203,5,0,5,0,213,3284,0.064859926918392
2025-2026,2023,2024,047191,Kenston Local School District,127,0,0,2,0,129,3120,0.041346153846154
2025-2026,2023,2024,047225,West Geauga Local School District,151,0,0,1,0,152,3028,0.050198150594452
2025-2026,2023,2024,047241,Beavercreek City School District,463,0,0,5,0,468,9838,0.047570644439927
2025-2026,2023,2024,047258,Cedar Cliff Local School District,43,0,0,1,0,44,709,0.062059238363893
2025-2026,2023,2024,047266,Greeneview Local School District,159,0,0,4,0,163,1432,0.113826815642458
2025-2026,2023,2024,047274,Bellbrook-Sugarcreek Local School District,173,0,0,7,0,180,3371,0.05339661821418
2025-2026,2023,2024,047308,Rolling Hills Local School District,348,0,0,17,0,365,1787,0.204252937884723
2025-2026,2023,2024,047332,Finneytown Local School District,207,0,0,22,0,229,1781,0.128579449747333
2025-2026,2023,2024,047340,Forest Hills Local School District,372,0,0,31,0,403,9735,0.041397021058038
2025-2026,2023,2024,047365,Northwest Local School District,1585,0,0,111,0,1696,12775,0.132759295499022
2025-2026,2023,2024,047373,Oak Hills Local School District,879,0,0,55,0,934,11727,0.079645263068133
2025-2026,2023,2024,047381,Southwest Local School District,489,0,0,95,0,584,5207,0.112156712118302
2025-2026,2023,2024,047399,Three Rivers Local School District,165,0,0,20,0,185,2922,0.06331279945243
2025-2026,2023,2024,047415,Arcadia Local School District,36,0,0,2,0,38,449,0.084632516703786
2025-2026,2023,2024,047423,Arlington Local School District,33,0,0,2,0,35,720,0.048611111111111
2025-2026,2023,2024,047431,Cory-Rawson Local School District,64,0,0,1,0,65,761,0.085413929040736
2025-2026,2023,2024,047449,Liberty-Benton Local School District,81,0,0,7,0,88,1372,0.064139941690962
2025-2026,2023,2024,047456,McComb Local School District,64,0,0,3,0,67,777,0.086229086229086
2025-2026,2023,2024,047464,Van Buren Local School District,62,0,0,0,0,62,1120,0.055357142857143
2025-2026,2023,2024,047472,Vanlue Local School District,16,0,0,0,0,16,269,0.059479553903346
2025-2026,2023,2024,047498,Hardin Northern Local School District,65,0,0,2,0,67,456,0.146929824561404
2025-2026,2023,2024,047506,Ridgemont Local School District,113,0,0,0,0,113,778,0.145244215938303
2025-2026,2023,2024,047514,Riverdale Local School District,124,0,0,4,0,128,1035,0.123671497584541
2025-2026,2023,2024,047522,Upper Scioto Valley Local School District,112,0,0,1,0,113,701,0.161198288159772
2025-2026,2023,2024,047548,Conotton Valley Union Local School District,65,0,0,0,0,65,477,0.136268343815514
2025-2026,2023,2024,047571,Holgate Local School District,26,0,0,0,0,26,438,0.059360730593607
2025-2026,2023,2024,047589,Liberty Center Local School District,81,26,0,3,0,110,1030,0.106796116504854
2025-2026,2023,2024,047597,Patrick Henry Local School District,112,0,0,2,0,114,944,0.120762711864407
2025-2026,2023,2024,047613,Bright Local School District,139,0,0,5,0,144,886,0.162528216704289
2025-2026,2023,2024,047621,Fairfield Local School District,106,0,0,19,0,125,965,0.129533678756477
2025-2026,2023,2024,047639,Lynchburg-Clay Local School District,139,0,0,10,0,149,1192,0.125
2025-2026,2023,2024,047688,East Holmes Local School District,386,0,0,14,0,400,5460,0.073260073260073
2025-2026,2023,2024,047696,West Holmes Local School District,491,0,0,14,0,505,3441,0.146759662888695
2025-2026,2023,2024,047712,Monroeville Local School District,66,0,0,0,0,66,686,0.096209912536443
2025-2026,2023,2024,047720,New London Local School District,190,0,0,1,0,191,1013,0.188548864758144
2025-2026,2023,2024,047738,South Central Local School District,164,0,0,2,0,166,1024,0.162109375
2025-2026,2023,2024,047746,Western Reserve Local School District,213,0,0,2,0,215,1137,0.189094107299912
2025-2026,2023,2024,047761,Oak Hill Union Local School District,296,0,0,10,0,306,1347,0.2271714922049
2025-2026,2023,2024,047787,Buckeye Local School District,354,0,0,0,0,354,1889,0.187400741132875
2025-2026,2023,2024,047795,Edison Local School District,294,0,0,11,0,305,2000,0.1525
2025-2026,2023,2024,047803,Indian Creek Local School District,477,0,0,6,0,483,2561,0.18859820382663
2025-2026,2023,2024,047829,Centerburg Local School District,105,0,0,5,0,110,1255,0.087649402390438
2025-2026,2023,2024,047837,Danville Local School District,96,0,0,4,0,100,923,0.108342361863489
2025-2026,2023,2024,047845,East Knox Local School District,237,0,0,7,0,244,1840,0.132608695652174
2025-2026,2023,2024,047852,Fredericktown Local School District,199,0,0,7,0,206,1476,0.139566395663957
2025-2026,2023,2024,047878,Kirtland Local School District,80,0,0,0,0,80,1351,0.059215396002961
2025-2026,2023,2024,047886,Madison Local School District,475,0,0,8,0,483,2868,0.168410041841004
2025-2026,2023,2024,047894,Riverside Local School District,513,0,0,2,0,515,5624,0.091571834992888
2025-2026,2023,2024,047902,Perry Local School District,163,0,0,2,0,165,1605,0.102803738317757
2025-2026,2023,2024,047928,Dawson-Bryant Local School District,194,0,0,12,0,206,970,0.212371134020619
2025-2026,2023,2024,047936,Fairland Local School District,196,0,0,3,0,199,1588,0.125314861460957
2025-2026,2023,2024,047944,Rock Hill Local School District,288,56,0,3,0,347,1478,0.234776725304466
2025-2026,2023,2024,047951,South Point Local School District,354,0,0,10,0,364,1770,0.205649717514124
2025-2026,2023,2024,047969,Symmes Valley Local School District,127,0,0,12,0,139,704,0.197443181818182
2025-2026,2023,2024,047985,Johnstown-Monroe Local School District,114,0,0,3,0,117,1959,0.059724349157734
2025-2026,2023,2024,047993,Lakewood Local School District,212,0,0,16,0,228,2147,0.106194690265487
2025-2026,2023,2024,048009,Licking Heights Local School District,651,0,0,26,0,677,5510,0.122867513611615
2025-2026,2023,2024,048017,Licking Valley Local School District,198,0,0,8,0,206,2139,0.096306685366994
2025-2026,2023,2024,048025,North Fork Local School District,219,0,0,4,0,223,1962,0.113659531090724
2025-2026,2023,2024,048033,Northridge Local School District,112,0,0,1,0,113,1507,0.074983410749834
2025-2026,2023,2024,048041,Southwest Licking Local School District,414,0,0,37,0,451,5400,0.083518518518519
2025-2026,2023,2024,048074,Benjamin Logan Local School District,178,0,0,22,0,200,1973,0.10136847440446
2025-2026,2023,2024,048082,Indian Lake Local School District,213,0,0,8,0,221,1615,0.136842105263158
2025-2026,2023,2024,048090,Riverside Local School District,63,0,0,6,0,69,695,0.099280575539568
2025-2026,2023,2024,048116,Avon Local School District,240,0,0,1,0,241,5356,0.044996265870052
2025-2026,2023,2024,048124,Avon Lake City School District,135,0,0,1,0,136,4582,0.02968136185072
2025-2026,2023,2024,048132,Clearview Local School District,305,0,0,3,0,308,1101,0.279745685740236
2025-2026,2023,2024,048140,Columbia Local School District,58,0,0,3,0,61,956,0.063807531380753
2025-2026,2023,2024,048157,Firelands Local School District,148,0,0,6,0,154,1727,0.089171974522293
2025-2026,2023,2024,048165,Keystone Local School District,159,0,0,4,0,163,1790,0.091061452513966
2025-2026,2023,2024,048173,Midview Local School District,338,0,0,8,0,346,3208,0.10785536159601
2025-2026,2023,2024,048207,Anthony Wayne Local School District,232,0,0,35,0,267,5860,0.045563139931741
2025-2026,2023,2024,048215,Ottawa Hills Local School District,55,0,0,2,0,57,1178,0.048387096774194
2025-2026,2023,2024,048223,Springfield Local School District,667,0,0,49,0,716,4629,0.154677036076906
2025-2026,2023,2024,048231,Washington Local School District,1524,0,0,76,0,1600,7787,0.205470656221908
2025-2026,2023,2024,048256,Jefferson Local School District,141,0,0,2,0,143,1123,0.127337488869101
2025-2026,2023,2024,048264,Jonathan Alder Local School District,153,0,0,2,0,155,2363,0.065594583157004
2025-2026,2023,2024,048272,Madison-Plains Local School District,152,0,0,5,0,157,1447,0.108500345542502
2025-2026,2023,2024,048298,Austintown Local School District,866,0,0,22,0,888,4710,0.188535031847134
2025-2026,2023,2024,048306,Boardman Local School District,895,0,0,34,0,929,4915,0.189013224821974
2025-2026,2023,2024,048314,Canfield Local School District,185,0,0,9,0,194,3162,0.06135357368754
2025-2026,2023,2024,048322,Jackson-Milton Local School District,126,0,0,6,0,132,841,0.156956004756243
2025-2026,2023,2024,048330,Lowellville Local School District,43,0,0,0,0,43,293,0.146757679180887
2025-2026,2023,2024,048348,Poland Local School District,168,0,0,4,0,172,2285,0.07527352297593
2025-2026,2023,2024,048355,Sebring Local School District,109,0,0,10,0,119,546,0.217948717948718
2025-2026,2023,2024,048363,South Range Local School District,92,0,0,7,0,99,1158,0.085492227979275
2025-2026,2023,2024,048371,Springfield Local School District,134,0,0,1,0,135,1050,0.128571428571429
2025-2026,2023,2024,048389,West Branch Local School District,266,0,0,4,0,270,1917,0.140845070422535
2025-2026,2023,2024,048397,Western Reserve Local School District,46,0,0,1,0,47,554,0.084837545126354
2025-2026,2023,2024,048413,Elgin Local School District,141,0,0,1,0,142,1145,0.124017467248908
2025-2026,2023,2024,048421,Pleasant Local School District,135,0,0,1,0,136,1379,0.098622189992748
2025-2026,2023,2024,048439,Ridgedale Local School District,95,0,0,2,0,97,782,0.124040920716113
2025-2026,2023,2024,048447,River Valley Local School District,238,0,0,9,0,247,1982,0.124621594349142
2025-2026,2023,2024,048462,Black River Local School District,291,0,0,11,0,302,1867,0.161756829137654
2025-2026,2023,2024,048470,Buckeye Local School District,208,0,0,6,0,214,2319,0.092281155670548
2025-2026,2023,2024,048488,Cloverleaf Local School District,292,0,0,4,0,296,2824,0.104815864022663
2025-2026,2023,2024,048496,Highland Local School District,148,0,0,4,0,152,3841,0.039573027857329
2025-2026,2023,2024,048512,Eastern Local School District,137,0,0,1,0,138,794,0.173803526448363
2025-2026,2023,2024,048520,Meigs Local School District,633,0,0,2,0,635,1737,0.365572826712723
2025-2026,2023,2024,048538,Southern Local School District,163,0,0,1,0,164,709,0.231311706629055
2025-2026,2023,2024,048553,Marion Local School District,27,0,0,0,0,27,948,0.028481012658228
2025-2026,2023,2024,048579,Parkway Local School District,148,0,0,3,0,151,1097,0.137648131267092
2025-2026,2023,2024,048587,St. Henry Consolidated Local School District,19,0,0,0,0,19,996,0.019076305220884
2025-2026,2023,2024,048595,Fort Recovery Local School District,46,0,0,1,0,47,894,0.052572706935123
2025-2026,2023,2024,048611,Bethel Local School District,200,0,0,6,0,206,2060,0.1
2025-2026,2023,2024,048629,Miami East Local School District,65,0,0,2,0,67,1495,0.044816053511706
2025-2026,2023,2024,048637,Newton Local School District,35,0,0,0,0,35,648,0.054012345679012
2025-2026,2023,2024,048652,Switzerland of Ohio Local School District,510,0,0,7,0,517,2400,0.215416666666667
2025-2026,2023,2024,048678,Brookville Local School District,120,0,0,2,0,122,1656,0.073671497584541
2025-2026,2023,2024,048686,Jefferson Township Local School District,223,0,0,5,0,228,784,0.290816326530612
2025-2026,2023,2024,048694,Trotwood-Madison City School District,1096,0,0,38,0,1134,3403,0.333235380546577
2025-2026,2023,2024,048702,Mad River Local School District,686,0,0,27,0,713,3592,0.198496659242762
2025-2026,2023,2024,048710,New Lebanon Local School District,196,0,0,28,0,224,1102,0.203266787658802
2025-2026,2023,2024,048728,Northmont City School District,550,0,0,33,0,583,5741,0.101550252569239
2025-2026,2023,2024,048736,Northridge Local School District,614,19,0,7,0,640,1539,0.41585445094217
