irn,district,base_cost_enrolled_adm,school_buildings,adm_kindergarten,adm_grades_1_3,adm_grades_4_8_non_cte,adm_grades_9_12_non_cte,adm_cte,adm_grades_9_12_total,funded_classroom_teachers,funded_special_teachers,teacher_base_cost,aggregate_base_cost,base_cost_per_pupil,temp_transitional_aid_guarantee,enrolled_adm_fy22,enrolled_adm_fy24,assessed_valuation_per_pupil_fy23,core_foundation_funding
048462,Black River Local,890.231,3,56.3988,206.5262,358.6553,244.5627,24.088,255.2912,36.54,6,4183125.03,7695994.03,8644.94,3866313.29,936.895,852.8547,346294.82,1403227.22
048470,Buckeye Local ,1925.9976,4,134.9753,434.4396,792.7336,532.7516,31.0975,531.2648,78.81,12.84,9012303.92,15604141.64,8101.85,3139907.41,2017.4109,1832.7428,412569.48,1714403.11
048488,Cloverleaf Local,2323.4007,3,170.4211,510.0175,973.5561,667.4599,1.946,646.2627,94.47,15.49,10812798.04,18777330.17,8081.83,3928601.29,2211.2311,2323.4007,422183.43,3382359.49
048496,Highland Local,3214.515,5,200.3439,705.9285,1309.4951,998.7475,0,980.2558,130.08,21.43,14898572.48,26049967.34,8103.86,718046.4,3292.0491,3142.5576,397776.43,2915237.9
048512,Eastern Local,711.187,2,48.9363,150.9404,273.9876,211.7102,25.6126,219.9499,29.23,6,3464304.06,6486789.74,9121.07,0,718.3811,700.2351,176724.18,7931963.3
048520,Meigs Local,1472.8337,4,106.5146,325.0204,537.5532,402.0761,101.6694,477.5035,61.5,9.82,7013175.3,12130295.53,8236.03,0,1515.1857,1426.7373,142170.75,16116302.28
048538,Southern Local,643.4549,2,51.6546,153.53,237.7823,187.2636,13.2244,196.064,26.44,6,3189952.42,6049200.23,9401.13,0,649.5143,634.8062,192529.54,7639109
048553,Marion Local,992.3008,2,86,271,380.0759,219.3927,35.8322,248.33,41.4,6.62,4721994.92,8453552.59,8519.14,0,936.9357,992.3008,219199.48,6970854.06
048579,Parkway Local,925.9808,3,68.4662,207.4565,365.5296,262.2312,22.2973,273.4942,38.02,6.17,4345376,7945568.67,8580.71,0,939.1764,912.8206,267745.59,6007418.75
048587,St Henry Consolidated Local,1006.4713,3,90.2648,267.0104,360.1069,244.2188,44.8704,278.7627,42.06,6.71,4795745.37,8591934.95,8536.69,0,964.9945,1006.4713,228158.15,5656940.41
048595,Fort Recovery Local,918.7676,3,75.6994,228.5386,336.4474,238.874,39.208,273.6095,38.2,6.13,4359142.75,7941124.6,8643.24,0,934.6796,909.6093,208323.21,6281395.4
048611,Bethel Local,1947.0305,3,174.4481,438.4837,810.8054,523.2933,0,501.4135,79.6,12.98,9103754.47,15758557.93,8093.64,0,1927.5259,1926.2875,108342.66,14460934.4
048629,Miami East Local,1295.3054,3,95.7394,291.1919,535.9356,367.7797,4.6588,359.9622,52.77,8.64,6038686.12,10573976.01,8163.31,2514552.1,1301.0165,1292.5016,260815.74,2133344.17
048637,Newton Local,592.941,2,44.3006,157.0573,252.2546,139.3284,0,128.2549,24.29,6,2978534.48,5716718.66,9641.29,0,586.1158,592.8008,179222.57,5682295.13
048652,Switzerland of Ohio Local,1853.3068,9,119.351,374.3837,731.2301,525.0083,103.3337,620.0967,76.68,12.36,8755652.39,15375863.96,8296.45,8619946.59,1915.4985,1798.1389,783709.5,2231515.82
048678,Brookville Local,1503.4137,3,114.8803,368.5728,579.0492,415.2052,25.7063,414.6062,61.74,10.02,7056442.22,12230158.52,8134.93,0,1480.1816,1503.4137,225307.69,7543758.39
048686,Jefferson Township Local,267.3509,3,19.0272,61.2303,105.1903,81.9031,0,77.4756,10.85,6,1656926.58,3700269.15,13840.5,0,247.3625,267.3509,513389.35,1909150.1
048694,Trotwood-Madison City,2410.3283,6,178.3954,489.5212,879.4914,850.6703,12.2499,840.4582,97.57,16.07,11174666.85,19488180.88,8085.28,0,2386.9468,2410.3283,129919.01,25625842.66
048702,Mad River Local,3566.2715,8,283.2905,854.2244,1297.4036,740.151,391.2019,1081.7992,152.35,23.78,17319553.62,29756907.08,8343.98,0,3587.297,3555.6067,96584.89,38449088.09
048710,New Lebanon Local School District,973.405,3,73.1568,231.3501,379.9753,288.9228,0,278.175,39.62,6.49,4534177.14,8248432.37,8473.79,0,1009.544,948.0781,161851.73,9277209.47
048728,Northmont City,4458.2822,8,323.5991,1037.3398,1724.7924,1347.2228,25.3281,1325.8836,181.58,29.72,20777957.65,36368707.99,8157.56,924177.12,4499.9358,4379.2506,223791.4,19896149.82
048736,Northridge Local,1557.9839,4,120.5918,367.2723,589.876,449.3523,30.8915,470.552,63.95,10.39,7310143.74,12681777.59,8139.86,0,1583.564,1544.0267,117474.38,18920492.75
048744,Valley View Local,1623.0404,3,116.8488,408.7262,666.7159,417.8233,12.9262,411.0891,66.47,10.82,7600228.81,13157073.83,8106.44,109118.99,1639.7783,1613.8088,229810.92,7493263.55
048751,Huber Heights City,5449.3032,8,385.2565,1298.5628,2085.8434,1605.1015,74.539,1602.3836,222.75,36.33,25476352.43,44431023.16,8153.52,0,5631.4618,5213.3461,200609.38,31649788.98
048777,Morgan Local,1475.3404,5,103.2275,320.2614,551.4675,406.9203,93.4637,487.0551,61.41,9.84,7006291.92,12190806.65,8263.05,2971797.62,1523.483,1417.4934,263377.19,8498596.21
048793,Cardington-Lincoln Local,874.3727,3,58.3306,203.4695,357.1016,214.4515,41.0196,240.502,36.27,6,4156574.86,7630070.52,8726.34,79092.46,909.6457,840.0867,250133.16,6231564.64
048801,Highland Local,1599.7253,3,122.1621,366.6414,628.6039,443.7187,38.5992,462.3988,65.77,10.66,7515661.63,13010924.12,8133.22,3396294.97,1607.6059,1589.3706,283541.74,5461622.68
048819,Northmor Local,972.5518,2,65.7456,216.7196,396.0755,273.3365,20.6747,269.6708,39.83,6.48,4553843.91,8233806.73,8466.19,1321674.53,992.585,959.2481,331544.15,3160601.21
048835,East Muskingum Local,1993.6821,5,134.75,472.5322,815.5832,521.1302,49.6865,525.299,81.97,13.29,9367289.38,16184470.31,8117.88,0,2026.2789,1935.9537,198763.86,10052502.96
048843,Franklin Local ,1702.5638,4,129.4623,399.5104,708.6978,459.0185,5.8749,429.3432,69.52,11.35,7952264.25,13770440.06,8088.06,3441240.09,1737.9558,1675.0761,283873.19,7096655.48
048850,Maysville Local,1781.3873,3,150.8349,393.8588,667.0929,429.4393,140.1614,505.4126,75.04,11.88,8547184.47,14649706,8223.76,0,1707.4458,1781.3873,137436.08,15783337.35
048876,Tri-Valley Local ,2727.6717,6,203.1349,635.0854,1153.4761,716.1281,19.8473,709.872,111.53,18.18,12754892.97,22127762.31,8112.33,5114757.23,2766.8348,2698.1011,234738.17,10759328.23
048884,West Muskingum Local,1622.0262,3,135.7384,387.9535,654.0196,423.1711,21.1435,429.6208,66.66,10.81,7617928.91,13176304.69,8123.36,0,1576.6519,1622.0262,267124.12,3798299.73
048900,Noble Local,909.5523,2,75.6388,220.867,354.4392,226.6728,31.9344,243.6311,37.73,6.06,4306042.44,7823989.26,8602.02,4183743.27,935.0773,883.1727,766177.23,953807.6
048926,Benton Carroll Salem Local,1261.9741,3,103.6113,275.9123,523.1513,359.2992,0,335.9006,51.41,8.41,5882335.2,10316480.18,8174.87,2003313.32,1264.3139,1261.9741,304685.6,1223974.67
048934,Danbury Local,463.8668,3,32.779,108.6826,179.6922,142.713,0,138.7686,18.84,6,2442614.62,4932615.75,10633.69,0,470.5143,444.6126,1350078.26,563162.68
048942,Genoa Area Local,1192.4056,3,93.8943,289.545,469.0558,339.9106,0,314.1184,48.64,7.95,5564716.63,9814879.02,8231.16,0,1212.8823,1181.8611,183560.87,5685396.79
048975,Put-In-Bay Local,63.32,2,6.25,13,28.5,15.57,0,15.37,2.59,6,844688.39,2366589.97,37375.08,0,61.7942,63.32,,248650.16
048991,Antwerp Local,610.9941,3,72,129.5161,239.2248,170.2532,0,162.3351,25.11,6,3059168.3,5897881.69,9652.93,0,596.1966,610.9941,177051.32,7141870.53
049031,Wayne Trace Local,853.103,3,89.0497,187.8552,333.7178,231.1345,11.3457,230.535,35.16,6,4047424.21,7470190.51,8756.49,0,869.8148,832.1342,258860.98,5139779.54
049056,Northern Local,2148.2606,5,155.6951,465.0326,834.7212,663.9251,28.8865,678.9677,87.59,14.32,10021209.96,17399603.85,8099.39,2633753.43,2193.8075,2107.7986,279983.24,7618770.92
049064,Southern Local,563.7774,2,48.9551,130.2403,227.1218,144.5989,12.8613,150.1322,23.27,6,2878233.88,5545916.59,9837.07,0,563.1533,563.7774,154776.21,8633928.29
049080,Logan Elm Local,1560.5751,2,109.7372,363.4102,621.9226,432.7271,32.7782,411.8225,64.01,10.4,7317027.1,12674128.52,8121.45,4743039.86,1620.7635,1490.9434,349581.61,1759744.72
049098,Teays Valley Local,4447.969,8,355.8068,1044.047,1763.6932,1196.2038,88.2182,1228.7584,182.94,29.65,20904808.41,36434380.85,8191.24,0,4327.5876,4447.969,233945.5,26002440.69
049106,Westfall Local,1198.7051,3,89.0605,282.0779,487.2521,340.3146,0,317.8404,48.81,7.99,5585366.75,9850959.29,8218,5463547.82,1258.5259,1104.4587,392251.54,1195433.29
049122,Eastern Local School District,714.4797,4,61.8475,154.7323,303.1709,175.6011,19.1279,164.1838,29.51,6,3491837.55,6636187.85,9288.14,0,727.3935,690.781,149733.41,9340679.06
049130,Scioto Valley Local,1134.6761,2,83.3831,282.9675,463.6254,292.5119,12.1882,273.8122,46.53,7.56,5318881.82,9417926.39,8300.1,0,1178.5454,1091.9133,206023.13,10457378.58
049148,Waverly City,1621.1982,4,124.2827,400.2593,629.7902,450.1275,16.7385,434.007,66.41,10.81,7593345.43,13150346.06,8111.5,458443.81,1649.9702,1619.4373,183024,12832154.7
049155,Western Local,656.8602,3,52.5809,166.0833,266.359,168.791,3.046,156.4915,26.93,6,3238136.04,6187326.88,9419.55,0,661.5855,645.327,131987.32,10079153.32
049171,Aurora City,2814.599,5,110.1423,632.8855,1140.0351,918.9453,12.5909,927.6539,113.36,18.76,12991877.74,22723607.42,8073.48,1341467.39,2819.3417,2803.0407,321223.38,2728812.61
049189,Crestwood Local,1222.1055,3,73.8422,247.6311,518.0863,355.5733,26.9727,366.6063,49.85,8.15,5703367.46,10032302.15,8209.03,7531933.34,1287.8345,1145.6045,310773,1221655.85
049197,Field Local,1934.2053,4,155.237,482.7919,783.4912,501.0683,11.617,496.3598,79.3,12.89,9065404.24,15675304.32,8104.26,3404958.81,1918.8226,1934.2053,293470.1,2011565.02
049205,James A Garfield Local,1139.208,3,99.8613,249.9302,444.8514,344.5651,0,326.7085,46.42,7.59,5311015.1,9430840.58,8278.42,1121583.01,1144.0482,1139.208,196892,5688668.61
049213,Rootstown Local,922.6779,3,65.0805,203.541,366.7832,279.1495,8.1238,273.5648,37.57,6.15,4299159.05,7890369.83,8551.6,2379585.39,949.6108,904.0082,279987.33,1455212.7
049221,Southeast Local,1386.4638,4,108.4285,318.8416,547.3564,393.66,18.1774,400.1571,56.77,9.24,6491022.16,11340807.32,8179.66,3237176.32,1408.7277,1366.4576,206494.8,5444398.16
049239,Streetsboro City,1845.4945,4,125.7432,412.3666,732.7946,565.8454,8.7447,548.5875,74.97,12.3,8581601.35,14907373.74,8077.71,2611197.17,1874.1115,1804.2149,314113.78,1914794.2
049247,Waterloo Local,720.7903,3,54.2916,156.6607,291.195,218.6429,0,205.5296,29.27,6,3468237.41,6570795.3,9116.1,2430763.78,745.0022,700.1674,287321.21,1883049.81
049270,National Trail Local,872.0854,3,66.6541,216.8091,348.2346,228.594,11.7935,227.7994,35.81,6,4111341.26,7580024.12,8691.84,0,881.2461,857.6958,249900.36,6884783.91
049288,Preble Shawnee Local,1201.3792,3,75.7097,260.7452,507.5033,340.7669,16.6542,343.6133,48.97,8.01,5603066.86,9875377.73,8220.03,0,1251.499,1171.6386,203785.19,7928228.23
049296,Twin Valley Community Local,690.4114,3,55.8554,172.9055,277.6042,177.4713,6.575,171.0498,28.35,6,3377770.21,6406921.71,9279.86,0,711.6759,670.5438,253117.56,5842915.49
049312,Columbus Grove Local,698.5487,3,59.5459,151.0142,269.2164,210.6021,8.1701,206.2979,28.57,6,3399403.67,6448529.1,9231.32,171656.54,715.5929,692.533,254499.02,5164529.28
049320,Continental Local,484.407,2,56.8737,116.2178,185.2632,119.7089,6.3433,118.2,20.09,6,2565532.01,5045590.67,10416.02,0,471.6923,484.407,252932.57,4622563.64
049338,Jennings Local,331.1799,2,24.6545,75.2699,131.5257,98.9173,0.8125,93.5966,13.48,6,1915544.79,4047422.18,12221.22,0,346.5406,320.2565,243881.35,2547572.33
049346,Kalida Local,599.4355,2,42.4214,122.1845,256.1913,154.3866,24.2517,171.5219,24.75,6,3023768.1,5777489.51,9638.22,0,606.3064,594.7369,254009.74,3900544.68
049353,Leipsic Local,635.6243,2,44.0489,148.8632,218.1796,147.9596,76.5731,209.587,27.14,6,3258786.16,6099775.6,9596.51,0,641.1656,623.7489,212124.04,7212393.66
049361,Miller City-New Cleveland Local,523.3827,3,42.0997,122.3728,189.2415,92.7799,76.8888,158.2044,22.7,6,2822183.55,5450153.53,10413.32,0,528.4764,522.7484,172933.05,6195394.16
049379,Ottawa-Glandorf Local,1401.9575,3,95.3122,269.4527,488.1643,407.7051,141.3232,527.3097,58.96,9.35,6717190.19,11616559.19,8285.96,285478.86,1413.618,1370.5915,243219.88,5482002.83
049387,Ottoville Local,482.7073,2,40.2933,118.3257,191.9961,126.2025,5.8897,124.8734,19.84,6,2540948.54,5016753.28,10392.95,0,486.3862,478.2742,257624.71,3657679.64
049395,Pandora-Gilboa Local,491.8892,3,38.2967,100.1444,181.0146,161.1993,11.2342,169.8336,20.1,6,2566515.36,5120260.05,10409.38,0,512.7103,463.0115,283306.08,3216113.83
049411,Clear Fork Valley Local,1440.8549,4,98.7989,328.7065,566.19,392.3763,54.7832,417.1006,59.46,9.61,6791923.97,11801007.01,8190.28,1477849.52,1474.0137,1419.8052,235672.35,6489396.33
049429,Crestview Local,821.1899,3,57.9527,173.816,329.9325,229.9804,29.5082,233.9968,33.81,6,3914673.42,7259452.3,8840.16,4166338.64,850.8344,778.5275,369166.51,2337342.31
049437,Lexington Local,2175.8802,5,160.1192,492.0109,880.8344,639.6945,3.2212,618.2878,88.5,14.51,10129377.27,17586175.41,8082.33,988348.41,2251.6953,2129.8019,252791.74,7026553.27
049445,Lucas Local,390.6476,3,31.7051,93.9204,167.8493,97.1728,0,84.435,15.98,6,2161379.6,4485399.87,11481.96,1548228.45,400.5472,378.2268,429354.47,1176564.76
049452,Madison Local,2446.077,5,166.0328,526.6212,906.9281,656.8486,189.6463,826.6973,102.34,16.31,11667319.81,20101052.56,8217.67,0,2511.7343,2382.3348,199449.59,17795480.43
049460,Plymouth-Shiloh Local,604.7118,3,50.9288,158.4533,243.91,134.1627,17.257,129.6829,25.12,6,3060151.65,5882839.87,9728.34,0,628.7895,589.4294,191538.63,6459043.74
049478,Ontario Local,1881.6958,3,130.954,413.634,757.6748,521.5074,57.9256,542.4597,77.37,12.54,8841202.9,15286973.06,8124.04,0,1851.7043,1881.6958,229031.48,7630615.78
049494,Adena Local,1021.8286,3,77.5024,247.4458,416.2978,254.2741,26.3085,252.0832,42.16,6.81,4815412.14,8648084.02,8463.34,1008337.91,1067.8596,982.2593,195890.37,6903729.08
049502,Huntington Local,978.9689,3,66.5248,247.0661,387.5127,270.649,7.2162,249.2931,39.99,6.53,4574494.04,8303522.32,8481.91,978327.08,1018.973,935.4814,102070.24,11728639.33
049510,Paint Valley Local,687.2514,3,48.5103,162.7398,285.2544,190.7469,0,179.7523,27.98,6,3341386.66,6363916,9259.95,0,722.545,660.9743,187031.26,7188378.65
049528,Southeastern Local,889.5932,3,67.1471,221.2496,353.0051,245.8923,2.2991,229.3921,36.33,6,4162474.9,7674001.26,8626.42,451462.08,899.3065,877.671,161326.61,8492305.89
049536,Union-Scioto Local,1997.7725,3,142.836,485.4887,825.4359,510.8768,33.1353,481.7279,82.03,13.32,9376139.43,16194191.42,8106.12,0,1983.6901,1997.7725,158216.82,14769943.98
049544,Zane Trace Local,1153.8531,3,97.2046,274.8683,482.8862,298.894,0,274.2056,47.2,7.69,5397548.96,9552524.46,8278.8,1268846.27,1187.3293,1112.7998,266028.35,4057914.75
049569,Lakota Local,852.9766,3,80.9846,193.8864,343.0683,227.8936,7.1438,208.7233,35.04,6,4035624.15,7458124.51,8743.65,714174.07,874.5246,823.9623,271690.91,4279753.49
049577,Woodmore Local,868.4056,3,65.0768,207.3732,340.5781,254.6894,0.6881,244.343,35.36,6,4067091,7527049.63,8667.67,803121.34,894.9891,844.0937,259883.94,3292531.8
049593,Bloom-Vernon Local,750.2872,2,87.1935,191.2651,290.2899,181.5387,0,171.7078,31.01,6,3639338.44,6756535.34,9005.26,0,767.8029,748.866,135609.82,9704606.04
049601,Clay Local,563.9961,3,56.7662,137.1424,225.6048,144.4828,0,138.7064,23.18,6,2869383.83,5594529.59,9919.45,0,573.8286,549.5426,147701.45,7150453.38
049619,Green Local,462.911,2,39.2318,106.8281,189.0154,127.8357,0,118.2258,18.9,6,2448514.65,4879626.24,10541.18,0,469.1341,453.5479,219276.05,4525949.66
049627,Minford Local,1107.7818,3,79.2184,279.0792,431.1239,308.0998,10.2605,300.7901,45.32,7.39,5183181.01,9226180.21,8328.52,0,1149.44,1061.6855,127559.81,11014926.18
049635,Northwest Local,1099.5215,3,98.2279,265.312,432.787,289.1407,14.0539,286.2009,45.25,7.33,5170397.6,9192835.32,8360.76,1393229.64,1148.3906,1074.659,134209.49,11626671.93
049643,Valley Local,954.8171,3,90.0983,239.0178,377.8725,247.8286,0,232.0918,39.19,6.37,4480093.47,8149092.52,8534.72,0,957.4948,952.5739,118119.63,9774152.15
049650,Washington-Nile Local,1071.9978,3,86.4049,266.9135,440.6466,278.0328,0,254.7745,43.85,7.15,5015030.01,8970029.42,8367.58,1043450.59,1115.3275,1038.2895,110700.97,12792434.9
049668,Wheelersburg Local,1487.3425,3,123.5381,351.6245,595.8006,416.3792,0,402.8031,60.72,9.92,6946308.22,12070375.55,8115.4,0,1488.9343,1483.8639,146208.11,11151078.39
049684,Seneca East Local,766.4801,3,58.4547,163.7915,299.5298,223.951,20.7531,225.77,31.47,6,3684572.05,6897696.76,8999.19,0,767.5521,765.8745,270393.96,4647597.78
049700,Hopewell-Loudon Local,744.7032,2,62.746,174.186,295.7429,212.0283,0,202.1197,30.39,6,3578371.41,6680908.12,8971.24,1030160.04,725.2493,744.7032,416550.79,2632384.86
049718,New Riegel Local,378.1006,2,26.3026,96.5831,137.6457,117.5692,0,113.304,15.37,6,2101395.91,4339939.23,11478.26,0,394.1971,362.6822,203883.16,3235114.34
049726,Old Fort Local,585.1156,2,38.2352,135.1188,244.1464,155.95,11.6652,159.323,23.98,6,2948050.97,5668026.8,9687.02,0,618.943,556.7302,211275.14,5396808.91
049759,Anna Local,1064.9332,3,89.9089,257.355,410.5058,268.4143,38.7492,285.1885,44.2,7.1,5044530.18,8982545.99,8434.84,164435.72,1081.9378,1040.4209,228524.32,5890602.02
049767,Botkins Local,598.2096,2,39.6741,140.1186,241.845,156.3623,20.2096,164.3598,24.66,6,3014918.03,5766075.55,9638.89,0,614.9956,590.9296,152032.65,6991791.14
049775,Fairlawn Local,490.3113,2,41.9067,117.9599,207.5252,122.9195,0,108.144,20.08,6,2564548.68,5058177.74,10316.26,0,497.0229,488.3583,185853.51,5165098.92
049783,Fort Loramie Local,674.2131,2,69.2566,181.9487,259.689,163.3188,0,148.5464,27.81,6,3324669.89,6257986.47,9281.91,0,670.7972,674.2131,270531.26,4527921.56
049791,Hardin-Houston Local,673.7893,2,60.6282,165.8551,272.6239,166.2298,8.4523,156.0757,27.77,6,3320736.53,6253165.36,9280.59,0,697.7899,652.904,251322.57,5196676.99
049809,Jackson Center Local,464.0145,2,31.6501,114.8622,203.634,113.8684,0,103.7433,18.94,6,2452448,4885734.44,10529.27,0,475.9981,439.1525,238093.28,3705187.69
049817,Russia Local,409.9254,2,42,95,165.928,106.9974,0,100.5009,16.83,6,2244963.43,4555648.07,11113.36,0,409.7329,409.9254,195414.78,3325132.02
049833,Canton Local,1599.534,3,122.3155,342.6946,573.3073,394.3385,166.8781,536.6188,67.82,10.66,7717246.17,13232439.5,8272.68,1599446.1,1609.6231,1578.5314,297996.62,6579712.7
049841,Fairless Local,1229.9806,3,94.4969,307.5126,508.0107,319.9604,0,293.4841,50.27,8.2,5749584.39,10095938.96,8208.21,6017373.01,1243.3469,1217.1817,328457.49,1537590.06
049858,Jackson Local,5708.0695,6,374.562,1274.3905,2207.6327,1727.032,124.4523,1832.3536,233.32,38.05,26684876.32,46560456.66,8156.95,0,5776.4401,5626.7262,328458.94,5527268.07
049866,Lake Local,3239.8049,3,202.0209,686.3369,1259.8767,942.018,149.5524,1053.1731,133.53,21.6,15254541.27,26516041,8184.46,2072003.05,3234.5758,3199.1053,198662.61,12937701.99
049874,Louisville City,2653.8854,4,187.8131,638.6455,1013.8533,786.0817,27.4918,748.9682,108.35,17.69,12394007.49,21521048.4,8109.26,0,2674.878,2623.5163,182404.76,13961801.58
049882,Marlington Local,1812.2838,5,131.8705,400.3548,662.8942,535.8304,81.334,597.5042,74.88,12.08,8551117.83,14807485.3,8170.62,5141998.94,1858.9986,1740.301,287512.58,3959754.74
049890,Minerva Local,1614.6205,3,118.9985,358.4201,705.8759,431.326,0,397.6679,65.74,10.76,7522545.01,13048958.67,8081.75,254031.38,1652.3853,1567.5356,190224.5,10363305.48
049908,Northwest Local,1626.214,4,107.7295,377.3865,659.7406,481.0241,0.3333,457.2038,66.02,10.84,7557945.22,13138614.89,8079.27,5357572.52,1663.101,1587.6965,261135.05,2921713.77
049916,Osnaburg Local,846.1562,3,66.0576,202.9252,310.5622,224.645,41.9661,250.7931,35.2,6,4051357.57,7457558.95,8813.45,0,850.0257,843.793,160611.76,7462869.6
049924,Perry Local,3965.3764,6,256.858,860.2628,1462.3587,1002.1101,383.7868,1339.0661,167.18,26.44,19039413.91,32991392.48,8319.86,1675441.8,4060.2102,3868.9769,212562,17318340.64
049932,Plain Local,5652.5738,9,409.2366,1252.9498,2072.3635,1630.0308,287.9931,1893.5829,234.2,37.68,26735026.62,46443386.07,8216.33,3525481.36,5760.5113,5525.2696,233623.09,15888602.31
049940,Sandy Valley Local,1221.5824,3,81.8193,260.5273,463.3156,360.3018,55.6184,397.516,50.39,8.14,5755484.43,10089433.25,8259.31,676736.55,1247.7488,1208.7253,205497.44,8686390.52
049957,Tuslaw Local,1247.0782,3,87.3118,287.8783,514.2756,352.5731,5.0394,329.6482,50.79,8.31,5811534.76,10203302.22,8181.77,3131745.43,1226.3254,1244.2219,249836.07,2226206.98
049973,Woodridge Local,1833.3355,4,132.5615,412.2727,719.9922,536.6034,31.9057,561.1071,75,12.22,8576684.65,14864740.7,8108.03,0,1840.4459,1819.7895,405497.04,2136569.81
049981,Copley-Fairlawn City,2625.116,5,171.2833,602.7453,1025.384,772.5646,53.1388,810.1499,107.35,17.5,12276990.12,21321033.73,8121.94,0,2675.5726,2578.9798,446672.01,2565608.87
049999,Coventry Local,1378.2534,3,90.4966,285.327,516.4803,471.8563,14.0933,466.9611,55.85,9.19,6395638.27,11207921.03,8131.97,4347743.52,1393.7407,1342.9215,364704.84,1633002.05
050005,Manchester Local,1183.0912,3,81.7778,258.3868,465.4356,366.1609,11.3301,364.3754,48.13,7.89,5508666.29,9736934.29,8230.08,1816279.96,1197.7481,1177.6969,287942.92,3176735.4
050013,Green Local,3717.1163,5,245.5576,832.5392,1505.3512,1133.6683,0,1112.0815,150.68,24.78,17253669.89,30241699.06,8135.8,6770351.62,3730.5313,3678.6306,325129.68,3722296.05
050021,Hudson City,4232.8455,5,152.3979,950.1611,1730.1302,1355.1315,45.0248,1391.2749,170.83,28.22,19573367.11,34434527.46,8135.08,5339071.74,4256.491,4216.9759,381122.89,4089224.62
050039,Mogadore Local,673.872,3,41.3656,144.2917,279.9889,198.1299,10.096,198.8742,27.44,6,3288286.34,6277894.38,9316.15,0,727.4856,632.9286,173080.14,6586021.24
050047,Nordonia Hills City,3124.8123,7,112.732,676.1362,1220.8231,1107.3684,7.7526,1090.8679,125.31,20.83,14370519.31,25234524.77,8075.53,450402.71,3221.8317,2997.473,456399.88,2873054.56
050054,Revere Local,2683.2885,4,103.471,643.5052,1058.3447,869.9374,8.0302,871.4311,108.15,17.89,12394007.49,21655702.8,8070.58,0,2698.8996,2639.624,550376.87,2475047.51
050062,Springfield Local,1620.8285,3,115.7406,365.0078,656.9082,475.0648,8.1071,464.9664,65.98,10.81,7551061.84,13115019.02,8091.55,5271775.49,1662.6507,1602.4109,345123.45,2358995.59
050070,Twinsburg City,3611.2411,5,234.972,804.1531,1434.1273,1131.7191,6.2697,1118.6766,146.34,24.07,16757083.59,29361992.52,8130.72,1043884.88,3676.4312,3551.6785,364468.05,3458675.52
050096,Bloomfield-Mespo Local,192.0917,2,24.3019,46.7891,70.2438,50.4568,0.3,48.795,7.94,6,1370774.87,3186078.39,16586.23,0,198.4961,185.8994,463363.97,1522189.13
050112,Bristol Local,429.8332,2,41.1129,101.1578,157.9815,127.9037,1.6773,119.3417,17.6,6,2320680.56,4677181.34,10881.39,1367578.37,456.8354,409.2872,317126.63,1818816.2
050120,Brookfield Local ,955.6797,3,68.7317,230.1871,373.3066,267.501,15.9533,267.0398,39.17,6.37,4478126.79,8149974.94,8527.94,0,968.1107,936.7409,189637.59,8773271.05
050138,Champion Local,1164.6481,3,88.6693,274.119,455.3411,341.8867,4.6319,327.1468,47.49,7.76,5432949.18,9614940.37,8255.66,13146.69,1218.1874,1128.4713,211117.22,6578511.06
050153,Mathews Local,581.1186,4,43.0045,140.252,223.309,174.5531,0,167.458,23.65,6,2915600.78,5739279.36,9876.26,51320.76,583.4405,578.3492,397443.11,1701398.05
050161,Howland Local,2218.3404,5,156.8398,503.6551,852.7407,671.9534,33.1514,680.3952,90.58,14.79,10361445.33,17978591.76,8104.52,3107491.81,2295.8291,2149.8374,342622.18,2258873.99
050179,Joseph Badger Local,556.1011,3,41.7628,135.3526,217.7187,161.267,0,149.886,22.65,6,2817266.86,5524998.19,9935.24,328069.74,579.0085,537.7566,320295.98,3479507.79
050187,Lakeview Local,1451.5209,3,109.1869,338.2504,576.5222,413.2494,14.3121,397.4248,59.33,9.68,6786023.93,11800110.9,8129.48,2406152.33,1482.2105,1420.7262,276690.82,3145986.41
050195,Liberty Local,1074.004,3,78.5852,250.4052,393.8611,324.9607,26.1917,334.8089,44.06,7.16,5036663.47,8996927.09,8377,0,1129.3191,1030.8511,286140.98,3698238.84
050203,Lordstown Local,382.6723,2,28.9156,92.994,148.7077,109.8587,2.1963,104.6538,15.63,6,2126962.73,4375420.08,11433.86,0,403.0394,362.9162,484640.38,1115857.69
050211,Maplewood Local,608.0649,2,51.6219,154.7407,238.7627,162.9395,0,152.9467,24.89,6,3037534.84,5812187.39,9558.5,0,611.7922,607.744,237870.1,5965040.27
050229,McDonald Local,689.0657,2,48.4776,162.3632,272.7028,205.5221,0,199.1381,28,6,3343353.34,6312678.78,9161.22,0,699.8243,668.9665,114113.05,8486747.07
050237,Southington Local,406.7478,3,34.5153,92.4064,158.0163,120.3005,1.5094,114.9646,16.6,6,2222346.63,4582870.6,11267.11,266335.31,401.283,404.0819,247170.17,3276928.08
050245,LaBrae Local,986.1853,4,68.1514,245.5879,383.4855,276.5509,12.4096,275.4897,40.36,6.57,4614810.95,8418102.88,8536.03,0,1009.1909,957.8145,155430.23,9720539.58
050252,Weathersfield Local,875.1371,2,61.7422,185.3363,348.1843,259.8054,20.0689,267.9152,35.81,6,4111341.26,7541300.59,8617.28,0,886.1038,872.4746,156722.72,8652002.27
